--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
231,Giancarlo González,cr CRC,DF,Palermo,27,1988,34.9,11,0,,22,,,,,,,,,Matches,117beb8f
232,Mirko Gori,it ITA,MF,Frosinone,22,1993,24.0,10,1,,58,,,,,,,,,Matches,7d86864c
233,Alberto Grassi,it ITA,MF,Atalanta,20,1995,10.8,6,1,1,24,,,,,,,,,Matches,6cc97b6a
234,Leandro Greco,it ITA,MF,Hellas Verona,29,1986,21.0,7,0,,40,,,,,,,,,Matches,0d9b99a4
235,Fredy Guarín,co COL,MF,Inter,29,1986,10.8,7,0,,25,,,,,,,,,Matches,c36ef7e9
236,Robert Gucher,at AUT,MF,Frosinone,24,1991,15.2,3,0,,17,,,,,,,,,Matches,7ef612ab
237,Guilherme,qa QAT,MF,Udinese,24,1991,3.8,1,0,,9,,,,,,,,,Matches,8754c7ca
238,Jonathan de Guzmán,nl NED,FW,Carpi,27,1987,1.3,0,0,,1,,,,,,,,,Matches,1bcca8b8
239,Norbert Gyömbér,sk SVK,DFMF,Roma,23,1992,1.1,1,0,,5,,,,,,,,,Matches,0be276c6
240,Emil Hallfreðsson,is ISL,MF,Udinese,31,1984,7.4,3,0,,21,,,,,,,,,Matches,86015b20
241,Emil Hallfreðsson,is ISL,MF,Hellas Verona,31,1984,13.4,8,0,,26,,,,,,,,,Matches,86015b20
242,Marek Hamšík,sk SVK,MF,Napoli,28,1987,35.8,0,0,,16,,,,,,,,,Matches,e6ad16b2
243,Samir Handanović,si SVN,GK,Inter,31,1984,36.0,5,0,,0,,,,,,,,,Matches,74419746
244,Filip Helander,se SWE,DF,Hellas Verona,22,1993,20.7,4,0,,19,,,,,,,,,Matches,27f0ddef
245,Hernanes,br BRA,MF,Inter,30,1985,0.6,0,0,,6,,,,,,,,,Matches,cfc2ee72
246,Hernanes,br BRA,MFFW,Juventus,30,1985,9.6,6,0,,21,,,,,,,,,Matches,cfc2ee72
247,Përparim Hetemaj,fi FIN,MF,Chievo,28,1986,25.1,7,0,,70,,,,,,,,,Matches,90b70194
248,Thomas Heurtaux,fr FRA,DF,Udinese,27,1988,11.9,4,0,,18,,,,,,,,,Matches,32d1c24f
249,Gonzalo Higuaín,ar ARG,FW,Napoli,27,1987,32.9,3,1,1,33,,,,,,,,,Matches,8a08491a
250,Oscar Hiljemark,se SWE,MF,Palermo,23,1992,32.1,4,0,,25,,,,,,,,,Matches,98e958af
251,Wesley Hoedt,nl NED,DF,Lazio,21,1994,22.8,5,1,1,27,,,,,,,,,Matches,875898c7
252,Keisuke Honda,jp JPN,MF,Milan,29,1986,21.4,2,0,,29,,,,,,,,,Matches,5cfc82a1
253,Elseid Hysaj,al ALB,DF,Napoli,21,1994,36.5,5,0,,26,,,,,,,,,Matches,2f3452eb
254,Víctor Ibarbo,co COL,FWMF,Roma,25,1990,0.1,0,0,,0,,,,,,,,,Matches,552d1e41
255,Mauro Icardi,ar ARG,FW,Inter,22,1993,28.7,1,0,,21,,,,,,,,,Matches,43b78598
256,Salvador Ichazo,uy URU,GK,Torino,23,1992,3.0,0,0,,0,,,,,,,,,Matches,514f0896
257,Josip Iličić,si SVN,MF,Fiorentina,27,1988,21.2,2,0,,25,,,,,,,,,Matches,68252d6d
258,Ciro Immobile,it ITA,FW,Torino,25,1990,11.0,2,0,,21,,,,,,,,,Matches,4431aed2
259,Roberto Inglese,it ITA,FW,Chievo,23,1991,15.4,3,0,,45,,,,,,,,,Matches,6c1f7328
260,Lorenzo Insigne,it ITA,FWMF,Napoli,24,1991,28.9,2,0,,14,,,,,,,,,Matches,2f557579
261,Artur Ioniță,md MDA,MFFW,Hellas Verona,24,1990,26.4,2,0,,63,,,,,,,,,Matches,cedb3e36
262,Mauricio Isla,cl CHI,DFMF,Juventus,27,1988,0.1,0,0,,0,,,,,,,,,Matches,de4517dd
263,Juan Iturbe,py PAR,FW,Roma,22,1993,4.5,1,0,,7,,,,,,,,,Matches,2c0fbaf5
264,Manuel Iturra,cl CHI,MF,Udinese,31,1984,11.4,8,0,,28,,,,,,,,,Matches,000b3da6
265,Dávid Ivan,sk SVK,MF,Sampdoria,20,1995,12.2,6,1,1,19,,,,,,,,,Matches,b2e3ce45
266,Armando Izzo,it ITA,DF,Genoa,23,1992,30.1,8,2,,47,,,,,,,,,Matches,89976232
267,Mato Jajalo,ba BIH,MF,Palermo,27,1988,22.6,8,0,,46,,,,,,,,,Matches,8c65eb5f
268,Boško Janković,rs SRB,FWMF,Hellas Verona,31,1984,9.9,5,1,1,21,,,,,,,,,Matches,7b17d906
269,Pontus Jansson,se SWE,DF,Torino,24,1991,6.8,1,0,,4,,,,,,,,,Matches,172e52d8
270,Juan Jesus,br BRA,DF,Inter,24,1991,15.7,3,0,,28,,,,,,,,,Matches,79083382
271,Nigel de Jong,nl NED,MF,Milan,30,1984,4.1,0,1,,8,,,,,,,,,Matches,a0e209bc
272,Jorginho,it ITA,MF,Napoli,23,1991,32.4,12,1,1,54,,,,,,,,,Matches,45db685d
273,Stevan Jovetić,me MNE,FWMF,Inter,25,1989,16.8,4,0,,29,,,,,,,,,Matches,f36c432f
274,Juanito,ar ARG,FW,Hellas Verona,30,1985,20.5,3,0,,38,,,,,,,,,Matches,07df1b90
275,Omar El Kaddouri,ma MAR,MF,Napoli,24,1990,2.8,1,0,,11,,,,,,,,,Matches,92b17b2a
276,Nikola Kalinić,hr CRO,FW,Fiorentina,27,1988,28.6,5,0,,48,,,,,,,,,Matches,d4931a5a
277,Abdelhamid El Kaoutari,ma MAR,DF,Palermo,25,1990,7.0,2,0,,2,,,,,,,,,Matches,494a3a41
278,Orestis Karnezis,gr GRE,GK,Udinese,30,1985,38.0,0,0,,0,,,,,,,,,Matches,85b011bb
279,Seydou Keita,ml MLI,MF,Roma,35,1980,15.2,4,0,,38,,,,,,,,,Matches,500c4e9b
280,Sami Khedira,de GER,MF,Juventus,28,1987,17.0,3,1,,13,,,,,,,,,Matches,38ac43d3
281,Ricardo Kishna,nl NED,MFFW,Lazio,20,1995,6.2,0,0,,7,,,,,,,,,Matches,84e947d6
282,Miroslav Klose,de GER,FW,Lazio,37,1978,15.1,3,0,,24,,,,,,,,,Matches,5e36a0dd
283,Geoffrey Kondogbia,cf CTA,MF,Inter,22,1993,22.1,6,1,,44,,,,,,,,,Matches,cce181df
284,Panagiotis Kone,gr GRE,MF,Udinese,28,1987,2.6,2,1,1,9,,,,,,,,,Matches,27d34558
285,Panagiotis Kone,gr GRE,MF,Fiorentina,28,1987,0.1,0,0,,0,,,,,,,,,Matches,27d34558
286,Abdoulay Konko,fr FRA,DF,Lazio,31,1984,17.0,3,0,,37,,,,,,,,,Matches,43857861
287,Kalidou Koulibaly,sn SEN,DF,Napoli,24,1991,32.1,11,0,,60,,,,,,,,,Matches,da974c7b
288,Emil Krafth,se SWE,DF,Bologna,20,1994,1.6,0,0,,1,,,,,,,,,Matches,77cf6852
289,Oliver Kragl,de GER,FWMF,Frosinone,25,1990,10.3,4,0,,22,,,,,,,,,Matches,1c17dfe0
290,Nenad Krstičić,rs SRB,MF,Sampdoria,25,1990,6.0,5,0,,15,,,,,,,,,Matches,5631b735
291,Rade Krunić,ba BIH,MF,Empoli,21,1993,5.5,3,0,,7,,,,,,,,,Matches,817c6964
292,Juraj Kucka,sk SVK,MF,Milan,28,1987,23.1,11,0,,58,,,,,,,,,Matches,5aaef9ef
293,Juraj Kucka,sk SVK,MF,Genoa,28,1987,1.0,0,0,,4,,,,,,,,,Matches,5aaef9ef
294,Jasmin Kurtić,si SVN,MF,Atalanta,26,1989,26.7,7,1,1,48,,,,,,,,,Matches,144607cc
295,Zdravko Kuzmanović,rs SRB,MF,Udinese,27,1987,12.6,5,0,,29,,,,,,,,,Matches,6df0dc74
296,Antonino La Gumina,it ITA,FW,Palermo,19,1996,0.7,0,0,,1,,,,,,,,,Matches,822a7761
297,Eugenio Lamanna,it ITA,GK,Genoa,25,1989,13.0,0,0,,0,,,,,,,,,Matches,349601c3
298,Danilo Larangeira,br BRA,DF,Udinese,31,1984,32.7,11,2,1,42,,,,,,,,,Matches,fed5f993
299,Karim Laribi,tn TUN,MF,Sassuolo,24,1991,5.4,0,0,,4,,,,,,,,,Matches,d1437a4c
300,Kevin Lasagna,it ITA,FWMF,Carpi,22,1992,16.7,1,0,,40,,,,,,,,,Matches,09538fdb
301,Vincent Laurini,fr FRA,DF,Empoli,26,1989,21.7,5,0,,24,,,,,,,,,Matches,3535098b
302,Diego Laxalt,uy URU,MFFW,Genoa,22,1993,34.1,3,0,,41,,,,,,,,,Matches,f26e3c59
303,Achraf Lazaar,ma MAR,MFDF,Palermo,23,1992,25.5,4,1,1,35,,,,,,,,,Matches,957d41d2
304,Darko Lazović,rs SRB,FW,Genoa,24,1990,7.2,0,0,,2,,,,,,,,,Matches,5128bde4
305,Andrea Lazzari,it ITA,MF,Carpi,30,1984,3.8,1,0,,8,,,,,,,,,Matches,2d6caaa7
306,Nicola Leali,it ITA,GK,Frosinone,22,1993,33.0,3,0,,0,,,,,,,,,Matches,5f9970a0
307,Mario Lemina,ga GAB,MF,Juventus,21,1993,8.1,4,0,,18,,,,,,,,,Matches,2b471f99
308,Gaetano Letizia,it ITA,DFMF,Carpi,25,1990,32.1,5,0,,32,,,,,,,,,Matches,3dd45b70
309,Luca Lezzerini,it ITA,GK,Fiorentina,20,1995,1.2,0,0,,0,,,,,,,,,Matches,c9c32262
310,Stephan Lichtsteiner,ch SUI,MFDF,Juventus,31,1984,20.2,5,0,,22,,,,,,,,,Matches,99b1d0e6
311,Marko Livaja,hr CRO,FW,Empoli,21,1993,6.8,7,0,,24,,,,,,,,,Matches,6e5497ca
312,Adem Ljajić,rs SRB,FWMF,Roma,23,1991,0.0,0,0,,0,,,,,,,,,Matches,2648e18f
313,Adem Ljajić,rs SRB,MFFW,Inter,23,1991,16.0,2,0,,9,,,,,,,,,Matches,2648e18f
314,Fernando Llorente,es ESP,FW,Juventus,30,1985,0.1,0,0,,0,,,,,,,,,Matches,82dbf623
315,Manuel Locatelli,it ITA,MF,Milan,17,1998,1.0,1,0,,2,,,,,,,,,Matches,a8a874f1
316,Francesco Lodi,it ITA,MF,Udinese,31,1984,20.8,3,0,,19,,,,,,,,,Matches,3ddc8b87
317,Lorenzo Lollo,it ITA,MFFW,Carpi,24,1990,23.3,14,2,2,73,,,,,,,,,Matches,1272d9f4
318,Alessandro Longhi,it ITA,DF,Sassuolo,26,1989,3.4,1,0,,3,,,,,,,,,Matches,1544319d
319,Samuele Longo,it ITA,FW,Frosinone,23,1992,3.7,2,0,,13,,,,,,,,,Matches,1163de29
320,David López,es ESP,MF,Napoli,25,1989,8.3,2,0,,19,,,,,,,,,Matches,f03f284b
321,Diego López,es ESP,GK,Milan,33,1981,8.0,1,0,,0,,,,,,,,,Matches,73683fa9
322,Maxi López,ar ARG,FW,Torino,31,1984,12.1,2,0,,52,,,,,,,,,Matches,ad469944
323,Senad Lulić,ba BIH,DFMF,Lazio,29,1986,26.1,11,1,1,48,,,,,,,,,Matches,7fd58fe3
324,Paul-Jose M'Poku,cd COD,FWMF,Chievo,23,1992,8.5,3,0,,10,,,,,,,,,Matches,6ec1ddf1
325,Massimo Maccarone,it ITA,FW,Empoli,35,1979,30.5,4,0,,46,,,,,,,,,Matches,1586379d
326,Christian Maggio,it ITA,DF,Napoli,33,1982,4.4,0,0,,7,,,,,,,,,Matches,31d7f557
327,Francesco Magnanelli,it ITA,MF,Sassuolo,30,1984,34.0,8,0,,71,,,,,,,,,Matches,07767f42
328,Raffaele Maiello,it ITA,MF,Empoli,24,1991,5.3,1,0,,7,,,,,,,,,Matches,02febfdc
329,Domenico Maietta,it ITA,DF,Bologna,32,1982,17.3,4,0,,17,,,,,,,,,Matches,3d936ba9
330,Nikola Maksimović,rs SRB,DF,Torino,23,1991,16.0,2,0,,13,,,,,,,,,Matches,16b9d5cf
331,Rey Manaj,al ALB,FW,Inter,18,1997,0.4,1,0,,8,,,,,,,,,Matches,7703afb6
332,Matteo Mancosu,it ITA,FW,Bologna,30,1984,3.7,0,0,,2,,,,,,,,,Matches,235fab68
333,Matteo Mancosu,it ITA,FW,Carpi,30,1984,6.4,2,0,,12,,,,,,,,,Matches,235fab68
334,Mario Mandžukić,hr CRO,FW,Juventus,29,1986,22.7,5,0,,51,,,,,,,,,Matches,afa0d4e0
335,Kostas Manolas,gr GRE,DF,Roma,24,1991,34.7,7,0,,53,,,,,,,,,Matches,c707411f
336,Giovanni Marchese,it ITA,DF,Genoa,30,1984,7.4,4,0,,19,,,,,,,,,Matches,55142846
337,Federico Marchetti,it ITA,GK,Lazio,32,1983,28.3,0,0,,0,,,,,,,,,Matches,f794b426
338,Claudio Marchisio,it ITA,MF,Juventus,29,1986,21.4,8,0,,32,,,,,,,,,Matches,e304acd5
339,Enzo Maresca,it ITA,MF,Palermo,35,1980,11.0,3,0,,14,,,,,,,,,Matches,1a899d99
340,Rafael Márquez,mx MEX,DF,Hellas Verona,36,1979,8.4,3,0,,4,,,,,,,,,Matches,ce067ffe
341,Marquinho,br BRA,MF,Udinese,29,1986,5.0,3,0,,9,,,,,,,,,Matches,949bdc36
342,Luca Marrone,it ITA,MF,Hellas Verona,25,1990,9.7,3,0,,19,,,,,,,,,Matches,ea468ea8
343,Luca Marrone,it ITA,MFDF,Carpi,25,1990,8.0,4,0,,14,,,,,,,,,Matches,ea468ea8
344,Luca Martinelli,it ITA,DF,Empoli,26,1988,1.0,0,0,,3,,,,,,,,,Matches,583e55a5
345,Josef Martínez,ve VEN,FW,Torino,22,1993,10.3,0,0,,18,,,,,,,,,Matches,e73f0aa1
346,Raphael Martinho,br BRA,MF,Carpi,27,1988,7.5,3,0,,11,,,,,,,,,Matches,1124bc4f
347,Andrea Masiello,it ITA,DF,Atalanta,29,1986,26.6,7,0,,27,,,,,,,,,Matches,e0314d87
348,Adam Masina,ma MAR,DF,Bologna,21,1994,29.1,8,1,,33,,,,,,,,,Matches,de0f152c
349,Tim Matavž,si SVN,FW,Genoa,26,1989,5.2,0,0,,14,,,,,,,,,Matches,ebc29a56
350,Ryder Matos,br BRA,FW,Udinese,22,1993,4.6,1,0,,16,,,,,,,,,Matches,7280b54f
351,Ryder Matos,br BRA,FWMF,Carpi,22,1993,13.3,1,0,,12,,,,,,,,,Matches,7280b54f
352,Alessandro Matri,it ITA,FWMF,Lazio,30,1984,9.1,1,1,,14,,,,,,,,,Matches,58d97e77
353,Federico Mattiello,it ITA,DF,Chievo,20,1995,1.0,0,0,,1,,,,,,,,,Matches,fba81826
354,Matuzalém,br BRA,MF,Hellas Verona,35,1980,2.3,1,0,,7,,,,,,,,,Matches,5ba2fc63
355,José Mauri,it ITA,MF,Milan,19,1996,2.7,2,0,,7,,,,,,,,,Matches,644faf10
356,Stefano Mauri,it ITA,MFFW,Lazio,35,1980,5.6,0,0,,6,,,,,,,,,Matches,e3bb6738
357,Maurício,br BRA,DF,Lazio,26,1988,21.4,15,1,1,47,,,,,,,,,Matches,d5bd1abc
358,Jerry Mbakogu,ng NGA,FW,Carpi,22,1992,18.8,2,0,,36,,,,,,,,,Matches,8196a263
359,Ibrahima Mbaye,sn SEN,DF,Bologna,20,1994,10.9,3,1,,18,,,,,,,,,Matches,cfbf9881
360,Levan Mchedlidze,ge GEO,FW,Empoli,25,1990,3.6,2,1,,12,,,,,,,,,Matches,54ab361e
361,Gary Medel,cl CHI,MFDF,Inter,27,1987,26.8,10,0,,22,,,,,,,,,Matches,563a68ad
362,Riccardo Meggiorini,it ITA,FW,Chievo,29,1985,18.2,8,1,,47,,,,,,,,,Matches,2ec0f902
363,Felipe Melo,br BRA,MF,Inter,32,1983,19.7,8,2,1,36,,,,,,,,,Matches,b14d84d3
364,Jérémy Ménez,fr FRA,FW,Milan,28,1987,3.3,1,0,,6,,,,,,,,,Matches,41976af1
365,Alexander Merkel,kz KAZ,MF,Udinese,23,1992,0.6,1,0,,3,,,,,,,,,Matches,5181e2cb
366,Dries Mertens,be BEL,FW,Napoli,28,1987,12.3,7,0,,35,,,,,,,,,Matches,89b2c8a9
367,Djamel Mesbah,dz ALG,DF,Sampdoria,30,1984,6.5,2,0,,6,,,,,,,,,Matches,72158162
368,Philippe Mexès,fr FRA,DF,Milan,33,1982,4.5,4,0,,4,,,,,,,,,Matches,a5eb25eb
369,Giulio Migliaccio,it ITA,MF,Atalanta,34,1981,6.0,2,1,,16,,,,,,,,,Matches,e0d0587c
370,Sergej Milinković-Savić,rs SRB,MF,Lazio,20,1995,18.2,7,1,1,41,,,,,,,,,Matches,4e6dbac4
371,Miranda,br BRA,DF,Inter,30,1984,31.0,8,2,1,45,,,,,,,,,Matches,314f2124
372,Antonio Mirante,it ITA,GK,Bologna,32,1983,33.0,2,0,,0,,,,,,,,,Matches,30223b33
373,Simone Missiroli,it ITA,MF,Sassuolo,29,1986,20.4,8,1,1,32,,,,,,,,,Matches,331c0a43
374,Niklas Moisander,fi FIN,DF,Sampdoria,29,1985,19.8,4,1,,17,,,,,,,,,Matches,00844823
375,Cristian Molinaro,it ITA,MF,Torino,32,1983,21.8,5,1,1,31,,,,,,,,,Matches,1c8c5aed
376,Gaetano Monachello,it ITA,FW,Atalanta,21,1994,4.0,2,0,,10,,,,,,,,,Matches,241ee811
377,Riccardo Montolivo,it ITA,MF,Milan,30,1985,29.8,5,0,,21,,,,,,,,,Matches,b746d309
378,Martín Montoya,es ESP,DF,Inter,24,1991,2.8,0,0,,3,,,,,,,,,Matches,5cec2487
379,Maximiliano Moralez,ar ARG,FW,Atalanta,28,1987,15.1,2,0,,25,,,,,,,,,Matches,f99f37fc
380,Vangelis Moras,gr GRE,DF,Hellas Verona,33,1981,30.6,6,1,1,30,,,,,,,,,Matches,bffec2a8
381,Álvaro Morata,es ESP,FW,Juventus,22,1992,16.0,6,1,,43,,,,,,,,,Matches,129af0db
382,Emiliano Moretti,it ITA,DF,Torino,34,1981,35.0,4,0,,35,,,,,,,,,Matches,55667895
383,Michel Morganella,ch SUI,MFDF,Palermo,26,1989,11.4,4,1,,28,,,,,,,,,Matches,02728546
384,Archimede Morleo,it ITA,DF,Bologna,31,1983,4.4,0,0,,4,,,,,,,,,Matches,2260bad9
385,Ravel Morrison,jm JAM,MF,Lazio,22,1993,0.7,0,0,,1,,,,,,,,,Matches,bf59c794
386,Anthony Mounier,fr FRA,FWMF,Bologna,27,1987,21.4,6,0,,39,,,,,,,,,Matches,d9255c9a
387,Ezequiel Muñoz,ar ARG,DF,Genoa,24,1990,15.6,7,0,,31,,,,,,,,,Matches,e4b8c5b6
388,Luis Muriel,co COL,FW,Sampdoria,24,1991,18.8,3,0,,29,,,,,,,,,Matches,eb2fe5b6
389,Jeison Murillo,co COL,DF,Inter,23,1992,31.6,9,3,3,29,,,,,,,,,Matches,b233e8e4
390,Yūto Nagatomo,jp JPN,DF,Inter,28,1986,18.3,6,2,1,19,,,,,,,,,Matches,4b6960d2
391,Radja Nainggolan,be BEL,MF,Roma,27,1988,32.6,12,1,1,47,,,,,,,,,Matches,1f9328da
392,Neto,br BRA,GK,Juventus,26,1989,3.0,0,0,,0,,,,,,,,,Matches,a9dc785c
393,M'Baye Niang,sn SEN,FW,Milan,20,1994,12.7,1,0,,49,,,,,,,,,Matches,2054d037
394,Nikola Ninković,rs SRB,FWMF,Chievo,20,1994,0.1,0,0,,0,,,,,,,,,Matches,ab1263d2
395,Antonio Nocerino,it ITA,MF,Milan,30,1985,0.7,0,0,,1,,,,,,,,,Matches,07cf67f3
396,Olivier Ntcham,cm CMR,MFFW,Genoa,19,1996,11.1,2,0,,28,,,,,,,,,Matches,6554bb97
397,Joel Obi,ng NGA,MF,Torino,24,1991,5.4,1,1,,16,,,,,,,,,Matches,614c38fb
398,Marios Oikonomou,gr GRE,DF,Bologna,22,1992,18.0,7,1,1,21,,,,,,,,,Matches,3b9858f5
399,Wallace Oliveira,br BRA,MF,Carpi,21,1994,1.8,1,0,,4,,,,,,,,,Matches,adbd7009
400,Ogenyi Onazi,ng NGA,MF,Lazio,22,1992,13.1,2,0,,13,,,,,,,,,Matches,17310a6c
401,Juan Pablo Carrizo,ar ARG,GK,Inter,31,1984,1.8,0,0,,0,,,,,,,,,Matches,04e6e152
402,Daniele Padelli,it ITA,GK,Torino,29,1985,35.0,3,0,,0,,,,,,,,,Matches,cf1c23d8
403,Simone Padoin,it ITA,MFDF,Juventus,31,1984,6.4,2,0,,8,,,,,,,,,Matches,5eb72339
404,Luca Paganini,it ITA,MFFW,Frosinone,22,1993,20.4,6,0,,35,,,,,,,,,Matches,e5b98a70
405,Rodrigo Palacio,ar ARG,FWMF,Inter,33,1982,15.6,5,0,,23,,,,,,,,,Matches,8d8178ac
406,Gabriel Paletta,it ITA,DF,Atalanta,29,1986,22.4,5,2,,36,,,,,,,,,Matches,cc3477f4
407,Emerson Palmieri,it ITA,DF,Roma,20,1994,2.1,1,0,,3,,,,,,,,,Matches,e0bc6fdc
408,Angelo Palombo,it ITA,MF,Sampdoria,33,1981,4.3,0,0,,1,,,,,,,,,Matches,d0bd8589
409,Alberto Paloschi,it ITA,FW,Chievo,25,1990,18.5,1,0,,32,,,,,,,,,Matches,b5cae4e6
410,Goran Pandev,mk MKD,FW,Genoa,32,1983,9.2,0,1,,10,,,,,,,,,Matches,d711d04f
411,Giuseppe Panico,it ITA,FW,Genoa,18,1997,0.1,0,0,,1,,,,,,,,,Matches,bb30083b
412,Leandro Paredes,ar ARG,MF,Empoli,21,1994,27.6,11,0,,45,,,,,,,,,Matches,dff153a4
413,Marco Parolo,it ITA,MF,Lazio,30,1985,28.5,9,0,,53,,,,,,,,,Matches,ed5886d2
414,Lorenzo Pasciuti,it ITA,MF,Carpi,25,1989,17.2,6,1,1,27,,,,,,,,,Matches,ef896c4b
415,Manuel Pasqual,it ITA,MFDF,Fiorentina,33,1982,11.5,5,0,,12,,,,,,,,,Matches,548902cc
416,Giovanni Pasquale,it ITA,MF,Udinese,33,1982,2.6,2,0,,4,,,,,,,,,Matches,9366f242
417,Patric,es ESP,DF,Lazio,22,1993,6.5,4,1,1,11,,,,,,,,,Matches,f7223718
418,Daniel Pavlović,ba BIH,DF,Frosinone,27,1988,21.4,6,0,,34,,,,,,,,,Matches,47146acb
419,Leonardo Pavoletti,it ITA,FW,Genoa,26,1988,21.3,3,1,,74,,,,,,,,,Matches,d37b0350
420,Giampaolo Pazzini,it ITA,FW,Hellas Verona,30,1984,21.3,5,0,,35,,,,,,,,,Matches,6ca663b4
421,Gianluca Pegolo,it ITA,GK,Sassuolo,34,1981,1.7,1,0,,0,,,,,,,,,Matches,f058ed1f
422,Alberto Pelagotti,it ITA,GK,Empoli,25,1989,6.0,0,0,,0,,,,,,,,,Matches,3101c3ce
423,Lorenzo Pellegrini,it ITA,MF,Sassuolo,19,1996,12.8,6,1,1,30,,,,,,,,,Matches,4a5a45c7
424,Sergio Pellissier,it ITA,FW,Chievo,36,1979,10.6,2,0,,9,,,,,,,,,Matches,878ee034
425,Federico Peluso,it ITA,DF,Sassuolo,31,1984,33.7,11,0,,53,,,,,,,,,Matches,4f2908e5
426,Simone Pepe,it ITA,MFFW,Chievo,31,1983,8.9,3,1,,16,,,,,,,,,Matches,1f3674c2
427,Pedro Pereira,pt POR,FW,Sampdoria,31,1984,7.1,0,0,,5,,,,,,,,,Matches,f66a3871
428,Bruno Peres,br BRA,MF,Torino,25,1990,28.8,9,0,,23,,,,,,,,,Matches,852351df
429,Roberto Pereyra,ar ARG,MFFW,Juventus,24,1991,8.9,0,0,,10,,,,,,,,,Matches,75f2c59f
430,Stipe Perica,hr CRO,FW,Udinese,20,1995,5.2,1,0,,13,,,,,,,,,Matches,269b4638
431,Mattia Perin,it ITA,GK,Genoa,22,1992,25.0,2,0,,0,,,,,,,,,Matches,4c62d0c8
432,Ivan Perišić,hr CRO,MFFW,Inter,26,1989,26.8,5,0,,24,,,,,,,,,Matches,6fe90922
433,Diego Perotti,ar ARG,FWMF,Roma,27,1988,13.4,2,0,,15,,,,,,,,,Matches,a40d5a0c
434,Diego Perotti,ar ARG,FW,Genoa,27,1988,12.0,1,2,,11,,,,,,,,,Matches,a40d5a0c
435,Giuseppe Pezzella,it ITA,DFMF,Palermo,17,1997,6.6,0,0,,4,,,,,,,,,Matches,149c5f5d
436,Mauricio Pinilla,cl CHI,FW,Atalanta,31,1984,14.9,10,1,1,41,,,,,,,,,Matches,33bd231e
437,Giampiero Pinzi,it ITA,MF,Chievo,34,1981,11.0,7,0,,30,,,,,,,,,Matches,8857991f
438,Iván Piris,py PAR,DF,Udinese,26,1989,20.8,5,0,,35,,,,,,,,,Matches,95ced740
439,Eros Pisano,it ITA,DF,Hellas Verona,28,1987,32.3,7,0,,41,,,,,,,,,Matches,81515841
440,Alessandro Piu,it ITA,FW,Empoli,19,1996,2.4,0,0,,2,,,,,,,,,Matches,e3eec2a7
441,Miralem Pjanić,ba BIH,MF,Roma,25,1990,29.4,12,1,1,54,,,,,,,,,Matches,ad6df2d5
442,Paul Pogba,fr FRA,MF,Juventus,22,1993,33.5,10,0,,87,,,,,,,,,Matches,867239d3
443,Andrea Poli,it ITA,MF,Milan,25,1989,6.5,1,0,,9,,,,,,,,,Matches,b3fd7075
444,Fabrizio Poli,it ITA,DFMF,Carpi,26,1989,9.4,5,0,,20,,,,,,,,,Matches,0b98abf4
445,Matteo Politano,it ITA,FW,Sassuolo,21,1993,11.6,3,0,,13,,,,,,,,,Matches,5e861944
446,Ronaldo Pompeu,br BRA,MF,Empoli,25,1990,1.2,1,0,,5,,,,,,,,,Matches,86c9bfe8
447,Andrés Ponce,ve VEN,FW,Sampdoria,18,1996,0.1,0,0,,0,,,,,,,,,Matches,d9600938
448,Filippo Porcari,it ITA,MF,Carpi,31,1984,2.0,0,0,,5,,,,,,,,,Matches,4e9ad4a3
449,Josip Posavec,hr CRO,GK,Palermo,19,1996,1.0,0,0,,0,,,,,,,,,Matches,72624a76
450,Sanjin Prcić,ba BIH,MF,Torino,21,1993,0.3,0,0,,1,,,,,,,,,Matches,51c30111
451,Vasyl Pryima,ua UKR,DF,Frosinone,24,1991,3.3,1,0,,5,,,,,,,,,Matches,a0c8a672
452,Manuel Pucciarelli,it ITA,FW,Empoli,24,1991,33.7,1,0,,46,,,,,,,,,Matches,a1c7b425
453,Maurizio Pugliesi,it ITA,GK,Empoli,38,1976,1.0,0,0,,0,,,,,,,,,Matches,09f1423a
454,Erick Pulgar,cl CHI,MF,Bologna,21,1994,7.7,2,0,,14,,,,,,,,,Matches,4611e028
455,Fabio Quagliarella,it ITA,FW,Torino,32,1983,15.0,0,0,,27,,,,,,,,,Matches,ee4f2f3b
456,Fabio Quagliarella,it ITA,FW,Sampdoria,32,1983,13.6,1,0,,17,,,,,,,,,Matches,ee4f2f3b
457,Robin Quaison,se SWE,FWMF,Palermo,21,1993,16.8,5,0,,38,,,,,,,,,Matches,74c7c2db
458,Ivan Radovanović,rs SRB,MF,Chievo,26,1988,23.1,9,0,,40,,,,,,,,,Matches,023937a9
459,Ștefan Radu,ro ROU,DF,Lazio,28,1986,12.1,3,1,,17,,,,,,,,,Matches,53de807a
460,Boris Radunović,rs SRB,GK,Atalanta,19,1996,1.0,0,0,,0,,,,,,,,,Matches,0dfce079
461,Rafael,br BRA,GK,Hellas Verona,33,1982,11.2,0,1,,0,,,,,,,,,Matches,dd06d56c
462,Cristian Raimondi,it ITA,DFMF,Atalanta,34,1981,8.4,4,0,,19,,,,,,,,,Matches,a6909989
463,Andrea Ranocchia,it ITA,DF,Sampdoria,27,1988,12.7,7,1,1,18,,,,,,,,,Matches,539230cf
