--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
31,Lorenzo Ariaudo,it ITA,DF,Sassuolo,26,1989,4,237,59,6.9,2.6,2,,2,2,,16,1.25,2,3,-1,-0.38,-0.66,Matches,68b78c2a
32,Lorenzo Ariaudo,it ITA,DF,Empoli,26,1989,5,421,84,12.3,4.7,5,,4,0,,9,0.40,2,7,-5,-1.07,-0.95,Matches,68b78c2a
33,Pablo Armero,co COL,MF,Udinese,28,1986,5,417,83,12.2,4.6,5,,3,0,,8,1.00,5,6,-1,-0.22,+0.50,Matches,afabf74e
34,Manuel Arteaga,ve VEN,FW,Palermo,21,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,83fdc123
35,Kwadwo Asamoah,gh GHA,MF,Juventus,26,1988,11,569,52,16.6,6.3,6,,2,5,,11,2.73,12,3,+9,+1.42,-0.03,Matches,089550f5
36,Raúl Asencio,es ESP,FW,Genoa,17,1998,0,,,,,0,,0,0,,6,,,,,,,Matches,69b17c5b
37,Davide Astori,it ITA,DF,Fiorentina,28,1987,33,2901,88,84.8,32.2,32,,31,1,,4,1.67,48,35,+13,+0.40,-0.46,Matches,1522dab2
38,Emil Audero,id IDN,GK,Juventus,18,1997,0,,,,,0,,0,0,,17,,,,,,,Matches,649b01d8
39,Danilo Avelar,br BRA,MF,Torino,26,1989,6,344,57,10.1,3.8,4,,3,2,,4,1.67,7,5,+2,+0.52,+0.67,Matches,eacb45fd
40,Khouma Babacar,sn SEN,FW,Fiorentina,22,1993,18,802,45,23.5,8.9,11,,3,7,,13,1.83,15,4,+11,+1.23,+0.99,Matches,422ec08a
41,Carlos Bacca,co COL,FW,Milan,28,1986,38,3156,83,92.3,35.1,36,,23,2,,0,1.50,47,41,+6,+0.17,+0.17,Matches,09a9e921
42,Andrea Badan,it ITA,DF,Hellas Verona,17,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,ea964e39
43,Milan Badelj,hr CRO,MF,Fiorentina,26,1989,27,2129,79,62.3,23.7,25,,14,2,,3,1.78,44,25,+19,+0.80,+0.87,Matches,e8c930bb
44,Jaime Báez,uy URU,FWMF,Fiorentina,20,1995,0,,,,,0,,0,0,,2,,,,,,,Matches,dfd24c07
45,Ricardo Bagadur,hr CRO,DF,Fiorentina,19,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,5f8b23c3
46,Keita Baldé,sn SEN,FW,Lazio,20,1995,31,1777,57,52.0,19.7,15,,11,16,,2,1.48,33,29,+4,+0.20,+0.42,Matches,509a4ccb
47,Enrico Baldini,it ITA,FWMF,Inter,18,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,0d785711
48,Andrija Balić,hr CRO,MF,Udinese,17,1997,0,,,,,0,,0,0,,15,,,,,,,Matches,9be4ee80
49,Norbert Balogh,hu HUN,FW,Palermo,19,1996,4,55,14,1.6,0.6,0,,0,4,,12,0.00,0,3,-3,-4.91,-4.27,Matches,24190824
50,Mario Balotelli,it ITA,FW,Milan,24,1990,20,837,42,24.5,9.3,8,,5,12,,3,1.50,11,13,-2,-0.22,-0.49,Matches,8ff07990
51,Federico Barba,it ITA,DF,Empoli,21,1993,10,889,89,26.0,9.9,10,,9,0,,11,1.20,12,15,-3,-0.30,-0.09,Matches,c010b898
52,Francesco Bardi,it ITA,GK,Frosinone,23,1992,2,119,60,3.5,1.3,2,,1,0,,14,0.50,3,3,0,0.00,+1.12,Matches,0acda699
53,Édgar Barreto,py PAR,MF,Sampdoria,31,1984,30,2162,72,63.2,24.0,26,,17,4,,5,1.17,34,42,-8,-0.33,+0.02,Matches,43a1bea5
54,Andrea Barzagli,it ITA,DF,Juventus,34,1981,31,2737,88,80.0,30.4,31,,29,0,,4,2.45,59,14,+45,+1.48,+0.16,Matches,7c0000fd
55,Daniele Baselli,it ITA,MF,Torino,23,1992,35,2264,65,66.2,25.2,25,,10,10,,1,1.29,32,26,+6,+0.24,+0.94,Matches,ea06dd97
56,Davide Bassi,it ITA,GK,Atalanta,30,1985,1,90,90,2.6,1.0,1,,1,0,,30,0.00,1,3,-2,-2.00,-1.89,Matches,b260a8e3
57,Dušan Basta,rs SRB,DF,Lazio,30,1984,23,1815,79,53.1,20.2,21,,18,2,,2,1.30,21,29,-8,-0.40,-0.85,Matches,3b57f7f8
58,Vid Belec,si SVN,GK,Carpi,25,1990,30,2700,90,78.9,30.0,30,,30,0,,5,1.07,29,41,-12,-0.40,+0.60,Matches,4f8ce0e1
59,Gianpaolo Bellini,it ITA,DF,Atalanta,35,1980,15,946,63,27.7,10.5,11,,4,4,,11,0.87,10,17,-7,-0.67,-0.70,Matches,77b818ea
60,Andrea Belotti,it ITA,FW,Torino,21,1993,35,2588,74,75.7,28.8,31,,20,4,,3,1.03,41,42,-1,-0.03,+0.18,Matches,d705ba44
61,Ahmad Benali,ly LBY,FWMF,Palermo,23,1992,0,,,,,0,,0,0,,1,,,,,,,Matches,a128b07e
62,Marco Benassi,it ITA,MF,Torino,20,1994,32,1910,60,55.8,21.2,21,,7,11,,1,1.09,31,39,-8,-0.38,-0.67,Matches,0000acda
63,Accursio Bentivegna,it ITA,FW,Palermo,19,1996,1,11,11,0.3,0.1,0,,0,1,,11,1.00,0,0,0,0.00,+0.71,Matches,2130bea6
64,Francesco Benussi,it ITA,GK,Carpi,33,1981,4,298,75,8.7,3.3,4,,3,0,,8,0.75,2,3,-1,-0.30,+0.25,Matches,42bcb825
65,Domenico Berardi,it ITA,FW,Sassuolo,20,1994,29,2167,75,63.4,24.1,26,,9,3,,0,1.69,30,22,+8,+0.33,+0.26,Matches,53a0e358
66,Etrit Berisha,al ALB,GK,Lazio,26,1989,11,873,79,25.5,9.7,9,,9,2,,23,1.73,15,13,+2,+0.21,+0.28,Matches,ee833569
67,Federico Bernardeschi,it ITA,MF,Fiorentina,21,1994,33,2272,69,66.4,25.2,25,,14,8,,4,1.64,35,27,+8,+0.32,-0.47,Matches,ee93c1a9
68,Tommaso Berni,it ITA,GK,Inter,32,1983,0,,,,,0,,0,0,,21,,,,,,,Matches,7b8f85c7
69,Andrea Bertolacci,it ITA,MF,Milan,24,1991,27,1805,67,52.8,20.1,21,,14,6,,0,1.63,21,21,0,0.00,-0.33,Matches,c75b6a02
70,Davide Bertoncini,it ITA,DF,Frosinone,24,1991,5,365,73,10.7,4.1,4,,2,1,,17,0.60,2,12,-10,-2.47,-1.55,Matches,cab28bbe
71,Jonathan Biabiany,fr FRA,MFFW,Inter,27,1988,20,872,44,25.5,9.7,7,,2,13,,14,1.75,13,6,+7,+0.72,+0.55,Matches,6b99d135
72,Matteo Bianchetti,it ITA,DF,Hellas Verona,22,1993,23,1587,69,46.4,17.6,17,,16,6,,14,0.83,14,31,-17,-0.96,-0.37,Matches,b3a20f18
73,Raffaele Bianco,it ITA,MF,Carpi,27,1987,26,1852,71,54.2,20.6,21,,13,5,,6,1.19,25,27,-2,-0.10,+0.94,Matches,147c0f9e
74,Lucas Biglia,ar ARG,MF,Lazio,29,1986,27,2296,85,67.1,25.5,26,,22,1,,0,1.56,40,33,+7,+0.27,+0.83,Matches,5710a281
75,Davide Biondini,it ITA,MF,Sassuolo,32,1983,22,1103,50,32.3,12.3,12,,2,10,,13,1.82,13,10,+3,+0.24,+0.01,Matches,b4c3070a
76,Cristiano Biraghi,it ITA,DFMF,Chievo,22,1992,0,,,,,0,,0,0,,1,,,,,,,Matches,9e1577aa
77,Valter Birsa,si SVN,MFFW,Chievo,28,1986,35,2365,68,69.2,26.3,32,,2,3,,1,1.31,29,29,0,0.00,+0.17,Matches,455a2b79
78,Milan Biševac,rs SRB,DF,Lazio,31,1983,11,907,82,26.5,10.1,11,,10,0,,2,1.45,17,14,+3,+0.30,+0.41,Matches,a51728e3
79,Luca Bittante,it ITA,DF,Empoli,21,1993,16,526,33,15.4,5.8,3,,1,13,,22,0.75,5,2,+3,+0.51,+0.89,Matches,2d3432e7
80,Albano Bizzarri,ar ARG,GK,Chievo,37,1977,35,3150,90,92.1,35.0,35,,35,0,,2,1.31,41,43,-2,-0.06,-0.06,Matches,32b9b5fa
81,Leonardo Blanchard,it ITA,DF,Frosinone,27,1988,28,2452,88,71.7,27.2,27,,23,1,,6,0.93,22,50,-28,-1.03,+0.18,Matches,7359f559
82,Richmond Boakye,gh GHA,FW,Atalanta,22,1993,0,,,,,0,,0,0,,1,,,,,,,Matches,27f0fcda
83,Kevin-Prince Boateng,gh GHA,MF,Milan,28,1987,11,200,18,5.8,2.2,1,,0,10,,9,1.73,1,0,+1,+0.45,+0.31,Matches,f4ec4fd0
84,Francesco Bolzoni,it ITA,MF,Palermo,26,1989,0,,,,,0,,0,0,,5,,,,,,,Matches,96819ccd
85,Giacomo Bonaventura,it ITA,MFFW,Milan,25,1989,33,2840,86,83.0,31.6,31,,28,2,,0,1.55,42,35,+7,+0.22,+0.38,Matches,d995ed27
86,Federico Bonazzoli,it ITA,FW,Sampdoria,18,1997,4,73,18,2.1,0.8,0,,0,4,,11,1.00,2,2,0,0.00,+0.35,Matches,bf57eaab
87,Mattia Bonetto,it ITA,MF,Inter,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,d2fa665f
88,Leonardo Bonucci,it ITA,DF,Juventus,28,1987,36,3156,88,92.3,35.1,35,,34,1,,1,2.36,71,20,+51,+1.45,+0.09,Matches,52ec54d0
89,Francesco Bordi,it ITA,DF,Milan,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,b73cbecd
90,Marco Borriello,it ITA,FW,Atalanta,33,1982,15,855,57,25.0,9.5,8,,6,7,,2,0.87,14,16,-2,-0.21,-0.07,Matches,a889ffc7
91,Marco Borriello,it ITA,FW,Carpi,33,1982,12,744,62,21.8,8.3,8,,2,4,,1,0.75,9,17,-8,-0.97,-0.56,Matches,a889ffc7
92,Cesare Bovo,it ITA,DF,Torino,32,1983,21,1789,85,52.3,19.9,20,,19,1,,9,1.38,29,27,+2,+0.10,+0.38,Matches,6d584b34
93,Edson Braafheid,nl NED,DF,Lazio,32,1983,5,336,67,9.8,3.7,3,,3,2,,27,1.60,7,6,+1,+0.27,+0.30,Matches,f8e3660d
94,Walter Bressan,it ITA,GK,Chievo,34,1981,0,,,,,0,,0,0,,36,,,,,,,Matches,305dae6e
95,Franco Brienza,it ITA,MFFW,Bologna,36,1979,29,1686,58,49.3,18.7,16,,11,13,,6,0.93,17,23,-6,-0.32,-0.01,Matches,aff058a4
96,Matteo Brighi,it ITA,MF,Bologna,34,1981,23,1466,64,42.9,16.3,14,,14,9,,14,1.30,12,24,-12,-0.74,-0.74,Matches,d417b306
97,Alberto Brignoli,it ITA,GK,Sampdoria,23,1991,1,90,90,2.6,1.0,1,,1,0,,35,0.00,0,5,-5,-5.00,-4.78,Matches,6989550f
98,Joshua Brillante,au AUS,DFMF,Empoli,22,1993,0,,,,,0,,0,0,,1,,,,,,,Matches,84abfa03
99,Davide Brivio,it ITA,DFMF,Atalanta,27,1988,14,1011,72,29.6,11.2,10,,10,4,,19,1.07,11,12,-1,-0.09,+0.10,Matches,32e0c69e
100,Željko Brkić,rs SRB,GK,Carpi,29,1986,4,332,83,9.7,3.7,3,,3,1,,24,0.25,4,12,-8,-2.17,-1.82,Matches,5b8e51a8
101,Jérémie Broh,it ITA,MF,Sassuolo,18,1997,0,,,,,0,,0,0,,14,,,,,,,Matches,1af19328
102,Marcelo Brozović,hr CRO,MF,Inter,22,1992,32,2390,75,69.9,26.6,25,,21,7,,5,1.75,33,27,+6,+0.23,-0.30,Matches,33b8d077
103,Gastón Brugman,uy URU,MFFW,Palermo,22,1992,14,968,69,28.3,10.8,10,,7,4,,20,0.43,7,25,-18,-1.67,-1.34,Matches,e947ee4a
104,Igor Bubnjić,hr CRO,DF,Carpi,23,1992,9,722,80,21.1,8.0,8,,7,1,,4,0.67,7,16,-9,-1.12,-0.75,Matches,aea881d3
105,Marcel Büchel,li LIE,MF,Empoli,24,1991,28,1578,56,46.1,17.5,18,,7,10,,5,1.32,17,22,-5,-0.29,-0.09,Matches,2edeb221
106,Gianluigi Buffon,it ITA,GK,Juventus,37,1978,35,3150,90,92.1,35.0,35,,35,0,,2,2.49,68,17,+51,+1.46,+0.12,Matches,e40d028b
107,Nicolás Burdisso,ar ARG,DF,Genoa,34,1981,28,2446,87,71.5,27.2,28,,27,0,,3,1.25,34,30,+4,+0.15,+0.79,Matches,9417f322
108,Jakub Błaszczykowski,pl POL,MFFW,Fiorentina,29,1985,15,761,51,22.3,8.5,9,,5,6,,13,1.87,14,11,+3,+0.35,-0.15,Matches,2b350e6b
109,Rafael Cabral,br BRA,GK,Napoli,25,1990,0,,,,,0,,0,0,,38,,,,,,,Matches,806f7a26
110,Fabrizio Cacciatore,it ITA,DF,Chievo,28,1986,29,2313,80,67.6,25.7,25,,24,4,,6,1.34,20,30,-10,-0.39,-1.04,Matches,00b0bb87
111,Martín Cáceres,uy URU,DF,Juventus,28,1987,6,448,75,13.1,5.0,5,,3,1,,7,2.17,10,3,+7,+1.41,-0.05,Matches,e94d79e3
112,Antonio Calabrese,it ITA,FW,Bologna,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,3cc7eba8
113,Davide Calabria,it ITA,DF,Milan,18,1996,6,372,62,10.9,4.1,3,,2,3,,31,1.67,8,4,+4,+0.97,+0.91,Matches,2146785a
114,José Callejón,es ESP,FW,Napoli,28,1987,38,2813,74,82.3,31.3,35,,16,3,,0,2.16,65,27,+38,+1.22,-0.27,Matches,78841da9
115,Giacomo Calò,it ITA,MF,Sampdoria,18,1997,0,,,,,0,,0,0,,2,,,,,,,Matches,d2ed2e04
116,Agostino Camigliano,it ITA,DF,Udinese,21,1994,0,,,,,0,,0,0,,6,,,,,,,Matches,52177b56
117,Michele Camporese,it ITA,DF,Empoli,23,1992,2,160,80,4.7,1.8,2,,1,0,,35,0.50,1,6,-5,-2.81,-2.70,Matches,035c1d09
118,Leonardo Candellone,it ITA,FW,Torino,17,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,af0fe411
119,Antonio Candreva,it ITA,FWMF,Lazio,28,1987,30,2187,73,63.9,24.3,28,,11,2,,3,1.33,32,31,+1,+0.04,+0.11,Matches,356c9002
120,Paolo Cannavaro,it ITA,DF,Sassuolo,34,1981,31,2643,85,77.3,29.4,30,,28,1,,2,1.74,40,31,+9,+0.31,+0.31,Matches,46ed55b6
121,Diego Capel,es ESP,FWMF,Genoa,27,1988,21,716,34,20.9,8.0,5,,1,16,,15,0.95,7,10,-3,-0.38,-0.38,Matches,4933a2f2
122,Elio Capradossi,ug UGA,DF,Roma,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,174944a3
123,Carlos Carbonero,co COL,FWMF,Sampdoria,25,1990,14,1033,74,30.2,11.5,11,,9,3,,6,0.86,17,18,-1,-0.09,+0.37,Matches,11af1c57
124,Massimiliano Carlini,it ITA,MFFW,Frosinone,28,1986,14,385,28,11.3,4.3,2,,1,12,,16,0.64,3,8,-5,-1.17,-0.10,Matches,fc478db0
125,Carlos Carmona,cl CHI,MF,Atalanta,28,1987,8,471,59,13.8,5.2,5,,4,3,,2,1.00,4,8,-4,-0.76,-0.70,Matches,12b9753e
126,Mattia Cassani,it ITA,DF,Sampdoria,31,1983,25,2032,81,59.4,22.6,23,,21,2,,5,1.28,33,32,+1,+0.04,+0.95,Matches,f3d0d85e
127,Antonio Cassano,it ITA,FWMF,Sampdoria,33,1982,24,1213,51,35.5,13.5,14,,5,10,,8,1.00,15,21,-6,-0.45,-0.16,Matches,d0ed4d32
128,Francesco Cassata,it ITA,MF,Juventus,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,96960855
129,Matheus Cassini,br BRA,MF,Palermo,19,1996,0,,,,,0,,0,0,,10,,,,,,,Matches,3bc54505
130,Leandro Castán,br BRA,DF,Roma,28,1986,5,380,76,11.1,4.2,4,,3,1,,31,1.20,5,6,-1,-0.24,-1.51,Matches,019f4d0d
131,Luca Castellazzi,it ITA,GK,Torino,40,1975,0,,,,,0,,0,0,,38,,,,,,,Matches,36281ecb
132,Nicolás Castillo,cl CHI,FW,Frosinone,22,1993,6,308,51,9.0,3.4,3,,2,3,,7,0.67,0,10,-10,-2.92,-2.03,Matches,58a160e1
133,Lucas Castro,ar ARG,MF,Chievo,26,1989,34,2785,82,81.4,30.9,32,,28,2,,0,1.24,34,42,-8,-0.26,-1.11,Matches,56b2957b
134,Danilo Cataldi,it ITA,MF,Lazio,20,1994,20,1346,67,39.4,15.0,16,,8,4,,16,1.50,20,18,+2,+0.13,+0.22,Matches,ba3d3bea
135,Luca Ceccarelli,it ITA,DFMF,Bologna,32,1983,0,,,,,0,,0,0,,2,,,,,,,Matches,10e858b6
136,Vincenzo Ceci,it ITA,DF,Carpi,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,e3bf29b5
137,Mattia Cella,it ITA,MF,Genoa,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,8be749a5
138,Alessio Cerci,it ITA,FW,Genoa,28,1987,11,546,50,16.0,6.1,6,,0,5,,3,1.09,7,10,-3,-0.49,-0.49,Matches,5370cba7
139,Alessio Cerci,it ITA,FWMF,Milan,28,1987,13,757,58,22.1,8.4,8,,2,5,,5,1.23,11,6,+5,+0.59,+0.56,Matches,5370cba7
140,Boštjan Cesar,si SVN,DF,Chievo,33,1982,31,2717,88,79.4,30.2,30,,29,1,,4,1.35,38,32,+6,+0.20,+1.22,Matches,c1d18f10
141,Riccardo Cestaro,it ITA,DF,Bologna,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,3218cdc9
142,Nathaniel Chalobah,eng ENG,DFMF,Napoli,20,1994,5,35,7,1.0,0.4,0,,0,5,,26,3.00,0,1,-1,-2.57,-3.87,Matches,422862ea
143,Roman Chanturia,ge GEO,FW,Empoli,19,1996,0,,,,,0,,0,0,,4,,,,,,,Matches,e06aadbc
144,Luca Checchin,it ITA,MF,Hellas Verona,18,1997,4,100,25,2.9,1.1,1,,0,3,,16,0.75,2,1,+1,+0.90,+1.71,Matches,2d6dc11c
145,Nicolò Cherubin,it ITA,DF,Atalanta,28,1986,14,1031,74,30.1,11.5,10,,9,4,,22,1.36,13,11,+2,+0.17,+0.48,Matches,88189b42
146,Raman Chibsah,gh GHA,MF,Frosinone,22,1993,22,1159,53,33.9,12.9,14,,5,8,,9,1.05,11,24,-13,-1.01,+0.11,Matches,aa5a409a
147,Giorgio Chiellini,it ITA,DF,Juventus,30,1984,24,1787,74,52.3,19.9,21,,16,3,,2,2.21,41,12,+29,+1.46,+0.03,Matches,e85fb9b8
148,Vlad Chiricheș,ro ROU,DF,Napoli,25,1989,8,697,87,20.4,7.7,8,,7,0,,27,2.38,19,6,+13,+1.68,+0.52,Matches,c316607a
149,Ivaylo Chochev,bg BUL,MF,Palermo,22,1993,27,1744,65,51.0,19.4,21,,15,6,,10,1.04,22,40,-18,-0.93,-0.45,Matches,39c53a23
150,Anders Christiansen,dk DEN,MF,Chievo,25,1990,0,,,,,0,,0,0,,19,,,,,,,Matches,770ebf00
151,Lazaros Christodoulopoulos,gr GRE,MFFW,Sampdoria,28,1986,10,354,35,10.4,3.9,3,,0,7,,18,1.20,6,7,-1,-0.25,+0.10,Matches,f73abe54
152,Luca Cigarini,it ITA,MF,Atalanta,29,1986,25,1820,73,53.2,20.2,21,,14,4,,7,1.28,26,24,+2,+0.10,+0.55,Matches,ae64d449
153,Daniel Ciofani,it ITA,FW,Frosinone,30,1985,37,2908,79,85.0,32.3,33,,24,4,,1,0.84,31,61,-30,-0.93,+1.01,Matches,b09a3ecc
154,Matteo Ciofani,it ITA,DF,Frosinone,27,1988,17,1282,75,37.5,14.2,14,,11,3,,20,0.61,13,34,-21,-1.47,-0.63,Matches,d9448e6b
155,Thiago Cionek,pl POL,DF,Palermo,29,1986,5,450,90,13.2,5.0,5,,5,0,,12,2.00,8,5,+3,+0.60,+1.51,Matches,46f5c54d
156,Issa Cissokho,sn SEN,MF,Genoa,30,1985,13,646,50,18.9,7.2,6,,5,7,,3,0.92,5,9,-4,-0.56,-0.59,Matches,a1017967
157,Andrea Coda,it ITA,DF,Sampdoria,30,1985,4,123,31,3.6,1.4,2,,1,2,,4,1.75,5,4,+1,+0.73,+1.11,Matches,6e110b50
158,Isaac Cofie,gh GHA,MF,Carpi,23,1991,29,2149,74,62.8,23.9,26,,19,3,,5,1.10,20,38,-18,-0.75,-0.61,Matches,c6dda86e
159,Simone Colombi,it ITA,GK,Palermo,24,1991,1,90,90,2.6,1.0,1,,1,0,,21,0.00,0,1,-1,-1.00,-0.30,Matches,72be9309
160,Simone Colombi,it ITA,GK,Carpi,24,1991,1,90,90,2.6,1.0,1,,1,0,,15,3.00,2,1,+1,+1.00,+1.57,Matches,72be9309
161,Kingsley Coman,fr FRA,FW,Juventus,19,1996,1,63,63,1.8,0.7,1,,0,0,,0,0.00,0,0,0,0.00,-1.47,Matches,042e8a49
162,Alessandro Confente,it ITA,GK,Chievo,17,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,95a3fe33
163,Andrea Consigli,it ITA,GK,Sassuolo,28,1987,37,3270,88,95.6,36.3,37,,36,0,,0,1.57,47,38,+9,+0.25,+0.25,Matches,8cabdc1e
164,Kévin Constant,gn GUI,DF,Bologna,28,1987,7,281,40,8.2,3.1,3,,,4,,6,,,,,,,Matches,062b01b9
165,Andrea Conti,it ITA,MFDF,Atalanta,21,1994,14,814,58,23.8,9.0,10,,4,4,,17,0.86,8,13,-5,-0.55,-0.52,Matches,8fef5412
166,Ferdinando Coppola,it ITA,GK,Hellas Verona,37,1978,1,90,90,2.6,1.0,1,,1,0,,35,1.00,1,1,0,0.00,+0.78,Matches,7feaf90b
167,Mauro Coppolaro,it ITA,DF,Udinese,18,1997,0,,,,,0,,0,0,,8,,,,,,,Matches,47d9821b
168,Patrick Corbelli,it ITA,DF,Sassuolo,17,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,0b2de893
169,Joaquín Correa,ar ARG,MFFW,Sampdoria,20,1994,25,1311,52,38.3,14.6,14,,1,11,,6,1.00,16,26,-10,-0.69,-0.56,Matches,45b9b619
170,Francesco Corsinelli,it ITA,MF,Genoa,17,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,7e3b86ac
171,Uroš Ćosić,rs SRB,DF,Empoli,22,1992,9,810,90,23.7,9.0,9,,9,0,,11,1.11,8,11,-3,-0.33,-0.13,Matches,69960ac3
