--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
380,Radja Nainggolan,be BEL,MF,Roma,28,1988,33.7,11,90,24,26.7,2.67,0.71,0.12,0.46,0,0,Matches,1f9328da
381,Andrea Nalini,it ITA,MFFW,Crotone,26,1990,9.1,2,12,3,25.0,1.33,0.33,0.17,0.67,0,0,Matches,65c75ea8
382,Ilija Nestorovski,mk MKD,FW,Palermo,26,1990,34.5,11,76,31,40.8,2.20,0.90,0.14,0.35,1,1,Matches,b1236c63
383,Neto,br BRA,GK,Juventus,27,1989,7.5,0,0,0,,0.00,0.00,,,0,0,Matches,a9dc785c
384,M'Baye Niang,sn SEN,FW,Milan,21,1994,12.4,3,35,10,28.6,2.81,0.80,0.09,0.30,1,3,Matches,2054d037
385,Nikola Ninković,rs SRB,FWMF,Genoa,21,1994,7.3,2,29,11,37.9,3.96,1.50,0.07,0.18,0,0,Matches,ab1263d2
386,Olivier Ntcham,cm CMR,MFFW,Genoa,20,1996,10.8,3,22,7,31.8,2.03,0.65,0.14,0.43,0,0,Matches,6554bb97
387,Simeon Nwankwo,ng NGA,FW,Crotone,24,1992,6.4,3,15,3,20.0,2.33,0.47,0.20,1.00,0,0,Matches,80dbbd10
388,Joel Obi,ng NGA,MF,Torino,25,1991,8.6,0,11,4,36.4,1.28,0.47,0.00,0.00,0,0,Matches,614c38fb
389,Lucas Ocampos,ar ARG,FW,Genoa,22,1994,9.3,3,25,11,44.0,2.68,1.18,0.12,0.27,1,1,Matches,a08b974a
390,Lucas Ocampos,ar ARG,FW,Milan,22,1994,6.0,0,18,4,22.2,2.99,0.67,0.00,0.00,0,0,Matches,a08b974a
391,Marios Oikonomou,gr GRE,DF,Bologna,23,1992,13.9,0,6,2,33.3,0.43,0.14,0.00,0.00,0,0,Matches,3b9858f5
392,Orji Okwonkwo,ng NGA,MF,Bologna,18,1998,2.8,0,4,1,25.0,1.43,0.36,0.00,0.00,0,0,Matches,905a4f61
393,Maximiliano Olivera,uy URU,MFDF,Fiorentina,24,1992,12.4,0,0,0,,0.00,0.00,,,0,0,Matches,32a33c68
394,Lucas Orbán,ar ARG,DF,Genoa,27,1989,8.6,0,2,0,0.0,0.23,0.00,0.00,,0,0,Matches,8ff1d70e
395,Juan Pablo Carrizo,ar ARG,GK,Inter,32,1984,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,04e6e152
396,Daniele Padelli,it ITA,GK,Torino,30,1985,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,cf1c23d8
397,Simone Padoin,it ITA,MF,Cagliari,32,1984,24.2,1,9,2,22.2,0.37,0.08,0.11,0.50,0,0,Matches,5eb72339
398,Marko Pajač,hr CRO,DFMF,Cagliari,23,1993,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,5df4ef30
399,Rodrigo Palacio,ar ARG,FW,Inter,34,1982,4.8,0,14,4,28.6,2.92,0.84,0.00,0.00,0,0,Matches,8d8178ac
400,Gabriel Paletta,it ITA,DF,Milan,30,1986,28.8,2,21,5,23.8,0.73,0.17,0.10,0.40,0,0,Matches,cc3477f4
401,Raffaele Palladino,it ITA,FWMF,Crotone,32,1984,15.9,2,28,7,25.0,1.76,0.44,0.07,0.29,1,2,Matches,961a4174
402,Raffaele Palladino,it ITA,FWMF,Genoa,32,1984,9.5,0,14,1,7.1,1.47,0.11,0.00,0.00,0,0,Matches,961a4174
403,Emerson Palmieri,it ITA,DFMF,Roma,21,1994,21.8,0,18,4,22.2,0.82,0.18,0.00,0.00,0,0,Matches,e0bc6fdc
404,Angelo Palombo,it ITA,DF,Sampdoria,34,1981,2.4,0,2,0,0.0,0.82,0.00,0.00,,0,0,Matches,d0bd8589
405,Alberto Paloschi,it ITA,FW,Atalanta,26,1990,4.9,0,9,4,44.4,1.83,0.81,0.00,0.00,0,0,Matches,b5cae4e6
406,Goran Pandev,mk MKD,FWMF,Genoa,33,1983,9.5,3,23,11,47.8,2.42,1.16,0.13,0.27,0,0,Matches,d711d04f
407,Leandro Paredes,ar ARG,MF,Roma,22,1994,16.5,3,29,6,20.7,1.76,0.36,0.10,0.50,0,0,Matches,dff153a4
408,Vittorio Parigini,it ITA,FWMF,Chievo,20,1996,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,75efed2e
409,Marco Parolo,it ITA,MF,Lazio,31,1985,33.1,5,56,25,44.6,1.69,0.76,0.09,0.20,0,0,Matches,ed5886d2
410,Mario Pašalić,hr CRO,MF,Milan,21,1995,19.5,5,41,12,29.3,2.10,0.61,0.12,0.42,0,0,Matches,e599253a
411,Manuel Pasqual,it ITA,DF,Empoli,34,1982,31.2,2,13,6,46.2,0.42,0.19,0.15,0.33,1,1,Matches,548902cc
412,Patric,es ESP,DFMF,Lazio,23,1993,11.3,0,15,1,6.7,1.33,0.09,0.00,0.00,0,0,Matches,f7223718
413,Daniel Pavlović,ba BIH,DF,Sampdoria,28,1988,8.0,0,5,1,20.0,0.62,0.12,0.00,0.00,0,0,Matches,47146acb
414,Leonardo Pavoletti,it ITA,FW,Genoa,27,1988,6.5,3,29,13,44.8,4.49,2.01,0.10,0.23,0,0,Matches,d37b0350
415,Leonardo Pavoletti,it ITA,FW,Napoli,27,1988,2.2,0,7,3,42.9,3.21,1.38,0.00,0.00,0,0,Matches,d37b0350
416,João Pedro,it ITA,MFFW,Cagliari,24,1992,16.1,7,40,22,55.0,2.48,1.36,0.18,0.32,1,2,Matches,81255c03
417,Gianluca Pegolo,it ITA,GK,Sassuolo,35,1981,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,f058ed1f
418,Alberto Pelagotti,it ITA,GK,Empoli,26,1989,3.0,0,0,0,,0.00,0.00,,,0,0,Matches,3101c3ce
419,Pietro Pellegri,it ITA,FW,Genoa,15,2001,0.8,1,2,1,50.0,2.40,1.20,0.50,1.00,0,0,Matches,a44d3a3c
420,Lorenzo Pellegrini,it ITA,MF,Sassuolo,20,1996,21.6,6,46,20,43.5,2.13,0.93,0.13,0.30,1,1,Matches,4a5a45c7
421,Sergio Pellissier,it ITA,FW,Chievo,37,1979,19.2,9,36,17,47.2,1.87,0.88,0.25,0.53,3,3,Matches,878ee034
422,Federico Peluso,it ITA,DF,Sassuolo,32,1984,33.1,1,6,2,33.3,0.18,0.06,0.17,0.50,0,0,Matches,4f2908e5
423,Adalberto Peñaranda,ve VEN,FW,Udinese,19,1997,1.8,0,6,2,33.3,3.38,1.13,0.00,0.00,0,0,Matches,4b3f2936
424,Simone Pepe,it ITA,MFFW,Pescara,32,1983,4.4,0,16,5,31.3,3.60,1.13,0.00,0.00,0,0,Matches,1f3674c2
425,Matheus Pereira,br BRA,FWMF,Empoli,20,1996,0.1,0,,1,,,15.00,,0.00,0,0,Matches,b04ee927
426,Pedro Pereira,pt POR,FW,Sampdoria,32,1984,8.8,0,,0,,,0.00,,,0,0,Matches,f66a3871
427,Bruno Peres,br BRA,MFDF,Roma,26,1990,24.7,2,35,7,20.0,1.42,0.28,0.06,0.29,0,0,Matches,852351df
428,Joshua Pérez,sv SLV,FWMF,Fiorentina,18,1998,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,b207c92c
429,Stipe Perica,hr CRO,FWMF,Udinese,21,1995,12.1,6,33,19,57.6,2.73,1.57,0.18,0.32,0,0,Matches,269b4638
430,Mattia Perin,it ITA,GK,Genoa,23,1992,15.1,0,0,0,,0.00,0.00,,,0,0,Matches,4c62d0c8
431,Ivan Perišić,hr CRO,MFFW,Inter,27,1989,30.6,11,104,37,35.6,3.40,1.21,0.11,0.30,0,0,Matches,6fe90922
432,Diego Perotti,ar ARG,MFFW,Roma,28,1988,19.4,8,49,20,40.8,2.53,1.03,0.16,0.40,7,7,Matches,a40d5a0c
433,Aleksandar Pešić,rs SRB,FW,Atalanta,24,1992,1.0,0,4,2,50.0,4.09,2.05,0.00,0.00,0,0,Matches,a2f2d806
434,Andrea Petagna,it ITA,FW,Atalanta,21,1995,29.0,5,67,27,40.3,2.31,0.93,0.07,0.19,0,0,Matches,03f946ed
435,Bruno Petković,hr CRO,FW,Bologna,21,1994,5.9,0,9,0,0.0,1.53,0.00,0.00,,0,0,Matches,24228180
436,Stefano Pettinari,it ITA,FW,Pescara,24,1992,2.9,0,9,2,22.2,3.14,0.70,0.00,0.00,0,0,Matches,23f49f0e
437,Giuseppe Pezzella,it ITA,DFMF,Palermo,18,1997,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,0,0,Matches,149c5f5d
438,Andrea Pinamonti,it ITA,FW,Inter,17,1999,0.2,0,2,1,50.0,8.57,4.29,0.00,0.00,0,0,Matches,08aa9cd1
439,Mauricio Pinilla,cl CHI,FW,Atalanta,32,1984,1.7,1,6,3,50.0,3.44,1.72,0.17,0.33,1,1,Matches,33bd231e
440,Mauricio Pinilla,cl CHI,FW,Genoa,32,1984,6.1,0,23,6,26.1,3.74,0.98,0.00,0.00,0,0,Matches,33bd231e
441,Fabio Pisacane,it ITA,DF,Cagliari,30,1986,28.3,1,10,3,30.0,0.35,0.11,0.10,0.33,0,0,Matches,56400c01
442,Marko Pjaca,hr CRO,MF,Juventus,21,1995,5.1,0,13,5,38.5,2.55,0.98,0.00,0.00,0,0,Matches,2c38b327
443,Miralem Pjanić,ba BIH,MF,Juventus,26,1990,24.1,5,52,24,46.2,2.16,1.00,0.10,0.21,0,0,Matches,ad6df2d5
444,Andrea Poli,it ITA,MFDF,Milan,26,1989,4.3,0,3,0,0.0,0.69,0.00,0.00,,0,0,Matches,b3fd7075
445,Matteo Politano,it ITA,FW,Sassuolo,22,1993,25.7,5,79,32,40.5,3.07,1.25,0.06,0.16,2,2,Matches,5e861944
446,Josip Posavec,hr CRO,GK,Palermo,20,1996,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,72624a76
447,Dennis Praet,be BEL,MF,Sampdoria,22,1994,20.0,1,31,7,22.6,1.55,0.35,0.03,0.14,0,0,Matches,86695068
448,Franjo Prce,hr CRO,DF,Lazio,20,1996,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,84432bc4
449,Manuel Pucciarelli,it ITA,FW,Empoli,25,1991,25.6,3,39,12,30.8,1.52,0.47,0.08,0.25,1,2,Matches,a1c7b425
450,Christian Puggioni,it ITA,GK,Sampdoria,35,1981,21.0,0,0,0,,0.00,0.00,,,0,0,Matches,b39dfab0
451,Erick Pulgar,cl CHI,MF,Bologna,22,1994,17.7,1,16,5,31.3,0.90,0.28,0.06,0.20,0,0,Matches,4611e028
452,Fabio Quagliarella,it ITA,FW,Sampdoria,33,1983,31.9,12,111,40,36.0,3.47,1.25,0.11,0.30,3,4,Matches,ee4f2f3b
453,Robin Quaison,se SWE,FWMF,Palermo,22,1993,12.0,4,23,8,34.8,1.92,0.67,0.17,0.50,0,0,Matches,74c7c2db
454,Ivan Radovanović,rs SRB,MF,Chievo,27,1988,32.2,0,28,6,21.4,0.87,0.19,0.00,0.00,0,0,Matches,023937a9
455,Ștefan Radu,ro ROU,DF,Lazio,29,1986,26.7,2,13,5,38.5,0.49,0.19,0.15,0.40,0,0,Matches,53de807a
456,Rafael,br BRA,GK,Cagliari,34,1982,20.0,0,0,0,,0.00,0.00,,,0,0,Matches,dd06d56c
457,Antonino Ragusa,it ITA,FWMF,Sassuolo,26,1990,16.0,4,28,12,42.9,1.75,0.75,0.14,0.33,0,0,Matches,e967e202
458,Cristian Raimondi,it ITA,MFDF,Atalanta,35,1981,3.1,0,3,0,0.0,0.95,0.00,0.00,,0,0,Matches,a6909989
459,Slobodan Rajković,rs SRB,DF,Palermo,27,1989,3.3,0,2,2,100.0,0.60,0.60,0.00,0.00,0,0,Matches,9686fc54
460,Andrea Ranocchia,it ITA,DF,Inter,28,1988,4.2,0,5,1,20.0,1.19,0.24,0.00,0.00,0,0,Matches,539230cf
461,Vasco Regini,it ITA,DF,Sampdoria,25,1990,30.9,0,10,0,0.0,0.32,0.00,0.00,,0,0,Matches,339c6ed4
462,Pepe Reina,es ESP,GK,Napoli,33,1982,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,e358587b
463,Federico Ricci,it ITA,FW,Sassuolo,22,1994,11.9,2,22,8,36.4,1.85,0.67,0.09,0.25,1,1,Matches,524eb8c5
464,Luca Rigoni,it ITA,MFFW,Genoa,31,1984,26.1,3,28,10,35.7,1.07,0.38,0.11,0.30,0,0,Matches,4dba2a97
465,Nicola Rigoni,it ITA,MF,Chievo,25,1990,5.6,1,7,2,28.6,1.25,0.36,0.14,0.50,0,0,Matches,e327bd76
466,Tomás Rincón,ve VEN,MF,Genoa,28,1988,15.4,0,15,2,13.3,0.97,0.13,0.00,0.00,0,0,Matches,f1cfc209
467,Tomás Rincón,ve VEN,MF,Juventus,28,1988,3.4,0,1,0,0.0,0.29,0.00,0.00,,0,0,Matches,f1cfc209
468,Andrea Rispoli,it ITA,MFDF,Palermo,27,1988,29.8,6,25,10,40.0,0.84,0.34,0.24,0.60,0,0,Matches,39ee6cb6
469,Luca Rizzo,it ITA,FW,Bologna,24,1992,5.1,0,5,2,40.0,0.99,0.39,0.00,0.00,0,0,Matches,a3e4b724
470,Gonzalo Rodríguez,ar ARG,DF,Fiorentina,32,1984,24.5,1,12,3,25.0,0.49,0.12,0.08,0.33,0,0,Matches,46e6fea3
471,Marko Rog,hr CRO,MF,Napoli,21,1995,4.3,0,11,3,27.3,2.56,0.70,0.00,0.00,0,0,Matches,b6b2b820
472,Marcus Rohdén,se SWE,MF,Crotone,25,1991,27.2,1,21,5,23.8,0.77,0.18,0.05,0.20,0,0,Matches,b5b27493
473,Alessio Romagnoli,it ITA,DF,Milan,21,1995,26.3,1,14,5,35.7,0.53,0.19,0.07,0.20,0,0,Matches,3ead85f9
474,Aleandro Rosi,it ITA,DFMF,Crotone,29,1987,28.4,1,15,3,20.0,0.53,0.11,0.07,0.33,0,0,Matches,1b729ba2
475,Luca Rossettini,it ITA,DF,Torino,31,1985,29.5,1,13,1,7.7,0.44,0.03,0.08,1.00,0,0,Matches,47a500ae
476,Alessandro Rossi,it ITA,FW,Lazio,19,1997,0.5,0,1,0,0.0,1.91,0.00,0.00,,0,0,Matches,ccf5926f
477,Giuseppe Rossi,it ITA,FW,Fiorentina,29,1987,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,fe48a073
478,Rubinho,br BRA,GK,Genoa,33,1982,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,19aeb20a
479,Antonio Rüdiger,de GER,DF,Roma,23,1993,24.5,0,10,2,20.0,0.41,0.08,0.00,0.00,0,0,Matches,18b896d6
480,Daniele Rugani,it ITA,DF,Juventus,22,1994,12.0,2,3,2,66.7,0.25,0.17,0.67,1.00,0,0,Matches,14b8fcdf
481,Gennaro Ruggiero,it ITA,MF,Palermo,16,2000,1.7,0,,0,,,0.00,,,0,0,Matches,435b5426
482,Mário Rui,pt POR,MFDF,Roma,25,1991,3.9,0,2,1,50.0,0.52,0.26,0.00,0.00,0,0,Matches,0b5a292a
483,Umar Sadiq,ng NGA,FW,Bologna,19,1997,2.6,0,5,4,80.0,1.91,1.53,0.00,0.00,0,0,Matches,686cbe7d
484,Trent Sainsbury,au AUS,DF,Inter,24,1992,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,c8bfb695
485,Jacopo Sala,it ITA,DF,Sampdoria,24,1991,17.3,0,4,0,0.0,0.23,0.00,0.00,,0,0,Matches,da5a981b
486,Mohamed Salah,eg EGY,MFFW,Roma,24,1992,27.5,15,80,34,42.5,2.91,1.24,0.19,0.44,0,0,Matches,e342ad68
487,Bartosz Salamon,pl POL,DF,Cagliari,25,1991,9.3,0,9,2,22.2,0.97,0.22,0.00,0.00,0,0,Matches,9b30df1e
488,Carlos Salcedo,mx MEX,DF,Fiorentina,22,1993,15.0,0,3,1,33.3,0.20,0.07,0.00,0.00,0,0,Matches,64c07ae1
489,Roland Sallai,hu HUN,FWMF,Palermo,19,1997,10.6,1,29,10,34.5,2.73,0.94,0.03,0.10,0,0,Matches,bf075f6b
490,Aniello Salzano,it ITA,MF,Crotone,25,1991,5.6,0,3,0,0.0,0.54,0.00,0.00,,0,0,Matches,89f66f6d
491,Mario Sampirisi,it ITA,DFMF,Crotone,23,1992,13.4,1,3,2,66.7,0.22,0.15,0.33,0.50,0,0,Matches,cda2ec29
492,Carlos Sánchez,co COL,DFMF,Fiorentina,30,1986,24.0,1,17,3,17.6,0.71,0.13,0.06,0.33,0,0,Matches,50b51fac
493,Alex Sandro,br BRA,MFDF,Juventus,25,1991,25.7,3,18,5,27.8,0.70,0.19,0.17,0.60,0,0,Matches,0d82903c
494,Davide Santon,it ITA,DF,Inter,25,1991,11.3,0,1,0,0.0,0.09,0.00,0.00,,0,0,Matches,88c89891
495,Samir Santos,br BRA,DF,Udinese,21,1994,19.8,0,4,1,25.0,0.20,0.05,0.00,0.00,0,0,Matches,92b4758e
496,Riccardo Saponara,it ITA,MF,Fiorentina,24,1991,4.7,2,19,7,36.8,4.07,1.50,0.11,0.29,0,0,Matches,3bb7af3b
497,Riccardo Saponara,it ITA,MF,Empoli,24,1991,17.0,2,28,10,35.7,1.65,0.59,0.07,0.20,0,0,Matches,3bb7af3b
498,Gennaro Sardo,it ITA,DF,Chievo,37,1979,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,efffc3d5
499,Marco Sau,it ITA,FWMF,Cagliari,28,1987,25.8,7,48,23,47.9,1.86,0.89,0.15,0.30,0,0,Matches,1ad1f50d
500,Patrik Schick,cz CZE,FW,Sampdoria,20,1996,17.4,11,42,21,50.0,2.41,1.20,0.26,0.52,0,0,Matches,5d4f7d61
501,Simone Scuffet,it ITA,GK,Udinese,20,1996,5.1,0,0,0,,0.00,0.00,,,0,0,Matches,41bd99ea
502,Andrea Seculin,it ITA,GK,Chievo,26,1990,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,c4f573f4
503,Stefano Sensi,it ITA,MF,Sassuolo,20,1995,13.4,1,17,9,52.9,1.27,0.67,0.06,0.11,0,0,Matches,b70bde8f
504,Federico Serra,it ITA,MF,Cagliari,18,1997,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,28e62124
505,Stephan El Shaarawy,it ITA,MFFW,Roma,23,1992,18.1,8,65,28,43.1,3.59,1.55,0.12,0.29,0,0,Matches,d3aaad90
506,Gabriel Silva,br BRA,MFDF,Udinese,25,1991,2.6,0,0,0,,0.00,0.00,,,0,0,Matches,4914ed4a
507,Stefan Silva,se SWE,FW,Palermo,26,1990,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,86cad0e9
508,Matías Silvestre,ar ARG,DF,Sampdoria,31,1984,35.7,0,13,3,23.1,0.36,0.08,0.00,0.00,0,0,Matches,b6ca47a2
509,Giovanni Simeone,ar ARG,FW,Genoa,21,1995,29.0,12,75,25,33.3,2.58,0.86,0.16,0.48,1,2,Matches,343c0d52
510,Łukasz Skorupski,pl POL,GK,Empoli,25,1991,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,ab4449d6
511,Milan Škriniar,sk SVK,DF,Sampdoria,21,1995,33.3,0,11,2,18.2,0.33,0.06,0.00,0.00,0,0,Matches,30f5ffa9
512,Stefano Sorrentino,it ITA,GK,Chievo,37,1979,34.0,0,0,0,,0.00,0.00,,,0,0,Matches,048877f5
513,José Sosa,ar ARG,MF,Milan,31,1985,13.7,0,24,6,25.0,1.75,0.44,0.00,0.00,0,0,Matches,1eecc0c6
514,Leonardo Spinazzola,it ITA,MFFW,Atalanta,23,1993,27.7,0,15,0,0.0,0.54,0.00,0.00,,0,0,Matches,3626daea
515,Nicolás Spolli,ar ARG,DF,Chievo,33,1983,17.7,0,8,2,25.0,0.45,0.11,0.00,0.00,0,0,Matches,9a560ebe
516,Marco Sportiello,it ITA,GK,Atalanta,24,1992,8.0,0,0,0,,0.00,0.00,,,0,0,Matches,ac4003af
517,Marco Sportiello,it ITA,GK,Fiorentina,24,1992,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,ac4003af
518,Guglielmo Stendardo,it ITA,DF,Atalanta,35,1981,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,333a9ae7
519,Guglielmo Stendardo,it ITA,DF,Pescara,35,1981,7.2,0,3,2,66.7,0.42,0.28,0.00,0.00,0,0,Matches,333a9ae7
520,Adrian Stoian,ro ROU,MFFW,Crotone,25,1991,17.4,3,19,7,36.8,1.09,0.40,0.16,0.43,0,0,Matches,4468b31a
521,Marco Storari,it ITA,GK,Cagliari,39,1977,14.0,0,0,0,,0.00,0.00,,,0,0,Matches,fb5eb6e0
522,Thomas Strakosha,al ALB,GK,Lazio,21,1995,20.5,0,0,0,,0.00,0.00,,,0,0,Matches,339fe0e8
523,Ivan Strinić,hr CRO,DF,Napoli,29,1987,11.5,0,1,0,0.0,0.09,0.00,0.00,,0,0,Matches,52e2ef8f
524,Kevin Strootman,nl NED,MF,Roma,26,1990,31.0,4,24,7,29.2,0.77,0.23,0.17,0.57,0,0,Matches,ef2e5e1a
525,Stefano Sturaro,it ITA,MF,Juventus,23,1993,11.5,0,21,6,28.6,1.82,0.52,0.00,0.00,0,0,Matches,2334478a
526,Ćazim Suljić,ba BIH,FW,Crotone,19,1996,0.1,0,0,1,,0.00,6.92,,0.00,0,0,Matches,b8c23930
527,Toni Šunjić,ba BIH,DF,Palermo,27,1988,2.7,0,2,1,50.0,0.73,0.37,0.00,0.00,0,0,Matches,a79c321f
528,Suso,es ESP,FW,Milan,22,1993,31.2,7,91,32,35.2,2.91,1.02,0.08,0.22,0,1,Matches,4e219ad2
529,Wojciech Szczęsny,pl POL,GK,Roma,26,1990,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,01b8a2b2
530,Adel Taarabt,ma MAR,FW,Genoa,27,1989,2.4,0,6,3,50.0,2.54,1.27,0.00,0.00,0,0,Matches,47dc80f5
531,Panagiotis Tachtsidis,gr GRE,MF,Cagliari,25,1991,23.8,0,27,9,33.3,1.14,0.38,0.00,0.00,0,0,Matches,e26bd2f4
532,Saphir Taïder,dz ALG,MF,Bologna,24,1992,21.1,3,37,8,21.6,1.75,0.38,0.08,0.38,0,0,Matches,a12d0c05
533,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,30,1986,34.4,0,0,0,,0.00,0.00,,,0,0,Matches,b056e3da
534,Andrés Tello,co COL,MF,Empoli,19,1996,9.2,0,8,3,37.5,0.87,0.33,0.00,0.00,0,0,Matches,5f951ef1
535,Cristian Tello,es ESP,MF,Fiorentina,24,1991,23.0,4,54,27,50.0,2.35,1.17,0.07,0.15,0,0,Matches,72a99e38
536,Emanuele Terranova,it ITA,DF,Sassuolo,29,1987,2.2,0,1,0,0.0,0.46,0.00,0.00,,0,0,Matches,8d408687
537,Cyril Théréau,fr FRA,FW,Udinese,33,1983,27.6,12,71,32,45.1,2.57,1.16,0.17,0.38,1,2,Matches,4d3ab428
538,Rafael Tolói,it ITA,DF,Atalanta,25,1990,30.2,0,19,6,31.6,0.63,0.20,0.00,0.00,0,0,Matches,c56dc39e
539,Nenad Tomović,rs SRB,DF,Fiorentina,28,1987,20.2,0,6,1,16.7,0.30,0.05,0.00,0.00,0,0,Matches,6aafdc27
540,Lorenzo Tonelli,it ITA,DF,Napoli,26,1990,3.0,2,2,2,100.0,0.67,0.67,1.00,1.00,0,0,Matches,8cc29864
541,Aleksandar Tonev,bg BUL,FWMF,Crotone,26,1990,8.3,1,22,7,31.8,2.66,0.85,0.05,0.14,0,0,Matches,c15d1af9
542,Vasilis Torosidis,gr GRE,DF,Bologna,31,1985,21.5,1,12,2,16.7,0.56,0.09,0.08,0.50,0,0,Matches,8ea2c099
543,Lucas Torreira,uy URU,MF,Sampdoria,20,1996,33.8,0,19,4,21.1,0.56,0.12,0.00,0.00,0,0,Matches,52611641
544,Francesco Totti,it ITA,MF,Roma,39,1976,4.2,2,19,2,10.5,4.51,0.47,0.11,1.00,2,2,Matches,ed75b6c7
545,Mamadou Tounkara,sn SEN,FW,Lazio,20,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,0b4c3b21
546,Aleksandar Trajkovski,mk MKD,FW,Palermo,23,1992,4.9,1,6,1,16.7,1.23,0.20,0.17,1.00,0,0,Matches,84bba8b6
547,Marcello Trotta,it ITA,FW,Crotone,23,1992,20.8,3,58,23,39.7,2.79,1.10,0.05,0.13,1,1,Matches,acdad0aa
548,Mirko Valdifiori,it ITA,MF,Torino,30,1986,19.7,0,10,2,20.0,0.51,0.10,0.00,0.00,0,0,Matches,c710f7d5
549,Mirko Valdifiori,it ITA,MF,Napoli,30,1986,1.0,0,2,0,0.0,2.00,0.00,0.00,,0,0,Matches,c710f7d5
550,Borja Valero,es ESP,MFFW,Fiorentina,31,1985,29.8,1,34,17,50.0,1.14,0.57,0.03,0.06,0,0,Matches,0e21fc3c
551,Leonel Vangioni,ar ARG,DF,Milan,29,1987,10.5,0,6,1,16.7,0.57,0.10,0.00,0.00,0,0,Matches,c71a187b
552,Ivan Vargić,hr CRO,GK,Lazio,29,1987,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,4d64b28e
553,Matías Vecino,uy URU,MF,Fiorentina,24,1991,26.2,3,57,16,28.1,2.18,0.61,0.05,0.19,0,0,Matches,44ac04e9
554,Miguel Veloso,pt POR,MF,Genoa,30,1986,19.8,0,31,14,45.2,1.57,0.71,0.00,0.00,0,0,Matches,ab1ca213
555,Simone Verdi,it ITA,FW,Bologna,24,1992,23.5,6,58,14,24.1,2.47,0.60,0.10,0.43,0,0,Matches,0375723e
556,Thomas Vermaelen,be BEL,DF,Roma,30,1985,4.4,0,0,0,,0.00,0.00,,,0,0,Matches,d0d79694
557,Valerio Verre,it ITA,MF,Pescara,22,1994,21.2,0,36,9,25.0,1.70,0.42,0.00,0.00,0,0,Matches,33ecf462
558,Freddie Veseli,al ALB,DF,Empoli,23,1992,13.1,0,1,1,100.0,0.08,0.08,0.00,0.00,0,0,Matches,d541e703
559,Emanuel Vignato,it ITA,MF,Chievo,15,2000,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,ec5dae45
560,Roberto Vitiello,it ITA,DF,Palermo,33,1983,4.1,0,0,0,,0.00,0.00,,,0,0,Matches,f918e2fb
561,Davide Vitturini,it ITA,DF,Pescara,19,1997,1.6,0,0,0,,0.00,0.00,,,0,0,Matches,6fe0bdc8
562,Giuseppe Vives,it ITA,MF,Torino,36,1980,2.5,0,2,0,0.0,0.80,0.00,0.00,,0,0,Matches,095867aa
563,Federico Viviani,it ITA,MF,Bologna,24,1992,12.4,2,30,7,23.3,2.42,0.56,0.07,0.29,0,0,Matches,2258c078
564,Emiliano Viviano,it ITA,GK,Sampdoria,30,1985,17.0,0,0,0,,0.00,0.00,,,0,0,Matches,03760df0
565,Stefan de Vrij,nl NED,DF,Lazio,24,1992,25.2,2,9,2,22.2,0.36,0.08,0.22,1.00,0,0,Matches,d0d8dd44
566,Molla Wagué,ml MLI,DF,Udinese,25,1991,6.0,0,5,0,0.0,0.83,0.00,0.00,,0,0,Matches,a440d8ca
567,Wallace,br BRA,DF,Lazio,21,1994,19.4,1,7,2,28.6,0.36,0.10,0.14,0.50,0,0,Matches,d61b3354
568,Silvan Widmer,ch SUI,DF,Udinese,23,1993,27.7,0,5,1,20.0,0.18,0.04,0.00,0.00,0,0,Matches,f68b64fc
569,Miha Zajc,si SVN,MF,Empoli,22,1994,1.2,1,4,2,50.0,3.40,1.70,0.25,0.50,0,0,Matches,83e4643e
570,Marco Zambelli,it ITA,DF,Empoli,30,1985,4.4,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches,c09136a3
571,Francesco Zampano,it ITA,DFMF,Pescara,22,1993,32.5,0,13,2,15.4,0.40,0.06,0.00,0.00,0,0,Matches,8e45910b
