--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
28,Mattia Aramu,it ITA,FW,Torino,21,1995,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0,Matches,0847b5a5
29,Pablo Armero,co COL,DF,Udinese,29,1986,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,afabf74e
30,Kwadwo Asamoah,gh GHA,DFMF,Juventus,27,1988,16.4,0,8,2,25.0,0.49,0.12,0.00,0.00,0,0,Matches,089550f5
31,Davide Astori,it ITA,DF,Fiorentina,29,1987,33.0,2,17,5,29.4,0.52,0.15,0.12,0.40,0,0,Matches,1522dab2
32,Emil Audero,id IDN,GK,Juventus,19,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,649b01d8
33,Danilo Avelar,br BRA,DF,Torino,27,1989,2.9,0,0,0,,0.00,0.00,,,0,0,Matches,eacb45fd
34,Mame Baba Thiam,sn SEN,FW,Empoli,23,1992,9.7,1,29,8,27.6,2.98,0.82,0.03,0.13,0,0,Matches,ec304819
35,Khouma Babacar,sn SEN,FW,Fiorentina,23,1993,14.7,10,45,20,44.4,3.05,1.36,0.22,0.50,1,1,Matches,422ec08a
36,Carlos Bacca,co COL,FW,Milan,29,1986,23.5,13,56,28,50.0,2.39,1.19,0.23,0.46,4,6,Matches,09a9e921
37,Milan Badelj,hr CRO,MF,Fiorentina,27,1989,27.9,2,16,7,43.8,0.57,0.25,0.13,0.29,0,0,Matches,e8c930bb
38,Jean-Christophe Bahebeck,fr FRA,FW,Pescara,23,1993,9.1,4,29,12,41.4,3.20,1.33,0.14,0.33,0,0,Matches,a8be386b
39,Keita Baldé,sn SEN,FW,Lazio,21,1995,21.4,16,70,29,41.4,3.27,1.36,0.23,0.55,2,2,Matches,509a4ccb
40,Andrija Balić,hr CRO,MFFW,Udinese,18,1997,2.7,1,4,2,50.0,1.51,0.75,0.25,0.50,0,0,Matches,9be4ee80
41,Norbert Balogh,hu HUN,MFFW,Palermo,20,1996,5.9,0,9,3,33.3,1.52,0.51,0.00,0.00,0,0,Matches,24190824
42,Éver Banega,ar ARG,MF,Inter,28,1988,17.3,6,43,18,41.9,2.49,1.04,0.14,0.33,0,0,Matches,fa937f7a
43,Federico Barba,it ITA,DF,Empoli,22,1993,9.0,0,4,2,50.0,0.44,0.22,0.00,0.00,0,0,Matches,c010b898
44,Andrea Barberis,it ITA,MF,Crotone,22,1993,22.9,0,18,5,27.8,0.79,0.22,0.00,0.00,0,0,Matches,32ebfe1e
45,Gabriel Barbosa,br BRA,FWMF,Inter,19,1996,1.3,1,10,2,20.0,7.50,1.50,0.10,0.50,0,0,Matches,72d0e1b6
46,Nicolò Barella,it ITA,MF,Cagliari,19,1997,21.2,0,19,3,15.8,0.90,0.14,0.00,0.00,0,0,Matches,6928979a
47,Antonio Barreca,it ITA,DF,Torino,21,1995,26.2,0,16,1,6.3,0.61,0.04,0.00,0.00,0,0,Matches,6a189491
48,Édgar Barreto,py PAR,MF,Sampdoria,32,1984,29.8,2,35,12,34.3,1.18,0.40,0.06,0.17,0,0,Matches,43a1bea5
49,Andrea Barzagli,it ITA,DF,Juventus,35,1981,17.0,0,2,0,0.0,0.12,0.00,0.00,,0,0,Matches,7c0000fd
50,Daniele Baselli,it ITA,MF,Torino,24,1992,25.4,6,43,15,34.9,1.69,0.59,0.14,0.40,0,0,Matches,ea06dd97
51,Dušan Basta,rs SRB,DFMF,Lazio,31,1984,23.6,1,12,4,33.3,0.51,0.17,0.08,0.25,0,0,Matches,3b57f7f8
52,Samuel Bastien,cd COD,MFFW,Chievo,19,1996,8.9,1,5,1,20.0,0.56,0.11,0.20,1.00,0,0,Matches,ec30b9c8
53,Alessandro Bastoni,it ITA,DF,Atalanta,17,1999,1.7,0,1,1,100.0,0.58,0.58,0.00,0.00,0,0,Matches,75b86fb3
54,Bastos,ao ANG,DFMF,Lazio,25,1991,8.6,0,3,2,66.7,0.35,0.23,0.00,0.00,0,0,Matches,c01c66d9
55,Andrea Beghetto,it ITA,MF,Genoa,21,1994,1.7,0,1,1,100.0,0.59,0.59,0.00,0.00,0,0,Matches,438dfc6a
56,Giuseppe Bellusci,it ITA,DF,Empoli,26,1989,33.0,1,14,5,35.7,0.42,0.15,0.07,0.20,0,0,Matches,7f1c3bca
57,Andrea Belotti,it ITA,FW,Torino,22,1993,34.1,26,131,49,37.4,3.84,1.44,0.20,0.53,2,5,Matches,d705ba44
58,Ahmad Benali,ly LBY,FWMF,Pescara,24,1992,27.7,6,38,16,42.1,1.37,0.58,0.16,0.38,0,0,Matches,a128b07e
59,Marco Benassi,it ITA,MF,Torino,21,1994,22.7,5,45,15,33.3,1.98,0.66,0.11,0.33,0,0,Matches,0000acda
60,Medhi Benatia,ma MAR,DF,Juventus,29,1987,13.1,1,9,2,22.2,0.69,0.15,0.11,0.50,0,0,Matches,3b15ef2d
61,Accursio Bentivegna,it ITA,MFFW,Palermo,20,1996,1.0,0,1,0,0.0,1.01,0.00,0.00,,0,0,Matches,2130bea6
62,Domenico Berardi,it ITA,FW,Sassuolo,21,1994,19.2,5,43,12,27.9,2.23,0.62,0.12,0.42,2,3,Matches,53a0e358
63,Bartosz Bereszyński,pl POL,DF,Sampdoria,24,1992,11.7,0,0,0,,0.00,0.00,,,0,0,Matches,61b3978f
64,Etrit Berisha,al ALB,GK,Atalanta,27,1989,26.0,0,0,0,,0.00,0.00,,,0,0,Matches,ee833569
65,Federico Bernardeschi,it ITA,MFFW,Fiorentina,22,1994,25.5,11,69,29,42.0,2.71,1.14,0.16,0.38,3,4,Matches,ee93c1a9
66,Andrea Bertolacci,it ITA,MF,Milan,25,1991,9.1,1,9,5,55.6,0.99,0.55,0.11,0.20,0,0,Matches,c75b6a02
67,Jonathan Biabiany,fr FRA,FWMF,Inter,28,1988,0.0,0,1,0,0.0,90.00,0.00,0.00,,0,0,Matches,6b99d135
68,Roberto Biancu,it ITA,MF,Cagliari,16,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,57020aa5
69,Lucas Biglia,ar ARG,MF,Lazio,30,1986,25.2,4,27,9,33.3,1.07,0.36,0.15,0.44,3,5,Matches,5710a281
70,Davide Biondini,it ITA,MF,Sassuolo,33,1983,9.5,0,4,0,0.0,0.42,0.00,0.00,,0,0,Matches,b4c3070a
71,Cristiano Biraghi,it ITA,DF,Pescara,23,1992,33.2,1,28,9,32.1,0.84,0.27,0.04,0.11,1,2,Matches,9e1577aa
72,Davide Biraschi,it ITA,DFMF,Genoa,22,1994,4.4,0,3,0,0.0,0.68,0.00,0.00,,0,0,Matches,64cd167d
73,Valter Birsa,si SVN,MFFW,Chievo,29,1986,30.7,7,52,16,30.8,1.70,0.52,0.13,0.44,0,0,Matches,455a2b79
74,Luca Bittante,it ITA,DF,Cagliari,22,1993,3.5,0,1,0,0.0,0.29,0.00,0.00,,0,0,Matches,2d3432e7
75,Albano Bizzarri,ar ARG,GK,Pescara,38,1977,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,32b9b5fa
76,Giacomo Bonaventura,it ITA,MFFW,Milan,26,1989,17.4,3,47,11,23.4,2.70,0.63,0.06,0.27,0,0,Matches,d995ed27
77,Leonardo Bonucci,it ITA,DF,Juventus,29,1987,26.8,3,19,5,26.3,0.71,0.19,0.16,0.60,0,0,Matches,52ec54d0
78,Marco Borriello,it ITA,FW,Cagliari,34,1982,28.8,16,80,34,42.5,2.78,1.18,0.20,0.47,1,2,Matches,a889ffc7
79,Ouasim Bouy,nl NED,DFMF,Palermo,23,1993,0.4,0,1,0,0.0,2.25,0.00,0.00,,0,0,Matches,247a7023
80,Cesare Bovo,it ITA,DF,Torino,33,1983,4.0,0,7,2,28.6,1.75,0.50,0.00,0.00,0,0,Matches,6d584b34
81,Cesare Bovo,it ITA,DF,Pescara,33,1983,9.1,0,4,1,25.0,0.44,0.11,0.00,0.00,0,0,Matches,6d584b34
82,Lucas Boyé,ar ARG,FWMF,Torino,20,1996,16.2,0,34,10,29.4,2.10,0.62,0.00,0.00,0,0,Matches,d49f3e6b
83,Marcelo Brozović,hr CRO,MF,Inter,23,1992,19.3,4,40,12,30.0,2.07,0.62,0.10,0.33,0,0,Matches,33b8d077
84,Gastón Brugman,uy URU,MF,Pescara,23,1992,21.5,1,14,5,35.7,0.65,0.23,0.07,0.20,0,0,Matches,e947ee4a
85,Alessandro Bruno,it ITA,MFDF,Pescara,33,1983,10.8,0,0,0,,0.00,0.00,,,0,0,Matches,48e7305e
86,Marcel Büchel,li LIE,MFFW,Empoli,25,1991,9.1,0,9,0,0.0,0.99,0.00,0.00,,0,0,Matches,2edeb221
87,Ante Budimir,hr CRO,FW,Sampdoria,25,1991,3.5,0,10,6,60.0,2.88,1.73,0.00,0.00,0,0,Matches,8f3565b3
88,Gianluigi Buffon,it ITA,GK,Juventus,38,1978,29.5,0,0,0,,0.00,0.00,,,0,0,Matches,e40d028b
89,Nicolás Burdisso,ar ARG,DF,Genoa,35,1981,34.7,0,15,3,20.0,0.43,0.09,0.00,0.00,0,0,Matches,9417f322
90,Bryan Cabezas,ec ECU,MF,Atalanta,19,1997,0.3,0,1,0,0.0,3.91,0.00,0.00,,0,0,Matches,061f1eed
91,Rafael Cabral,br BRA,GK,Napoli,26,1990,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,806f7a26
92,Fabrizio Cacciatore,it ITA,DF,Chievo,29,1986,27.9,1,18,6,33.3,0.65,0.22,0.06,0.17,0,0,Matches,00b0bb87
93,Davide Calabria,it ITA,DF,Milan,19,1996,11.0,0,9,1,11.1,0.82,0.09,0.00,0.00,0,0,Matches,2146785a
94,Mattia Caldara,it ITA,DF,Atalanta,22,1994,29.5,7,17,10,58.8,0.58,0.34,0.41,0.70,0,0,Matches,ac7e640b
95,José Callejón,es ESP,FW,Napoli,29,1987,34.9,14,86,35,40.7,2.47,1.00,0.16,0.40,0,0,Matches,78841da9
96,Hugo Campagnaro,ar ARG,DF,Pescara,36,1980,17.4,2,5,2,40.0,0.29,0.12,0.40,1.00,0,0,Matches,2ac01901
97,Antonio Candreva,it ITA,MFFW,Inter,29,1987,33.4,6,88,32,36.4,2.63,0.96,0.07,0.19,0,1,Matches,356c9002
98,Paolo Cannavaro,it ITA,DF,Sassuolo,35,1981,15.8,1,5,3,60.0,0.32,0.19,0.20,0.33,0,0,Matches,46ed55b6
99,Leonardo Capezzi,it ITA,MF,Crotone,21,1995,18.2,0,24,8,33.3,1.32,0.44,0.00,0.00,0,0,Matches,07ea0ef2
100,Gianluca Caprari,it ITA,FWMF,Pescara,23,1993,34.5,9,103,36,35.0,2.98,1.04,0.09,0.25,1,2,Matches,54e53b7e
101,Marco Capuano,it ITA,DF,Cagliari,24,1991,8.6,1,4,2,50.0,0.47,0.23,0.25,0.50,0,0,Matches,616aea37
102,Carlão,br BRA,DF,Torino,30,1986,3.7,0,1,0,0.0,0.27,0.00,0.00,,0,0,Matches,0d863fdc
103,Carlos Carmona,cl CHI,MF,Atalanta,29,1987,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,12b9753e
104,Leandro Castán,br BRA,DF,Torino,29,1986,13.1,0,1,2,200.0,0.08,0.15,0.00,0.00,0,0,Matches,019f4d0d
105,Lucas Castro,ar ARG,MF,Chievo,27,1989,30.7,5,52,19,36.5,1.70,0.62,0.10,0.26,0,0,Matches,56b2957b
106,Danilo Cataldi,it ITA,MF,Genoa,21,1994,10.3,0,7,4,57.1,0.68,0.39,0.00,0.00,0,0,Matches,ba3d3bea
107,Danilo Cataldi,it ITA,MF,Lazio,21,1994,7.4,1,10,4,40.0,1.36,0.54,0.10,0.25,0,0,Matches,ba3d3bea
108,Federico Ceccherini,it ITA,DF,Crotone,24,1992,34.4,1,14,4,28.6,0.41,0.12,0.07,0.25,0,0,Matches,d9624b51
109,Luca Ceppitelli,it ITA,DF,Cagliari,26,1989,18.8,0,9,0,0.0,0.48,0.00,0.00,,0,0,Matches,7d50454d
110,Alberto Cerri,it ITA,FW,Pescara,20,1996,7.7,2,17,5,29.4,2.20,0.65,0.12,0.40,0,0,Matches,1079c685
111,Boštjan Cesar,si SVN,DF,Chievo,34,1982,16.0,1,9,2,22.2,0.56,0.13,0.11,0.50,0,0,Matches,c1d18f10
112,Giorgio Chiellini,it ITA,DF,Juventus,31,1984,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,0,0,Matches,e85fb9b8
113,Federico Chiesa,it ITA,MFFW,Fiorentina,18,1997,16.6,3,54,15,27.8,3.26,0.90,0.06,0.20,0,0,Matches,b0f7e36c
114,Vlad Chiricheș,ro ROU,DF,Napoli,26,1989,12.5,2,5,2,40.0,0.40,0.16,0.40,1.00,0,0,Matches,c316607a
115,Ivaylo Chochev,bg BUL,MF,Palermo,23,1993,25.4,3,37,11,29.7,1.46,0.43,0.08,0.27,0,0,Matches,39c53a23
116,Luca Cigarini,it ITA,MF,Sampdoria,30,1986,3.1,0,2,2,100.0,0.65,0.65,0.00,0.00,0,0,Matches,ae64d449
117,Thiago Cionek,pl POL,DF,Palermo,30,1986,25.8,0,5,3,60.0,0.19,0.12,0.00,0.00,0,0,Matches,46f5c54d
118,Claiton,br BRA,DF,Crotone,31,1984,7.8,0,3,0,0.0,0.38,0.00,0.00,,0,0,Matches,67a3c8bc
119,Andrea Coda,it ITA,DF,Pescara,31,1985,11.1,0,3,0,0.0,0.27,0.00,0.00,,0,0,Matches,6e110b50
120,Isaac Cofie,gh GHA,MF,Genoa,24,1991,11.1,0,4,1,25.0,0.36,0.09,0.00,0.00,0,0,Matches,c6dda86e
121,Roberto Colombo,it ITA,GK,Cagliari,40,1975,0.9,0,0,0,,0.00,0.00,,,0,0,Matches,3b01efe2
122,Andrea Consigli,it ITA,GK,Sassuolo,29,1987,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,8cabdc1e
123,Andrea Conti,it ITA,MF,Atalanta,22,1994,29.6,8,35,15,42.9,1.18,0.51,0.23,0.53,0,0,Matches,8fef5412
124,Alex Cordaz,it ITA,GK,Crotone,33,1983,36.0,0,0,0,,0.00,0.00,,,0,0,Matches,e66ebabb
125,Uroš Ćosić,rs SRB,DF,Empoli,23,1992,10.7,0,1,0,0.0,0.09,0.00,0.00,,0,0,Matches,69960ac3
126,Andrea Costa,it ITA,DF,Empoli,30,1986,23.1,2,11,2,18.2,0.48,0.09,0.18,1.00,0,0,Matches,f5e9a8bd
127,Filippo Costa,it ITA,DFMF,Chievo,21,1995,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,00528660
128,Angelo da Costa Júnior,br BRA,GK,Bologna,32,1983,17.1,0,0,0,,0.00,0.00,,,0,0,Matches,18736214
129,Mamadou Coulibaly,sn SEN,MF,Pescara,17,1999,5.4,0,1,0,0.0,0.19,0.00,0.00,,0,0,Matches,c976160c
130,Luca Crecco,it ITA,MF,Lazio,20,1995,0.6,1,2,1,50.0,3.21,1.61,0.50,1.00,0,0,Matches,c7f24d4b
131,Alessandro Crescenzi,it ITA,DFMF,Pescara,24,1991,15.6,0,10,1,10.0,0.64,0.06,0.00,0.00,0,0,Matches,fab1bd8e
132,Lorenzo Crisetig,it ITA,MF,Crotone,23,1993,28.2,0,16,2,12.5,0.57,0.07,0.00,0.00,0,0,Matches,f54dfca8
133,Bryan Cristante,it ITA,MF,Atalanta,21,1995,7.4,3,13,7,53.8,1.76,0.95,0.23,0.43,0,0,Matches,16657b95
134,Bryan Cristante,it ITA,MF,Pescara,21,1995,10.9,0,15,1,6.7,1.38,0.09,0.00,0.00,0,0,Matches,16657b95
135,Sebastián Cristóforo,uy URU,MF,Fiorentina,22,1993,7.7,0,6,2,33.3,0.78,0.26,0.00,0.00,0,0,Matches,3c05c659
136,Daniele Croce,it ITA,MF,Empoli,33,1982,32.5,1,16,8,50.0,0.49,0.25,0.06,0.13,0,0,Matches,e931f5da
137,Luca Crosta,it ITA,GK,Cagliari,18,1998,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,a4ec7d09
138,Juan Cuadrado,co COL,MFFW,Juventus,28,1988,23.3,2,38,12,31.6,1.63,0.52,0.05,0.17,0,0,Matches,0ab1f153
139,Andrés Cubas,py PAR,MF,Pescara,20,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,9b40a6ea
140,Giuseppe Cuomo,it ITA,DF,Crotone,18,1998,0.0,0,0,1,,0.00,22.50,,0.00,0,0,Matches,ae5b04fe
141,Patrick Cutrone,it ITA,FW,Milan,18,1998,0.1,0,1,0,0.0,15.00,0.00,0.00,,0,0,Matches,a4fe8cda
142,Marco D'Alessandro,it ITA,MFFW,Atalanta,25,1991,8.5,1,11,3,27.3,1.29,0.35,0.09,0.33,0,0,Matches,060606ec
143,Danilo D'Ambrosio,it ITA,DF,Inter,27,1988,31.4,3,25,7,28.0,0.80,0.22,0.12,0.43,0,0,Matches,44eb9093
144,Dario Dainelli,it ITA,DF,Chievo,37,1979,24.3,0,2,0,0.0,0.08,0.00,0.00,,0,0,Matches,3858e611
145,Felipe dal Belo,br BRA,DF,Udinese,32,1984,31.3,1,17,3,17.6,0.54,0.10,0.06,0.33,0,0,Matches,8cea6319
146,Pietro De Giorgio,it ITA,MF,Crotone,33,1983,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,d33514e6
147,Sebastien De Maio,fr FRA,DF,Fiorentina,29,1987,6.0,0,1,0,0.0,0.17,0.00,0.00,,0,0,Matches,952a03fe
148,Rodrigo De Paul,ar ARG,FWMF,Udinese,22,1994,26.0,4,42,13,31.0,1.62,0.50,0.10,0.31,0,0,Matches,162efffd
149,Daniele De Rossi,it ITA,MF,Roma,33,1983,26.0,4,20,7,35.0,0.77,0.27,0.20,0.57,2,2,Matches,532d2690
150,Mattia De Sciglio,it ITA,DF,Milan,23,1992,23.2,0,9,3,33.3,0.39,0.13,0.00,0.00,0,0,Matches,ae4e2852
151,Lorenzo De Silvestri,it ITA,DF,Torino,28,1988,13.9,1,4,1,25.0,0.29,0.07,0.25,1.00,0,0,Matches,e74f0e59
152,Grégoire Defrel,mq MTQ,FW,Sassuolo,25,1991,21.7,12,42,23,54.8,1.93,1.06,0.29,0.52,1,1,Matches,854ee61a
153,Alessandro Deiola,it ITA,MF,Cagliari,20,1995,2.7,0,4,2,50.0,1.48,0.74,0.00,0.00,0,0,Matches,7f267d66
154,Cristian Dell'Orco,it ITA,DF,Sassuolo,22,1994,8.6,0,0,0,,0.00,0.00,,,0,0,Matches,b0243215
155,Fabio Depaoli,it ITA,MFDF,Chievo,19,1997,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,d97f2e8d
156,Daniele Dessena,it ITA,MF,Cagliari,29,1987,13.2,2,15,3,20.0,1.14,0.23,0.13,0.67,0,0,Matches,02b2937c
157,Mattia Destro,it ITA,FW,Bologna,25,1991,27.4,11,59,27,45.8,2.15,0.99,0.19,0.41,0,1,Matches,d7d32194
158,Gerard Deulofeu,es ESP,FWMF,Milan,22,1994,16.2,4,37,16,43.2,2.28,0.99,0.11,0.25,0,0,Matches,39583cfd
159,Federico Di Francesco,it ITA,FWMF,Bologna,22,1994,12.1,4,23,10,43.5,1.90,0.83,0.17,0.40,0,0,Matches,1fca9171
160,Davide Di Gennaro,it ITA,MFFW,Cagliari,28,1988,15.9,2,23,10,43.5,1.44,0.63,0.09,0.20,0,0,Matches,951a4ee4
161,Nunzio Di Roberto,it ITA,FW,Crotone,30,1985,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,97b1ac7a
162,Alessandro Diamanti,it ITA,FWMF,Palermo,33,1983,18.9,1,45,12,26.7,2.39,0.64,0.02,0.08,0,0,Matches,cb5af1af
163,Amadou Diawara,gn GUI,MF,Napoli,19,1997,11.6,0,7,1,14.3,0.60,0.09,0.00,0.00,0,0,Matches,bf309d24
164,Kevin Diks,id IDN,DF,Fiorentina,19,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,f179ee11
165,Federico Dimarco,it ITA,DF,Empoli,18,1997,7.2,0,9,2,22.2,1.25,0.28,0.00,0.00,0,0,Matches,970b8574
166,Assane Dioussé,sn SEN,MF,Empoli,18,1997,26.8,0,10,0,0.0,0.37,0.00,0.00,,0,0,Matches,7f622eef
167,Dodô,br BRA,DF,Sampdoria,24,1992,4.5,0,0,0,,0.00,0.00,,,0,0,Matches,99931185
168,Gianluigi Donnarumma,it ITA,GK,Milan,17,1999,38.0,0,1,0,0.0,0.03,0.00,0.00,,0,0,Matches,08f5afaa
169,Godfred Donsah,gh GHA,MF,Bologna,20,1996,9.8,0,9,2,22.2,0.92,0.20,0.00,0.00,0,0,Matches,384dd218
170,Bartłomiej Drągowski,pl POL,GK,Fiorentina,18,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,085e71a7
171,Boukary Dramé,sn SEN,MFDF,Atalanta,31,1985,7.1,0,5,2,40.0,0.71,0.28,0.00,0.00,0,0,Matches,a5cd894b
172,Alfred Duncan,gh GHA,MF,Sassuolo,23,1993,14.8,1,19,7,36.8,1.28,0.47,0.05,0.14,0,0,Matches,528492ea
173,Noë Dussenne,be BEL,DF,Crotone,24,1992,5.2,0,3,1,33.3,0.58,0.19,0.00,0.00,0,0,Matches,8b9b8e43
174,Paulo Dybala,ar ARG,MFFW,Juventus,22,1993,23.8,11,89,31,34.8,3.74,1.30,0.12,0.35,3,3,Matches,e0921a4f
175,Edin Džeko,ba BIH,FW,Roma,30,1986,33.9,29,177,80,45.2,5.23,2.36,0.16,0.36,1,3,Matches,3bb7f478
176,Blerim Džemaili,ch SUI,MF,Bologna,30,1986,28.7,8,63,31,49.2,2.20,1.08,0.13,0.26,0,0,Matches,756959aa
177,Edenílson,br BRA,MFFW,Genoa,26,1989,10.0,0,3,0,0.0,0.30,0.00,0.00,,0,0,Matches,4e50f20e
178,Éder,it ITA,FWMF,Inter,29,1986,16.5,8,54,23,42.6,3.28,1.40,0.15,0.35,0,0,Matches,5a325298
179,Mirko Eramo,it ITA,MF,Sampdoria,27,1989,0.1,0,1,0,0.0,18.00,0.00,0.00,,0,0,Matches,d19fd132
180,Lucas Evangelista,br BRA,MF,Udinese,21,1995,2.3,0,3,0,0.0,1.30,0.00,0.00,,0,0,Matches,5f4ce4b6
181,Patrice Evra,fr FRA,DFMF,Juventus,35,1981,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,0,0,Matches,51a3caf1
182,Ewandro,br BRA,FWMF,Udinese,20,1996,0.7,0,1,0,0.0,1.48,0.00,0.00,,0,0,Matches,ab11c58a
183,Diego Falcinelli,it ITA,FW,Crotone,25,1991,34.7,13,99,33,33.3,2.85,0.95,0.13,0.39,2,2,Matches,a39b9ef6
184,Diego Falcinelli,it ITA,FWMF,Sassuolo,25,1991,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,a39b9ef6
185,Iago Falque,es ESP,FWMF,Torino,26,1990,28.0,12,65,24,36.9,2.33,0.86,0.18,0.50,2,2,Matches,440c84ed
186,Paolo Faragò,it ITA,MF,Cagliari,23,1993,3.9,0,4,1,25.0,1.04,0.26,0.00,0.00,0,0,Matches,9085dd7c
187,Davide Faraoni,it ITA,DF,Udinese,24,1991,3.7,0,4,0,0.0,1.09,0.00,0.00,,0,0,Matches,aae9d04a
188,Diego Farias,br BRA,MFFW,Cagliari,26,1990,13.0,7,34,16,47.1,2.62,1.23,0.21,0.44,2,2,Matches,157d29b6
