--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
173,Filippo Costa,it ITA,DFMF,Chievo,21,1995,1,50,50,1.5,0.6,0,,0,1,,12,0.00,0,3,-3,-5.40,-5.00,Matches,00528660
174,Angelo da Costa Júnior,br BRA,GK,Bologna,32,1983,18,1541,86,45.1,17.1,17,,17,1,,20,0.89,20,26,-6,-0.35,+0.22,Matches,18736214
175,Mamadou Coulibaly,sn SEN,MF,Pescara,17,1999,9,486,54,14.2,5.4,6,,2,3,,1,0.33,3,13,-10,-1.85,-0.81,Matches,c976160c
176,Mattia Cozzari,it ITA,MF,Bologna,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,f8af3f7c
177,Luca Crecco,it ITA,MF,Lazio,20,1995,3,56,19,1.6,0.6,0,,0,3,,13,1.00,1,0,+1,+1.61,+1.02,Matches,c7f24d4b
178,Alessandro Crescenzi,it ITA,DFMF,Pescara,24,1991,21,1407,67,41.1,15.6,14,,12,7,,13,0.14,9,35,-26,-1.66,-0.86,Matches,fab1bd8e
179,Lorenzo Crisanto,it ITA,GK,Roma,18,1998,0,,,,,0,,0,0,,5,,,,,,,Matches,6e52fc13
180,Lorenzo Crisetig,it ITA,MF,Bologna,23,1993,0,,,,,0,,0,0,,3,,,,,,,Matches,f54dfca8
181,Lorenzo Crisetig,it ITA,MF,Crotone,23,1993,32,2538,79,74.2,28.2,29,,24,3,,1,0.84,27,48,-21,-0.74,-0.44,Matches,f54dfca8
182,Bryan Cristante,it ITA,MF,Atalanta,21,1995,12,664,55,19.4,7.4,7,,4,5,,5,2.17,10,6,+4,+0.54,-0.01,Matches,16657b95
183,Bryan Cristante,it ITA,MF,Pescara,21,1995,16,979,61,28.6,10.9,10,,6,6,,4,0.44,9,24,-15,-1.38,-0.31,Matches,16657b95
184,Sebastián Cristóforo,uy URU,MF,Fiorentina,22,1993,19,691,36,20.2,7.7,7,,1,12,,17,1.74,9,16,-7,-0.91,-1.34,Matches,3c05c659
185,Daniele Croce,it ITA,MF,Empoli,33,1982,35,2929,84,85.6,32.5,32,,29,3,,2,0.89,28,51,-23,-0.71,+0.94,Matches,e931f5da
186,Luca Crosta,it ITA,GK,Cagliari,18,1998,1,90,90,2.6,1.0,1,,1,0,,18,3.00,2,1,+1,+1.00,+1.59,Matches,a4ec7d09
187,Juan Cuadrado,co COL,MFFW,Juventus,28,1988,30,2096,70,61.3,23.3,21,,10,9,,4,2.33,42,20,+22,+0.94,-0.96,Matches,0ab1f153
188,Andrés Cubas,py PAR,MF,Pescara,20,1996,1,9,9,0.3,0.1,0,,0,1,,14,0.00,0,0,0,0.00,+1.16,Matches,9b40a6ea
189,Tommaso Cucchietti,it ITA,GK,Torino,18,1998,0,,,,,0,,0,0,,32,,,,,,,Matches,b0451f8a
190,Giuseppe Cuomo,it ITA,DF,Crotone,18,1998,1,4,4,0.1,0.0,0,,0,1,,11,0.00,0,0,0,0.00,+0.63,Matches,ae5b04fe
191,Patrick Cutrone,it ITA,FW,Milan,18,1998,1,6,6,0.2,0.1,0,,0,1,,9,3.00,1,0,+1,+15.00,+14.71,Matches,a4fe8cda
192,Marco D'Alessandro,it ITA,MFFW,Atalanta,25,1991,24,767,32,22.4,8.5,4,,2,20,,12,1.63,16,7,+9,+1.06,+0.65,Matches,060606ec
193,Danilo D'Ambrosio,it ITA,DF,Inter,27,1988,32,2829,88,82.7,31.4,32,,30,0,,6,1.81,65,40,+25,+0.80,+1.10,Matches,44eb9093
194,Piermarco D'Angelo,it ITA,MF,Pescara,16,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,926744c8
195,Riccardo Daga,it ITA,GK,Cagliari,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,76d2974a
196,Dario Dainelli,it ITA,DF,Chievo,37,1979,26,2191,84,64.1,24.3,25,,24,1,,5,1.19,27,40,-13,-0.53,-0.17,Matches,3858e611
197,Felipe dal Belo,br BRA,DF,Udinese,32,1984,32,2813,88,82.3,31.3,31,,31,1,,2,1.19,34,43,-9,-0.29,-0.29,Matches,8cea6319
198,Samuele Damiani,it ITA,MF,Empoli,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,a5921b7c
199,Pietro De Giorgio,it ITA,MF,Crotone,33,1983,1,11,11,0.3,0.1,0,,0,1,,1,0.00,0,1,-1,-8.18,-7.57,Matches,d33514e6
200,Manuel De Luca,it ITA,FW,Torino,18,1998,0,,,,,0,,0,0,,6,,,,,,,Matches,60e3603d
201,Sebastien De Maio,fr FRA,DF,Fiorentina,29,1987,6,540,90,15.8,6.0,6,,6,0,,32,1.33,12,15,-3,-0.50,-0.78,Matches,952a03fe
202,Rodrigo De Paul,ar ARG,FWMF,Udinese,22,1994,34,2337,69,68.3,26.0,32,,10,2,,2,1.24,33,27,+6,+0.23,+1.48,Matches,162efffd
203,Daniele De Rossi,it ITA,MF,Roma,33,1983,31,2341,76,68.5,26.0,27,,18,4,,4,2.13,56,30,+26,+1.00,-1.17,Matches,532d2690
204,Eros De Santis,it ITA,DF,Roma,18,1997,0,,,,,0,,0,0,,2,,,,,,,Matches,685f417d
205,Mattia De Sciglio,it ITA,DF,Milan,23,1992,25,2091,84,61.1,23.2,23,,20,2,,3,1.64,38,32,+6,+0.26,-0.15,Matches,ae4e2852
206,Lorenzo De Silvestri,it ITA,DF,Torino,28,1988,16,1254,78,36.7,13.9,15,,11,1,,19,1.19,27,30,-3,-0.22,-0.55,Matches,e74f0e59
207,Grégoire Defrel,mq MTQ,FW,Sassuolo,25,1991,29,1954,67,57.1,21.7,23,,11,6,,1,1.10,32,33,-1,-0.05,+0.20,Matches,854ee61a
208,Alessandro Deiola,it ITA,MF,Cagliari,20,1995,5,244,49,7.1,2.7,3,,0,2,,11,2.00,5,3,+2,+0.74,+1.39,Matches,7f267d66
209,Mattia Del Favero,it ITA,GK,Juventus,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,cd837326
210,Ferdinando Del Sole,it ITA,MF,Pescara,18,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,e6bddd1f
211,Cristian Dell'Orco,it ITA,DF,Sassuolo,22,1994,9,775,86,22.7,8.6,9,,8,0,,21,0.67,7,13,-6,-0.70,-0.73,Matches,b0243215
212,Filippo Delli Carri,it ITA,DF,Pescara,17,1999,0,,,,,0,,0,0,,7,,,,,,,Matches,d2e8fd9b
213,Fabio Depaoli,it ITA,MFDF,Chievo,19,1997,6,446,74,13.0,5.0,5,,3,1,,14,1.17,7,11,-4,-0.81,-0.38,Matches,d97f2e8d
214,Daniele Dessena,it ITA,MF,Cagliari,29,1987,18,1185,66,34.6,13.2,16,,5,2,,3,0.89,12,27,-15,-1.14,-0.90,Matches,02b2937c
215,Mattia Destro,it ITA,FW,Bologna,25,1991,30,2467,82,72.1,27.4,28,,22,2,,2,1.20,31,38,-7,-0.26,+0.78,Matches,d7d32194
216,Gerard Deulofeu,es ESP,FWMF,Milan,22,1994,17,1459,86,42.7,16.2,16,,12,1,,0,1.53,23,19,+4,+0.25,-0.12,Matches,39583cfd
217,Federico Di Francesco,it ITA,FWMF,Bologna,22,1994,24,1088,45,31.8,12.1,11,,5,13,,9,1.08,15,17,-2,-0.17,+0.45,Matches,1fca9171
218,Davide Di Gennaro,it ITA,MFFW,Cagliari,28,1988,20,1434,72,41.9,15.9,17,,9,3,,16,1.10,22,30,-8,-0.50,+0.09,Matches,951a4ee4
219,Nunzio Di Roberto,it ITA,FW,Crotone,30,1985,1,9,9,0.3,0.1,0,,0,1,,1,0.00,0,0,0,0.00,+0.63,Matches,97b1ac7a
220,Alessandro Diamanti,it ITA,FWMF,Palermo,33,1983,31,1698,55,49.6,18.9,18,,6,13,,2,0.68,17,33,-16,-0.85,+0.62,Matches,cb5af1af
221,Amadou Diawara,gn GUI,MF,Napoli,19,1997,18,1046,58,30.6,11.6,10,,8,8,,18,2.33,21,18,+3,+0.26,-1.71,Matches,bf309d24
222,Kevin Diks,id IDN,DF,Fiorentina,19,1996,2,7,4,0.2,0.1,0,,0,2,,13,2.00,0,1,-1,-12.86,-13.04,Matches,f179ee11
223,Federico Dimarco,it ITA,DF,Empoli,18,1997,12,649,54,19.0,7.2,6,,4,6,,26,0.33,3,15,-12,-1.66,-1.01,Matches,970b8574
224,Assane Dioussé,sn SEN,MF,Empoli,18,1997,33,2408,73,70.4,26.8,26,,21,7,,3,0.85,23,47,-24,-0.90,-0.19,Matches,7f622eef
225,Franck Djoulou,ci CIV,FW,Udinese,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,a5443b3d
226,Dodô,br BRA,DF,Sampdoria,24,1992,7,409,58,12.0,4.5,4,,0,3,,26,1.00,8,11,-3,-0.66,-0.57,Matches,99931185
227,Gianluigi Donnarumma,it ITA,GK,Milan,17,1999,38,3420,90,100.0,38.0,38,,38,0,,0,1.66,57,45,+12,+0.32,,Matches,08f5afaa
228,Godfred Donsah,gh GHA,MF,Bologna,20,1996,13,885,68,25.9,9.8,10,,7,3,,21,1.31,11,17,-6,-0.61,-0.18,Matches,384dd218
229,Bartłomiej Drągowski,pl POL,GK,Fiorentina,18,1997,1,90,90,2.6,1.0,1,,1,0,,17,1.00,2,2,0,0.00,-0.16,Matches,085e71a7
230,Boukary Dramé,sn SEN,MFDF,Atalanta,31,1985,10,636,64,18.6,7.1,8,,6,2,,6,1.70,7,7,0,0.00,-0.68,Matches,a5cd894b
231,Alfred Duncan,gh GHA,MF,Sassuolo,23,1993,21,1334,64,39.0,14.8,14,,11,7,,3,1.19,17,22,-5,-0.34,-0.34,Matches,528492ea
232,Noë Dussenne,be BEL,DF,Crotone,24,1992,8,465,58,13.6,5.2,4,,1,4,,27,0.13,3,14,-11,-2.13,-1.73,Matches,8b9b8e43
233,Paulo Dybala,ar ARG,MFFW,Juventus,22,1993,31,2140,69,62.6,23.8,26,,9,5,,1,2.35,52,13,+39,+1.64,+0.87,Matches,e0921a4f
234,Edin Džeko,ba BIH,FW,Roma,30,1986,37,3048,82,89.1,33.9,33,,25,4,,0,2.27,77,33,+44,+1.30,-0.64,Matches,3bb7f478
235,Blerim Džemaili,ch SUI,MF,Bologna,30,1986,31,2583,83,75.5,28.7,29,,25,2,,0,1.06,29,44,-15,-0.52,-0.20,Matches,756959aa
236,Edenílson,br BRA,MF,Udinese,26,1989,0,,,,,0,,0,0,,2,,,,,,,Matches,4e50f20e
237,Edenílson,br BRA,MFFW,Genoa,26,1989,16,904,57,26.4,10.0,9,,4,7,,9,0.69,9,19,-10,-1.00,-0.42,Matches,4e50f20e
238,Éder,it ITA,FWMF,Inter,29,1986,33,1482,45,43.3,16.5,13,,3,20,,5,1.58,34,20,+14,+0.85,+0.43,Matches,5a325298
239,Yao Eloge Koffi,ci CIV,DF,Inter,20,1996,0,,,,,0,,0,0,,14,,,,,,,Matches,053f6e16
240,Rodrigo Ely,br BRA,DF,Milan,22,1993,0,,,,,0,,0,0,,18,,,,,,,Matches,fd47b4f2
241,Mirko Eramo,it ITA,MF,Sampdoria,27,1989,1,5,5,0.1,0.1,0,,0,1,,17,3.00,0,0,0,0.00,+0.16,Matches,d19fd132
242,Caner Erkin,tr TUR,DFMF,Inter,27,1988,0,,,,,0,,0,0,,1,,,,,,,Matches,15b6e8d7
243,Martin Erlić,hr CRO,DF,Sassuolo,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,0fee6bda
244,Lucas Evangelista,br BRA,MF,Udinese,21,1995,6,207,35,6.1,2.3,2,,0,4,,24,1.17,6,3,+3,+1.30,+1.64,Matches,5f4ce4b6
245,Patrice Evra,fr FRA,DFMF,Juventus,35,1981,6,252,42,7.4,2.8,3,,2,3,,10,3.00,7,2,+5,+1.79,+0.51,Matches,51a3caf1
246,Ewandro,br BRA,FWMF,Udinese,20,1996,5,61,12,1.8,0.7,0,,0,5,,21,0.40,0,0,0,0.00,+0.24,Matches,ab11c58a
247,Diego Faccioli,it ITA,GK,Genoa,18,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,48c6ce44
248,Diego Falcinelli,it ITA,FW,Crotone,25,1991,35,3124,89,91.3,34.7,35,,30,0,,0,0.89,32,53,-21,-0.60,+0.31,Matches,a39b9ef6
249,Diego Falcinelli,it ITA,FWMF,Sassuolo,25,1991,1,16,16,0.5,0.2,0,,0,1,,1,3.00,0,0,0,0.00,+0.13,Matches,a39b9ef6
250,Wladimiro Falcone,it ITA,GK,Sampdoria,21,1995,0,,,,,0,,0,0,,9,,,,,,,Matches,9f5a610b
251,Iago Falque,es ESP,FWMF,Torino,26,1990,35,2516,72,73.6,28.0,31,,15,4,,2,1.46,52,43,+9,+0.32,+0.72,Matches,440c84ed
252,Paolo Faragò,it ITA,MF,Cagliari,23,1993,9,347,39,10.1,3.9,1,,1,8,,3,1.11,6,4,+2,+0.52,+1.19,Matches,9085dd7c
253,Davide Faraoni,it ITA,DF,Udinese,24,1991,5,329,66,9.6,3.7,4,,3,1,,5,0.80,0,3,-3,-0.82,-0.65,Matches,aae9d04a
254,Diego Farias,br BRA,MFFW,Cagliari,26,1990,20,1166,58,34.1,13.0,12,,6,8,,3,1.15,24,24,0,0.00,+0.84,Matches,157d29b6
255,Federico Fazio,ar ARG,DF,Roma,29,1987,37,3116,84,91.1,34.6,35,,32,2,,1,2.27,82,34,+48,+1.39,+0.20,Matches,4e358a2d
256,Nicolò Fazzi,it ITA,DFMF,Crotone,21,1995,1,7,7,0.2,0.1,0,,0,1,,12,0.00,0,1,-1,-12.86,-12.25,Matches,82b6415c
257,Bruno Fernandes,pt POR,MF,Sampdoria,21,1994,33,1714,52,50.1,19.0,22,,4,11,,5,1.36,24,25,-1,-0.05,+0.21,Matches,507c7bdf
258,Matías Fernández,cl CHI,MF,Fiorentina,30,1986,0,,,,,0,,0,0,,2,,,,,,,Matches,8a250399
259,Matías Fernández,cl CHI,MF,Milan,30,1986,13,652,50,19.1,7.2,8,,2,5,,9,1.31,11,11,0,0.00,-0.39,Matches,8a250399
260,Alex Ferrari,it ITA,DF,Bologna,22,1994,1,90,90,2.6,1.0,1,,1,0,,15,0.00,0,3,-3,-3.00,-2.59,Matches,d0dbca9f
261,Marco Festa,it ITA,GK,Crotone,24,1992,3,184,61,5.4,2.0,2,,2,1,,35,0.00,1,4,-3,-1.47,-0.88,Matches,c195ae4a
262,Riccardo Fiamozzi,it ITA,MF,Genoa,23,1993,4,107,27,3.1,1.2,1,,1,3,,15,2.00,2,0,+2,+1.68,+2.44,Matches,9f9b9269
263,Vincenzo Fiorillo,it ITA,GK,Pescara,26,1990,9,810,90,23.7,9.0,9,,9,0,,28,0.67,8,15,-7,-0.78,+0.50,Matches,a2565f79
264,Sergio Floccari,it ITA,FW,Bologna,34,1981,5,240,48,7.0,2.7,3,,0,2,,12,0.40,2,3,-1,-0.37,+0.11,Matches,df301450
265,Alessandro Florenzi,it ITA,DFMF,Roma,25,1991,9,747,83,21.8,8.3,8,,5,1,,0,2.11,21,12,+9,+1.08,-0.36,Matches,e288d4b3
266,Antonio Floro Flores,it ITA,FW,Chievo,33,1983,12,553,46,16.2,6.1,6,,0,6,,5,1.25,6,7,-1,-0.16,+0.37,Matches,d6846501
267,Seko Fofana,ci CIV,MF,Udinese,21,1995,22,1821,83,53.2,20.2,21,,17,1,,5,1.18,24,25,-1,-0.05,+0.40,Matches,5313ed43
268,Michele Fornasier,it ITA,DF,Pescara,22,1993,22,1618,74,47.3,18.0,16,,15,6,,9,0.41,16,36,-20,-1.11,+0.09,Matches,fb3890d6
269,Francesco Forte,it ITA,DF,Pescara,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,bfb634cc
270,Gianluca Frabotta,it ITA,DFMF,Bologna,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,d80b1835
271,Simone Franchini,it ITA,MF,Sassuolo,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,50de3c8f
272,Davide Frattesi,it ITA,MF,Roma,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,2a7d27c1
273,Vinícius Freitas,br BRA,DF,Lazio,23,1993,0,,,,,0,,0,0,,7,,,,,,,Matches,5102e15c
274,Remo Freuler,ch SUI,MF,Atalanta,24,1992,33,2611,79,76.3,29.0,29,,26,4,,3,2.06,49,27,+22,+0.76,+0.87,Matches,98d2c2c4
275,Nicolas Frey,fr FRA,DF,Chievo,32,1984,15,1182,79,34.6,13.1,13,,11,2,,20,0.87,14,21,-7,-0.53,-0.09,Matches,6378443d
276,Andrea Fulignati,it ITA,GK,Palermo,21,1994,9,810,90,23.7,9.0,9,,9,0,,24,1.22,7,14,-7,-0.78,+0.50,Matches,195f5e38
277,Matteo Gabbia,it ITA,DF,Milan,16,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,c235e803
278,Manolo Gabbiadini,it ITA,FW,Napoli,24,1991,13,515,40,15.1,5.7,7,,1,6,,6,1.77,11,5,+6,+1.05,-0.47,Matches,8f866fe8
279,Gabriel,br BRA,GK,Milan,23,1992,0,,,,,0,,0,0,,18,,,,,,,Matches,f93ed0df
280,Gabriel,br BRA,GK,Cagliari,23,1992,3,270,90,7.9,3.0,3,,3,0,,12,1.33,4,7,-3,-1.00,-0.49,Matches,f93ed0df
281,Roberto Gagliardini,it ITA,MF,Atalanta,22,1994,13,777,60,22.7,8.6,8,,5,5,,5,2.00,16,7,+9,+1.04,+0.63,Matches,ce30bfc8
282,Roberto Gagliardini,it ITA,MF,Inter,22,1994,18,1575,88,46.1,17.5,18,,17,0,,0,1.61,41,23,+18,+1.03,+0.78,Matches,ce30bfc8
283,Serge Gakpé,tg TOG,FW,Chievo,29,1987,8,256,32,7.5,2.8,1,,0,7,,6,0.88,4,4,0,0.00,+0.51,Matches,cf4053e2
284,Serge Gakpé,tg TOG,FW,Genoa,29,1987,7,311,44,9.1,3.5,2,,0,5,,7,1.57,4,3,+1,+0.29,+1.07,Matches,cf4053e2
285,Alessandro Gamberini,it ITA,DF,Chievo,34,1981,20,1666,83,48.7,18.5,20,,15,0,,14,1.05,20,27,-7,-0.38,+0.19,Matches,8ec95452
286,Daniele Gastaldello,it ITA,DF,Bologna,33,1983,24,1920,80,56.1,21.3,24,,17,0,,3,1.17,27,30,-3,-0.14,+0.76,Matches,13f89eaa
287,Alessandro Gazzi,it ITA,MF,Palermo,33,1983,25,1940,78,56.7,21.6,22,,16,3,,7,0.60,21,46,-25,-1.16,0.00,Matches,63d2a792
288,Marcello Gazzola,it ITA,DF,Sassuolo,31,1985,16,1372,86,40.1,15.2,16,,13,0,,6,0.88,17,24,-7,-0.46,-0.55,Matches,93390969
289,Santiago Gentiletti,ar ARG,DF,Genoa,31,1985,15,1217,81,35.6,13.5,15,,11,0,,19,0.93,13,21,-8,-0.59,+0.14,Matches,4ac07e1b
290,Luca Germoni,it ITA,DF,Lazio,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,5ce2bd9a
291,Gerson,br BRA,MF,Roma,19,1997,4,131,33,3.8,1.5,2,,0,2,,34,2.25,3,2,+1,+0.69,-0.71,Matches,8827bf46
292,Simone Ghidotti,it ITA,GK,Fiorentina,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,c9ac05db
293,Faouzi Ghoulam,dz ALG,DF,Napoli,25,1991,29,2382,82,69.6,26.5,26,,26,3,,6,2.10,65,30,+35,+1.32,-0.41,Matches,c5adc293
294,Emanuele Giaccherini,it ITA,FW,Napoli,31,1985,16,298,19,8.7,3.3,1,,0,15,,19,2.50,5,7,-2,-0.60,-2.25,Matches,1c50f354
295,Elia Giampà,it ITA,DF,Empoli,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,883dda9d
296,Niccolò Giannetti,it ITA,FW,Cagliari,25,1991,11,248,23,7.3,2.8,1,,0,10,,11,0.91,3,8,-5,-1.81,-1.36,Matches,d9e750e5
297,Alberto Gilardino,it ITA,FW,Empoli,34,1982,14,600,43,17.5,6.7,5,,3,9,,2,0.93,1,8,-7,-1.05,-0.25,Matches,45aa5d13
298,Alberto Gilardino,it ITA,FW,Pescara,34,1982,3,104,35,3.0,1.2,1,,0,2,,0,1.00,1,3,-2,-1.73,-0.59,Matches,45aa5d13
299,Simone Giuliano,it ITA,DF,Palermo,19,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,61655080
300,Eddy Gnahoré,fr FRA,MF,Crotone,22,1993,1,27,27,0.8,0.3,0,,0,1,,6,0.00,0,0,0,0.00,+0.64,Matches,a0434482
301,Assane Gnoukouri,ci CIV,MF,Udinese,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,2e2e72d5
302,Assane Gnoukouri,ci CIV,MF,Inter,19,1996,4,142,36,4.2,1.6,0,,0,4,,13,1.00,2,3,-1,-0.63,-1.29,Matches,2e2e72d5
303,Massimo Gobbi,it ITA,DF,Chievo,35,1980,30,2601,87,76.1,28.9,30,,27,0,,1,1.30,34,39,-5,-0.17,+1.26,Matches,635b0bae
304,Edoardo Goldaniga,it ITA,DF,Palermo,22,1993,28,2326,83,68.0,25.8,26,,21,2,,6,0.75,25,54,-29,-1.12,+0.11,Matches,4b029b31
305,Pierluigi Gollini,it ITA,GK,Atalanta,21,1995,4,360,90,10.5,4.0,4,,4,0,,15,2.50,6,1,+5,+1.25,+0.78,Matches,f0f7f62f
306,Gustavo Gómez,py PAR,DF,Milan,23,1993,18,1087,60,31.8,12.1,11,,11,7,,20,1.72,23,19,+4,+0.33,+0.02,Matches,d5ce52a5
307,Papu Gómez,ar ARG,FWMF,Atalanta,28,1988,37,3119,84,91.2,34.7,37,,18,0,,0,1.92,59,38,+21,+0.61,+0.61,Matches,6e4df551
308,Alfred Gomis,sn SEN,GK,Torino,22,1993,0,,,,,0,,0,0,,2,,,,,,,Matches,cecbce23
309,Alfred Gomis,sn SEN,GK,Bologna,22,1993,0,,,,,0,,0,0,,6,,,,,,,Matches,cecbce23
310,Giancarlo González,cr CRC,DF,Palermo,28,1988,21,1662,79,48.6,18.5,18,,15,3,,8,0.67,14,43,-29,-1.57,-0.80,Matches,117beb8f
311,Alberto Grassi,it ITA,MF,Napoli,21,1995,0,,,,,0,,0,0,,2,,,,,,,Matches,6cc97b6a
312,Alberto Grassi,it ITA,MF,Atalanta,21,1995,18,701,39,20.5,7.8,4,,1,14,,18,1.89,12,8,+4,+0.51,-0.05,Matches,6cc97b6a
313,Andrew Gravillon,gp GLP,DF,Inter,18,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,49136c42
314,Stefano Greco,it ITA,GK,Roma,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,e44e9ef9
315,Clément Grenier,fr FRA,MF,Roma,25,1991,6,156,26,4.6,1.7,1,,0,5,,10,3.00,3,2,+1,+0.58,-0.83,Matches,8b298f56
316,Lorenzo Grossi,it ITA,MF,Roma,18,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,ddd956d0
317,Alessandro Guarnone,it ITA,GK,Milan,17,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,cc52fdde
318,Samuel Guddo,it ITA,GK,Palermo,17,1999,0,,,,,0,,0,0,,6,,,,,,,Matches,760ae131
319,Samuel Gustafson,se SWE,MF,Torino,21,1995,5,223,45,6.5,2.5,1,,0,4,,22,2.00,7,9,-2,-0.81,-1.00,Matches,b1e61f23
320,Jonathan de Guzmán,nl NED,MF,Chievo,28,1987,27,1365,51,39.9,15.2,15,,7,12,,8,1.04,13,30,-17,-1.12,-1.08,Matches,1bcca8b8
321,Norbert Gyömbér,sk SVK,DF,Pescara,24,1992,10,845,85,24.7,9.4,10,,7,0,,1,0.60,8,21,-13,-1.38,-0.30,Matches,0be276c6
322,Ianis Hagi,ro ROU,FWMF,Fiorentina,17,1998,2,51,26,1.5,0.6,0,,0,2,,27,2.00,2,2,0,0.00,-0.16,Matches,0127419a
323,Emil Hallfreðsson,is ISL,MF,Udinese,32,1984,28,1984,71,58.0,22.0,23,,14,5,,1,1.50,31,31,0,0.00,+0.56,Matches,86015b20
324,Marek Hamšík,sk SVK,MF,Napoli,29,1987,38,3030,80,88.6,33.7,37,,18,1,,0,2.26,89,33,+56,+1.66,+1.89,Matches,e6ad16b2
325,Samir Handanović,si SVN,GK,Inter,32,1984,37,3330,90,97.4,37.0,37,,37,0,,1,1.59,67,47,+20,+0.54,-2.46,Matches,74419746
326,Joe Hart,eng ENG,GK,Torino,29,1987,36,3240,90,94.7,36.0,36,,36,0,,0,1.39,64,62,+2,+0.06,-1.44,Matches,cb4f24c6
327,Hans Hateboer,nl NED,MF,Atalanta,22,1994,6,291,49,8.5,3.2,3,,3,3,,9,2.00,6,4,+2,+0.62,+0.07,Matches,3b333ac3
328,Filip Helander,se SWE,DF,Bologna,23,1993,11,837,76,24.5,9.3,9,,8,2,,11,1.18,10,13,-3,-0.32,+0.20,Matches,27f0ddef
329,Bruno Henrique,br BRA,MF,Palermo,26,1989,33,2213,67,64.7,24.6,24,,14,9,,1,0.76,22,49,-27,-1.10,+0.17,Matches,5a43b021
330,Hernanes,br BRA,MF,Juventus,31,1985,10,721,72,21.1,8.0,8,,6,2,,11,2.40,17,7,+10,+1.25,-0.09,Matches,cfc2ee72
331,Përparim Hetemaj,fi FIN,MF,Chievo,29,1986,23,1872,81,54.7,20.8,21,,17,2,,0,1.26,24,25,-1,-0.05,+0.94,Matches,90b70194
332,Thomas Heurtaux,fr FRA,DF,Udinese,28,1988,12,528,44,15.4,5.9,6,,4,6,,21,1.17,5,13,-8,-1.36,-1.33,Matches,32d1c24f
333,Gonzalo Higuaín,ar ARG,FW,Juventus,28,1987,38,2966,78,86.7,33.0,32,,25,6,,0,2.39,72,21,+51,+1.55,+1.75,Matches,8a08491a
334,Mattia El Hilali,it ITA,MF,Milan,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,5552e9cc
335,Oscar Hiljemark,se SWE,MF,Palermo,24,1992,15,1065,71,31.1,11.8,12,,8,3,,4,0.60,9,23,-14,-1.18,-0.04,Matches,98e958af
336,Oscar Hiljemark,se SWE,MF,Genoa,24,1992,14,802,57,23.5,8.9,10,,4,4,,3,0.43,5,19,-14,-1.57,-1.16,Matches,98e958af
337,Wesley Hoedt,nl NED,DF,Lazio,22,1994,23,1882,82,55.0,20.9,21,,19,2,,14,2.04,51,29,+22,+1.05,+0.99,Matches,875898c7
338,Keisuke Honda,jp JPN,FW,Milan,30,1986,8,227,28,6.6,2.5,2,,1,6,,28,1.13,5,4,+1,+0.40,+0.09,Matches,5cfc82a1
339,Gergely Hutvágner,hu HUN,GK,Sampdoria,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,0ddac7e3
340,Elseid Hysaj,al ALB,DF,Napoli,22,1994,35,3031,87,88.6,33.7,34,,32,1,,2,2.20,86,39,+47,+1.40,-0.46,Matches,2f3452eb
341,Víctor Ibarbo,co COL,FWMF,Cagliari,26,1990,3,39,13,1.1,0.4,0,,0,3,,1,0.33,0,1,-1,-2.31,-1.78,Matches,552d1e41
342,Mauro Icardi,ar ARG,FW,Inter,23,1993,34,3026,89,88.5,33.6,34,,32,0,,0,1.47,61,46,+15,+0.45,-1.38,Matches,43b78598
343,Salvador Ichazo,uy URU,GK,Torino,24,1992,0,,,,,0,,0,0,,2,,,,,,,Matches,514f0896
344,Pietro Iemmello,it ITA,FW,Sassuolo,24,1992,17,512,30,15.0,5.7,3,,0,14,,17,1.06,14,6,+8,+1.41,+1.81,Matches,0861b8d6
345,Chris Ikonomidis,au AUS,FWMF,Lazio,21,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,5e6e5a15
