--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,-9999
555,Wojciech Szczęsny,pl POL,GK,Juventus,30,1990,29.7,0,0,0,,0.00,0.00,,,0,0,Matches,01b8a2b2
556,Adrien Tameze,cm CMR,MF,Hellas Verona,26,1994,25.6,1,18,3,16.7,0.70,0.12,0.06,0.33,0,0,Matches,8da74c05
557,Ciprian Tătărușanu,ro ROU,GK,Milan,34,1986,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,b056e3da
558,Andrés Tello,co COL,MF,Benevento,23,1996,4.6,1,7,3,42.9,1.53,0.65,0.14,0.33,0,0,Matches,5f951ef1
559,Hidde ter Avest,nl NED,MF,Udinese,23,1997,3.9,0,1,0,0.0,0.26,0.00,0.00,,0,0,Matches,18f9dbd0
560,Pietro Terracciano,it ITA,GK,Fiorentina,30,1990,3.0,0,0,0,,0.00,0.00,,,0,0,Matches,e1b0a70d
561,Claudio Terzi,it ITA,DF,Spezia,36,1984,20.8,1,5,2,40.0,0.24,0.10,0.20,0.50,0,0,Matches,5570e6fb
562,Morten Thorsby,no NOR,MF,Sampdoria,24,1996,29.4,3,24,11,45.8,0.82,0.37,0.13,0.27,0,0,Matches,d1b49282
563,Jeremy Toljan,de GER,DFMF,Sassuolo,25,1994,16.6,0,5,3,60.0,0.30,0.18,0.00,0.00,0,0,Matches,a96e5dc0
564,Rafael Tolói,it ITA,DF,Atalanta,29,1990,28.2,2,29,8,27.6,1.03,0.28,0.07,0.25,0,0,Matches,c56dc39e
565,Takehiro Tomiyasu,jp JPN,DF,Bologna,21,1998,30.2,2,16,4,25.0,0.53,0.13,0.13,0.50,0,0,Matches,b3af9be1
566,Fikayo Tomori,eng ENG,DF,Milan,22,1997,16.3,1,5,4,80.0,0.31,0.25,0.20,0.25,0,0,Matches,7edfbb8a
567,Sandro Tonali,it ITA,MF,Milan,20,2000,14.8,0,10,3,30.0,0.68,0.20,0.00,0.00,0,0,Matches,0db169ae
568,Lorenzo Tonelli,it ITA,DF,Sampdoria,30,1990,19.8,1,14,2,14.3,0.71,0.10,0.07,0.50,0,0,Matches,8cc29864
569,Ernesto Torregrossa,ve VEN,FW,Sampdoria,28,1992,1.9,1,4,2,50.0,2.12,1.06,0.25,0.50,0,0,Matches,bf39bdec
570,Mattéo Tramoni,fr FRA,FWMF,Cagliari,20,2000,0.8,0,1,0,0.0,1.22,0.00,0.00,,0,0,Matches,2e0ae188
571,Chaka Traorè,ci CIV,FW,Parma,15,2004,0.2,0,1,0,0.0,5.00,0.00,0.00,,0,0,Matches,ee6e2b92
572,Alessandro Tripaldelli,it ITA,DFMF,Cagliari,21,1999,3.3,0,0,0,,0.00,0.00,,,0,0,Matches,4571fa88
573,Alessandro Tuia,it ITA,DF,Benevento,30,1990,19.6,1,9,2,22.2,0.46,0.10,0.11,0.50,0,0,Matches,26c54058
574,Ľubomír Tupta,sk SVK,MF,Hellas Verona,22,1998,0.6,0,2,1,50.0,3.60,1.80,0.00,0.00,0,0,Matches,b02af64f
575,Destiny Udogie,it ITA,DFMF,Hellas Verona,17,2002,1.9,0,1,0,0.0,0.53,0.00,0.00,,0,0,Matches,7cd520e8
576,Samir Ujkani,xk KVX,GK,Torino,32,1988,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,96640846
577,Kacper Urbanski,pl POL,MF,Bologna,15,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,2d9d9e42
578,Lautaro Valenti,ar ARG,DF,Parma,21,1999,5.5,0,4,0,0.0,0.72,0.00,0.00,,0,0,Matches,55db5c36
579,Borja Valero,es ESP,MFFW,Fiorentina,35,1985,5.5,0,5,0,0.0,0.92,0.00,0.00,,0,0,Matches,0e21fc3c
580,Denis Vavro,sk SVK,DF,Lazio,24,1996,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,08990838
581,Matías Vecino,uy URU,MF,Inter,28,1991,3.1,1,6,3,50.0,1.91,0.95,0.17,0.33,0,0,Matches,44ac04e9
582,Miguel Veloso,pt POR,MF,Hellas Verona,34,1986,14.6,2,12,4,33.3,0.82,0.27,0.17,0.50,2,2,Matches,ab1ca213
583,Lorenzo Venuti,it ITA,MF,Fiorentina,25,1995,19.5,0,4,0,0.0,0.20,0.00,0.00,,0,0,Matches,983ff2c7
584,Daniele Verde,it ITA,FW,Spezia,24,1996,10.9,6,33,16,48.5,3.03,1.47,0.18,0.38,0,0,Matches,d3298c99
585,Simone Verdi,it ITA,FWMF,Torino,28,1992,18.0,1,41,15,36.6,2.28,0.83,0.02,0.07,0,0,Matches,0375723e
586,Jordan Veretout,fr FRA,MF,Roma,27,1993,22.8,10,40,19,47.5,1.75,0.83,0.25,0.53,5,5,Matches,4a56052c
587,Edoardo Vergani,it ITA,FW,Bologna,19,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,2873973b
588,Valerio Verre,it ITA,MF,Sampdoria,26,1994,11.1,3,24,10,41.7,2.16,0.90,0.13,0.30,0,0,Matches,33ecf462
589,Guglielmo Vicario,it ITA,GK,Cagliari,23,1996,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,77d6fd4d
590,Arturo Vidal,cl CHI,MF,Inter,33,1987,12.6,1,22,3,13.6,1.74,0.24,0.05,0.33,0,0,Matches,67cdbc0e
591,Ronaldo Vieira,gw GNB,MF,Hellas Verona,22,1998,2.5,0,2,0,0.0,0.80,0.00,0.00,,0,0,Matches,75e60d75
592,Luca Vignali,it ITA,DF,Spezia,24,1996,17.7,0,4,1,25.0,0.23,0.06,0.00,0.00,0,0,Matches,c1e8e74e
593,Emanuel Vignato,it ITA,MF,Bologna,19,2000,13.4,1,23,8,34.8,1.72,0.60,0.04,0.13,0,0,Matches,ec5dae45
594,Gonzalo Villar,es ESP,MF,Roma,22,1998,20.7,0,10,1,10.0,0.48,0.05,0.00,0.00,0,0,Matches,bdc74a8f
595,Nicolas Viola,it ITA,MF,Benevento,30,1989,11.5,5,18,8,44.4,1.56,0.69,0.28,0.63,4,4,Matches,45392b06
596,Dušan Vlahović,rs SRB,FW,Fiorentina,20,2000,32.5,21,86,41,47.7,2.65,1.26,0.24,0.51,6,6,Matches,79443529
597,Mërgim Vojvoda,xk KVX,MFDF,Torino,25,1995,15.1,2,6,3,50.0,0.40,0.20,0.33,0.67,0,0,Matches,be2706c0
598,Stefan de Vrij,nl NED,DF,Inter,28,1992,30.4,1,12,4,33.3,0.40,0.13,0.08,0.25,0,0,Matches,d0d8dd44
599,Giacomo Vrioni,al ALB,FW,Juventus,21,1998,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,bf4d31d3
600,Miloš Vulić,rs SRB,MF,Crotone,23,1996,14.5,1,17,5,29.4,1.17,0.34,0.06,0.20,0,0,Matches,5944af8f
601,Walace,br BRA,MF,Udinese,25,1995,22.8,0,17,4,23.5,0.74,0.18,0.00,0.00,0,0,Matches,26db8853
602,Sebastian Walukiewicz,pl POL,DF,Cagliari,20,2000,18.0,0,3,1,33.3,0.17,0.06,0.00,0.00,0,0,Matches,217875a4
603,Maya Yoshida,jp JPN,DF,Sampdoria,31,1988,25.3,1,11,1,9.1,0.44,0.04,0.09,1.00,0,0,Matches,caffaf5a
604,Ashley Young,eng ENG,MF,Inter,35,1985,15.8,1,15,5,33.3,0.95,0.32,0.07,0.20,0,0,Matches,be927d03
605,Mattia Zaccagni,it ITA,MF,Hellas Verona,25,1995,29.0,5,31,15,48.4,1.07,0.52,0.16,0.33,1,1,Matches,d85c238b
606,Vasilios Zagaritis,gr GRE,DF,Parma,19,2001,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,b4a3d61a
607,Miha Zajc,si SVN,MF,Genoa,26,1994,20.7,1,19,4,21.1,0.92,0.19,0.05,0.25,0,0,Matches,83e4643e
608,Nicola Zalewski,pl POL,MF,Roma,18,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,45191c29
609,Niccolò Zanellato,it ITA,MF,Crotone,22,1998,18.2,1,5,1,20.0,0.27,0.05,0.20,1.00,0,0,Matches,741e058f
610,Cristián Zapata,co COL,DF,Genoa,33,1986,10.8,0,3,2,66.7,0.28,0.19,0.00,0.00,0,0,Matches,b1deecf8
611,Duván Zapata,co COL,FW,Atalanta,29,1991,26.4,15,98,39,39.8,3.71,1.48,0.15,0.38,1,1,Matches,d3de9af0
612,Gabriele Zappa,it ITA,DFMF,Cagliari,20,1999,26.6,0,11,1,9.1,0.41,0.04,0.00,0.00,0,0,Matches,ca3db240
613,Davide Zappacosta,it ITA,MF,Genoa,28,1992,22.7,4,41,13,31.7,1.80,0.57,0.10,0.31,0,0,Matches,7fe90ccd
614,Simone Zaza,it ITA,FW,Torino,29,1991,16.6,6,57,16,28.1,3.44,0.97,0.11,0.38,0,0,Matches,9592289a
615,Marvin Zeegelaar,nl NED,MFDF,Udinese,29,1990,19.3,1,9,1,11.1,0.47,0.05,0.11,1.00,0,0,Matches,8abd0c03
616,Piotr Zieliński,pl POL,MF,Napoli,26,1994,28.0,8,60,25,41.7,2.14,0.89,0.13,0.32,0,0,Matches,a5296e55
617,Joshua Zirkzee,nl NED,FW,Parma,19,2001,1.3,0,1,0,0.0,0.80,0.00,0.00,,0,0,Matches,028e70b9
618,Jeroen Zoet,nl NED,GK,Spezia,29,1991,6.7,0,0,0,,0.00,0.00,,,0,0,Matches,cc1a0c57
619,Filip Đuričić,rs SRB,MF,Sassuolo,28,1992,23.1,5,55,14,25.5,2.38,0.61,0.09,0.36,1,1,Matches,eccbe56a


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2020-2021/shooting/2020-2021-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_shooting">View Original Table</a><br>Generated 8/25/2026.
