--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
13,Luis Alberto,es ESP,MF,Lazio,27,1992,34,2618,77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,Matches,5294a83f
14,Marco Alia,al ALB,GK,Lazio,20,2000,0,,,,,0,,0,0,,31,,,,,,,Matches,261dfc43
15,Bruno Alves,pt POR,DF,Parma,38,1981,19,1632,86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,Matches,585a73a8
16,Wisdom Amey,it ITA,DF,Bologna,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,+0.37,Matches,35b4bc62
17,Bruno Amione,ar ARG,DF,Hellas Verona,18,2002,0,,,,,0,,0,0,,13,,,,,,,Matches,2df7cc43
18,Sofyan Amrabat,ma MAR,MF,Fiorentina,23,1996,31,2441,79,71.4,27.1,28,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,Matches,5a2cb25d
19,Djavan Anderson,sr SUR,MF,Lazio,25,1995,3,72,24,2.1,0.8,1,45,0,2,14,13,1.00,0,2,-2,-2.50,-2.72,Matches,ca241ad3
20,Nícolas Andrade,br BRA,GK,Udinese,32,1988,2,180,90,5.3,2.0,2,90,2,0,,3,1.50,5,5,0,0.00,+0.44,Matches,326d09ef
21,Davide Angelo Ghislandi,it ITA,MF,Atalanta,19,2001,1,5,5,0.1,0.1,0,,0,1,5,5,3.00,0,0,0,0.00,-1.13,Matches,0e0e4422
22,Peter Ankersen,dk DEN,DF,Genoa,29,1990,0,,,,,0,,0,0,,1,,,,,,,Matches,df525574
23,Philip Ankhrah,gh GHA,FW,Hellas Verona,17,2002,1,13,13,0.4,0.1,0,,0,1,13,3,1.00,0,0,0,0.00,+0.05,Matches,f5409698
24,Ebenezer Annan,gh GHA,DF,Bologna,17,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,39aa05a7
25,Cristian Ansaldi,ar ARG,MF,Torino,33,1986,31,1947,63,56.9,21.6,20,88,16,11,17,3,1.03,26,38,-12,-0.55,-0.13,Matches,bbafc0c4
26,Mirko Antonucci,it ITA,FWMF,Roma,21,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,91976866
27,Valentin Antov,bg BUL,DF,Bologna,19,2000,5,232,46,6.8,2.6,2,82,1,3,23,13,0.60,1,6,-5,-1.94,-1.69,Matches,8f68aa41
28,Simone Aresti,it ITA,GK,Cagliari,34,1986,0,,,,,0,,0,0,,35,,,,,,,Matches,a9eaccda
29,Nicolò Armini,it ITA,DF,Lazio,19,2001,1,5,5,0.1,0.1,0,,0,1,5,22,0.00,0,0,0,0.00,-0.16,Matches,2f7407fa
30,Alex Arnofoli,it ITA,DF,Bologna,17,2003,0,,,,,0,,0,0,,3,,,,,,,Matches,aaa897dd
31,Tolgay Arslan,de GER,MF,Udinese,29,1990,30,1818,61,53.2,20.2,25,69,3,5,19,3,1.20,23,20,+3,+0.15,+1.22,Matches,963a328b
32,Federico Artioli,it ITA,MF,Sassuolo,19,2001,0,,,,,0,,0,0,,2,,,,,,,Matches,aa620b6c
33,Gabriele Artistico,it ITA,FW,Parma,18,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,29812be3
34,Kwadwo Asamoah,gh GHA,MF,Cagliari,31,1988,9,224,25,6.5,2.5,1,90,1,8,17,9,1.56,3,2,+1,+0.40,+0.88,Matches,089550f5
35,Raúl Asencio,es ESP,FW,Genoa,22,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,69b17c5b
36,Kristoffer Askildsen,no NOR,MF,Sampdoria,19,2001,6,95,16,2.8,1.1,0,,0,6,16,29,2.17,1,2,-1,-0.95,-0.92,Matches,a69cc629
37,Joel Asoro,se SWE,FWMF,Genoa,21,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,13e827f8
38,Emil Audero,id IDN,GK,Sampdoria,23,1997,37,3330,90,97.4,37.0,37,90,37,0,,1,1.32,49,54,-5,-0.14,-3.14,Matches,649b01d8
39,Tommaso Augello,it ITA,DF,Sampdoria,25,1994,37,3216,87,94.0,35.7,37,87,32,0,,0,1.41,49,49,0,0.00,+0.88,Matches,3cd3b384
40,Lorenzo Avogadri,it ITA,GK,Sampdoria,18,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,812d3750
41,Kaan Ayhan,tr TUR,DF,Sassuolo,25,1994,19,796,42,23.3,8.8,7,82,5,12,19,14,2.05,13,7,+6,+0.68,+0.61,Matches,2200181e
42,Milan Badelj,hr CRO,MF,Genoa,31,1989,30,2408,80,70.4,26.8,29,83,21,1,10,5,1.20,35,35,0,0.00,+0.98,Matches,e8c930bb
43,Tiemoué Bakayoko,fr FRA,MF,Napoli,25,1994,32,1964,61,57.4,21.8,23,81,8,9,12,3,1.94,51,29,+22,+1.01,-0.41,Matches,59bf127b
44,Keita Baldé,sn SEN,FW,Sampdoria,25,1995,25,1197,48,35.0,13.3,12,76,2,13,22,3,1.56,16,20,-4,-0.30,-0.38,Matches,509a4ccb
45,Marco Ballarini,it ITA,MF,Udinese,19,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,8cb494c9
46,Botond Balogh,hu HUN,DF,Parma,18,2002,3,165,55,4.8,1.8,1,90,1,2,38,16,0.33,2,4,-2,-1.09,+0.07,Matches,348bafd4
47,Abdoul Bane,it ITA,DF,Parma,19,2001,0,,,,,0,,0,0,,2,,,,,,,Matches,989d0a91
48,Mattia Bani,it ITA,DF,Parma,26,1993,15,1145,76,33.5,12.7,14,81,9,1,13,2,0.40,17,30,-13,-1.02,+0.20,Matches,0821331c
49,Mattia Bani,it ITA,DF,Genoa,26,1993,11,921,84,26.9,10.2,10,88,8,1,45,6,0.55,9,16,-7,-0.68,-0.54,Matches,0821331c
50,Mattia Bani,it ITA,DF,Bologna,26,1993,0,,,,,0,,0,0,,2,,,,,,,Matches,0821331c
51,Antonín Barák,cz CZE,MF,Hellas Verona,25,1994,34,2765,81,80.8,30.7,32,85,23,2,27,0,1.24,37,41,-4,-0.13,-0.41,Matches,01efac19
52,Federico Barba,it ITA,DF,Benevento,26,1993,32,2659,83,77.7,29.5,31,85,26,1,16,0,0.84,30,55,-25,-0.85,+0.34,Matches,c010b898
53,Nicolò Barella,it ITA,MF,Inter,23,1997,36,2896,80,84.7,32.2,32,87,23,4,31,1,2.36,65,31,+34,+1.06,-2.38,Matches,6928979a
54,Antonio Barreca,it ITA,MF,Fiorentina,25,1995,3,85,28,2.5,0.9,1,58,0,2,14,31,0.33,1,1,0,0.00,+0.32,Matches,6a189491
55,Musa Barrow,gm GAM,MFFW,Bologna,21,1998,38,2921,77,85.4,32.5,34,83,18,4,26,0,1.08,45,55,-10,-0.31,+0.41,Matches,e5bf73f3
56,Paolo Bartolomei,it ITA,MF,Spezia,30,1989,6,320,53,9.4,3.6,3,84,2,3,23,4,0.67,5,10,-5,-1.41,-0.97,Matches,6029a945
57,Daniele Baselli,it ITA,MF,Torino,28,1992,15,396,26,11.6,4.4,3,64,1,12,17,7,1.13,6,5,+1,+0.23,+0.82,Matches,ea06dd97
58,Salah Basha,eg EGY,FW,Udinese,17,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,abd42166
59,Alessandro Bastoni,it ITA,DF,Inter,21,1999,33,2922,89,85.4,32.5,33,89,29,0,,3,2.45,71,26,+45,+1.39,-0.24,Matches,75b86fb3
60,Simone Bastoni,it ITA,DF,Spezia,23,1996,22,1522,69,44.5,16.9,19,76,8,3,28,9,0.91,26,34,-8,-0.47,+0.10,Matches,1ac232b8
61,Bastos,ao ANG,DF,Lazio,29,1991,2,63,32,1.8,0.7,0,,0,2,32,0,0.50,0,2,-2,-2.86,-3.07,Matches,c01c66d9
62,Thomas Battistella,it ITA,MF,Udinese,19,2001,0,,,,,0,,0,0,,5,,,,,,,Matches,1ebee5ea
63,Rodrigo Becão,br BRA,DF,Udinese,24,1996,35,2780,79,81.3,30.9,32,85,26,3,18,2,1.06,33,46,-13,-0.42,0.00,Matches,19e4eab9
64,Valon Behrami,ch SUI,MF,Genoa,35,1985,26,892,34,26.1,9.9,8,62,0,18,22,12,1.50,10,17,-7,-0.71,-0.56,Matches,d3d758d8
65,Andrea Belotti,it ITA,FW,Torino,26,1993,35,2888,83,84.4,32.1,33,87,23,2,12,2,1.06,41,47,-6,-0.19,+2.01,Matches,d705ba44
66,Ahmad Benali,ly LBY,MF,Crotone,28,1992,18,1214,67,35.5,13.5,15,77,9,3,20,0,0.50,11,28,-17,-1.26,-0.04,Matches,a128b07e
67,Marco Benassi,it ITA,MF,Hellas Verona,25,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,0000acda
68,Ismaël Bennacer,dz ALG,MF,Milan,22,1997,21,1326,63,38.8,14.7,17,71,4,4,31,0,2.24,28,17,+11,+0.75,-0.20,Matches,db092d3b
69,Rodrigo Bentancur,uy URU,MF,Juventus,23,1997,33,2324,70,68.0,25.8,27,82,18,6,20,1,1.97,48,25,+23,+0.89,-0.42,Matches,3b8674e6
70,Alessandro Berardi,it ITA,GK,Hellas Verona,29,1991,1,28,28,0.8,0.3,0,,0,1,28,36,1.00,1,0,+1,+3.21,+3.29,Matches,ec1f737d
71,Domenico Berardi,it ITA,MF,Sassuolo,25,1994,30,2475,83,72.4,27.5,28,86,18,2,36,0,1.77,50,37,+13,+0.47,+0.95,Matches,53a0e358
72,Álex Berenguer,es ESP,MF,Torino,25,1995,2,131,66,3.8,1.5,2,66,0,0,,0,0.00,2,4,-2,-1.37,-0.91,Matches,dc1c2fce
73,Bartosz Bereszyński,pl POL,DF,Sampdoria,28,1992,31,2607,84,76.2,29.0,29,88,28,2,34,1,1.29,37,42,-5,-0.17,-0.50,Matches,61b3978f
74,Federico Bernardeschi,it ITA,MFDF,Juventus,26,1994,27,972,36,28.4,10.8,8,76,4,19,19,6,2.11,17,12,+5,+0.46,-0.79,Matches,ee93c1a9
75,Lorenzo Bertini,it ITA,FW,Hellas Verona,18,2001,0,,,,,0,,0,0,,5,,,,,,,Matches,cb3e44a2
76,Marco Bertini,it ITA,MF,Lazio,17,2002,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,-0.16,Matches,4b520f96
77,Nicolò Bertola,it ITA,DF,Spezia,17,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,04b40c58
78,Daniel Bessa,it ITA,MF,Hellas Verona,27,1993,18,615,34,18.0,6.8,4,80,1,14,21,4,0.94,7,14,-7,-1.02,-1.18,Matches,88895312
79,Alessandro Bianco,it ITA,MF,Fiorentina,17,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,d65cf468
80,Cristiano Biraghi,it ITA,MFDF,Fiorentina,27,1992,35,2803,80,82.0,31.1,31,87,22,4,30,2,1.03,37,49,-12,-0.39,-0.39,Matches,9e1577aa
81,Davide Biraschi,it ITA,DFMF,Genoa,26,1994,13,915,70,26.8,10.2,11,78,7,2,29,3,1.00,16,23,-7,-0.69,-0.54,Matches,64cd167d
82,Salvatore Bocchetti,it ITA,DF,Hellas Verona,33,1986,0,,,,,0,,0,0,,1,,,,,,,Matches,faa1b07d
83,Salvatore Boccia,it ITA,DF,Cagliari,19,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,5f958357
84,Pietro Boer,it ITA,GK,Roma,18,2002,0,,,,,0,,0,0,,7,,,,,,,Matches,b4a98bb4
85,Jeremie Boga,ci CIV,MF,Sassuolo,23,1997,27,1785,66,52.2,19.8,20,79,8,7,30,2,1.48,30,32,-2,-0.10,-0.65,Matches,fe012aca
86,Giacomo Bonaventura,it ITA,MF,Fiorentina,30,1989,34,2256,66,66.0,25.1,27,77,8,7,24,0,1.15,34,38,-4,-0.16,+0.46,Matches,d995ed27
87,Federico Bonazzoli,it ITA,FW,Torino,23,1997,20,564,28,16.5,6.3,4,75,3,16,17,13,0.75,13,24,-11,-1.76,-1.50,Matches,bf57eaab
88,Federico Bonazzoli,it ITA,FW,Sampdoria,23,1997,2,131,66,3.8,1.5,2,66,0,0,,1,0.00,2,2,0,0.00,+0.05,Matches,bf57eaab
89,Kevin Bonifazi,it ITA,DF,Udinese,24,1996,30,2469,82,72.2,27.4,28,88,22,2,9,4,0.97,31,44,-13,-0.47,-0.19,Matches,fb77bfef
90,Leonardo Bonucci,it ITA,DF,Juventus,33,1987,26,2028,78,59.3,22.5,23,85,16,3,25,4,2.11,45,23,+22,+0.98,-0.12,Matches,52ec54d0
91,Giuseppe Borello,it ITA,MF,Crotone,21,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,498df2a6
92,Nicola Borghetto,it ITA,GK,Hellas Verona,20,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,e7a8551e
93,Mehdi Bourabia,ma MAR,MF,Sassuolo,28,1991,15,528,35,15.4,5.9,4,73,2,11,21,10,1.93,15,11,+4,+0.68,+0.56,Matches,0d077b88
94,Edoardo Bove,it ITA,MF,Roma,18,2002,1,11,11,0.3,0.1,0,,0,1,11,0,3.00,1,0,+1,+8.18,+7.94,Matches,ae94a6c5
95,Jayden Braaf,nl NED,FW,Udinese,17,2002,4,116,29,3.4,1.3,1,69,0,3,16,9,1.50,3,4,-1,-0.78,-0.37,Matches,c609e90e
96,Federico Brancolini,it ITA,GK,Fiorentina,19,2001,0,,,,,0,,0,0,,8,,,,,,,Matches,d4890c25
97,Gleison Bremer,br BRA,DF,Torino,23,1997,33,2935,89,85.8,32.6,33,89,32,0,,4,1.09,38,55,-17,-0.52,-0.15,Matches,5fd5ed86
98,Sebastian Breza,ca CAN,GK,Bologna,22,1998,0,,,,,0,,0,0,,7,,,,,,,Matches,52e7f812
99,Petar Brlek,hr CRO,MF,Genoa,26,1994,0,,,,,0,,0,0,,2,,,,,,,Matches,4590c6e7
100,Marcelo Brozović,hr CRO,MF,Inter,27,1992,33,2581,78,75.5,28.7,29,85,20,4,28,1,2.30,57,26,+31,+1.08,-1.39,Matches,33b8d077
101,Gastón Brugman,uy URU,MF,Parma,27,1992,26,1616,62,47.3,18.0,21,73,7,5,18,9,0.54,23,39,-16,-0.89,+0.51,Matches,e947ee4a
102,Juan Brunetta,ar ARG,FWMF,Parma,23,1997,12,475,40,13.9,5.3,4,67,0,8,26,17,0.42,8,9,-1,-0.19,+1.12,Matches,d60099bc
103,Gianluigi Buffon,it ITA,GK,Juventus,42,1978,8,720,90,21.1,8.0,8,90,8,0,,26,2.75,22,5,+17,+2.12,+1.39,Matches,e40d028b
104,Alessandro Buongiorno,it ITA,DF,Torino,21,1999,12,858,72,25.1,9.5,9,83,7,3,36,24,0.83,10,19,-9,-0.94,-0.59,Matches,4ae67f27
105,Maxime Busi,be BEL,DFMF,Parma,20,1999,24,1195,50,34.9,13.3,11,83,7,13,21,5,0.33,12,36,-24,-1.81,-1.00,Matches,7b082ec2
106,Martín Cáceres,uy URU,DFMF,Fiorentina,33,1987,29,2238,77,65.4,24.9,26,85,19,3,10,8,1.28,36,37,-1,-0.04,+0.80,Matches,e94d79e3
107,Felipe Caicedo,ec ECU,FW,Lazio,31,1988,25,929,37,27.2,10.3,9,69,1,16,20,5,1.80,19,12,+7,+0.68,+0.71,Matches,93b891d1
108,Bernardo Calabrese,it ITA,DF,Hellas Verona,18,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,3eb3bf6e
109,Arturo Calabresi,it ITA,DF,Bologna,24,1996,1,20,20,0.6,0.2,0,,0,1,20,12,1.00,0,1,-1,-4.50,-4.16,Matches,34bb6fbd
110,Arturo Calabresi,it ITA,DF,Cagliari,24,1996,2,14,7,0.4,0.2,0,,0,2,7,15,1.00,2,0,+2,+12.86,+13.33,Matches,34bb6fbd
111,Davide Calabria,it ITA,DF,Milan,23,1996,32,2647,83,77.4,29.4,30,87,23,2,22,0,2.16,61,32,+29,+0.99,+0.52,Matches,2146785a
112,Riccardo Calafiori,it ITA,DF,Roma,18,2002,3,66,22,1.9,0.7,1,45,0,2,11,15,2.33,0,2,-2,-2.73,-3.05,Matches,aded8e6f
113,Mattia Caldara,it ITA,DF,Atalanta,26,1994,6,111,19,3.2,1.2,1,45,0,5,13,21,2.50,6,3,+3,+2.43,+1.34,Matches,ac7e640b
114,Luca Caldirola,it ITA,DF,Benevento,29,1991,25,1572,63,46.0,17.5,17,82,13,8,23,4,0.80,18,38,-20,-1.15,-0.41,Matches,226008f1
115,Hakan Çalhanoğlu,tr TUR,MF,Milan,26,1994,33,2614,79,76.4,29.0,30,84,13,3,35,0,2.09,58,32,+26,+0.90,+0.11,Matches,cd0fa27b
116,Fabrizio Caligara,it ITA,MF,Cagliari,20,2000,10,183,18,5.4,2.0,2,53,0,8,10,9,0.80,2,6,-4,-1.97,-1.63,Matches,22ca11f1
117,José Callejón,es ESP,FWMF,Fiorentina,33,1987,20,664,33,19.4,7.4,6,68,0,14,18,13,0.80,6,13,-7,-0.95,-0.79,Matches,78841da9
118,Drissa Camara,ci CIV,MF,Parma,18,2002,1,15,15,0.4,0.2,0,,0,1,15,19,0.00,2,3,-1,-6.00,-4.86,Matches,543d9d2b
119,Matteo Cancellieri,it ITA,FWMF,Hellas Verona,18,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,b6a1cdf9
120,Antonio Candreva,it ITA,MF,Sampdoria,33,1987,35,2505,72,73.2,27.8,28,84,14,7,20,0,1.31,36,36,0,0.00,+0.20,Matches,356c9002
121,Riccardo Capellini,it ITA,DF,Juventus,20,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,427258c9
122,Leonardo Capezzi,it ITA,MF,Sampdoria,25,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,07ea0ef2
123,Elio Capradossi,ug UGA,DF,Spezia,24,1996,1,90,90,2.6,1.0,1,90,1,0,,5,1.00,2,2,0,0.00,+0.54,Matches,174944a3
124,Gianluca Caprari,it ITA,MFFW,Benevento,27,1993,30,1865,62,54.5,20.7,23,73,2,7,27,2,0.93,23,36,-13,-0.63,+0.65,Matches,54e53b7e
125,Francesco Caputo,it ITA,FW,Sassuolo,32,1987,25,1697,68,49.6,18.9,19,79,11,6,32,1,1.52,36,30,+6,+0.32,+0.21,Matches,5bd72174
126,Andrea Carboni,it ITA,DF,Cagliari,19,2001,15,1085,72,31.7,12.1,12,84,8,3,24,13,1.27,15,14,+1,+0.08,+0.74,Matches,f7e2af2c
127,Franco Carboni,it ITA,MF,Inter,17,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,b033f803
128,Matteo Carnelos,it ITA,GK,Udinese,17,2003,0,,,,,0,,0,0,,3,,,,,,,Matches,7195a684
129,Marco Carnesecchi,it ITA,GK,Atalanta,20,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,8ec56e62
130,Nicolò Casale,it ITA,DF,Hellas Verona,22,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,3f5f38fb
131,Giuseppe Caso,it ITA,FWMF,Genoa,21,1998,2,54,27,1.6,0.6,0,,0,2,27,2,0.00,3,2,+1,+1.67,+1.99,Matches,099a2de5
132,Francesco Cassata,it ITA,MF,Genoa,23,1997,8,227,28,6.6,2.5,2,59,0,6,18,2,0.88,4,5,-1,-0.40,-0.11,Matches,96960855
133,Samu Castillejo,es ESP,MF,Milan,25,1995,28,1181,42,34.5,13.1,12,71,3,16,21,7,1.93,23,13,+10,+0.76,-0.16,Matches,130a7a3f
134,Gaetano Castrovilli,it ITA,MF,Fiorentina,23,1997,34,2332,69,68.2,25.9,29,76,8,5,26,1,0.97,31,39,-8,-0.31,+0.02,Matches,0728bebe
135,Danilo Cataldi,it ITA,MF,Lazio,25,1994,19,568,30,16.6,6.3,4,66,0,15,20,14,1.53,7,14,-7,-1.11,-1.52,Matches,ba3d3bea
136,Federico Ceccherini,it ITA,DF,Hellas Verona,28,1992,25,1738,70,50.8,19.3,23,74,10,2,15,3,1.08,23,24,-1,-0.05,0.00,Matches,d9624b51
137,Federico Ceccherini,it ITA,DF,Fiorentina,28,1992,3,270,90,7.9,3.0,3,90,3,0,,0,1.00,5,6,-1,-0.33,-0.02,Matches,d9624b51
138,Christian Celesia,it ITA,MF,Torino,18,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,d2fd20d6
139,Luca Ceppitelli,it ITA,DF,Cagliari,30,1989,19,1465,77,42.8,16.3,16,86,11,3,31,5,1.16,17,23,-6,-0.37,+0.09,Matches,7d50454d
140,Alberto Cerri,it ITA,FW,Cagliari,24,1996,23,369,16,10.8,4.1,3,58,0,20,10,12,0.83,5,7,-2,-0.49,-0.07,Matches,1079c685
141,Julian Chabot,de GER,DF,Spezia,22,1998,25,1655,66,48.4,18.4,19,83,14,6,15,8,0.76,22,35,-13,-0.71,-0.35,Matches,ae7058f9
142,Julian Chabot,de GER,DF,Sampdoria,22,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,ae7058f9
143,Giorgio Chiellini,it ITA,DF,Juventus,35,1984,17,1386,82,40.5,15.4,16,86,13,1,8,8,1.94,29,18,+11,+0.71,-0.52,Matches,e85fb9b8
144,Federico Chiesa,it ITA,MF,Juventus,22,1997,30,2210,74,64.6,24.6,28,78,7,2,7,1,2.07,50,25,+25,+1.02,-0.02,Matches,b0f7e36c
145,Federico Chiesa,it ITA,MF,Fiorentina,22,1997,3,240,80,7.0,2.7,3,80,1,0,,0,1.00,5,4,+1,+0.37,+0.74,Matches,b0f7e36c
146,Vlad Chiricheș,ro ROU,DF,Sassuolo,30,1989,24,1837,77,53.7,20.4,22,82,12,2,22,6,1.88,40,32,+8,+0.39,+0.39,Matches,c316607a
147,Lorenzo Chiti,it ITA,DF,Fiorentina,19,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,dea34279
148,Riccardo Ciervo,it ITA,MF,Roma,18,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,da77b60b
149,Luca Cigarini,it ITA,MF,Crotone,34,1986,14,929,66,27.2,10.3,13,70,2,1,14,4,0.71,10,19,-9,-0.87,+0.50,Matches,ae64d449
150,Giuseppe Ciocci,it ITA,GK,Cagliari,18,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,d6416327
151,Antonio Cioffi,it ITA,FW,Napoli,17,2002,1,12,12,0.4,0.1,0,,0,1,12,19,3.00,1,0,+1,+7.50,+6.34,Matches,3f1107d5
152,Ebrima Colley,gm GAM,MFFW,Hellas Verona,20,2000,23,734,32,21.5,8.2,4,68,1,19,24,8,1.17,9,10,-1,-0.12,-0.09,Matches,bf356094
153,Omar Colley,gm GAM,DF,Sampdoria,27,1992,29,2591,89,75.8,28.8,28,90,28,1,71,6,1.38,38,40,-2,-0.07,-0.07,Matches,8b95acda
154,Simone Colombi,it ITA,GK,Parma,29,1991,2,180,90,5.3,2.0,2,90,2,0,,34,0.00,4,7,-3,-1.50,-0.36,Matches,72be9309
155,Lorenzo Colombo,it ITA,FW,Milan,18,2002,4,94,24,2.7,1.0,1,45,0,3,16,13,2.25,1,0,+1,+0.96,+0.09,Matches,04df29a5
156,Andrea Consigli,it ITA,GK,Sassuolo,33,1987,37,3330,90,97.4,37.0,37,90,37,0,,0,1.65,64,56,+8,+0.22,+0.22,Matches,8cabdc1e
157,Andrea Conti,it ITA,DFMF,Milan,26,1994,3,28,9,0.8,0.3,0,,0,3,9,12,2.00,0,0,0,0.00,-0.88,Matches,8fef5412
158,Andrea Conti,it ITA,DFMF,Parma,26,1994,11,809,74,23.7,9.0,9,88,6,2,9,1,0.55,11,19,-8,-0.89,+0.35,Matches,8fef5412
159,Gianluca Contini,it ITA,FW,Cagliari,19,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,7f78238f
160,Nikita Contini,it ITA,GK,Napoli,24,1996,0,,,0.0,0.0,0,,0,0,,37,3.00,2,0,+2,,,Matches,e95069bb
161,Alex Cordaz,it ITA,GK,Crotone,37,1983,36,3240,90,94.7,36.0,36,90,36,0,,1,0.58,44,91,-47,-1.31,-1.31,Matches,e66ebabb
162,Andreas Cornelius,dk DEN,FW,Parma,27,1993,29,1898,65,55.5,21.1,21,80,12,8,29,2,0.48,20,44,-24,-1.14,+0.04,Matches,c693347d
163,Joaquín Correa,ar ARG,FW,Lazio,25,1994,28,1933,69,56.5,21.5,25,74,9,3,26,4,1.71,35,40,-5,-0.23,-0.90,Matches,45b9b619
164,Félix Correia,pt POR,FWMF,Juventus,19,2001,1,7,7,0.2,0.1,0,,0,1,7,7,3.00,1,0,+1,+12.86,+11.86,Matches,c803c92a
165,Douglas Costa,br BRA,FWMF,Juventus,29,1990,2,42,21,1.2,0.5,0,,0,2,21,0,2.00,2,0,+2,+4.29,+3.30,Matches,4fa7cb9b
166,Angelo da Costa Júnior,br BRA,GK,Bologna,36,1983,6,540,90,15.8,6.0,6,90,6,0,,30,0.83,7,9,-2,-0.33,+0.04,Matches,18736214
167,Davide Costanzo,it ITA,DF,Napoli,18,2002,0,,,,,0,,0,0,,11,,,,,,,Matches,eae85c6c
168,Mamadou Coulibaly,sn SEN,MF,Udinese,21,1999,3,184,61,5.4,2.0,2,90,2,1,4,7,0.00,0,3,-3,-1.47,-1.11,Matches,c976160c
169,Alessio Cragno,it ITA,GK,Cagliari,26,1994,34,3060,90,89.5,34.0,34,90,34,0,,0,0.82,35,53,-18,-0.53,-1.03,Matches,f554e29b
170,Gian Crespi,it ITA,GK,Crotone,19,2001,1,90,90,2.6,1.0,1,90,1,0,,32,1.00,0,0,0,0.00,+1.27,Matches,4dea2f2c
