--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
572,Danilo Veiga,pt POR,DF,Lecce,22,2002,33.6,0,6,2,33.3,0.18,0.06,0.00,0.00,0,0,Matches,cc094532
573,Lorenzo Venturino,it ITA,FW,Genoa,19,2006,0.4,0,1,1,100.0,2.25,2.25,0.00,0.00,0,0,Matches,a5049464
574,Lorenzo Venturino,it ITA,MF,Roma,19,2006,2.3,0,4,0,0.0,1.74,0.00,0.00,,0,0,Matches,a5049464
575,Antonio Vergara,it ITA,MF,Napoli,22,2003,6.8,1,10,3,30.0,1.47,0.44,0.10,0.33,0,0,Matches,848c17ed
576,Ioan Vermeșan,ro ROU,FW,Hellas Verona,18,2006,0.9,0,4,1,25.0,4.50,1.13,0.00,0.00,0,0,Matches,29757eac
577,Mattia Viti,it ITA,MFDF,Fiorentina,23,2002,2.9,0,0,0,,0.00,0.00,,,0,0,Matches,75438a9a
578,Martin Vitík,cz CZE,DF,Bologna,22,2003,14.7,0,8,2,25.0,0.54,0.14,0.00,0.00,0,0,Matches,b6b6bfc4
579,Vitinha,pt POR,FWMF,Genoa,25,2000,24.7,5,65,20,30.8,2.63,0.81,0.08,0.25,0,0,Matches,74d4cec6
580,Dušan Vlahović,rs SRB,FW,Juventus,25,2000,10.8,7,49,18,36.7,4.56,1.67,0.14,0.39,1,1,Matches,79443529
581,Nikola Vlašić,hr CRO,MFFW,Torino,27,1997,33.8,8,49,17,34.7,1.45,0.50,0.16,0.47,5,5,Matches,aa8e289e
582,Mërgim Vojvoda,xk KVX,MFDF,Como,30,1995,17.7,2,18,7,38.9,1.02,0.40,0.11,0.29,0,0,Matches,be2706c0
583,Cristian Volpato,au AUS,FW,Sassuolo,21,2003,11.8,2,21,7,33.3,1.78,0.59,0.10,0.29,0,0,Matches,72f87f25
584,Aster Vranckx,be BEL,MF,Sassuolo,22,2002,7.7,0,3,1,33.3,0.39,0.13,0.00,0.00,0,0,Matches,f86cd5df
585,Stefan de Vrij,nl NED,DF,Inter,33,1992,7.4,0,6,2,33.3,0.81,0.27,0.00,0.00,0,0,Matches,d0d8dd44
586,İsak Vural,tr TUR,MF,Pisa,19,2006,8.4,0,6,1,16.7,0.72,0.12,0.00,0.00,0,0,Matches,c7d1b2ff
587,Sebastian Walukiewicz,pl POL,DF,Sassuolo,25,2000,31.7,0,7,0,0.0,0.22,0.00,0.00,,0,0,Matches,217875a4
588,Wesley,br BRA,MF,Roma,21,2003,27.2,5,25,13,52.0,0.92,0.48,0.20,0.38,0,0,Matches,f2c49c79
589,Kenan Yıldız,tr TUR,MFFW,Juventus,20,2005,31.4,10,97,40,41.2,3.09,1.27,0.10,0.25,1,2,Matches,d8cda243
590,Mattia Zaccagni,it ITA,FW,Lazio,30,1995,23.4,3,34,14,41.2,1.45,0.60,0.09,0.21,0,1,Matches,d85c238b
591,Gioele Zacchi,it ITA,GK,Sassuolo,22,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,8aa135ca
592,Nicola Zalewski,pl POL,MF,Atalanta,23,2002,21.1,2,38,7,18.4,1.80,0.33,0.05,0.29,0,0,Matches,45191c29
593,Nicolò Zaniolo,it ITA,FWMF,Udinese,26,1999,25.1,5,72,22,30.6,2.87,0.88,0.07,0.23,0,0,Matches,9907b1c8
594,Alessandro Zanoli,it ITA,MF,Udinese,24,2000,14.2,1,3,1,33.3,0.21,0.07,0.33,1.00,0,0,Matches,3b12b11f
595,Duván Zapata,co COL,FW,Torino,34,1991,12.3,3,34,15,44.1,2.77,1.22,0.09,0.20,0,1,Matches,d3de9af0
596,Gabriele Zappa,it ITA,DFMF,Cagliari,25,1999,17.7,0,11,2,18.2,0.62,0.11,0.00,0.00,0,0,Matches,ca3db240
597,Davide Zappacosta,it ITA,MF,Atalanta,33,1992,28.5,3,37,9,24.3,1.30,0.32,0.08,0.33,0,0,Matches,7fe90ccd
598,Bryan Zaragoza,es ESP,MF,Roma,23,2001,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,0,0,Matches,a96103b2
599,Oier Zarraga,es ESP,MF,Udinese,26,1999,5.3,0,4,1,25.0,0.76,0.19,0.00,0.00,0,0,Matches,968a1c2f
600,Nils Zätterström,se SWE,DF,Genoa,20,2005,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,10a69a43
601,Jordan Zemura,zw ZIM,MFDF,Udinese,25,1999,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,0,0,Matches,e8271ad9
602,Alessio Zerbin,it ITA,MF,Cremonese,26,1999,18.3,0,21,7,33.3,1.15,0.38,0.00,0.00,0,0,Matches,d19ef4ef
603,Edon Zhegrova,xk KVX,MF,Juventus,26,1999,4.2,0,19,9,47.4,4.48,2.12,0.00,0.00,0,0,Matches,34a88e3e
604,Piotr Zieliński,pl POL,MF,Inter,31,1994,22.7,6,29,10,34.5,1.28,0.44,0.21,0.60,1,1,Matches,a5296e55
605,Jan Ziółkowski,pl POL,DF,Roma,20,2005,5.7,0,2,0,0.0,0.35,0.00,0.00,,0,0,Matches,986dc2e3
606,Nadir Zortea,it ITA,DF,Bologna,26,1999,20.2,0,11,1,9.1,0.54,0.05,0.00,0.00,0,0,Matches,82598b71
607,Leo Østigård,no NOR,DF,Genoa,25,1999,29.1,5,22,12,54.5,0.76,0.41,0.23,0.42,0,0,Matches,b35a7399
608,Milan Đurić,ba BIH,FW,Cremonese,35,1990,4.3,0,10,5,50.0,2.33,1.17,0.00,0.00,0,0,Matches,405f6586
609,Milan Đurić,ba BIH,FW,Parma,35,1990,0.8,0,5,0,0.0,6.08,0.00,0.00,,0,0,Matches,405f6586


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2025-2026/shooting/2025-2026-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_shooting">View Original Table</a><br>Generated 8/25/2026.
