--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
189,Wladimiro Falcone,it ITA,GK,Lecce,30,1995,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,9f5a610b
190,Jacopo Fazzini,it ITA,MFFW,Fiorentina,22,2003,6.5,0,9,1,11.1,1.39,0.15,0.00,0.00,0,0,Matches,06b08c45
191,Mattia Felici,it ITA,MF,Cagliari,24,2001,4.6,2,9,6,66.7,1.97,1.31,0.22,0.33,0,0,Matches,38aa2612
192,Pedro Felipe,br BRA,DF,Sassuolo,21,2004,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,e95e9749
193,Evan Ferguson,ie IRL,FW,Roma,20,2004,8.6,3,27,15,55.6,3.14,1.75,0.11,0.20,0,0,Matches,4596da74
194,Lewis Ferguson,sct SCO,MF,Bologna,25,1999,17.8,1,13,2,15.4,0.73,0.11,0.08,0.50,0,0,Matches,ee64a822
195,Seydou Fini,it ITA,FW,Genoa,19,2006,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,6411925d
196,Romano Floriani,it ITA,MF,Cremonese,22,2003,13.0,0,5,1,20.0,0.39,0.08,0.00,0.00,0,0,Matches,e19e0ca1
197,Sadik Fofana,tg TOG,MF,Lecce,22,2003,0.9,0,2,0,0.0,2.14,0.00,0.00,,0,0,Matches,9ed58e6b
198,Youssouf Fofana,fr FRA,MF,Milan,26,1999,24.5,2,45,18,40.0,1.84,0.74,0.04,0.11,0,0,Matches,822d51d7
199,Francesco Folino,it ITA,DF,Cremonese,23,2002,8.0,1,2,1,50.0,0.25,0.12,0.50,1.00,0,0,Matches,051104b5
200,Michael Folorunsho,it ITA,MFFW,Cagliari,27,1998,22.2,2,36,9,25.0,1.62,0.41,0.06,0.22,0,0,Matches,c391a179
201,Niccolò Fortini,it ITA,MF,Fiorentina,19,2006,6.0,0,8,2,25.0,1.33,0.33,0.00,0.00,0,0,Matches,ed336580
202,Christian Frangella,it ITA,MF,Sassuolo,18,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,ed1e1ae6
203,Davide Frattesi,it ITA,MF,Inter,25,1999,6.3,0,16,4,25.0,2.53,0.63,0.00,0.00,0,0,Matches,2a7d27c1
204,Morten Frendrup,dk DEN,MF,Genoa,24,2001,34.2,1,8,3,37.5,0.23,0.09,0.13,0.33,0,0,Matches,f4d60499
205,Martin Frese,dk DEN,MFDF,Hellas Verona,27,1998,26.8,2,21,11,52.4,0.78,0.41,0.10,0.18,0,0,Matches,b910e9c0
206,Remo Freuler,ch SUI,MF,Bologna,33,1992,24.6,1,8,1,12.5,0.33,0.04,0.13,1.00,0,0,Matches,98d2c2c4
207,Niclas Füllkrug,de GER,FW,Milan,32,1993,7.3,1,16,5,31.3,2.19,0.68,0.06,0.20,0,1,Matches,4f16405e
208,Alessio Furlanetto,it ITA,GK,Lazio,23,2002,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,95d9f4dd
209,Matteo Gabbia,it ITA,DF,Milan,25,1999,28.1,0,19,3,15.8,0.68,0.11,0.00,0.00,0,0,Matches,c235e803
210,Tiago Gabriel,pt POR,DF,Lecce,20,2004,35.8,2,20,4,20.0,0.56,0.11,0.10,0.50,0,0,Matches,19452285
211,Gianluca Gaetano,it ITA,MFFW,Cagliari,25,2000,21.2,2,34,11,32.4,1.60,0.52,0.06,0.18,0,0,Matches,3b387cc7
212,Roberto Gagliardini,it ITA,MF,Hellas Verona,31,1994,25.2,1,15,3,20.0,0.59,0.12,0.07,0.33,0,0,Matches,ce30bfc8
213,Antonino Gallo,it ITA,DF,Lecce,25,2000,34.0,0,6,1,16.7,0.18,0.03,0.00,0.00,0,0,Matches,c74d63ac
214,Omri Gandelman,il ISR,MFFW,Lecce,25,2000,10.8,2,10,3,30.0,0.92,0.28,0.20,0.67,0,0,Matches,e4b121b3
215,Ulisses Garcia,ch SUI,DF,Sassuolo,29,1996,10.5,1,2,1,50.0,0.19,0.10,0.50,1.00,0,0,Matches,c952f633
216,Federico Gatti,it ITA,DF,Juventus,27,1998,12.1,2,14,6,42.9,1.15,0.49,0.14,0.33,0,0,Matches,18dd3219
217,David de Gea,es ESP,GK,Fiorentina,34,1990,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,7ba6d84e
218,Daniele Ghilardi,it ITA,DF,Roma,22,2003,12.2,0,3,0,0.0,0.25,0.00,0.00,,0,0,Matches,9cedad4b
219,Andrea Ghion,it ITA,MF,Sassuolo,25,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,7f24b3eb
220,Mario Gila,es ESP,DF,Lazio,24,2000,27.5,0,12,3,25.0,0.44,0.11,0.00,0.00,0,0,Matches,9c435456
221,Billy Gilmour,sct SCO,MF,Napoli,24,2001,8.9,1,10,3,30.0,1.12,0.34,0.10,0.33,0,0,Matches,df10e27c
222,Santiago Giménez,mx MEX,FW,Milan,24,2001,9.9,0,27,9,33.3,2.72,0.91,0.00,0.00,0,0,Matches,37337aea
223,Gvidas Gineitis,lt LTU,MF,Torino,21,2004,19.5,0,27,5,18.5,1.38,0.26,0.00,0.00,0,0,Matches,548bd0de
224,Giovane,br BRA,FWMF,Hellas Verona,21,2003,17.0,3,47,25,53.2,2.76,1.47,0.06,0.12,0,0,Matches,1b567cdc
225,Giovane,br BRA,MFFW,Napoli,21,2003,3.8,0,9,2,22.2,2.40,0.53,0.00,0.00,0,0,Matches,1b567cdc
226,Saba Goglichidze,ge GEO,DF,Udinese,21,2004,4.7,0,3,1,33.3,0.64,0.21,0.00,0.00,0,0,Matches,011d370e
227,Edoardo Goldaniga,it ITA,DF,Como,31,1993,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,4b029b31
228,Nicolás González,ar ARG,FWMF,Juventus,27,1998,0.2,0,2,0,0.0,9.47,0.00,0.00,,0,0,Matches,2374aaca
229,Olaf Gorter,nl NED,MF,Lecce,20,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,7b2e8e08
230,Robin Gosens,de GER,DFMF,Fiorentina,31,1994,20.9,3,18,7,38.9,0.86,0.33,0.17,0.43,0,0,Matches,2d970560
231,Alberto Grassi,it ITA,MF,Cremonese,30,1995,19.5,0,13,4,30.8,0.67,0.21,0.00,0.00,0,0,Matches,6cc97b6a
232,Jacopo Grossi,it ITA,MF,Genoa,18,2006,0.2,0,1,0,0.0,4.09,0.00,0.00,,0,0,Matches,61d31a52
233,Albert Grønbaek,dk DEN,MF,Genoa,24,2001,1.1,0,1,1,100.0,0.87,0.87,0.00,0.00,0,0,Matches,0da5076f
234,Mattéo Guendouzi,fr FRA,MF,Lazio,26,1999,15.9,2,16,8,50.0,1.01,0.50,0.13,0.25,0,0,Matches,5ea8ef20
235,Idrissa Guèye,sn SEN,FW,Udinese,18,2006,4.7,1,20,6,30.0,4.28,1.28,0.05,0.17,0,0,Matches,bfecfbde
236,Miguel Gutiérrez,es ESP,MFDF,Napoli,24,2001,16.5,1,15,5,33.3,0.91,0.30,0.07,0.20,0,0,Matches,7e98cff1
237,Albert Guðmundsson,is ISL,FWMF,Fiorentina,28,1997,25.0,5,41,15,36.6,1.64,0.60,0.12,0.33,3,3,Matches,b79858d5
238,Jack Harrison,eng ENG,FWMF,Fiorentina,28,1996,10.9,1,13,4,30.8,1.19,0.37,0.08,0.25,0,0,Matches,aa849a12
239,Abdou Harroui,nl NED,MF,Hellas Verona,27,1998,10.1,1,12,2,16.7,1.19,0.20,0.08,0.50,1,1,Matches,65fd099c
240,Torbjørn Heggem,no NOR,DF,Bologna,26,1999,23.5,0,11,2,18.2,0.47,0.09,0.00,0.00,0,0,Matches,834fea76
241,Eivind Helland,no NOR,DF,Bologna,20,2005,5.4,0,1,0,0.0,0.19,0.00,0.00,,0,0,Matches,c6218f7a
242,Luis Henrique,br BRA,MF,Inter,23,2001,18.0,1,15,7,46.7,0.83,0.39,0.07,0.14,0,0,Matches,f36d5624
243,Mario Hermoso,es ESP,DF,Roma,30,1995,23.2,3,20,6,30.0,0.86,0.26,0.15,0.50,0,0,Matches,555f3a0b
244,Hernani,br BRA,MF,Parma,31,1994,0.8,0,1,0,0.0,1.23,0.00,0.00,,0,0,Matches,6f5ead86
245,Isak Hien,se SWE,DF,Atalanta,26,1999,21.9,1,9,3,33.3,0.41,0.14,0.11,0.33,0,0,Matches,12806697
246,Malthe Hojholt,dk DEN,MF,Pisa,24,2001,9.4,0,4,2,50.0,0.42,0.21,0.00,0.00,0,0,Matches,b52b9079
247,Emil Holm,se SWE,DF,Bologna,25,2000,7.3,1,8,1,12.5,1.10,0.14,0.13,1.00,0,0,Matches,c2357b65
248,Emil Holm,se SWE,MF,Juventus,25,2000,2.6,0,5,1,20.0,1.96,0.39,0.00,0.00,0,0,Matches,c2357b65
249,Elseid Hysaj,al ALB,DF,Lazio,31,1994,1.9,0,0,0,,0.00,0.00,,,0,0,Matches,2f3452eb
250,Rasmus Højlund,dk DEN,FW,Napoli,22,2003,30.6,12,60,25,41.7,1.96,0.82,0.20,0.48,1,1,Matches,491a433d
251,Edoardo Iannoni,it ITA,MF,Sassuolo,24,2001,2.9,1,3,1,33.3,1.04,0.35,0.33,1.00,0,0,Matches,59f33d97
252,Riyad Idrissi,it ITA,MFDF,Cagliari,20,2005,8.7,2,6,6,100.0,0.69,0.69,0.33,0.33,0,0,Matches,39003cd3
253,Jay Idzes,id IDN,DF,Sassuolo,25,2000,34.0,0,5,0,0.0,0.15,0.00,0.00,,0,0,Matches,a54ef587
254,Ivan Ilić,rs SRB,MF,Torino,24,2001,4.6,0,0,0,,0.00,0.00,,,0,0,Matches,bb376bed
255,Samuel Iling-Junior,eng ENG,MF,Pisa,21,2003,1.2,0,0,0,,0.00,0.00,,,0,0,Matches,ba492306
256,Emirhan İlkhan,tr TUR,MF,Torino,21,2004,11.1,1,13,3,23.1,1.17,0.27,0.08,0.33,0,0,Matches,a47c6309
257,Ciro Immobile,it ITA,FW,Bologna,35,1990,2.1,0,2,0,0.0,0.93,0.00,0.00,,0,0,Matches,4431aed2
258,Isaac,br BRA,FW,Hellas Verona,21,2004,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,f689c342
259,Gustav Isaksen,dk DEN,FW,Lazio,24,2001,17.7,5,48,19,39.6,2.71,1.07,0.10,0.26,0,0,Matches,5715bb71
260,Ardian Ismajli,al ALB,DF,Torino,28,1996,21.2,0,6,4,66.7,0.28,0.19,0.00,0.00,0,0,Matches,6b635f5c
261,Franco Israel,uy URU,GK,Torino,25,2000,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,1f994616
262,Ardon Jashari,ch SUI,MF,Milan,23,2002,7.8,0,7,2,28.6,0.90,0.26,0.00,0.00,0,0,Matches,889588db
263,Gaby Jean,fr FRA,DF,Lecce,25,2000,2.2,0,0,0,,0.00,0.00,,,0,0,Matches,5f130a19
264,Oliver Jensen,dk DEN,MF,Parma,23,2002,20.4,1,15,3,20.0,0.73,0.15,0.07,0.33,0,0,Matches,53e442e2
265,Juan Jesus,br BRA,DF,Napoli,34,1991,18.6,0,3,0,0.0,0.16,0.00,0.00,,0,0,Matches,79083382
266,Álex Jiménez,es ESP,DF,Milan,20,2005,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,faa13947
267,Þórir Jóhann Helgason,is ISL,MF,Lecce,24,2000,1.6,0,3,2,66.7,1.84,1.22,0.00,0.00,0,0,Matches,dc765618
268,Dennis Johnsen,no NOR,MFFW,Cremonese,27,1998,4.3,1,5,2,40.0,1.15,0.46,0.20,0.50,0,0,Matches,66784dee
269,Mohamed Kaba,gn GUI,MF,Lecce,23,2001,7.0,0,9,4,44.4,1.28,0.57,0.00,0.00,0,0,Matches,517cfb19
270,Christian Kabasele,be BEL,DF,Udinese,34,1991,25.0,3,9,6,66.7,0.36,0.24,0.33,0.50,0,0,Matches,914ab9a1
271,Pierre Kalulu,fr FRA,DFMF,Juventus,25,2000,36.5,2,13,4,30.8,0.36,0.11,0.15,0.50,0,0,Matches,85f7d1be
272,Hassane Kamara,ci CIV,MFDF,Udinese,31,1994,20.7,0,16,5,31.3,0.77,0.24,0.00,0.00,0,0,Matches,19a12bed
273,Jesper Karlström,se SWE,MF,Udinese,30,1995,35.0,1,20,3,15.0,0.57,0.09,0.05,0.33,0,0,Matches,e0a1f4eb
274,Grigoris Kastanos,cy CYP,MF,Hellas Verona,27,1998,0.5,0,1,0,0.0,2.05,0.00,0.00,,0,0,Matches,2a82aa85
275,Moise Kean,it ITA,FW,Fiorentina,25,2000,22.6,8,98,27,27.6,4.33,1.19,0.08,0.30,2,2,Matches,3d50bcdb
276,Mandela Keita,be BEL,MF,Parma,23,2002,33.1,1,16,5,31.3,0.48,0.15,0.06,0.20,0,0,Matches,f5692b25
277,Lloyd Kelly,eng ENG,DF,Juventus,26,1998,33.3,1,17,3,17.6,0.51,0.09,0.06,0.33,0,0,Matches,f31def1e
278,Marc-Oliver Kempf,de GER,DF,Como,30,1995,25.8,4,21,6,28.6,0.81,0.23,0.19,0.67,0,0,Matches,815c314f
279,Kialonda,ao ANG,DF,Lecce,27,1997,20.3,0,9,1,11.1,0.44,0.05,0.00,0.00,0,0,Matches,34e4dc3b
280,Semih Kılıçsoy,tr TUR,FW,Cagliari,19,2005,10.8,4,17,8,47.1,1.57,0.74,0.24,0.50,0,0,Matches,3064f033
281,Sead Kolašinac,ba BIH,DF,Atalanta,32,1993,13.5,0,3,0,0.0,0.22,0.00,0.00,,0,0,Matches,3935e52e
282,Ismaël Koné,ca CAN,MF,Sassuolo,23,2002,30.4,6,23,10,43.5,0.76,0.33,0.26,0.60,0,0,Matches,e0220b70
283,Manu Koné,fr FRA,MF,Roma,24,2001,27.3,2,21,5,23.8,0.77,0.18,0.10,0.40,0,0,Matches,86574238
284,Teun Koopmeiners,nl NED,MFDF,Juventus,27,1998,20.3,0,28,7,25.0,1.38,0.34,0.00,0.00,0,0,Matches,a26fb8aa
285,Odilon Kossounou,ci CIV,DF,Atalanta,24,2001,11.0,1,5,1,20.0,0.46,0.09,0.20,1.00,0,0,Matches,1f3afdcb
286,Filip Kostić,rs SRB,MF,Juventus,32,1992,5.3,3,9,4,44.4,1.69,0.75,0.33,0.75,0,0,Matches,b1cd37e6
287,Eddy Kouadio,ci CIV,DF,Fiorentina,19,2006,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,7067db90
288,Christian Kouamé,ci CIV,FWMF,Fiorentina,27,1997,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,58e933d2
289,Christ-Owen Kouassi,fr FRA,DF,Lecce,22,2003,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,7b494ff3
290,Thomas Kristensen,dk DEN,DF,Udinese,23,2002,27.5,3,11,6,54.5,0.40,0.22,0.27,0.50,0,0,Matches,fadf9a05
291,Nikola Krstović,me MNE,FW,Atalanta,25,2000,19.9,10,99,34,34.3,4.97,1.71,0.10,0.29,0,0,Matches,473803c9
292,Nicolas-Gerrit Kühn,de GER,MF,Como,25,2000,7.4,1,8,3,37.5,1.08,0.41,0.13,0.33,0,0,Matches,1e70c324
293,Sandro Kulenović,hr CRO,FW,Torino,25,1999,3.3,0,5,2,40.0,1.50,0.60,0.00,0.00,0,0,Matches,981e1bee
294,Gael Lafont,fr FRA,FW,Genoa,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,4f5a4218
295,Tariq Lamptey,gh GHA,MF,Fiorentina,24,2000,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,f4e433d4
296,Noa Lang,nl NED,FWMF,Napoli,26,1999,7.4,1,9,4,44.4,1.22,0.54,0.11,0.25,0,0,Matches,8e034340
297,Armand Lauriente,fr FRA,FW,Sassuolo,26,1998,28.8,7,71,26,36.6,2.47,0.90,0.10,0.27,0,0,Matches,2d22cea7
298,Matteo Lavelli,it ITA,FW,Inter,18,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,07107203
299,Valentino Lazaro,at AUT,MF,Torino,29,1996,25.0,0,8,2,25.0,0.32,0.08,0.00,0.00,0,0,Matches,016ff750
300,Manuel Lazzari,it ITA,DF,Lazio,31,1993,10.4,0,4,2,50.0,0.38,0.19,0.00,0.00,0,0,Matches,02caf6e0
301,Andréa Le Borgne,fr FRA,MF,Como,19,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,04949089
302,Nicola Leali,it ITA,GK,Genoa,32,1993,20.5,0,0,0,,0.00,0.00,,,0,0,Matches,5f9970a0
303,Rafael Leão,pt POR,FW,Milan,26,1999,20.6,9,63,24,38.1,3.06,1.17,0.14,0.38,2,2,Matches,20730eae
304,Mehdi Léris,dz ALG,MF,Pisa,27,1998,21.1,2,25,7,28.0,1.18,0.33,0.08,0.29,0,0,Matches,7d3cbc67
305,Luca Lezzerini,it ITA,GK,Fiorentina,30,1995,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,c9c32262
306,Luca Lipani,it ITA,MF,Sassuolo,20,2005,11.5,0,12,3,25.0,1.04,0.26,0.00,0.00,0,0,Matches,1dc5a029
307,Pol Lirola,es ESP,MF,Hellas Verona,27,1997,3.4,0,0,0,,0.00,0.00,,,0,0,Matches,ff800ed8
308,Joseph Liteta,zm ZAM,MF,Cagliari,19,2006,2.9,0,0,0,,0.00,0.00,,,0,0,Matches,319eb631
309,Stanislav Lobotka,sk SVK,MF,Napoli,30,1994,27.0,1,8,4,50.0,0.30,0.15,0.13,0.25,0,0,Matches,e1cbb531
310,Manuel Locatelli,it ITA,MF,Juventus,27,1998,33.3,1,46,12,26.1,1.38,0.36,0.02,0.08,0,1,Matches,a8a874f1
311,Ruben Loftus-Cheek,eng ENG,MFFW,Milan,29,1996,12.6,3,29,6,20.7,2.30,0.48,0.10,0.50,0,0,Matches,e97fd090
312,Ademola Lookman,ng NGA,FWMF,Atalanta,27,1997,8.8,2,27,8,29.6,3.06,0.91,0.07,0.25,0,0,Matches,7c104bb7
313,Dachi Lordkipanidze,ge GEO,MF,Cremonese,20,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,c7332349
314,Lorran,br BRA,FW,Pisa,19,2006,1.4,1,3,1,33.3,2.21,0.74,0.33,1.00,0,0,Matches,f87b8eed
315,Simone Lottici Tessadri,it ITA,MF,Cremonese,19,2006,0.1,0,1,0,0.0,15.00,0.00,0.00,,0,0,Matches,9b30e7a5
316,Sandi Lovrić,si SVN,MF,Udinese,27,1998,1.8,0,3,1,33.3,1.68,0.56,0.00,0.00,0,0,Matches,966eea58
317,Sandi Lovrić,si SVN,MF,Hellas Verona,27,1998,3.4,0,2,1,50.0,0.58,0.29,0.00,0.00,0,0,Matches,966eea58
318,Felipe Loyola,cl CHI,MF,Pisa,24,2000,6.0,1,9,1,11.1,1.51,0.17,0.11,1.00,0,0,Matches,ff749703
319,Lorenzo Lucca,it ITA,FW,Napoli,24,2000,4.5,1,15,5,33.3,3.31,1.10,0.07,0.20,0,0,Matches,83c06f3a
320,Jhon Lucumí,co COL,DF,Bologna,27,1998,25.4,1,8,2,25.0,0.31,0.08,0.13,0.50,0,0,Matches,80490d7f
321,Romelu Lukaku,be BEL,FW,Napoli,32,1993,0.5,1,2,1,50.0,4.09,2.05,0.50,1.00,0,0,Matches,5eae500a
322,Sebastiano Luperto,it ITA,DF,Cremonese,28,1996,14.5,0,5,2,40.0,0.34,0.14,0.00,0.00,0,0,Matches,997fff07
323,Sebastiano Luperto,it ITA,DF,Cagliari,28,1996,19.0,1,7,3,42.9,0.37,0.16,0.14,0.33,0,0,Matches,997fff07
324,Mateus Lusuardi,br BRA,DF,Pisa,21,2004,2.2,0,4,0,0.0,1.82,0.00,0.00,,0,0,Matches,0704d719
325,Zito Luvumbo,ao ANG,MFFW,Cagliari,23,2002,3.7,0,12,6,50.0,3.28,1.64,0.00,0.00,0,0,Matches,b09e0873
326,Babis Lykogiannis,gr GRE,DF,Bologna,31,1993,7.0,0,7,2,28.6,1.00,0.29,0.00,0.00,0,0,Matches,5efc5389
327,Mathias Løvik,no NOR,MF,Parma,21,2003,5.2,0,3,0,0.0,0.57,0.00,0.00,,0,0,Matches,f17aa65c
328,Tommaso Macchioni,it ITA,DF,Sassuolo,19,2006,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches,78c5642e
329,Mike Maignan,fr FRA,GK,Milan,30,1995,36.6,0,0,0,,0.00,0.00,,,0,0,Matches,fcb38f57
330,Daniel Maldini,it ITA,FW,Lazio,23,2001,7.6,2,15,5,33.3,1.97,0.66,0.13,0.40,0,0,Matches,801831fe
331,Daniel Maldini,it ITA,MF,Atalanta,23,2001,2.9,0,8,2,25.0,2.73,0.68,0.00,0.00,0,0,Matches,801831fe
332,Youssef Maleh,ma MAR,MF,Cremonese,26,1998,12.2,1,15,3,20.0,1.23,0.25,0.07,0.33,0,0,Matches,4c8845f7
333,Youssef Maleh,ma MAR,MF,Lecce,26,1998,5.1,0,7,1,14.3,1.37,0.20,0.00,0.00,0,0,Matches,4c8845f7
334,Donyell Malen,nl NED,FW,Roma,26,1999,16.3,14,70,31,44.3,4.29,1.90,0.20,0.45,3,4,Matches,116c35df
335,Ruslan Malinovskyi,ua UKR,MF,Genoa,32,1993,24.8,6,55,15,27.3,2.21,0.60,0.11,0.40,3,3,Matches,48d5bd33
336,Gianluca Mancini,it ITA,DF,Roma,29,1996,34.0,4,20,8,40.0,0.59,0.24,0.20,0.50,0,0,Matches,5aa53281
337,Rolando Mandragora,it ITA,MF,Fiorentina,28,1997,26.9,7,64,18,28.1,2.38,0.67,0.11,0.39,1,1,Matches,c7259b83
338,Alessandro Marcandalli,it ITA,DF,Genoa,22,2002,28.9,0,5,2,40.0,0.17,0.07,0.00,0.00,0,0,Matches,d3225ad1
339,Pablo Marí,es ESP,DF,Fiorentina,31,1993,9.0,0,2,0,0.0,0.22,0.00,0.00,,0,0,Matches,aa54ec6f
340,Luca Marianucci,it ITA,DF,Torino,21,2004,6.4,0,1,0,0.0,0.16,0.00,0.00,,0,0,Matches,64e6778a
341,Luca Marianucci,it ITA,DF,Napoli,21,2004,1.3,0,1,0,0.0,0.76,0.00,0.00,,0,0,Matches,64e6778a
342,Marius Marin,ro ROU,MF,Pisa,26,1998,14.2,0,3,0,0.0,0.21,0.00,0.00,,0,0,Matches,a5106847
343,João Mário Lopes,pt POR,DFMF,Bologna,25,2000,8.2,1,4,2,50.0,0.49,0.24,0.25,0.50,0,0,Matches,82a39b66
344,João Mário Lopes,pt POR,MF,Juventus,25,2000,2.9,0,3,0,0.0,1.05,0.00,0.00,,0,0,Matches,82a39b66
345,Guillermo Maripán,cl CHI,DF,Torino,31,1994,23.8,2,18,8,44.4,0.76,0.34,0.11,0.25,0,0,Matches,d9764034
346,Aarón Martín,es ESP,MFDF,Genoa,28,1997,24.0,1,11,4,36.4,0.46,0.17,0.09,0.25,0,1,Matches,2f3e911a
347,Josep Martinez,es ESP,GK,Inter,27,1998,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,11d8aff0
348,Lautaro Martínez,ar ARG,FW,Inter,27,1997,24.0,17,92,39,42.4,3.84,1.63,0.18,0.44,0,0,Matches,f7036e1c
349,Adam Marušić,me MNE,DF,Lazio,32,1992,30.9,1,16,7,43.8,0.52,0.23,0.06,0.14,0,0,Matches,d4535821
350,Adam Masina,ma MAR,DF,Torino,31,1994,2.6,0,0,0,,0.00,0.00,,,0,0,Matches,de0f152c
351,Patrizio Masini,it ITA,MF,Genoa,24,2001,15.7,0,18,5,27.8,1.15,0.32,0.00,0.00,0,0,Matches,151354b8
352,Nemanja Matić,rs SRB,MF,Sassuolo,36,1988,29.6,1,11,4,36.4,0.37,0.14,0.09,0.25,0,0,Matches,eb7822d7
353,Luca Mazzitelli,it ITA,MF,Cagliari,29,1995,8.5,2,15,5,33.3,1.76,0.59,0.13,0.40,0,0,Matches,dc61b402
354,Pasquale Mazzocchi,it ITA,MF,Napoli,30,1995,3.4,0,2,1,50.0,0.58,0.29,0.00,0.00,0,0,Matches,eb0ec070
355,Weston McKennie,us USA,MF,Juventus,26,1998,31.5,5,43,16,37.2,1.37,0.51,0.12,0.31,0,0,Matches,01c3aff5
356,Scott McTominay,sct SCO,MF,Napoli,28,1996,31.0,10,101,34,33.7,3.26,1.10,0.10,0.29,0,1,Matches,d93c2511
357,Henrik Meister,dk DEN,FW,Pisa,21,2003,16.8,2,20,8,40.0,1.19,0.48,0.10,0.25,0,0,Matches,e1a873eb
358,Paul Mendy,sn SEN,FW,Cagliari,18,2007,3.7,2,15,3,20.0,4.03,0.81,0.13,0.67,0,0,Matches,2bf26d08
359,Alex Meret,it ITA,GK,Napoli,28,1997,10.9,0,0,0,,0.00,0.00,,,0,0,Matches,9413b19f
360,Junior Messias,br BRA,MF,Genoa,34,1991,7.6,3,19,7,36.8,2.50,0.92,0.16,0.43,1,1,Matches,f49c4ae9
361,Daniel Mikołajewski,pl POL,FW,Parma,19,2006,0.8,0,1,0,0.0,1.29,0.00,0.00,,0,0,Matches,e72fa318
362,Arkadiusz Milik,pl POL,FW,Juventus,31,1994,0.4,0,2,2,100.0,5.00,5.00,0.00,0.00,0,0,Matches,85613cf0
363,Vanja Milinković-Savić,rs SRB,GK,Napoli,28,1997,27.0,0,0,0,,0.00,0.00,,,0,0,Matches,9fa26bc2
364,Lennon Miller,sct SCO,MF,Udinese,18,2006,11.1,0,9,1,11.1,0.81,0.09,0.00,0.00,0,0,Matches,38d7f638
365,Yerry Mina,co COL,DF,Cagliari,30,1994,23.9,2,10,3,30.0,0.42,0.13,0.20,0.67,0,0,Matches,6d5701f2
366,Juan Miranda,es ESP,DF,Bologna,25,2000,28.6,1,13,5,38.5,0.45,0.17,0.08,0.20,0,0,Matches,ead61f73
367,Fabio Miretti,it ITA,MF,Juventus,21,2003,6.9,1,18,5,27.8,2.63,0.73,0.06,0.20,0,0,Matches,34693494
368,Henrikh Mkhitaryan,am ARM,MF,Inter,36,1989,17.3,4,43,14,32.6,2.48,0.81,0.09,0.29,0,0,Matches,dd0daf32
369,Branimir Mlacic,hr CRO,DF,Udinese,18,2007,1.8,0,1,0,0.0,0.54,0.00,0.00,,0,0,Matches,170cadab
370,Rui Modesto,ao ANG,MF,Udinese,25,1999,1.3,0,1,1,100.0,0.76,0.76,0.00,0.00,0,0,Matches,4f9c2d8c
371,Luka Modrić,hr CRO,MF,Milan,39,1985,31.2,2,20,8,40.0,0.64,0.26,0.10,0.25,0,0,Matches,6025fab1
372,Lorenzo Montipò,it ITA,GK,Hellas Verona,29,1996,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,c1d95617
373,Álvaro Morata,es ESP,FW,Como,32,1992,10.3,0,23,8,34.8,2.23,0.77,0.00,0.00,0,1,Matches,129af0db
374,Alberto Moreno,es ESP,DF,Como,33,1992,13.7,2,11,4,36.4,0.80,0.29,0.18,0.50,0,0,Matches,11b9265b
375,Tete Morente,es ESP,FWMF,Lecce,28,1996,9.5,0,14,2,14.3,1.47,0.21,0.00,0.00,0,0,Matches,004d185e
376,Stefano Moreo,it ITA,FWMF,Pisa,32,1993,25.6,7,52,20,38.5,2.03,0.78,0.13,0.35,2,2,Matches,7c52943c
377,Luca Moro,it ITA,FW,Sassuolo,24,2001,2.3,0,6,1,16.7,2.56,0.43,0.00,0.00,0,0,Matches,96281a90
378,Nikola Moro,hr CRO,MF,Bologna,27,1998,20.0,2,21,2,9.5,1.05,0.10,0.10,1.00,0,0,Matches,ff579c7e
379,Mattia Mosconi,it ITA,FW,Inter,18,2007,0.3,0,2,0,0.0,6.67,0.00,0.00,,0,0,Matches,509f2e6f
380,Daniel Mosquera,co COL,FW,Hellas Verona,25,1999,6.6,0,16,5,31.3,2.41,0.75,0.00,0.00,0,0,Matches,091b9eb8
