--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
25,Samuele Angori,it ITA,MF,Pisa,21,2003,35,2599,74,76.0,28.9,30,81,19,5,35,3,0.37,19,52,-33,-1.14,+0.17,Matches,9ee1d39e
26,Frank Anguissa,cm CMR,MF,Napoli,29,1995,18,1258,70,36.8,14.0,14,81,11,4,31,4,2.00,18,14,+4,+0.29,-0.46,Matches,6bb2c084
27,Faustino Anjorin,eng ENG,MF,Torino,23,2001,15,289,19,8.5,3.2,1,58,0,14,17,13,1.00,6,7,-1,-0.31,+0.21,Matches,b105919e
28,Antonio Arena,it ITA,FW,Roma,16,2009,2,23,12,0.7,0.3,0,,0,2,12,7,3.00,0,0,0,0.00,-0.74,Matches,b4e9e1e3
29,Juan Arizala,co COL,MF,Udinese,19,2005,10,191,19,5.6,2.1,1,59,0,9,15,6,1.20,4,2,+2,+0.94,+1.08,Matches,82f2e5c8
30,Kristjan Asllani,al ALB,MF,Torino,23,2002,15,1129,75,33.0,12.5,13,82,5,2,29,4,1.27,13,20,-7,-0.56,-0.09,Matches,0fdcef0e
31,Gianluca Astaldi,it ITA,GK,Parma,19,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,209ce7bd
32,Zachary Athekame,ch SUI,MFDF,Milan,20,2004,27,833,31,24.4,9.3,7,64,1,20,19,8,1.70,17,11,+6,+0.65,+0.23,Matches,c1356739
33,Arthur Atta,fr FRA,MF,Udinese,22,2003,32,2557,80,74.8,28.4,29,85,19,3,31,0,1.34,31,36,-5,-0.18,-0.38,Matches,d3ddf88b
34,Emil Audero,id IDN,GK,Cremonese,28,1997,34,3060,90,89.5,34.0,34,90,34,0,,2,0.91,28,50,-22,-0.65,+0.10,Matches,649b01d8
35,Carlos Augusto,br BRA,MFDF,Inter,26,1999,34,1763,52,51.5,19.6,18,81,12,16,19,2,2.29,41,19,+22,+1.12,-0.61,Matches,8d3cd59d
36,Yann Aurel Bisseck,de GER,DF,Inter,24,2000,23,1922,84,56.2,21.4,21,89,19,2,24,12,2.30,50,19,+31,+1.45,+0.07,Matches,3963c25b
37,Neil El Aynaoui,ma MAR,MF,Roma,24,2001,25,999,40,29.2,11.1,8,69,3,17,26,5,2.04,18,11,+7,+0.63,-0.15,Matches,17e1261b
38,Ivan Azón,es ESP,FW,Como,22,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,9b2779f5
39,Nana Baffoh,it ITA,MF,Sassuolo,16,2009,0,,,,,0,,0,0,,1,,,,,,,Matches,654b82bb
40,Muhammed Bah,gm GAM,MF,Roma,18,2007,0,,,,,0,,0,0,,3,,,,,,,Matches,1d1e78b0
41,Leon Bailey,jm JAM,FW,Roma,27,1997,7,186,27,5.4,2.1,1,49,0,6,23,1,1.29,1,1,0,0.00,-0.78,Matches,3a233281
42,Mitchel Bakker,nl NED,DFMF,Atalanta,25,2000,1,9,9,0.3,0.1,0,,0,1,9,14,0.00,0,0,0,0.00,-0.40,Matches,a8567629
43,Darryl Bakola,fr FRA,MF,Sassuolo,17,2007,6,128,21,3.7,1.4,1,68,0,5,12,4,0.67,3,3,0,0.00,+0.11,Matches,57de24a3
44,Luís Balbo,ve VEN,DF,Fiorentina,19,2006,6,212,35,6.2,2.4,1,74,0,5,28,11,2.00,3,2,+1,+0.42,+0.71,Matches,cdcdb350
45,Tommaso Baldanzi,it ITA,MF,Genoa,22,2003,8,399,50,11.7,4.4,5,62,0,3,30,1,1.25,5,5,0,0.00,+0.30,Matches,102e2599
46,Tommaso Baldanzi,it ITA,FWMF,Roma,22,2003,10,386,39,11.3,4.3,3,56,0,7,31,6,1.20,5,3,+2,+0.47,-0.30,Matches,102e2599
47,Botond Balogh,hu HUN,DF,Parma,23,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,348bafd4
48,Lameck Banda,zm ZAM,MFFW,Lecce,24,2001,32,1752,55,51.2,19.5,21,68,2,11,29,3,1.09,20,22,-2,-0.10,+0.98,Matches,8a6de8c7
49,Luca Barani,it ITA,DF,Sassuolo,19,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,c3a82905
50,Tommaso Barbieri,it ITA,MF,Cremonese,22,2002,29,1707,59,49.9,19.0,18,82,10,11,21,5,0.86,19,25,-6,-0.32,+0.68,Matches,6f1d7aa8
51,Nicolò Barella,it ITA,MF,Inter,28,1997,34,2517,74,73.6,28.0,31,78,11,3,29,1,2.26,61,25,+36,+1.29,-0.51,Matches,6928979a
52,Davide Bartesaghi,it ITA,MFDF,Milan,19,2005,31,2441,79,71.4,27.1,27,86,20,4,30,7,1.77,34,27,+7,+0.26,-0.75,Matches,7e0b6c50
53,Federico Baschirotto,it ITA,DF,Cremonese,28,1996,29,2540,88,74.3,28.2,29,88,28,0,,1,0.86,21,38,-17,-0.60,+0.22,Matches,5a08ee41
54,Toma Bašić,hr CRO,MF,Lazio,28,1996,23,1735,75,50.7,19.3,23,75,10,0,,3,1.52,22,20,+2,+0.10,+0.16,Matches,80556f08
55,Alessandro Bastoni,it ITA,DF,Inter,26,1999,28,2239,80,65.5,24.9,28,80,16,0,,7,2.39,62,21,+41,+1.65,+0.66,Matches,75b86fb3
56,Martin Baturina,hr CRO,MFFW,Como,22,2003,29,1569,54,45.9,17.4,17,77,5,12,22,8,1.76,34,17,+17,+0.98,+0.05,Matches,d1eda5f0
57,Vakoun Bayo,ci CIV,FW,Udinese,28,1997,15,453,30,13.2,5.0,4,63,0,11,18,14,1.07,8,11,-3,-0.60,-0.60,Matches,132f161f
58,Tjaš Begić,si SVN,MF,Parma,22,2003,1,1,1,0.0,0.0,0,,0,1,1,15,0.00,0,0,0,0.00,+0.47,Matches,7429c2bf
59,Reda Belahyane,ma MAR,MF,Lazio,21,2004,13,609,47,17.8,6.8,5,81,4,8,26,24,1.23,5,10,-5,-0.74,-0.93,Matches,705a1642
60,Rafik Belghali,dz ALG,MF,Hellas Verona,23,2002,26,1920,74,56.1,21.3,22,82,12,4,29,1,0.58,15,28,-13,-0.61,+0.77,Matches,0abcb968
61,Armel Bella Kotchap,de GER,DF,Hellas Verona,23,2001,19,1347,71,39.4,15.0,14,83,10,5,36,5,0.58,13,27,-14,-0.94,+0.02,Matches,a39d11bc
62,Raoul Bellanova,it ITA,MF,Atalanta,25,2000,24,1377,57,40.3,15.3,15,75,9,9,29,4,1.38,19,26,-7,-0.46,-1.43,Matches,e3756e72
63,Andrea Belotti,it ITA,FW,Cagliari,31,1993,8,221,28,6.5,2.5,3,63,0,5,7,3,1.88,3,4,-1,-0.41,-0.07,Matches,d705ba44
64,Adrian Benedyczak,pl POL,FW,Parma,24,2000,14,490,35,14.3,5.4,5,68,0,9,17,7,1.21,6,7,-1,-0.18,+0.34,Matches,3f448184
65,Domenico Berardi,it ITA,FW,Sassuolo,30,1994,26,1958,75,57.3,21.8,24,79,9,2,30,0,1.27,30,30,0,0.00,+0.25,Matches,53a0e358
66,Thomas Berenbruch,it ITA,MF,Inter,20,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,921bf733
67,Medon Berisha,al ALB,MF,Lecce,21,2003,13,871,67,25.5,9.7,12,70,1,1,28,2,1.23,7,10,-3,-0.31,+0.36,Matches,9d376bef
68,Adrian Bernabe,es ESP,MF,Parma,24,2001,32,2470,77,72.2,27.4,31,79,6,1,32,0,1.28,20,33,-13,-0.47,0.00,Matches,548672b4
69,Federico Bernardeschi,it ITA,MFFW,Bologna,31,1994,29,1217,42,35.6,13.5,12,72,0,17,21,2,1.66,17,10,+7,+0.52,+0.68,Matches,ee93c1a9
70,Lorenzo Bernasconi,it ITA,MF,Atalanta,21,2003,23,1572,68,46.0,17.5,17,83,13,6,26,10,1.91,22,9,+13,+0.74,+0.65,Matches,c1041eb7
71,Antoine Bernede,fr FRA,MF,Hellas Verona,26,1999,32,2301,72,67.3,25.6,29,76,10,3,29,1,0.56,18,38,-20,-0.78,+0.50,Matches,07a821e4
72,Nicolò Bertola,it ITA,DFMF,Udinese,22,2003,28,1763,63,51.5,19.6,18,82,11,10,28,5,1.46,24,25,-1,-0.05,+0.06,Matches,04b40c58
73,Brando Bettazzi,it ITA,MF,Pisa,17,2007,1,14,14,0.4,0.2,0,,0,1,14,8,0.00,0,0,0,0.00,+1.19,Matches,86365b0f
74,Sam Beukema,nl NED,DF,Napoli,26,1998,24,1681,70,49.2,18.7,18,86,15,6,23,11,2.04,29,19,+10,+0.54,-0.09,Matches,de13cee5
75,Côme Bianay Balcot,fr FRA,DF,Torino,20,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,fd45fb38
76,Matteo Bianchetti,it ITA,DF,Cremonese,32,1993,27,2192,81,64.1,24.4,25,84,16,2,50,8,1.15,28,37,-9,-0.37,+0.80,Matches,b3a20f18
77,Justin Bijlow,nl NED,GK,Genoa,27,1998,16,1395,87,40.8,15.5,16,87,15,0,,1,1.31,19,20,-1,-0.06,+0.34,Matches,53d93280
78,Cristiano Biraghi,it ITA,MFDF,Torino,32,1992,14,517,37,15.1,5.7,5,81,3,9,13,19,1.50,1,11,-10,-1.74,-1.46,Matches,9e1577aa
79,Daniele Bleve,it ITA,GK,Lecce,17,2008,0,,,,,0,,0,0,,4,,,,,,,Matches,f2964048
80,Jeremie Boga,ci CIV,MFFW,Juventus,28,1997,15,679,45,19.9,7.5,6,81,1,9,21,0,1.60,15,6,+9,+1.19,+0.60,Matches,fe012aca
81,Daniel Boloca,ro ROU,MF,Sassuolo,26,1998,2,135,68,3.9,1.5,2,68,1,0,,5,0.00,0,4,-4,-2.67,-2.67,Matches,85f7ed25
82,Piergiorgio Bonanno,it ITA,MF,Fiorentina,18,2007,0,,,,,0,,0,0,,2,,,,,,,Matches,7e941e75
83,Federico Bonazzoli,it ITA,FW,Cremonese,28,1997,35,2510,72,73.4,27.9,31,78,12,4,24,2,0.83,23,45,-22,-0.79,-0.49,Matches,bf57eaab
84,Warren Bondo,fr FRA,MF,Cremonese,21,2003,27,1762,65,51.5,19.6,22,73,8,5,33,3,0.85,16,30,-14,-0.72,-0.12,Matches,0def2376
85,Giovanni Bonfanti,it ITA,DF,Atalanta,22,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,938d8a55
86,Giovanni Bonfanti,it ITA,DFMF,Pisa,22,2003,9,494,55,14.4,5.5,6,66,1,3,32,9,0.56,3,11,-8,-1.46,-0.32,Matches,938d8a55
87,Ange-Yoan Bonny,ci CIV,FW,Inter,21,2003,33,1142,35,33.4,12.7,10,67,1,23,21,2,2.18,35,11,+24,+1.89,+0.71,Matches,64629ba4
88,Lorenzo Bonsignori Goggi,it ITA,MF,Como,18,2007,0,,,,,0,,0,0,,2,,,,,,,Matches,415ace8d
89,Gennaro Borrelli,it ITA,FW,Cagliari,25,2000,27,1275,47,37.3,14.2,13,73,3,14,23,2,1.26,17,25,-8,-0.56,-0.35,Matches,04c4edc1
90,Leonardo Bovo,it ITA,MF,Inter,20,2005,0,,,,,0,,0,0,,4,,,,,,,Matches,e87a589a
91,Kieron Bowie,sct SCO,FW,Hellas Verona,22,2002,14,1200,86,35.1,13.3,14,86,10,0,,0,0.50,7,18,-11,-0.82,+0.19,Matches,6dd87204
92,Rosen Bozhinov,bg BUL,DF,Pisa,20,2005,9,610,68,17.8,6.8,8,76,4,1,1,8,0.22,4,10,-6,-0.89,+0.36,Matches,8c053d3c
93,Domagoj Bradarić,hr CRO,MF,Hellas Verona,25,1999,29,1966,68,57.5,21.8,23,80,12,6,23,5,0.45,17,39,-22,-1.01,-0.14,Matches,8bbe2df5
94,Riccardo Braschi,it ITA,FW,Fiorentina,18,2006,2,105,53,3.1,1.2,1,60,0,1,45,11,0.50,0,1,-1,-0.86,-0.64,Matches,74269b2c
95,Iker Bravo,es ESP,FW,Udinese,20,2005,8,206,26,6.0,2.3,3,55,0,5,8,7,1.38,2,2,0,0.00,+0.08,Matches,db8c8860
96,Gleison Bremer,br BRA,DF,Juventus,28,1997,26,2171,84,63.5,24.1,25,86,20,1,15,1,2.12,45,19,+26,+1.08,+1.01,Matches,5fd5ed86
97,Marco Brescianini,it ITA,MF,Atalanta,25,2000,9,182,20,5.3,2.0,0,,0,9,20,10,1.56,5,1,+4,+1.98,+1.67,Matches,dfd56738
98,Marco Brescianini,it ITA,MF,Fiorentina,25,2000,17,862,51,25.2,9.6,10,75,4,7,16,1,1.47,15,13,+2,+0.21,+0.60,Matches,dfd56738
99,Sascha Britschgi,ch SUI,MFDF,Parma,18,2006,29,2095,72,61.3,23.3,22,86,16,7,30,6,1.31,18,27,-9,-0.39,+0.22,Matches,a80fd995
100,Louis Buffon,cz CZE,FW,Pisa,17,2007,4,32,8,0.9,0.4,0,,0,4,8,16,0.00,0,1,-1,-2.81,-1.64,Matches,7f4fe346
101,Adam Buksa,pl POL,FW,Udinese,29,1996,25,922,37,27.0,10.2,6,75,1,19,25,2,1.24,11,14,-3,-0.29,-0.29,Matches,3b676989
102,Alessandro Buongiorno,it ITA,DF,Napoli,26,1999,33,2521,76,73.7,28.0,28,86,22,5,21,2,2.00,42,29,+13,+0.46,-0.44,Matches,4ae67f27
103,Jean Butez,fr FRA,GK,Como,30,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,1.87,65,29,+36,+0.95,,Matches,7f40333d
104,Arturo Calabresi,it ITA,DF,Pisa,29,1996,26,1514,58,44.3,16.8,17,74,3,9,28,11,0.62,15,30,-15,-0.89,+0.52,Matches,34bb6fbd
105,Hakan Çalhanoğlu,tr TUR,MF,Inter,31,1994,22,1639,75,47.9,18.2,20,79,7,2,35,5,2.27,43,16,+27,+1.48,+0.12,Matches,cd0fa27b
106,Alessandro Calligaris,it ITA,GK,Inter,20,2005,0,,,,,0,,0,0,,8,,,,,,,Matches,2bd46514
107,Abdoulaye Camara,fr FRA,MF,Udinese,16,2008,1,12,12,0.4,0.1,0,,0,1,12,28,0.00,0,0,0,0.00,+0.08,Matches,b1617bd1
108,Henry Camara,gn GUI,FW,Atalanta,19,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,84eea723
109,Francesco Camarda,it ITA,FW,Lecce,17,2008,21,687,33,20.1,7.6,7,62,0,14,18,2,1.00,5,10,-5,-0.66,-0.10,Matches,1956a64b
110,Nicolò Cambiaghi,it ITA,MFFW,Bologna,24,2000,28,1518,54,44.4,16.9,17,74,5,11,24,3,1.36,20,19,+1,+0.06,-0.04,Matches,91ff775f
111,Andrea Cambiaso,it ITA,MFDF,Juventus,25,2000,36,2769,77,81.0,30.8,35,78,8,1,45,0,1.75,45,26,+19,+0.62,-0.49,Matches,247ed022
112,Matteo Cancellieri,it ITA,FW,Lazio,23,2002,30,1725,58,50.4,19.2,21,72,7,9,24,1,1.37,24,22,+2,+0.10,+0.16,Matches,b6a1cdf9
113,Fali Candé,gw GNB,DF,Sassuolo,27,1998,12,509,42,14.9,5.7,5,72,1,7,22,6,0.92,9,6,+3,+0.53,+0.75,Matches,3cc4bb19
114,Simone Canestrelli,it ITA,DF,Pisa,24,2000,37,3201,87,93.6,35.6,36,88,34,1,21,1,0.49,25,65,-40,-1.12,+0.93,Matches,d8c54a50
115,Elia Caprile,it ITA,GK,Cagliari,23,2001,38,3420,90,100.0,38.0,38,90,38,0,,0,1.13,40,53,-13,-0.34,,Matches,97d7afbd
116,Maxence Caqueret,fr FRA,MF,Como,25,2000,30,1485,50,43.4,16.5,17,67,1,13,27,8,1.90,31,10,+21,+1.27,+0.58,Matches,f81ef10d
117,Antonio Caracciolo,it ITA,DF,Pisa,35,1990,35,3073,88,89.9,34.1,34,90,31,1,29,1,0.49,21,60,-39,-1.14,+0.41,Matches,99d8fc35
118,Filippo Carbone,it ITA,MF,Genoa,18,2006,1,8,8,0.2,0.1,0,,0,1,8,0,0.00,0,0,0,0.00,+0.26,Matches,252ac080
119,Franco Carboni,it ITA,MF,Parma,22,2003,7,114,16,3.3,1.3,1,70,0,6,7,9,1.14,3,3,0,0.00,+0.49,Matches,b033f803
120,Valentin Carboni,ar ARG,MF,Genoa,20,2005,12,359,30,10.5,4.0,3,66,0,9,18,6,0.67,2,4,-2,-0.50,-0.27,Matches,707b98f1
121,Alessandro Cardinali,it ITA,FW,Parma,19,2006,1,45,45,1.3,0.5,0,,0,1,45,7,3.00,1,0,+1,+2.00,+2.51,Matches,639f3541
122,Diego Carlos,br BRA,DF,Como,32,1993,27,1949,72,57.0,21.7,21,83,16,6,35,8,2.00,33,15,+18,+0.83,-0.27,Matches,b4a014b1
123,Marco Carnesecchi,it ITA,GK,Atalanta,25,2000,37,3330,90,97.4,37.0,37,90,37,0,,1,1.57,50,35,+15,+0.41,+0.41,Matches,8ec56e62
124,Cesare Casadei,it ITA,MF,Torino,22,2003,33,1997,61,58.4,22.2,19,84,15,14,28,4,1.18,28,36,-8,-0.36,+0.34,Matches,fb920f3a
125,Nicolò Casale,it ITA,DF,Bologna,27,1998,12,678,57,19.8,7.5,8,72,5,4,25,15,1.25,10,13,-3,-0.40,-0.60,Matches,3f5f38fb
126,Gabriele Casentini,it ITA,GK,Parma,18,2007,0,,,,,0,,0,0,,7,,,,,,,Matches,b14b9748
127,Riccardo Cassano,it ITA,MF,Como,16,2009,0,,,,,0,,0,0,,2,,,,,,,Matches,b3af00ab
128,Marco Cassin,it ITA,GK,Cremonese,17,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,6e90814e
129,Michele Castagnetti,it ITA,MF,Cremonese,35,1989,0,,,,,0,,0,0,,1,,,,,,,Matches,ad92526f
130,Mirko Castagnini,it ITA,GK,Hellas Verona,18,2007,0,,,,,0,,0,0,,4,,,,,,,Matches,fb85200a
131,Francesco Castaldo,it ITA,FW,Bologna,18,2007,0,,,,,0,,0,0,,4,,,,,,,Matches,8291597b
132,Valentín Castellanos,ar ARG,FW,Lazio,26,1998,11,692,63,20.2,7.7,8,77,3,3,25,0,1.18,11,7,+4,+0.52,+0.62,Matches,da76bab4
133,Alex Castiello,it ITA,FW,Milan,18,2007,0,,,,,0,,0,0,,5,,,,,,,Matches,c40f37fb
134,Santiago Castro,ar ARG,FW,Bologna,20,2004,35,2359,67,69.0,26.2,26,80,11,9,31,3,1.43,34,34,0,0.00,-0.25,Matches,ee5565ae
135,Danilo Cataldi,it ITA,MF,Lazio,30,1994,27,1985,74,58.0,22.1,24,77,13,3,42,3,1.37,24,26,-2,-0.09,-0.28,Matches,ba3d3bea
136,Nikola Čavlina,hr CRO,GK,Como,23,2002,0,,,,,0,,0,0,,32,,,,,,,Matches,a074eda6
137,Nicolò Cavuoti,it ITA,MF,Cagliari,22,2003,4,44,11,1.3,0.5,0,,0,4,11,17,1.25,0,1,-1,-2.05,-1.73,Matches,747701ab
138,Federico Ceccherini,it ITA,DF,Cremonese,33,1992,9,476,53,13.9,5.3,6,67,1,3,25,26,0.67,1,13,-12,-2.27,-1.87,Matches,d9624b51
139,Alin Čelik,si SVN,DF,Genoa,18,2007,0,,,,,0,,0,0,,4,,,,,,,Matches,80a6989d
140,Zeki Çelik,tr TUR,MFDF,Roma,28,1997,34,2723,80,79.6,30.3,32,84,21,2,11,1,1.79,50,27,+23,+0.76,+0.11,Matches,31a62dc7
141,Alberto Cerri,it ITA,FW,Como,29,1996,0,,,,,0,,0,0,,19,,,,,,,Matches,1079c685
142,Fallou Cham,gm GAM,MF,Hellas Verona,19,2006,6,228,38,6.7,2.5,3,62,0,3,14,30,0.50,1,6,-5,-1.97,-1.10,Matches,aa83c24f
143,Charlys,br BRA,MF,Hellas Verona,21,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,eff9c9ea
144,Walid Cheddira,ma MAR,FW,Napoli,27,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,0545a08e
145,Walid Cheddira,ma MAR,FW,Sassuolo,27,1998,16,221,14,6.5,2.5,1,62,0,15,11,3,1.38,2,4,-2,-0.81,-0.76,Matches,0545a08e
146,Walid Cheddira,ma MAR,FW,Lecce,27,1998,17,1000,59,29.2,11.1,11,75,2,6,29,0,1.24,9,16,-7,-0.63,-0.07,Matches,0545a08e
147,Oliver Christensen,dk DEN,GK,Fiorentina,26,1999,1,86,86,2.5,1.0,1,86,0,0,,19,1.00,1,1,0,0.00,+0.24,Matches,af104654
148,Samuel Chukwueze,ng NGA,FWMF,Milan,26,1999,1,26,26,0.8,0.3,0,,0,1,26,1,0.00,0,0,0,0.00,-0.48,Matches,b8a642fc
149,Salvatore Cianciulli,it ITA,MF,Fiorentina,16,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,db4f4ce3
150,Alessandro Ciardi,it ITA,MF,Parma,18,2007,0,,,,,0,,0,0,,2,,,,,,,Matches,491bf330
151,Simone Cinquegrano,it ITA,FW,Inter,21,2004,0,,,,,0,,0,0,,4,,,,,,,Matches,af9b8617
152,Giuseppe Ciocci,it ITA,GK,Cagliari,23,2002,0,,,,,0,,0,0,,36,,,,,,,Matches,d6416327
153,Alessandro Circati,au AUS,DF,Parma,21,2003,31,2664,86,77.9,29.6,31,86,28,0,,1,1.10,21,34,-13,-0.44,+0.16,Matches,1223765c
154,Matteo Cocchi,it ITA,DF,Inter,18,2007,1,17,17,0.5,0.2,0,,0,1,17,20,1.00,1,0,+1,+5.29,+3.89,Matches,2081c175
155,Saúl Coco,gq EQG,DF,Torino,26,1999,35,3088,88,90.3,34.3,35,88,33,0,,1,1.20,39,55,-16,-0.47,+0.35,Matches,d0ee1652
156,Andrea Cogoni,it ITA,DF,Cagliari,19,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,b3bc5d49
157,Michele Collocolo,it ITA,MF,Cremonese,25,1999,8,362,45,10.6,4.0,5,61,3,3,18,4,1.50,6,7,-1,-0.25,+0.46,Matches,b7946402
158,Lorenzo Colombo,it ITA,FW,Genoa,23,2002,38,2326,61,68.0,25.8,30,72,2,8,22,0,1.08,27,32,-5,-0.19,+0.22,Matches,04df29a5
159,Pietro Comi,it ITA,DF,Atalanta,20,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,4f74f779
160,Pietro Comuzzo,it ITA,DF,Fiorentina,20,2005,27,1696,63,49.6,18.8,18,84,11,9,20,11,1.00,21,28,-7,-0.37,-0.27,Matches,5e3ecc35
161,Francisco Conceição,pt POR,MFFW,Juventus,22,2002,31,2078,67,60.8,23.1,27,73,2,4,25,2,1.68,30,18,+12,+0.52,-0.49,Matches,5ef3d210
162,Bernardo Conde,fr FRA,DF,Parma,18,2006,0,,,,,0,,0,0,,4,,,,,,,Matches,86df7a83
163,Nikita Contini,it ITA,GK,Napoli,29,1996,1,11,11,0.3,0.1,0,,0,1,11,31,3.00,0,0,0,0.00,-0.58,Matches,e95069bb
164,Francesco Coppola,it ITA,DF,Pisa,20,2005,7,458,65,13.4,5.1,5,90,5,2,4,19,0.29,3,15,-12,-2.36,-1.36,Matches,387335e7
165,Tommaso Corazza,it ITA,MF,Bologna,21,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,c1b9b13c
166,Maxwel Cornet,ci CIV,MF,Genoa,28,1996,8,118,15,3.5,1.3,1,52,0,7,9,11,0.50,2,5,-3,-2.29,-2.10,Matches,beb391dd
167,Edoardo Corvi,it ITA,GK,Parma,24,2001,17,1530,90,44.7,17.0,17,90,17,0,,21,1.65,14,18,-4,-0.24,+0.43,Matches,a89398db
168,Lassana Coulibaly,ml MLI,MF,Lecce,29,1996,33,2689,81,78.6,29.9,31,86,21,2,18,1,1.12,23,34,-11,-0.37,+0.99,Matches,85a44ecc
