--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
168,Marco D'Alessandro,it ITA,MF,Udinese,27,1991,24,1495,62,43.7,16.6,16,82,9,8,24,8,1.08,14,21,-7,-0.42,-0.09,Matches,060606ec
169,Danilo D'Ambrosio,it ITA,DF,Inter,29,1988,30,2579,86,75.4,28.7,29,89,26,1,7,7,1.70,45,29,+16,+0.56,-0.30,Matches,44eb9093
170,Alessandro D'Andrea,it ITA,GK,Napoli,18,2000,0,,,,,0,,0,0,,14,,,,,,,Matches,e6d0d7b9
171,Ludovico D'Orazio,it ITA,FW,Roma,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,ed5fe086
172,Bryan Dabo,bf BFA,MF,Fiorentina,26,1992,23,831,36,24.3,9.2,6,81,4,17,20,14,1.09,13,14,-1,-0.11,-0.21,Matches,c53083ad
173,Riccardo Daga,it ITA,GK,Cagliari,18,2000,0,,,,,0,,0,0,,10,,,,,,,Matches,76d2974a
174,Felipe dal Belo,br BRA,DF,SPAL,34,1984,30,2361,79,69.0,26.2,27,85,21,3,23,5,1.10,26,36,-10,-0.38,-0.21,Matches,8cea6319
175,Nicola Dalmonte,it ITA,FWMF,Genoa,20,1997,3,44,15,1.3,0.5,0,,0,3,15,26,0.33,2,0,+2,+4.09,+4.62,Matches,59a3efba
176,Vitalie Damașcan,md MDA,FWMF,Torino,19,1999,1,4,4,0.1,0.0,0,,0,1,4,25,1.00,0,0,0,0.00,-0.40,Matches,54e0c0cc
177,Antonio Daniele,it ITA,GK,Napoli,16,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,1424fd81
178,Carl Davordzie,gh GHA,FW,Parma,18,2000,0,,,,,0,,0,0,,5,,,,,,,Matches,a0eb6935
179,Sebastien De Maio,fr FRA,DF,Udinese,31,1987,16,1173,73,34.3,13.0,13,85,9,3,22,1,1.38,15,15,0,0.00,+0.56,Matches,952a03fe
180,Sebastien De Maio,fr FRA,DF,Bologna,31,1987,6,491,82,14.4,5.5,6,82,4,0,,13,1.00,6,7,-1,-0.18,+0.03,Matches,952a03fe
181,Rodrigo De Paul,ar ARG,MFFW,Udinese,24,1994,36,3189,89,93.2,35.4,36,89,31,0,,0,1.03,35,51,-16,-0.45,-1.23,Matches,162efffd
182,Daniele De Rossi,it ITA,MF,Roma,35,1983,18,1270,71,37.1,14.1,15,81,8,3,20,5,1.89,22,18,+4,+0.28,-0.30,Matches,532d2690
183,Mattia De Sciglio,it ITA,DFMF,Juventus,25,1992,22,1743,79,51.0,19.4,19,90,17,3,13,10,2.41,34,12,+22,+1.14,+0.17,Matches,ae4e2852
184,Lorenzo De Silvestri,it ITA,MF,Torino,30,1988,32,2415,75,70.6,26.8,30,79,18,2,16,4,1.75,40,25,+15,+0.56,+0.56,Matches,e74f0e59
185,Grégoire Defrel,mq MTQ,FWMF,Sampdoria,27,1991,36,2339,65,68.4,26.0,26,81,14,10,24,2,1.44,41,33,+8,+0.31,+0.22,Matches,854ee61a
186,Alessandro Deiola,it ITA,MF,Cagliari,22,1995,10,450,45,13.2,5.0,5,75,2,5,15,6,1.20,2,7,-5,-1.00,-0.61,Matches,7f267d66
187,Alessandro Deiola,it ITA,MF,Parma,22,1995,10,545,55,15.9,6.1,5,86,4,5,23,9,1.90,4,6,-2,-0.33,+0.23,Matches,7f267d66
188,Mattia Del Favero,it ITA,GK,Juventus,20,1998,0,,,,,0,,0,0,,8,,,,,,,Matches,cd837326
189,Cristian Dell'Orco,it ITA,DF,Sassuolo,24,1994,3,110,37,3.2,1.2,1,90,1,2,10,17,1.00,2,3,-1,-0.82,-0.66,Matches,b0243215
190,Cristian Dell'Orco,it ITA,DF,Empoli,24,1994,12,1035,86,30.3,11.5,12,86,11,0,,1,1.17,17,17,0,0.00,+0.72,Matches,b0243215
191,Enrico Delprato,it ITA,DFMF,Atalanta,18,1999,0,,,,,0,,0,0,,5,,,,,,,Matches,4c6f9258
192,Merih Demiral,tr TUR,DF,Sassuolo,20,1998,14,1260,90,36.8,14.0,14,90,14,0,,2,0.93,19,21,-2,-0.14,+0.07,Matches,e3cceee6
193,Fabio Depaoli,it ITA,DFMF,Chievo,21,1997,33,2468,75,72.2,27.4,27,84,21,6,33,1,0.52,21,55,-34,-1.24,+0.27,Matches,d97f2e8d
194,Kiril Despodov,bg BUL,FWMF,Cagliari,21,1996,4,105,26,3.1,1.2,0,,0,4,26,10,1.50,2,1,+1,+0.86,+1.37,Matches,13c8e5f6
195,Daniele Dessena,it ITA,MF,Cagliari,31,1987,11,352,32,10.3,3.9,3,90,3,8,10,8,1.36,3,4,-1,-0.26,+0.24,Matches,02b2937c
196,Mattia Destro,it ITA,FW,Bologna,27,1991,17,493,29,14.4,5.5,5,68,0,12,13,14,1.18,9,12,-3,-0.55,-0.39,Matches,d7d32194
197,Jacopo Dezi,it ITA,MF,Parma,26,1992,1,90,90,2.6,1.0,1,90,1,0,,23,0.00,1,2,-1,-1.00,-0.49,Matches,e921b9db
198,Federico Di Francesco,it ITA,FWMF,Sassuolo,24,1994,19,1074,57,31.4,11.9,14,71,2,5,17,18,1.21,16,20,-4,-0.34,-0.22,Matches,1fca9171
199,Antonio Di Gaudio,it ITA,FW,Parma,28,1989,12,699,58,20.4,7.8,9,70,1,3,24,6,1.17,9,11,-2,-0.26,+0.34,Matches,434b8c73
200,Giovanni Di Lorenzo,it ITA,DFMF,Empoli,24,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,1.03,51,69,-18,-0.49,+0.51,Matches,230a2fac
201,Andrea Di Maggio,it ITA,DF,Parma,17,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,50a7b0fe
202,Amadou Diawara,gn GUI,MF,Napoli,21,1997,13,661,51,19.3,7.3,8,73,3,5,15,14,2.46,15,5,+10,+1.36,+0.45,Matches,bf309d24
203,Lorenzo Dickmann,it ITA,MF,SPAL,21,1996,6,175,29,5.1,1.9,2,58,0,4,15,28,0.33,2,5,-3,-1.54,-1.29,Matches,12851227
204,Mitchell Dijks,nl NED,DFMF,Bologna,25,1993,25,2023,81,59.2,22.5,23,87,18,2,17,7,1.20,28,34,-6,-0.27,-0.14,Matches,0a3065c8
205,Kevin Diks,id IDN,DF,Fiorentina,21,1996,0,,,,,0,,0,0,,14,,,,,,,Matches,f179ee11
206,Kevin Diks,id IDN,DF,Empoli,21,1996,0,,,,,0,,0,0,,4,,,,,,,Matches,f179ee11
207,Federico Dimarco,it ITA,DFMF,Parma,20,1997,13,892,69,26.1,9.9,10,83,6,3,21,11,1.54,11,13,-2,-0.20,+0.44,Matches,970b8574
208,Federico Dionisi,it ITA,FW,Frosinone,31,1987,9,204,23,6.0,2.3,1,81,0,8,15,3,0.22,1,2,-1,-0.44,+0.65,Matches,a74d2999
209,Assane Dioussé,sn SEN,MF,Chievo,20,1997,14,892,64,26.1,9.9,9,80,6,5,34,1,0.57,3,22,-19,-1.92,-0.81,Matches,7f622eef
210,Koffi Djidji,ci CIV,DF,Torino,25,1992,17,1387,82,40.6,15.4,16,86,14,1,9,12,1.35,18,18,0,0.00,-0.66,Matches,933d3b51
211,Berat Djimsiti,al ALB,DF,Atalanta,25,1993,24,1807,75,52.8,20.1,20,87,18,4,15,13,2.00,47,26,+21,+1.05,+0.49,Matches,6eee05f1
212,Johan Djourou,ch SUI,DF,SPAL,31,1987,5,279,56,8.2,3.1,3,74,2,2,29,9,0.60,2,5,-3,-0.97,-0.71,Matches,b8673e18
213,Antonio Donnarumma,it ITA,GK,Milan,28,1990,0,,,,,0,,0,0,,37,,,,,,,Matches,a4bd9edd
214,Gianluigi Donnarumma,it ITA,GK,Milan,19,1999,36,3090,86,90.4,34.3,36,86,34,0,,0,1.81,50,31,+19,+0.55,+0.55,Matches,08f5afaa
215,Godfred Donsah,gh GHA,MF,Bologna,22,1996,6,153,26,4.5,1.7,1,90,1,5,13,20,1.17,2,6,-4,-2.35,-2.24,Matches,384dd218
216,Riccardo Doratiotto,it ITA,FW,Cagliari,19,1999,1,78,78,2.3,0.9,1,78,0,0,,7,0.00,0,1,-1,-1.15,-0.70,Matches,c1bcb2df
217,Bartłomiej Drągowski,pl POL,GK,Empoli,20,1997,14,1260,90,36.8,14.0,14,90,14,0,,1,1.21,22,24,-2,-0.14,+0.57,Matches,085e71a7
218,Bartłomiej Drągowski,pl POL,GK,Fiorentina,20,1997,3,225,75,6.6,2.5,2,90,2,1,45,17,1.33,2,2,0,0.00,-0.06,Matches,085e71a7
219,Alfred Duncan,gh GHA,MF,Sassuolo,25,1993,26,1848,71,54.0,20.5,21,84,14,5,17,3,1.35,32,35,-3,-0.15,+0.08,Matches,528492ea
220,Roberto Durante,it ITA,DF,Lazio,17,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,7ffbfc23
221,Riza Durmisi,dk DEN,MF,Lazio,24,1994,10,326,33,9.5,3.6,2,90,2,8,18,21,1.50,5,7,-2,-0.55,-0.90,Matches,e5cd9da6
222,Paulo Dybala,ar ARG,FWMF,Juventus,24,1993,30,2137,71,62.5,23.7,24,85,18,6,16,3,2.40,42,21,+21,+0.88,-0.45,Matches,e0921a4f
223,Edin Džeko,ba BIH,FW,Roma,32,1986,33,2579,78,75.4,28.7,28,89,26,5,19,1,1.67,47,38,+9,+0.31,-0.65,Matches,3bb7f478
224,Blerim Džemaili,ch SUI,MF,Bologna,32,1986,28,1750,63,51.2,19.4,20,80,11,8,20,6,1.39,25,22,+3,+0.15,+0.75,Matches,756959aa
225,Simone Edera,it ITA,MF,Torino,21,1997,3,77,26,2.3,0.9,1,57,0,2,10,17,1.00,0,0,0,0.00,-0.40,Matches,8697c095
226,Simone Edera,it ITA,FWMF,Bologna,21,1997,4,196,49,5.7,2.2,3,62,0,1,11,9,0.25,1,2,-1,-0.46,-0.26,Matches,8697c095
227,Albin Ekdal,se SWE,MF,Sampdoria,29,1989,32,2646,83,77.4,29.4,30,87,22,2,25,2,1.38,47,38,+9,+0.31,+0.31,Matches,f503ea63
228,Andrea Errico,it ITA,MF,Frosinone,19,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,c9ecafc2
229,Valentin Eysseric,fr FRA,FW,Fiorentina,26,1992,8,358,45,10.5,4.0,4,72,2,4,18,10,1.75,8,3,+5,+1.26,+1.35,Matches,ae82fa48
230,Nicolò Fagioli,it ITA,MF,Juventus,17,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,366be751
231,Diego Falcinelli,it ITA,FW,Bologna,27,1991,16,703,44,20.6,7.8,8,73,1,8,15,20,0.75,7,15,-8,-1.02,-1.02,Matches,a39b9ef6
232,Iago Falque,es ESP,FWMF,Torino,28,1990,26,1612,62,47.1,17.9,19,74,6,7,29,4,1.73,31,22,+9,+0.50,+0.20,Matches,440c84ed
233,Tommaso Farabegoli,it ITA,DF,Sampdoria,19,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,b55b5508
234,Paolo Faragò,it ITA,MFDF,Cagliari,25,1993,26,1703,66,49.8,18.9,17,88,15,9,22,4,1.19,19,27,-8,-0.42,+0.10,Matches,9085dd7c
235,Ricardo Farcaş,ro ROU,DF,SPAL,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,fc0c03fb
236,Mohamed Fares,dz ALG,MFDF,SPAL,22,1996,35,2949,84,86.2,32.8,32,90,31,3,26,0,1.11,34,45,-11,-0.34,-0.14,Matches,b7a5bc86
237,Diego Farias,br BRA,FW,Empoli,28,1990,16,1193,75,34.9,13.3,16,75,5,0,,0,1.31,23,20,+3,+0.23,+1.12,Matches,157d29b6
238,Diego Farias,br BRA,FW,Cagliari,28,1990,16,700,44,20.5,7.8,7,68,1,9,25,1,0.94,6,11,-5,-0.64,-0.21,Matches,157d29b6
239,Andrea Favilli,it ITA,FW,Genoa,21,1997,6,170,28,5.0,1.9,0,,0,6,28,9,0.17,2,3,-1,-0.53,-0.06,Matches,44510fde
240,Federico Fazio,ar ARG,DF,Roma,31,1987,34,2806,83,82.0,31.2,31,89,30,3,14,2,1.71,50,38,+12,+0.38,-0.49,Matches,4e358a2d
241,Luiz Felipe,it ITA,DF,Lazio,21,1997,17,1289,76,37.7,14.3,15,79,10,2,55,13,1.59,20,16,+4,+0.28,+0.03,Matches,15d0c248
242,Erick Ferigra,ec ECU,DF,Torino,19,1999,0,,,,,0,,0,0,,6,,,,,,,Matches,67cddecb
243,Edimilson Fernandes,ch SUI,MF,Fiorentina,22,1996,29,1970,68,57.6,21.9,23,77,13,6,34,3,1.00,23,26,-3,-0.14,-0.45,Matches,3bb625ac
244,Alex Ferrari,it ITA,DF,Sampdoria,24,1994,6,540,90,15.8,6.0,6,90,6,0,,32,0.83,8,9,-1,-0.17,-0.48,Matches,d0dbca9f
245,Gabriele Ferrarini,it ITA,DF,Fiorentina,18,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,76451f32
246,Sergio Floccari,it ITA,FW,SPAL,36,1981,20,976,49,28.5,10.8,11,79,2,9,12,14,1.05,15,16,-1,-0.09,+0.31,Matches,df301450
247,Alessandro Florenzi,it ITA,DFMF,Roma,27,1991,29,2180,75,63.7,24.2,24,84,16,5,32,3,1.83,40,28,+12,+0.50,+0.06,Matches,e288d4b3
248,Seko Fofana,ci CIV,MF,Udinese,23,1995,31,2639,85,77.2,29.3,31,85,24,0,,0,0.97,28,43,-15,-0.51,-0.63,Matches,5313ed43
249,Pierluigi Frattali,it ITA,GK,Parma,32,1985,1,90,90,2.6,1.0,1,90,1,0,,37,0.00,1,2,-1,-1.00,-0.49,Matches,71dac2c2
250,Remo Freuler,ch SUI,MF,Atalanta,26,1992,35,3022,86,88.4,33.6,35,86,25,0,,2,1.83,61,38,+23,+0.68,-1.12,Matches,98d2c2c4
251,Nicolas Frey,fr FRA,DF,Chievo,34,1984,5,227,45,6.6,2.5,3,73,2,2,5,9,0.60,0,6,-6,-2.38,-1.14,Matches,6378443d
252,Andrea Fulignati,it ITA,FWGK,Empoli,23,1994,0,,,,,0,,0,0,,15,,,,,,,Matches,195f5e38
253,Andrea Fulignati,it ITA,FWGK,SPAL,23,1994,0,,,,,0,,0,0,,11,,,,,,,Matches,195f5e38
254,Alessio Furlanetto,it ITA,GK,Lazio,16,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,95d9f4dd
255,Daniel Fuzato,br BRA,GK,Roma,21,1997,0,,,,,0,,0,0,,37,,,,,,,Matches,82328faf
256,Manolo Gabbiadini,it ITA,FW,Sampdoria,26,1991,18,812,45,23.7,9.0,8,77,4,10,20,0,1.33,17,16,+1,+0.11,-0.17,Matches,8f866fe8
257,Gianluca Gaetano,it ITA,MF,Napoli,18,2000,2,8,4,0.2,0.1,0,,0,2,4,6,1.50,0,1,-1,-11.25,-12.28,Matches,3b387cc7
258,Roberto Gagliardini,it ITA,MF,Inter,24,1994,19,1087,57,31.8,12.1,13,79,8,6,10,19,2.26,24,9,+15,+1.24,+0.89,Matches,ce30bfc8
259,Riccardo Gagliolo,se SWE,DF,Parma,28,1990,34,3045,90,89.0,33.8,34,90,33,0,,1,1.15,35,51,-16,-0.47,+0.49,Matches,173061c0
260,Manuel Gasparini,it ITA,GK,Udinese,16,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,7033ca08
261,Marcello Gazzola,it ITA,MFDF,Parma,33,1985,20,921,46,26.9,10.2,9,84,5,11,15,17,1.25,11,14,-3,-0.29,+0.32,Matches,93390969
262,Luca Gemello,it ITA,GK,Torino,18,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,53e494ec
263,Gerson,br BRA,MFFW,Fiorentina,21,1997,36,2426,67,70.9,27.0,27,80,12,9,30,1,1.11,35,29,+6,+0.22,+0.58,Matches,8827bf46
264,Gervinho,ci CIV,FW,Parma,31,1987,30,2304,77,67.4,25.6,27,83,18,3,22,1,1.17,31,42,-11,-0.43,+0.30,Matches,e468c053
265,Simone Ghidotti,it ITA,GK,Fiorentina,18,2000,0,,,,,0,,0,0,,6,,,,,,,Matches,c9ac05db
266,Paolo Ghiglione,it ITA,MF,Frosinone,21,1997,9,514,57,15.0,5.7,6,76,3,3,20,21,0.44,4,11,-7,-1.23,-0.20,Matches,71dc23da
267,Andrea Ghion,it ITA,MF,Sassuolo,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,7f24b3eb
268,Faouzi Ghoulam,dz ALG,DF,Napoli,27,1991,16,1154,72,33.7,12.8,12,86,9,4,31,11,2.13,28,12,+16,+1.25,+0.37,Matches,c5adc293
269,Emanuele Giaccherini,it ITA,MFFW,Chievo,33,1985,26,2009,77,58.7,22.3,22,87,19,4,22,1,0.38,15,50,-35,-1.57,-0.61,Matches,1c50f354
270,Massimo Gobbi,it ITA,DF,Parma,37,1980,16,1183,74,34.6,13.1,13,85,11,3,25,21,0.94,11,26,-15,-1.14,-0.94,Matches,635b0bae
271,Edoardo Goldaniga,it ITA,DF,Frosinone,24,1993,29,2610,90,76.3,29.0,29,90,29,0,,8,0.59,21,56,-35,-1.21,-0.65,Matches,4b029b31
272,Pierluigi Gollini,it ITA,GK,Atalanta,23,1995,20,1799,90,52.6,20.0,20,90,19,0,,18,1.95,40,21,+19,+0.95,+0.28,Matches,f0f7f62f
273,Papu Gómez,ar ARG,MFFW,Atalanta,30,1988,35,2899,83,84.8,32.2,34,84,20,1,45,1,1.86,70,34,+36,+1.12,+1.98,Matches,6e4df551
274,Alfred Gomis,sn SEN,GK,SPAL,24,1993,20,1724,86,50.4,19.2,19,90,19,1,14,18,0.90,15,27,-12,-0.63,-0.63,Matches,cecbce23
275,Giancarlo González,cr CRC,DF,Bologna,30,1988,12,746,62,21.8,8.3,8,81,4,4,24,17,0.92,8,13,-5,-0.60,-0.50,Matches,117beb8f
276,Mirko Gori,it ITA,MF,Frosinone,25,1993,10,329,33,9.6,3.7,2,90,2,8,19,11,1.20,3,6,-3,-0.82,+0.26,Matches,7d86864c
277,Robin Gosens,de GER,MF,Atalanta,24,1994,28,1942,69,56.8,21.6,23,79,14,5,23,10,1.82,43,23,+20,+0.93,+0.26,Matches,2d970560
278,Paolo Gozzi Iweru,it ITA,DF,Juventus,17,2001,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,-2.11,Matches,94230890
279,Martin Graiciar,cz CZE,MF,Fiorentina,19,1999,0,,,,,0,,0,0,,12,,,,,,,Matches,30240438
280,Alberto Grassi,it ITA,MF,Parma,23,1995,7,462,66,13.5,5.1,5,84,3,2,22,2,1.57,8,6,+2,+0.39,+1.06,Matches,6cc97b6a
281,Stefano Greco,it ITA,GK,Roma,19,1999,0,,,,,0,,0,0,,5,,,,,,,Matches,e44e9ef9
282,Sergej Grubac,me MNE,FW,Chievo,18,2000,3,157,52,4.6,1.7,2,70,1,1,17,22,0.00,1,6,-5,-2.87,-1.63,Matches,a1bedc05
283,Guido Guerrieri,it ITA,GK,Lazio,22,1996,1,90,90,2.6,1.0,1,90,1,0,,32,1.00,3,3,0,0.00,-0.27,Matches,77e401c7
284,Koray Günter,de GER,DFMF,Genoa,23,1994,14,835,60,24.4,9.3,8,84,7,6,27,20,1.00,7,18,-11,-1.19,-0.94,Matches,f1f1f238
285,Alen Halilović,hr CRO,MF,Milan,22,1996,0,,,,,0,,0,0,,13,,,,,,,Matches,a6b9bd00
286,Emil Hallfreðsson,is ISL,MF,Udinese,34,1984,3,137,46,4.0,1.5,1,90,1,2,24,4,2.33,2,2,0,0.00,+0.38,Matches,86015b20
287,Emil Hallfreðsson,is ISL,MF,Frosinone,34,1984,6,392,65,11.5,4.4,5,73,3,1,29,1,0.17,3,12,-9,-2.07,-1.14,Matches,86015b20
288,Marek Hamšík,sk SVK,MF,Napoli,31,1987,13,916,70,26.8,10.2,12,75,5,1,17,7,2.38,20,9,+11,+1.08,+0.11,Matches,e6ad16b2
289,Dávid Hancko,sk SVK,DF,Fiorentina,20,1997,5,282,56,8.2,3.1,3,79,2,2,23,33,2.00,6,5,+1,+0.32,+0.29,Matches,4fac8f81
290,Samir Handanović,si SVN,GK,Inter,34,1984,38,3420,90,100.0,38.0,38,90,38,0,,0,1.82,57,33,+24,+0.63,,Matches,74419746
291,Hans Hateboer,nl NED,MF,Atalanta,24,1994,35,2973,85,86.9,33.0,33,89,31,2,22,2,1.86,65,39,+26,+0.79,-0.22,Matches,3b333ac3
292,Filip Helander,se SWE,DF,Bologna,25,1993,20,1713,86,50.1,19.0,19,90,19,1,3,9,0.70,15,32,-17,-0.89,-1.37,Matches,27f0ddef
293,Dalbert Henrique,br BRA,DFMF,Inter,24,1993,11,778,71,22.7,8.6,9,82,7,2,21,23,1.55,15,8,+7,+0.81,+0.23,Matches,f45f9427
294,Përparim Hetemaj,fi FIN,MF,Chievo,31,1986,30,2156,72,63.0,24.0,25,79,15,5,38,5,0.60,22,43,-21,-0.88,+1.19,Matches,90b70194
295,Gonzalo Higuaín,ar ARG,FW,Milan,30,1987,15,1277,85,37.3,14.2,15,85,12,0,,0,1.53,17,16,+1,+0.07,-0.69,Matches,8a08491a
296,Oscar Hiljemark,se SWE,MF,Genoa,26,1992,17,1196,70,35.0,13.3,15,79,7,2,8,2,1.18,20,23,-3,-0.23,+0.38,Matches,98e958af
297,Vitor Hugo,br BRA,DF,Fiorentina,27,1991,30,2470,82,72.2,27.4,27,89,25,3,24,5,1.23,38,31,+7,+0.26,+0.73,Matches,f2c1300a
298,Elseid Hysaj,al ALB,DF,Napoli,24,1994,27,2107,78,61.6,23.4,24,87,19,3,7,11,2.19,45,21,+24,+1.03,+0.07,Matches,2f3452eb
299,Alessandro Iacobucci,it ITA,GK,Frosinone,27,1991,0,,,,,0,,0,0,,12,,,,,,,Matches,0f662bdf
300,Simone Iacoponi,it ITA,DF,Parma,31,1987,38,3346,88,97.8,37.2,38,88,34,0,,0,1.08,39,58,-19,-0.51,+0.71,Matches,63071a3f
301,Roger Ibanez,br BRA,DF,Atalanta,19,1998,1,2,2,0.1,0.0,0,,0,1,2,15,3.00,0,0,0,0.00,-0.82,Matches,82efe6fa
302,Mauro Icardi,ar ARG,FW,Inter,25,1993,29,2267,78,66.3,25.2,24,87,18,5,34,2,1.72,32,21,+11,+0.44,-0.58,Matches,43b78598
303,Salvador Ichazo,uy URU,GK,Torino,26,1992,3,251,84,7.3,2.8,2,90,2,1,71,35,1.33,4,2,+2,+0.72,+0.35,Matches,514f0896
304,Josip Iličić,si SVN,FWMF,Atalanta,30,1988,31,2145,69,62.7,23.8,23,82,10,8,33,1,1.90,56,27,+29,+1.22,+1.08,Matches,68252d6d
305,Ciro Immobile,it ITA,FW,Lazio,28,1990,36,2859,79,83.6,31.8,31,88,27,5,25,0,1.47,45,41,+4,+0.13,-0.84,Matches,4431aed2
306,Svante Ingelsson,se SWE,MF,Udinese,20,1998,3,97,32,2.8,1.1,1,45,0,2,26,9,0.00,0,3,-3,-2.78,-2.49,Matches,4133cfcf
307,Roberto Inglese,it ITA,FW,Parma,26,1991,25,1965,79,57.5,21.8,23,84,17,2,21,0,1.08,26,37,-11,-0.50,+0.05,Matches,6c1f7328
308,Gaspar Iñíguez,ar ARG,MF,Udinese,24,1994,0,,,,,0,,0,0,,2,,,,,,,Matches,326766d0
309,Lorenzo Insigne,it ITA,FWMF,Napoli,27,1991,28,2073,74,60.6,23.0,24,82,13,4,25,1,1.96,38,20,+18,+0.78,-0.55,Matches,2f557579
310,Artur Ioniță,md MDA,MF,Cagliari,27,1990,37,2968,80,86.8,33.0,34,83,19,3,47,0,1.11,33,48,-15,-0.45,+0.14,Matches,cedb3e36
311,Armando Izzo,it ITA,DF,Torino,26,1992,37,3271,88,95.6,36.3,37,88,34,0,,0,1.70,50,32,+18,+0.50,+2.31,Matches,89976232
312,Arnel Jakupović,at AUT,FW,Empoli,20,1998,0,,,,,0,,0,0,,8,,,,,,,Matches,61ecee0e
313,Jandrei,br BRA,GK,Genoa,25,1993,1,90,90,2.6,1.0,1,90,1,0,,17,0.00,0,1,-1,-1.00,-0.54,Matches,85ea4399
314,Marko Janković,me MNE,MF,SPAL,23,1995,4,54,14,1.6,0.6,0,,0,4,14,5,0.00,1,0,+1,+1.67,+2.01,Matches,9866afec
315,Jakub Jankto,cz CZE,MF,Sampdoria,22,1996,25,963,39,28.2,10.7,7,85,5,18,21,12,1.32,14,22,-8,-0.75,-1.37,Matches,1ea5f91c
316,Paweł Jaroszyński,pl POL,DFMF,Chievo,23,1994,19,1348,71,39.4,15.0,15,83,10,4,24,10,0.37,10,30,-20,-1.34,-0.03,Matches,958a601f
317,Juan Jesus,br BRA,DF,Roma,27,1991,20,1403,70,41.0,15.6,15,87,14,5,20,15,1.75,25,21,+4,+0.26,-0.37,Matches,79083382
318,Bruno Jordão,pt POR,MF,Lazio,19,1998,3,88,29,2.6,1.0,1,57,0,2,16,14,1.00,0,4,-4,-4.09,-4.47,Matches,41ff002d
319,Hamed Junior Traorè,ci CIV,MF,Empoli,18,2000,32,2259,71,66.1,25.1,26,83,13,6,16,6,0.94,37,50,-13,-0.52,-0.05,Matches,570bb4b9
320,Musa Juwara,gm GAM,MF,Chievo,16,2001,1,12,12,0.4,0.1,0,,0,1,12,1,1.00,0,0,0,0.00,+1.32,Matches,7737dee2
321,Sergio Kalaj,al ALB,DF,Lazio,18,2000,0,,,,,0,,0,0,,4,,,,,,,Matches,08a6bfee
322,Yann Karamoh,fr FRA,FWMF,Inter,20,1998,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,-0.63,Matches,8b66d9cc
323,Ibrahim Karamoko,fr FRA,MF,Chievo,17,2001,2,65,33,1.9,0.7,0,,0,2,33,3,0.50,0,3,-3,-4.15,-2.89,Matches,550985aa
324,Orestis Karnezis,gr GRE,GK,Napoli,33,1985,9,810,90,23.7,9.0,9,90,9,0,,29,2.22,21,7,+14,+1.56,+0.73,Matches,85b011bb
325,Rick Karsdorp,nl NED,DFMF,Roma,23,1995,11,593,54,17.3,6.6,7,77,1,4,14,15,1.55,12,11,+1,+0.15,-0.39,Matches,9f84febe
326,Redi Kasa,al ALB,MF,Parma,16,2001,0,,,,,0,,0,0,,2,,,,,,,Matches,bdb57d27
327,Grigoris Kastanos,cy CYP,MF,Juventus,20,1998,1,60,60,1.8,0.7,1,60,0,0,,4,0.00,1,1,0,0.00,-1.07,Matches,2a82aa85
328,Moise Kean,it ITA,FW,Juventus,18,2000,13,541,42,15.8,6.0,5,83,3,8,16,19,1.85,11,5,+6,+1.00,-0.06,Matches,3d50bcdb
329,Franck Kessié,ci CIV,MF,Milan,21,1996,34,3018,89,88.2,33.5,34,89,31,0,,1,1.88,51,32,+19,+0.57,+0.57,Matches,05e19d6a
330,Sami Khedira,de GER,MF,Juventus,31,1987,10,706,71,20.6,7.8,8,78,1,2,42,5,2.60,19,9,+10,+1.27,+0.28,Matches,38ac43d3
331,Sofian Kiyine,ma MAR,MFDF,Chievo,20,1997,23,816,35,23.9,9.1,9,65,2,14,16,13,0.70,5,20,-15,-1.65,-0.44,Matches,ce1806be
332,Ragnar Klavan,ee EST,DF,Cagliari,32,1985,15,1230,82,36.0,13.7,15,82,12,0,,2,0.87,12,18,-6,-0.44,+0.05,Matches,008a6e6d
333,Justin Kluivert,nl NED,MFFW,Roma,19,1999,29,1341,46,39.2,14.9,14,71,1,15,23,8,1.62,26,15,+11,+0.74,+0.44,Matches,4c3a6744
334,Christian Koffi,fr FRA,MF,Fiorentina,17,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,3a657c56
335,Aleksandar Kolarov,rs SRB,DF,Roma,32,1985,33,2906,88,85.0,32.3,32,90,31,1,27,0,1.73,60,41,+19,+0.59,+0.76,Matches,eda40760
