--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
24,Tommaso Augello,it ITA,DF,Sampdoria,24,1994,12.6,0,0,0,,0.00,0.00,,,0,0,Matches,3cd3b384
25,Florian Ayé,fr FRA,FWMF,Brescia,22,1997,15.3,0,22,7,31.8,1.43,0.46,0.00,0.00,0,0,Matches,718b8afd
26,Khouma Babacar,sn SEN,FW,Lecce,26,1993,15.8,3,49,19,38.8,3.10,1.20,0.06,0.16,0,2,Matches,422ec08a
27,Milan Badelj,hr CRO,MF,Fiorentina,30,1989,17.6,1,15,2,13.3,0.85,0.11,0.07,0.50,0,0,Matches,e8c930bb
28,Marco Ballarini,it ITA,MF,Udinese,18,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,8cb494c9
29,Mario Balotelli,it ITA,FW,Brescia,28,1990,15.6,5,72,25,34.7,4.62,1.60,0.07,0.20,0,0,Matches,8ff07990
30,Mattia Bani,it ITA,DF,Bologna,25,1993,24.5,4,16,7,43.8,0.65,0.29,0.25,0.57,0,0,Matches,0821331c
31,Antonín Barák,cz CZE,FW,Udinese,24,1994,2.2,0,4,2,50.0,1.86,0.93,0.00,0.00,0,0,Matches,01efac19
32,Antonín Barák,cz CZE,MF,Lecce,24,1994,15.2,2,34,13,38.2,2.24,0.85,0.06,0.15,0,0,Matches,01efac19
33,Nicolò Barella,it ITA,MF,Inter,22,1997,22.4,1,24,5,20.8,1.07,0.22,0.04,0.20,0,0,Matches,6928979a
34,Antonino Barillà,it ITA,MF,Parma,31,1988,18.8,1,17,3,17.6,0.91,0.16,0.06,0.33,0,0,Matches,a64cbd35
35,Antonio Barreca,it ITA,MF,Genoa,24,1995,12.2,0,6,3,50.0,0.49,0.25,0.00,0.00,0,0,Matches,6a189491
36,Édgar Barreto,py PAR,MF,Sampdoria,35,1984,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,Matches,43a1bea5
37,Musa Barrow,gm GAM,FW,Atalanta,20,1998,2.1,0,11,6,54.5,5.21,2.84,0.00,0.00,0,1,Matches,e5bf73f3
38,Musa Barrow,gm GAM,MFFW,Bologna,20,1998,15.0,9,65,22,33.8,4.32,1.46,0.14,0.41,1,1,Matches,e5bf73f3
39,Daniele Baselli,it ITA,MF,Torino,27,1992,14.2,0,7,3,42.9,0.49,0.21,0.00,0.00,0,0,Matches,ea06dd97
40,Alessandro Bastoni,it ITA,DF,Inter,20,1999,21.3,2,8,4,50.0,0.37,0.19,0.25,0.50,0,0,Matches,75b86fb3
41,Bastos,ao ANG,DF,Lazio,28,1991,8.5,1,7,2,28.6,0.82,0.24,0.14,0.50,0,0,Matches,c01c66d9
42,Rodrigo Becão,br BRA,DF,Udinese,23,1996,24.6,1,7,2,28.6,0.28,0.08,0.14,0.50,0,0,Matches,19e4eab9
43,Asmir Begović,ba BIH,GK,Milan,32,1987,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,7b4de647
44,Valon Behrami,ch SUI,MF,Genoa,34,1985,12.3,0,5,1,20.0,0.41,0.08,0.00,0.00,0,0,Matches,d3d758d8
45,Raoul Bellanova,it ITA,MF,Atalanta,19,2000,0.2,0,2,0,0.0,10.00,0.00,0.00,,0,0,Matches,e3756e72
46,Andrea Belotti,it ITA,FW,Torino,25,1993,33.4,16,105,40,38.1,3.14,1.20,0.15,0.40,7,8,Matches,d705ba44
47,Marco Benassi,it ITA,MF,Fiorentina,24,1994,10.9,1,20,4,20.0,1.84,0.37,0.05,0.25,0,0,Matches,0000acda
48,Ismaël Bennacer,dz ALG,MF,Milan,21,1997,27.6,1,15,2,13.3,0.54,0.07,0.07,0.50,0,0,Matches,db092d3b
49,Rodrigo Bentancur,uy URU,MF,Juventus,22,1997,24.4,0,16,3,18.8,0.66,0.12,0.00,0.00,0,0,Matches,3b8674e6
50,Romario Benzar,ro ROU,DF,Lecce,27,1992,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,2e3596d1
51,Domenico Berardi,it ITA,MFFW,Sassuolo,24,1994,27.7,14,119,46,38.7,4.30,1.66,0.12,0.30,2,3,Matches,53a0e358
52,Álex Berenguer,es ESP,MFFW,Torino,24,1995,20.3,6,40,14,35.0,1.97,0.69,0.15,0.43,0,0,Matches,dc1c2fce
53,Bartosz Bereszyński,pl POL,DF,Sampdoria,27,1992,26.7,0,16,1,6.3,0.60,0.04,0.00,0.00,0,0,Matches,61b3978f
54,Etrit Berisha,al ALB,GK,SPAL,30,1989,26.0,0,0,0,,0.00,0.00,,,0,0,Matches,ee833569
55,Valon Berisha,xk KVX,MF,Lazio,26,1993,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,d5575935
56,Federico Bernardeschi,it ITA,FWMF,Juventus,25,1994,17.5,1,50,9,18.0,2.86,0.52,0.02,0.11,0,0,Matches,ee93c1a9
57,Andrea Bertolacci,it ITA,MF,Sampdoria,28,1991,5.9,0,4,2,50.0,0.67,0.34,0.00,0.00,0,0,Matches,c75b6a02
58,Lucas Biglia,ar ARG,MF,Milan,33,1986,7.6,0,6,1,16.7,0.79,0.13,0.00,0.00,0,0,Matches,5710a281
59,Cristiano Biraghi,it ITA,MF,Inter,26,1992,17.5,2,9,5,55.6,0.51,0.29,0.22,0.40,0,0,Matches,9e1577aa
60,Davide Biraschi,it ITA,DFMF,Genoa,25,1994,21.9,0,7,2,28.6,0.32,0.09,0.00,0.00,0,0,Matches,64cd167d
61,Valter Birsa,si SVN,MF,Cagliari,32,1986,4.8,0,3,0,0.0,0.63,0.00,0.00,,0,0,Matches,455a2b79
62,Dimitri Bisoli,it ITA,MF,Brescia,25,1994,23.9,1,25,9,36.0,1.05,0.38,0.04,0.11,0,0,Matches,16569fef
63,Birkir Bjarnason,is ISL,MF,Brescia,31,1988,8.9,0,8,3,37.5,0.90,0.34,0.00,0.00,0,0,Matches,da13074e
64,Kevin-Prince Boateng,gh GHA,FW,Fiorentina,32,1987,6.7,1,18,3,16.7,2.70,0.45,0.06,0.33,0,0,Matches,f4ec4fd0
65,Salvatore Bocchetti,it ITA,DF,Hellas Verona,32,1986,3.4,0,0,0,,0.00,0.00,,,0,0,Matches,faa1b07d
66,Jeremie Boga,ci CIV,MFFW,Sassuolo,22,1997,27.9,11,57,21,36.8,2.04,0.75,0.19,0.52,0,0,Matches,fe012aca
67,Giacomo Bonaventura,it ITA,MFFW,Milan,29,1989,14.9,3,44,14,31.8,2.96,0.94,0.07,0.21,0,0,Matches,d995ed27
68,Federico Bonazzoli,it ITA,FW,Sampdoria,22,1997,8.3,6,43,15,34.9,5.20,1.81,0.14,0.40,0,0,Matches,bf57eaab
69,Kevin Bonifazi,it ITA,DF,Torino,23,1996,2.7,1,3,1,33.3,1.09,0.36,0.33,1.00,0,0,Matches,fb77bfef
70,Kevin Bonifazi,it ITA,DF,SPAL,23,1996,13.2,1,5,1,20.0,0.38,0.08,0.20,1.00,0,0,Matches,fb77bfef
71,Federico Bonini,it ITA,DF,Bologna,17,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,f8f0744b
72,Leonardo Bonucci,it ITA,DF,Juventus,32,1987,34.2,3,23,9,39.1,0.67,0.26,0.13,0.33,0,0,Matches,52ec54d0
73,Fabio Borini,it ITA,MFFW,Hellas Verona,28,1991,9.0,3,39,15,38.5,4.34,1.67,0.08,0.20,1,1,Matches,ef5b337e
74,Fabio Borini,it ITA,MF,Milan,28,1991,0.8,0,2,0,0.0,2.57,0.00,0.00,,0,0,Matches,ef5b337e
75,Mehdi Bourabia,ma MAR,MF,Sassuolo,27,1991,10.3,1,10,5,50.0,0.97,0.49,0.10,0.20,0,0,Matches,0d077b88
76,Federico Brancolini,it ITA,GK,Fiorentina,18,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,d4890c25
77,Gleison Bremer,br BRA,DF,Torino,22,1997,25.2,3,14,6,42.9,0.56,0.24,0.21,0.50,0,0,Matches,5fd5ed86
78,Marco Brescianini,it ITA,MF,Milan,19,2000,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,dfd56738
79,Marcelo Brozović,hr CRO,MF,Inter,26,1992,30.0,3,55,16,29.1,1.83,0.53,0.05,0.19,0,0,Matches,33b8d077
80,Gastón Brugman,uy URU,MF,Parma,26,1992,16.2,0,10,1,10.0,0.62,0.06,0.00,0.00,0,0,Matches,e947ee4a
81,Gianluigi Buffon,it ITA,GK,Juventus,41,1978,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,e40d028b
82,Fabrizio Cacciatore,it ITA,DF,Cagliari,32,1986,12.8,0,3,0,0.0,0.23,0.00,0.00,,0,0,Matches,00b0bb87
83,Martín Cáceres,uy URU,DF,Fiorentina,32,1987,26.2,1,12,3,25.0,0.46,0.11,0.08,0.33,0,0,Matches,e94d79e3
84,Felipe Caicedo,ec ECU,FW,Lazio,30,1988,15.6,9,30,14,46.7,1.92,0.90,0.30,0.64,0,1,Matches,93b891d1
85,Davide Calabria,it ITA,DF,Milan,22,1996,18.0,1,13,2,15.4,0.72,0.11,0.08,0.50,0,0,Matches,2146785a
86,Riccardo Calafiori,it ITA,MF,Roma,17,2002,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,aded8e6f
87,Mattia Caldara,it ITA,DF,Atalanta,25,1994,10.7,0,5,0,0.0,0.47,0.00,0.00,,0,0,Matches,ac7e640b
88,Marco Calderoni,it ITA,DF,Lecce,30,1989,22.9,3,23,5,21.7,1.00,0.22,0.13,0.60,0,0,Matches,652811aa
89,Hakan Çalhanoğlu,tr TUR,MFFW,Milan,25,1994,30.0,9,101,35,34.7,3.36,1.16,0.09,0.26,1,1,Matches,cd0fa27b
90,José Callejón,es ESP,FWMF,Napoli,32,1987,24.1,4,42,14,33.3,1.74,0.58,0.10,0.29,0,0,Matches,78841da9
91,Emre Can,de GER,MF,Juventus,25,1994,3.2,0,7,2,28.6,2.22,0.63,0.00,0.00,0,0,Matches,a65ce836
92,Antonio Candreva,it ITA,MF,Inter,32,1987,22.1,5,42,14,33.3,1.90,0.63,0.12,0.36,0,0,Matches,356c9002
93,Gianmarco Cangiano,it ITA,FW,Bologna,17,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,a36084cd
94,Gianluca Caprari,it ITA,FWMF,Sampdoria,26,1993,7.4,3,23,8,34.8,3.10,1.08,0.13,0.38,0,0,Matches,54e53b7e
95,Gianluca Caprari,it ITA,FWMF,Parma,26,1993,6.5,2,16,8,50.0,2.44,1.22,0.13,0.25,1,1,Matches,54e53b7e
96,Francesco Caputo,it ITA,FW,Sassuolo,31,1987,32.6,21,73,35,47.9,2.24,1.07,0.29,0.60,2,2,Matches,5bd72174
97,Andrea Carboni,it ITA,DF,Cagliari,18,2001,4.1,0,1,0,0.0,0.24,0.00,0.00,,0,0,Matches,f7e2af2c
98,Francesco Cassata,it ITA,MF,Genoa,22,1997,16.2,2,13,7,53.8,0.80,0.43,0.15,0.29,0,0,Matches,96960855
99,Timothy Castagne,be BEL,MF,Atalanta,23,1995,19.7,1,18,6,33.3,0.92,0.31,0.06,0.17,0,0,Matches,197640fd
100,Samu Castillejo,es ESP,MFFW,Milan,24,1995,13.4,2,31,8,25.8,2.31,0.60,0.06,0.25,0,0,Matches,130a7a3f
101,Lucas Castro,ar ARG,MF,Cagliari,30,1989,6.7,2,14,4,28.6,2.08,0.59,0.14,0.50,0,0,Matches,56b2957b
102,Lucas Castro,ar ARG,MF,SPAL,30,1989,4.7,0,10,2,20.0,2.12,0.42,0.00,0.00,0,0,Matches,56b2957b
103,Gaetano Castrovilli,it ITA,MF,Fiorentina,22,1997,29.7,3,49,11,22.4,1.65,0.37,0.06,0.27,0,0,Matches,0728bebe
104,Danilo Cataldi,it ITA,MF,Lazio,24,1994,6.6,1,9,1,11.1,1.37,0.15,0.11,1.00,0,0,Matches,ba3d3bea
105,Federico Ceccherini,it ITA,DF,Fiorentina,27,1992,9.3,0,4,0,0.0,0.43,0.00,0.00,,0,0,Matches,d9624b51
106,Christian Celesia,it ITA,MF,Torino,17,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,d2fd20d6
107,Luca Ceppitelli,it ITA,DF,Cagliari,29,1989,13.8,2,5,2,40.0,0.36,0.14,0.40,1.00,0,0,Matches,7d50454d
108,Alberto Cerri,it ITA,FW,SPAL,23,1996,4.7,1,11,5,45.5,2.36,1.07,0.09,0.20,0,0,Matches,1079c685
109,Alberto Cerri,it ITA,FW,Cagliari,23,1996,2.7,1,7,3,42.9,2.58,1.11,0.14,0.33,0,0,Matches,1079c685
110,Julian Chabot,de GER,DF,Sampdoria,21,1998,6.3,1,1,1,100.0,0.16,0.16,1.00,1.00,0,0,Matches,ae7058f9
111,Jhon Chancellor,ve VEN,DF,Brescia,27,1992,24.9,3,13,3,23.1,0.52,0.12,0.23,1.00,0,0,Matches,84b6acaa
112,Giorgio Chiellini,it ITA,DF,Juventus,34,1984,2.2,1,1,1,100.0,0.45,0.45,1.00,1.00,0,0,Matches,e85fb9b8
113,Federico Chiesa,it ITA,FWMF,Fiorentina,21,1997,29.3,11,111,46,41.4,3.79,1.57,0.10,0.24,1,2,Matches,b0f7e36c
114,Vlad Chiricheș,ro ROU,DF,Sassuolo,29,1989,7.9,0,2,0,0.0,0.25,0.00,0.00,,0,0,Matches,c316607a
115,Luca Cigarini,it ITA,MF,Cagliari,33,1986,17.8,0,7,1,14.3,0.39,0.06,0.00,0.00,0,0,Matches,ae64d449
116,Thiago Cionek,pl POL,DFMF,SPAL,33,1986,24.1,0,11,2,18.2,0.46,0.08,0.00,0.00,0,0,Matches,46f5c54d
117,Andrea Cistana,it ITA,DF,Brescia,22,1997,20.4,1,6,2,33.3,0.29,0.10,0.17,0.50,0,0,Matches,fe6a7685
118,Denilho Cleonise,nl NED,MF,Genoa,17,2001,0.5,0,1,0,0.0,1.91,0.00,0.00,,0,0,Matches,91c9de34
119,Ebrima Colley,gm GAM,FWMF,Atalanta,19,2000,0.9,0,6,2,33.3,6.59,2.20,0.00,0.00,0,0,Matches,bf356094
120,Omar Colley,gm GAM,DF,Sampdoria,26,1992,30.8,0,24,5,20.8,0.78,0.16,0.00,0.00,0,0,Matches,8b95acda
121,Simone Colombi,it ITA,GK,Parma,28,1991,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,72be9309
122,Lorenzo Colombo,it ITA,FW,Milan,17,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,04df29a5
123,Andrea Consigli,it ITA,GK,Sassuolo,32,1987,31.0,0,0,0,,0.00,0.00,,,0,0,Matches,8cabdc1e
124,Andrea Conti,it ITA,DF,Milan,25,1994,19.2,0,1,0,0.0,0.05,0.00,0.00,,0,0,Matches,8fef5412
125,Gabriele Corbo,it ITA,DF,Bologna,19,2000,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,091795f2
126,Andreas Cornelius,dk DEN,FW,Parma,26,1993,16.6,12,46,20,43.5,2.77,1.20,0.26,0.60,0,0,Matches,c693347d
127,Joaquín Correa,ar ARG,FW,Lazio,24,1994,22.2,9,78,39,50.0,3.51,1.75,0.12,0.23,0,1,Matches,45b9b619
128,Douglas Costa,br BRA,FWMF,Juventus,28,1990,8.9,1,18,8,44.4,2.02,0.90,0.06,0.13,0,0,Matches,4fa7cb9b
129,Angelo da Costa Júnior,br BRA,GK,Bologna,35,1983,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,18736214
130,Alessio Cragno,it ITA,GK,Cagliari,25,1994,16.0,0,0,0,,0.00,0.00,,,0,0,Matches,f554e29b
131,Domenico Criscito,it ITA,DFMF,Genoa,32,1986,22.8,8,24,13,54.2,1.05,0.57,0.33,0.62,8,10,Matches,35dd6d80
132,Bryan Cristante,it ITA,MF,Roma,24,1995,18.0,1,29,10,34.5,1.62,0.56,0.03,0.10,0,0,Matches,16657b95
133,Sebastián Cristóforo,uy URU,MF,Fiorentina,25,1993,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,3c05c659
134,Juan Cuadrado,co COL,DFFW,Juventus,31,1988,29.5,2,20,5,25.0,0.68,0.17,0.10,0.40,0,0,Matches,0ab1f153
135,Jaume Cuéllar,bo BOL,FW,SPAL,17,2001,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,934e264d
136,Felipe Curcio,br BRA,DF,Brescia,25,1993,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,8913a9f9
137,Patrick Cutrone,it ITA,FW,Fiorentina,21,1998,9.3,4,21,13,61.9,2.26,1.40,0.19,0.31,0,0,Matches,a4fe8cda
138,Lennart-Marten Czyborra,de GER,DFMF,Atalanta,20,1999,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,7ba1f1ef
139,Marco D'Alessandro,it ITA,MFFW,SPAL,28,1991,8.7,2,6,3,50.0,0.69,0.35,0.33,0.67,0,0,Matches,060606ec
140,Danilo D'Ambrosio,it ITA,DFMF,Inter,30,1988,15.6,4,7,4,57.1,0.45,0.26,0.57,1.00,0,0,Matches,44eb9093
141,Felice D'Amico,it ITA,FW,Sampdoria,18,2000,0.0,0,1,0,0.0,30.00,0.00,0.00,,0,0,Matches,0c35d28d
142,Jacopo Da Riva,it ITA,MF,Atalanta,18,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,9591723b
143,Bryan Dabo,bf BFA,MF,SPAL,27,1992,12.5,1,8,3,37.5,0.64,0.24,0.13,0.33,0,0,Matches,c53083ad
144,Felipe dal Belo,br BRA,DF,SPAL,35,1984,11.1,0,6,2,33.3,0.54,0.18,0.00,0.00,0,0,Matches,8cea6319
145,Christian Dalle Mura,it ITA,DF,Fiorentina,17,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,f32df091
146,Danilo,br BRA,DF,Juventus,28,1991,16.0,2,14,4,28.6,0.87,0.25,0.14,0.50,0,0,Matches,94b2001f
147,Andrea Danzi,it ITA,MF,Hellas Verona,20,1999,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,263b855a
148,Matteo Darmian,it ITA,DFMF,Parma,29,1989,29.8,1,8,2,25.0,0.27,0.07,0.13,0.50,0,0,Matches,96e0490d
149,Paweł Dawidowicz,pl POL,DF,Hellas Verona,24,1995,7.7,1,4,1,25.0,0.52,0.13,0.25,1.00,0,0,Matches,16bb656a
150,Sebastien De Maio,fr FRA,DF,Udinese,32,1987,16.7,0,9,3,33.3,0.54,0.18,0.00,0.00,0,0,Matches,952a03fe
151,Rodrigo De Paul,ar ARG,MF,Udinese,25,1994,31.4,7,85,30,35.3,2.71,0.96,0.08,0.23,0,0,Matches,162efffd
152,Mattia De Sciglio,it ITA,DF,Juventus,26,1992,5.2,0,1,0,0.0,0.19,0.00,0.00,,0,0,Matches,ae4e2852
153,Lorenzo De Silvestri,it ITA,MF,Torino,31,1988,24.9,0,22,6,27.3,0.88,0.24,0.00,0.00,0,0,Matches,e74f0e59
154,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,28,1991,10.9,3,20,9,45.0,1.84,0.83,0.15,0.33,1,1,Matches,854ee61a
155,Alessandro Deiola,it ITA,MF,Lecce,23,1995,8.0,1,9,2,22.2,1.13,0.25,0.11,0.50,0,0,Matches,7f267d66
156,Alessandro Deiola,it ITA,MF,Cagliari,23,1995,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,7f267d66
157,Cristian Dell'Orco,it ITA,DF,Lecce,25,1994,11.2,0,0,0,,0.00,0.00,,,0,0,Matches,b0243215
158,Merih Demiral,tr TUR,DF,Juventus,21,1998,4.6,1,2,1,50.0,0.43,0.22,0.50,1.00,0,0,Matches,e3cceee6
159,Diego Demme,de GER,MF,Napoli,27,1991,10.0,1,4,1,25.0,0.40,0.10,0.25,1.00,0,0,Matches,dc3fa3b5
160,Stefano Denswil,sr SUR,DF,Bologna,26,1993,24.9,0,10,2,20.0,0.40,0.08,0.00,0.00,0,0,Matches,5832ebfe
161,Fabio Depaoli,it ITA,MFDF,Sampdoria,22,1997,20.6,0,26,4,15.4,1.26,0.19,0.00,0.00,0,0,Matches,d97f2e8d
162,Kastriot Dermaku,al ALB,DF,Parma,27,1992,11.4,0,3,3,100.0,0.26,0.26,0.00,0.00,0,0,Matches,2990c466
163,Daniele Dessena,it ITA,MF,Brescia,32,1987,20.8,2,18,5,27.8,0.87,0.24,0.11,0.40,0,0,Matches,02b2937c
164,Mattia Destro,it ITA,FW,Bologna,28,1991,2.1,0,5,2,40.0,2.43,0.97,0.00,0.00,0,0,Matches,d7d32194
165,Mattia Destro,it ITA,FW,Genoa,28,1991,1.7,0,7,4,57.1,4.20,2.40,0.00,0.00,0,0,Matches,d7d32194
166,Samuel Di Carmine,it ITA,FWMF,Hellas Verona,30,1988,14.4,8,31,14,45.2,2.16,0.97,0.26,0.57,1,2,Matches,ef94dc2f
167,Federico Di Francesco,it ITA,FW,SPAL,25,1994,12.0,2,25,9,36.0,2.08,0.75,0.08,0.22,0,0,Matches,1fca9171
168,Giovanni Di Lorenzo,it ITA,DF,Napoli,25,1993,33.0,3,20,7,35.0,0.61,0.21,0.15,0.43,0,0,Matches,230a2fac
169,Amad Diallo,ci CIV,FWMF,Atalanta,17,2002,0.3,1,1,1,100.0,3.33,3.33,1.00,1.00,0,0,Matches,9dc96f10
170,Amadou Diawara,gn GUI,MF,Roma,22,1997,16.9,1,10,4,40.0,0.59,0.24,0.10,0.25,1,1,Matches,bf309d24
171,Mitchell Dijks,nl NED,DF,Bologna,26,1993,11.2,0,0,0,,0.00,0.00,,,0,0,Matches,0a3065c8
172,Federico Dimarco,it ITA,MFDF,Hellas Verona,21,1997,5.8,0,13,3,23.1,2.25,0.52,0.00,0.00,0,0,Matches,970b8574
173,Federico Dimarco,it ITA,DFMF,Inter,21,1997,0.3,0,1,0,0.0,3.33,0.00,0.00,,0,0,Matches,970b8574
174,Koffi Djidji,ci CIV,DF,Torino,26,1992,9.5,0,0,0,,0.00,0.00,,,0,0,Matches,933d3b51
175,Berat Djimsiti,al ALB,DF,Atalanta,26,1993,30.9,2,21,5,23.8,0.68,0.16,0.10,0.40,0,0,Matches,6eee05f1
176,Nicolás Domínguez,ar ARG,MF,Bologna,21,1998,7.8,0,10,1,10.0,1.29,0.13,0.00,0.00,0,0,Matches,20b3a502
177,Giulio Donati,it ITA,DF,Lecce,29,1990,19.6,1,9,2,22.2,0.46,0.10,0.11,0.50,0,0,Matches,22051fbe
178,Alfredo Donnarumma,it ITA,FW,Brescia,28,1990,18.7,7,42,16,38.1,2.24,0.86,0.17,0.44,2,2,Matches,5592007b
179,Gianluigi Donnarumma,it ITA,GK,Milan,20,1999,35.6,0,0,0,,0.00,0.00,,,0,0,Matches,08f5afaa
180,Bartłomiej Drągowski,pl POL,GK,Fiorentina,21,1997,31.0,0,0,0,,0.00,0.00,,,0,0,Matches,085e71a7
181,Léo Duarte,br BRA,DF,Milan,23,1996,4.5,0,3,0,0.0,0.67,0.00,0.00,,0,0,Matches,73ddc40c
182,Edgaras Dubickas,lt LTU,MF,Lecce,21,1998,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,c59f90b0
183,Alfred Duncan,gh GHA,MF,Sassuolo,26,1993,9.4,1,13,3,23.1,1.39,0.32,0.08,0.33,0,0,Matches,528492ea
184,Alfred Duncan,gh GHA,MF,Fiorentina,26,1993,9.9,1,15,5,33.3,1.52,0.51,0.07,0.20,0,0,Matches,528492ea
185,Paulo Dybala,ar ARG,FWMF,Juventus,25,1993,23.9,11,100,36,36.0,4.18,1.50,0.11,0.31,1,1,Matches,e0921a4f
186,Edin Džeko,ba BIH,FW,Roma,33,1986,31.7,16,122,47,38.5,3.85,1.48,0.13,0.34,0,0,Matches,3bb7f478
187,Blerim Džemaili,ch SUI,MF,Bologna,33,1986,7.8,1,16,4,25.0,2.06,0.52,0.06,0.25,0,0,Matches,756959aa
188,Simone Edera,it ITA,MFFW,Torino,22,1997,4.4,1,15,7,46.7,3.39,1.58,0.07,0.14,0,0,Matches,8697c095
189,Albin Ekdal,se SWE,MF,Sampdoria,30,1989,26.5,0,16,2,12.5,0.60,0.08,0.00,0.00,0,0,Matches,f503ea63
