--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
96,Francesco Caputo,it ITA,FW,Sassuolo,31,1987,32.6,3,0,0,24,47,23,9,1,4,,,0,Matches,5bd72174
97,Andrea Carboni,it ITA,DF,Cagliari,18,2001,4.1,5,2,1,7,2,0,2,7,4,,,0,Matches,f7e2af2c
98,Francesco Cassata,it ITA,MF,Genoa,22,1997,16.2,11,2,1,46,26,1,26,11,10,,,0,Matches,96960855
99,Timothy Castagne,be BEL,MF,Atalanta,23,1995,19.7,4,0,0,18,8,5,60,18,20,,,0,Matches,197640fd
100,Samu Castillejo,es ESP,MFFW,Milan,24,1995,13.4,3,1,0,14,20,7,68,24,15,,,0,Matches,130a7a3f
101,Lucas Castro,ar ARG,MF,Cagliari,30,1989,6.7,2,0,0,15,6,1,21,11,4,,,0,Matches,56b2957b
102,Lucas Castro,ar ARG,MF,SPAL,30,1989,4.7,0,0,0,8,4,0,4,3,5,,,0,Matches,56b2957b
103,Gaetano Castrovilli,it ITA,MF,Fiorentina,22,1997,29.7,10,0,0,64,78,0,39,16,32,,,0,Matches,0728bebe
104,Danilo Cataldi,it ITA,MF,Lazio,24,1994,6.6,3,0,0,5,2,0,35,13,11,,,0,Matches,ba3d3bea
105,Federico Ceccherini,it ITA,DF,Fiorentina,27,1992,9.3,3,0,0,9,14,0,1,13,8,,,0,Matches,d9624b51
106,Christian Celesia,it ITA,MF,Torino,17,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,d2fd20d6
107,Luca Ceppitelli,it ITA,DF,Cagliari,29,1989,13.8,5,0,0,8,9,0,4,22,15,,,1,Matches,7d50454d
108,Alberto Cerri,it ITA,FW,SPAL,23,1996,4.7,1,0,0,8,6,2,2,0,1,,,0,Matches,1079c685
109,Alberto Cerri,it ITA,FW,Cagliari,23,1996,2.7,1,0,0,4,4,2,0,2,1,,,0,Matches,1079c685
110,Julian Chabot,de GER,DF,Sampdoria,21,1998,6.3,1,1,0,10,6,0,0,13,7,,,0,Matches,ae7058f9
111,Jhon Chancellor,ve VEN,DF,Brescia,27,1992,24.9,3,0,0,21,7,3,0,33,14,,,1,Matches,84b6acaa
112,Giorgio Chiellini,it ITA,DF,Juventus,34,1984,2.2,0,0,0,4,2,0,0,1,1,,,0,Matches,e85fb9b8
113,Federico Chiesa,it ITA,FWMF,Fiorentina,21,1997,29.3,7,0,0,54,46,7,51,6,22,,,0,Matches,b0f7e36c
114,Vlad Chiricheș,ro ROU,DF,Sassuolo,29,1989,7.9,0,0,0,8,3,1,1,10,9,,,0,Matches,c316607a
115,Luca Cigarini,it ITA,MF,Cagliari,33,1986,17.8,8,1,1,36,28,0,84,23,20,,,0,Matches,ae64d449
116,Thiago Cionek,pl POL,DFMF,SPAL,33,1986,24.1,11,0,0,53,52,0,61,45,30,,,0,Matches,46f5c54d
117,Andrea Cistana,it ITA,DF,Brescia,22,1997,20.4,7,1,0,24,14,1,4,34,9,,,0,Matches,fe6a7685
118,Denilho Cleonise,nl NED,MF,Genoa,17,2001,0.5,2,0,0,2,1,0,0,1,0,,,0,Matches,91c9de34
119,Ebrima Colley,gm GAM,FWMF,Atalanta,19,2000,0.9,1,0,0,3,4,0,0,1,1,,,0,Matches,bf356094
120,Omar Colley,gm GAM,DF,Sampdoria,26,1992,30.8,10,0,0,40,16,2,5,58,25,,,0,Matches,8b95acda
121,Simone Colombi,it ITA,GK,Parma,28,1991,4.0,0,0,0,0,0,0,0,0,0,,,0,Matches,72be9309
122,Lorenzo Colombo,it ITA,FW,Milan,17,2002,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches,04df29a5
123,Andrea Consigli,it ITA,GK,Sassuolo,32,1987,31.0,1,0,0,1,1,0,0,4,0,,,0,Matches,8cabdc1e
124,Andrea Conti,it ITA,DF,Milan,25,1994,19.2,8,0,0,37,22,0,24,43,25,,,0,Matches,8fef5412
125,Gabriele Corbo,it ITA,DF,Bologna,19,2000,1.4,1,0,0,0,0,0,1,4,1,,,0,Matches,091795f2
126,Andreas Cornelius,dk DEN,FW,Parma,26,1993,16.6,1,0,0,42,30,3,7,2,3,,,0,Matches,c693347d
127,Joaquín Correa,ar ARG,FW,Lazio,24,1994,22.2,0,0,0,18,49,6,9,7,6,,,0,Matches,45b9b619
128,Douglas Costa,br BRA,FWMF,Juventus,28,1990,8.9,1,0,0,10,10,3,40,6,1,,,0,Matches,4fa7cb9b
129,Angelo da Costa Júnior,br BRA,GK,Bologna,35,1983,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,18736214
130,Alessio Cragno,it ITA,GK,Cagliari,25,1994,16.0,1,0,0,0,1,0,0,0,0,,,0,Matches,f554e29b
131,Domenico Criscito,it ITA,DFMF,Genoa,32,1986,22.8,7,0,0,30,41,0,76,52,36,,,0,Matches,35dd6d80
132,Bryan Cristante,it ITA,MF,Roma,24,1995,18.0,7,1,0,32,6,0,7,26,13,,,0,Matches,16657b95
133,Sebastián Cristóforo,uy URU,MF,Fiorentina,25,1993,1.0,0,0,0,0,2,0,5,1,5,,,0,Matches,3c05c659
134,Juan Cuadrado,co COL,DFFW,Juventus,31,1988,29.5,7,1,0,28,79,3,86,36,43,,,0,Matches,0ab1f153
135,Jaume Cuéllar,bo BOL,FW,SPAL,17,2001,0.8,0,0,0,2,3,0,0,0,0,,,0,Matches,934e264d
136,Felipe Curcio,br BRA,DF,Brescia,25,1993,0.1,0,0,0,0,0,0,2,0,0,,,0,Matches,8913a9f9
137,Patrick Cutrone,it ITA,FW,Fiorentina,21,1998,9.3,1,0,0,8,10,11,5,2,3,,,0,Matches,a4fe8cda
138,Lennart-Marten Czyborra,de GER,DFMF,Atalanta,20,1999,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches,7ba1f1ef
139,Marco D'Alessandro,it ITA,MFFW,SPAL,28,1991,8.7,0,1,0,3,9,1,27,4,7,,,0,Matches,060606ec
140,Danilo D'Ambrosio,it ITA,DFMF,Inter,30,1988,15.6,6,0,0,35,19,4,17,14,16,,,0,Matches,44eb9093
141,Felice D'Amico,it ITA,FW,Sampdoria,18,2000,0.0,0,0,0,0,0,0,0,0,1,,,0,Matches,0c35d28d
142,Jacopo Da Riva,it ITA,MF,Atalanta,18,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,9591723b
143,Bryan Dabo,bf BFA,MF,SPAL,27,1992,12.5,4,0,0,17,22,1,4,11,10,,,0,Matches,c53083ad
144,Felipe dal Belo,br BRA,DF,SPAL,35,1984,11.1,5,0,0,20,9,1,4,8,6,,,0,Matches,8cea6319
145,Christian Dalle Mura,it ITA,DF,Fiorentina,17,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,f32df091
146,Danilo,br BRA,DF,Juventus,28,1991,16.0,4,1,1,20,14,2,30,23,19,,,0,Matches,94b2001f
147,Andrea Danzi,it ITA,MF,Hellas Verona,20,1999,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,263b855a
148,Matteo Darmian,it ITA,DFMF,Parma,29,1989,29.8,6,0,0,38,45,3,45,25,43,,,0,Matches,96e0490d
149,Paweł Dawidowicz,pl POL,DF,Hellas Verona,24,1995,7.7,4,2,1,19,8,1,2,12,12,,,0,Matches,16bb656a
150,Sebastien De Maio,fr FRA,DF,Udinese,32,1987,16.7,1,0,0,10,8,3,6,34,12,,,0,Matches,952a03fe
151,Rodrigo De Paul,ar ARG,MF,Udinese,25,1994,31.4,5,1,0,33,76,2,239,28,34,,,0,Matches,162efffd
152,Mattia De Sciglio,it ITA,DF,Juventus,26,1992,5.2,1,0,0,0,3,0,9,8,8,,,0,Matches,ae4e2852
153,Lorenzo De Silvestri,it ITA,MF,Torino,31,1988,24.9,2,0,0,34,15,7,81,20,8,,,0,Matches,e74f0e59
154,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,28,1991,10.9,1,0,0,16,12,4,4,3,8,,,0,Matches,854ee61a
155,Alessandro Deiola,it ITA,MF,Lecce,23,1995,8.0,3,0,0,7,8,0,10,7,8,,,0,Matches,7f267d66
156,Alessandro Deiola,it ITA,MF,Cagliari,23,1995,0.0,0,0,0,0,0,0,0,1,0,,,0,Matches,7f267d66
157,Cristian Dell'Orco,it ITA,DF,Lecce,25,1994,11.2,2,1,1,16,9,0,28,17,11,,,0,Matches,b0243215
158,Merih Demiral,tr TUR,DF,Juventus,21,1998,4.6,1,0,0,5,1,1,1,4,7,,,0,Matches,e3cceee6
159,Diego Demme,de GER,MF,Napoli,27,1991,10.0,6,0,0,25,11,0,3,10,8,,,0,Matches,dc3fa3b5
160,Stefano Denswil,sr SUR,DF,Bologna,26,1993,24.9,7,1,1,29,29,1,7,32,30,,,1,Matches,5832ebfe
161,Fabio Depaoli,it ITA,MFDF,Sampdoria,22,1997,20.6,7,0,0,59,30,3,82,15,28,,,0,Matches,d97f2e8d
162,Kastriot Dermaku,al ALB,DF,Parma,27,1992,11.4,2,0,0,18,4,0,1,12,5,,,0,Matches,2990c466
163,Daniele Dessena,it ITA,MF,Brescia,32,1987,20.8,7,1,1,26,20,0,17,10,11,,,0,Matches,02b2937c
164,Mattia Destro,it ITA,FW,Bologna,28,1991,2.1,2,0,0,6,2,1,0,0,2,,,0,Matches,d7d32194
165,Mattia Destro,it ITA,FW,Genoa,28,1991,1.7,0,0,0,3,2,1,1,0,0,,,0,Matches,d7d32194
166,Samuel Di Carmine,it ITA,FWMF,Hellas Verona,30,1988,14.4,3,0,0,33,26,17,10,0,1,,,0,Matches,ef94dc2f
167,Federico Di Francesco,it ITA,FW,SPAL,25,1994,12.0,4,0,0,19,30,4,35,3,5,,,0,Matches,1fca9171
168,Giovanni Di Lorenzo,it ITA,DF,Napoli,25,1993,33.0,5,0,0,32,52,3,61,31,35,,,0,Matches,230a2fac
169,Amad Diallo,ci CIV,FWMF,Atalanta,17,2002,0.3,0,0,0,1,0,1,1,0,1,,,0,Matches,9dc96f10
170,Amadou Diawara,gn GUI,MF,Roma,22,1997,16.9,4,0,0,28,18,0,2,36,24,,,0,Matches,bf309d24
171,Mitchell Dijks,nl NED,DF,Bologna,26,1993,11.2,4,0,0,21,13,3,28,10,10,,,0,Matches,0a3065c8
172,Federico Dimarco,it ITA,MFDF,Hellas Verona,21,1997,5.8,1,0,0,9,7,2,56,4,5,,,1,Matches,970b8574
173,Federico Dimarco,it ITA,DFMF,Inter,21,1997,0.3,0,0,0,1,0,0,0,1,0,,,0,Matches,970b8574
174,Koffi Djidji,ci CIV,DF,Torino,26,1992,9.5,0,0,0,12,2,0,0,16,12,,,1,Matches,933d3b51
175,Berat Djimsiti,al ALB,DF,Atalanta,26,1993,30.9,5,0,0,32,37,0,3,49,24,,,0,Matches,6eee05f1
176,Nicolás Domínguez,ar ARG,MF,Bologna,21,1998,7.8,1,0,0,16,6,0,6,11,14,,,0,Matches,20b3a502
177,Giulio Donati,it ITA,DF,Lecce,29,1990,19.6,4,0,0,17,29,0,57,26,19,,,1,Matches,22051fbe
178,Alfredo Donnarumma,it ITA,FW,Brescia,28,1990,18.7,1,0,0,18,33,11,7,5,9,,,0,Matches,5592007b
179,Gianluigi Donnarumma,it ITA,GK,Milan,20,1999,35.6,3,0,0,1,4,0,0,3,0,,,0,Matches,08f5afaa
180,Bartłomiej Drągowski,pl POL,GK,Fiorentina,21,1997,31.0,1,0,0,1,6,0,0,2,0,,,0,Matches,085e71a7
181,Léo Duarte,br BRA,DF,Milan,23,1996,4.5,2,0,0,3,2,0,0,3,3,,,0,Matches,73ddc40c
182,Edgaras Dubickas,lt LTU,MF,Lecce,21,1998,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches,c59f90b0
183,Alfred Duncan,gh GHA,MF,Sassuolo,26,1993,9.4,3,0,0,17,13,0,8,10,11,,,0,Matches,528492ea
184,Alfred Duncan,gh GHA,MF,Fiorentina,26,1993,9.9,2,0,0,9,10,0,15,5,9,,,0,Matches,528492ea
185,Paulo Dybala,ar ARG,FWMF,Juventus,25,1993,23.9,5,0,0,24,54,6,106,13,10,,,0,Matches,e0921a4f
186,Edin Džeko,ba BIH,FW,Roma,33,1986,31.7,4,0,0,39,48,16,21,6,10,,,0,Matches,3bb7f478
187,Blerim Džemaili,ch SUI,MF,Bologna,33,1986,7.8,2,0,0,11,17,0,4,7,12,,,0,Matches,756959aa
188,Simone Edera,it ITA,MFFW,Torino,22,1997,4.4,4,1,1,13,5,0,13,1,6,,,0,Matches,8697c095
189,Albin Ekdal,se SWE,MF,Sampdoria,30,1989,26.5,8,0,0,43,56,0,9,31,29,,,0,Matches,f503ea63
190,Elif Elmas,mk MKD,MF,Napoli,19,1999,12.6,7,0,0,31,16,0,3,11,7,,,0,Matches,cf007308
191,Alan Empereur,br BRA,DF,Hellas Verona,25,1994,9.5,3,0,0,18,9,0,2,25,9,,,0,Matches,825b8997
192,Christian Eriksen,dk DEN,MF,Inter,27,1992,7.8,0,0,0,6,2,0,59,0,6,,,0,Matches,980522ec
193,Sebastiano Esposito,it ITA,FW,Inter,17,2002,2.2,2,0,0,7,4,1,7,3,2,,,0,Matches,7ff93107
194,Valentin Eysseric,fr FRA,MFFW,Hellas Verona,27,1992,3.9,3,0,0,11,3,1,14,2,4,,,0,Matches,ae82fa48
195,Valentin Eysseric,fr FRA,FWMF,Fiorentina,27,1992,0.5,0,0,0,3,0,0,4,0,0,,,0,Matches,ae82fa48
196,Luca Falbo,it ITA,DF,Lazio,19,2000,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches,ca8fa0c0
197,Filippo Falco,it ITA,FWMF,Lecce,27,1992,22.4,0,0,0,13,83,6,127,5,7,,,0,Matches,e23f56c1
198,Wladimiro Falcone,it ITA,GK,Sampdoria,24,1995,2.0,1,0,0,1,0,0,0,0,0,,,0,Matches,9f5a610b
199,Iago Falque,es ESP,FW,Torino,29,1990,1.1,0,0,0,1,0,0,4,0,0,,,0,Matches,440c84ed
200,Iago Falque,es ESP,MFFW,Genoa,29,1990,5.8,0,0,0,3,2,3,30,1,3,,,0,Matches,440c84ed
201,Andri Fannar Baldursson,is ISL,MF,Bologna,17,2002,1.6,0,0,0,4,2,0,2,1,0,,,0,Matches,61f2f56a
202,Paolo Faragò,it ITA,DFMF,Cagliari,26,1993,14.9,3,0,0,21,15,0,44,9,28,,,0,Matches,9085dd7c
203,Davide Faraoni,it ITA,MF,Hellas Verona,27,1991,35.9,6,0,0,31,40,4,131,36,37,,,0,Matches,aae9d04a
204,Mohamed Fares,dz ALG,MFDF,SPAL,23,1996,4.7,2,0,0,10,8,0,20,6,4,,,0,Matches,b7a5bc86
205,Diego Farias,br BRA,FWMF,Lecce,29,1990,9.2,3,1,0,17,16,1,23,4,6,,,0,Matches,157d29b6
206,Andrea Favilli,it ITA,FW,Genoa,22,1997,7.3,4,0,0,28,17,4,1,0,5,,,0,Matches,44510fde
