--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
190,Enzo Ebosse,cm CMR,DF,Udinese,24,1999,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,9ba7b4fa
191,Tyronne Ebuehi,ng NGA,DF,Empoli,27,1995,12.2,0,5,1,20.0,0.41,0.08,0.00,0.00,0,0,Matches,6af30900
192,Kingsley Ehizibue,nl NED,MF,Udinese,28,1995,10.6,0,18,3,16.7,1.70,0.28,0.00,0.00,0,0,Matches,76b2817e
193,Emmanuel Ekong,se SWE,FW,Empoli,21,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,c20892ee
194,Caleb Ekuban,gh GHA,FW,Genoa,29,1994,12.6,4,27,12,44.4,2.15,0.95,0.15,0.33,0,0,Matches,7afbd2c3
195,Elif Elmas,mk MKD,MFFW,Napoli,23,1999,3.8,2,6,6,100.0,1.59,1.59,0.33,0.33,0,0,Matches,cf007308
196,Martin Erlić,hr CRO,DF,Sassuolo,25,1998,29.1,1,8,3,37.5,0.28,0.10,0.13,0.33,0,0,Matches,0fee6bda
197,Giovanni Fabbian,it ITA,MF,Bologna,20,2003,11.7,5,28,10,35.7,2.38,0.85,0.18,0.50,0,0,Matches,f97f9188
198,Nicolò Fagioli,it ITA,MF,Juventus,22,2001,4.9,0,6,2,33.3,1.24,0.41,0.00,0.00,0,0,Matches,366be751
199,Wladimiro Falcone,it ITA,GK,Lecce,28,1995,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,9f5a610b
200,Davide Faraoni,it ITA,MF,Hellas Verona,31,1991,6.7,0,7,1,14.3,1.05,0.15,0.00,0.00,0,0,Matches,aae9d04a
201,Davide Faraoni,it ITA,DF,Fiorentina,31,1991,4.4,0,3,1,33.3,0.69,0.23,0.00,0.00,0,0,Matches,aae9d04a
202,Federico Fazio,ar ARG,DF,Salernitana,36,1987,15.1,1,8,2,25.0,0.53,0.13,0.13,0.50,0,0,Matches,4e358a2d
203,Jacopo Fazzini,it ITA,MF,Empoli,20,2003,13.7,1,23,4,17.4,1.68,0.29,0.04,0.25,0,0,Matches,06b08c45
204,Lewis Ferguson,sct SCO,MF,Bologna,23,1999,30.1,6,59,20,33.9,1.96,0.66,0.10,0.30,0,0,Matches,ee64a822
205,Andrea Ferraris,it ITA,FW,Monza,20,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,da69a0ef
206,João Ferreira,pt POR,DFMF,Udinese,22,2001,20.2,0,3,0,0.0,0.15,0.00,0.00,,0,0,Matches,fb37a645
207,Seydou Fini,it ITA,FW,Genoa,17,2006,0.4,0,2,0,0.0,5.14,0.00,0.00,,0,0,Matches,6411925d
208,Vincenzo Fiorillo,it ITA,GK,Salernitana,33,1990,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,a2565f79
209,Alessandro Florenzi,it ITA,DFMF,Milan,32,1991,19.2,1,32,11,34.4,1.66,0.57,0.03,0.09,0,0,Matches,e288d4b3
210,Michael Folorunsho,it ITA,MF,Hellas Verona,25,1998,30.9,5,47,14,29.8,1.52,0.45,0.11,0.36,0,0,Matches,c391a179
211,Davide Frattesi,it ITA,MF,Inter,23,1999,10.6,6,32,14,43.8,3.02,1.32,0.19,0.43,0,0,Matches,2a7d27c1
212,Morten Frendrup,dk DEN,MF,Genoa,22,2001,34.9,2,30,4,13.3,0.86,0.11,0.07,0.50,0,0,Matches,f4d60499
213,Remo Freuler,ch SUI,MF,Bologna,31,1992,29.2,1,14,4,28.6,0.48,0.14,0.07,0.25,0,0,Matches,98d2c2c4
214,Gerardo Fusco,it ITA,FW,Salernitana,18,2005,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,f83f6de1
215,Matteo Gabbia,it ITA,DF,Milan,23,1999,14.2,2,11,5,45.5,0.78,0.35,0.18,0.40,0,0,Matches,c235e803
216,Gianluca Gaetano,it ITA,MF,Napoli,23,2000,1.8,1,8,4,50.0,4.47,2.24,0.13,0.25,0,0,Matches,3b387cc7
217,Gianluca Gaetano,it ITA,MFFW,Cagliari,23,2000,8.3,4,14,6,42.9,1.69,0.72,0.29,0.67,1,1,Matches,3b387cc7
218,Roberto Gagliardini,it ITA,MFDF,Monza,29,1994,26.2,1,36,9,25.0,1.37,0.34,0.03,0.11,0,0,Matches,ce30bfc8
219,Pablo Galdames Millán,cl CHI,MF,Genoa,26,1996,0.1,0,1,1,100.0,8.18,8.18,0.00,0.00,0,0,Matches,dd403465
220,Antonino Gallo,it ITA,DF,Lecce,23,2000,27.7,0,15,3,20.0,0.54,0.11,0.00,0.00,0,0,Matches,c74d63ac
221,Luca Garritano,it ITA,MF,Frosinone,29,1994,5.4,0,12,3,25.0,2.23,0.56,0.00,0.00,0,0,Matches,1ceeae3e
222,Federico Gatti,it ITA,DF,Juventus,25,1998,29.3,4,35,7,20.0,1.19,0.24,0.11,0.57,0,0,Matches,18dd3219
223,Francesco Gelli,it ITA,MFDF,Frosinone,26,1996,17.3,0,10,3,30.0,0.58,0.17,0.00,0.00,0,0,Matches,986693ed
224,Luca Gemello,it ITA,GK,Torino,23,2000,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,53e494ec
225,Valentin Gendrey,fr FRA,DF,Lecce,23,2000,33.8,2,17,4,23.5,0.50,0.12,0.12,0.50,0,0,Matches,822ed0ec
226,Farés Ghedjemis,dz ALG,FW,Frosinone,20,2002,2.0,0,3,2,66.7,1.48,0.99,0.00,0.00,0,0,Matches,14aac43e
227,Lautaro Gianetti,ar ARG,DF,Udinese,29,1993,7.0,1,3,2,66.7,0.43,0.29,0.33,0.50,0,0,Matches,e08ac719
228,Mario Gila,es ESP,DF,Lazio,22,2000,20.1,0,8,2,25.0,0.40,0.10,0.00,0.00,0,0,Matches,9c435456
229,Gvidas Gineitis,lt LTU,MF,Torino,19,2004,6.0,0,9,2,22.2,1.51,0.33,0.00,0.00,0,0,Matches,548bd0de
230,Olivier Giroud,fr FRA,FW,Milan,36,1986,26.3,15,77,36,46.8,2.93,1.37,0.19,0.42,4,5,Matches,16ceb862
231,Edoardo Goldaniga,it ITA,DF,Cagliari,29,1993,11.2,0,4,3,75.0,0.36,0.27,0.00,0.00,0,0,Matches,4b029b31
232,Pierluigi Gollini,it ITA,GK,Napoli,28,1995,7.0,0,1,0,0.0,0.14,0.00,0.00,,0,0,Matches,f0f7f62f
233,Papu Gómez,ar ARG,FWMF,Monza,35,1988,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,6e4df551
234,Iron Gomis,fr FRA,MF,Salernitana,23,1999,1.5,0,3,1,33.3,2.01,0.67,0.00,0.00,0,0,Matches,1d50130f
235,Joan Gonzàlez,es ESP,MF,Lecce,21,2002,14.3,1,13,5,38.5,0.91,0.35,0.08,0.20,0,0,Matches,f025eade
236,Nicolás González,ar ARG,MF,Fiorentina,25,1998,21.3,12,87,35,40.2,4.09,1.65,0.14,0.34,1,3,Matches,2374aaca
237,Alberto Grassi,it ITA,MF,Empoli,28,1995,20.1,0,23,5,21.7,1.15,0.25,0.00,0.00,0,0,Matches,6cc97b6a
238,Mattéo Guendouzi,fr FRA,MF,Lazio,24,1999,26.3,2,26,7,26.9,0.99,0.27,0.08,0.29,0,0,Matches,5ea8ef20
239,Axel Guessand,fr FRA,DF,Udinese,18,2004,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0,Matches,e04dca4a
240,Albert Guðmundsson,is ISL,FWMF,Genoa,26,1997,33.5,14,56,23,41.1,1.67,0.69,0.25,0.61,4,5,Matches,b79858d5
241,Emmanuel Gyasi,gh GHA,MF,Empoli,29,1994,20.9,1,16,6,37.5,0.77,0.29,0.06,0.17,0,0,Matches,f9758dae
242,Norbert Gyömbér,sk SVK,DF,Salernitana,31,1992,19.6,0,4,0,0.0,0.20,0.00,0.00,,0,0,Matches,0be276c6
243,Nicolas Haas,ch SUI,MF,Empoli,27,1996,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,Matches,fa449bba
244,Ridgeciano Haps,sr SUR,MF,Genoa,30,1993,8.6,0,4,0,0.0,0.47,0.00,0.00,,0,0,Matches,c8d7131c
245,Abdou Harroui,nl NED,MF,Frosinone,25,1998,11.3,3,33,12,36.4,2.91,1.06,0.09,0.25,1,1,Matches,65fd099c
246,Hans Hateboer,nl NED,MF,Atalanta,29,1994,12.4,0,11,3,27.3,0.89,0.24,0.00,0.00,0,0,Matches,3b333ac3
247,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26,1997,9.5,0,4,2,50.0,0.42,0.21,0.00,0.00,0,0,Matches,78a3c38e
248,Silvan Hefti,ch SUI,MF,Genoa,25,1997,1.3,0,0,0,,0.00,0.00,,,0,0,Matches,f8342731
249,Liam Henderson,sct SCO,MF,Empoli,27,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,d7918b13
250,Matheus Henrique,br BRA,MF,Sassuolo,25,1997,27.8,2,19,7,36.8,0.68,0.25,0.11,0.29,0,0,Matches,a2d9f138
251,Thomas Henry,fr FRA,FW,Hellas Verona,28,1994,3.7,3,14,7,50.0,3.77,1.89,0.21,0.43,0,1,Matches,9ef42479
252,Theo Hernández,fr FRA,DF,Milan,25,1997,31.0,5,57,17,29.8,1.84,0.55,0.09,0.29,1,2,Matches,d4c9725f
253,Isak Hien,se SWE,DF,Atalanta,24,1999,10.4,0,4,2,50.0,0.38,0.19,0.00,0.00,0,0,Matches,12806697
254,Isak Hien,se SWE,DF,Hellas Verona,24,1999,9.6,0,4,1,25.0,0.42,0.10,0.00,0.00,0,0,Matches,12806697
255,Emil Holm,se SWE,MF,Atalanta,23,2000,10.5,1,26,8,30.8,2.47,0.76,0.04,0.13,0,0,Matches,c2357b65
256,Martin Hongla,cm CMR,MF,Hellas Verona,25,1998,12.0,0,3,0,0.0,0.25,0.00,0.00,,0,0,Matches,b85bf253
257,Sydney van Hooijdonk,nl NED,FW,Bologna,23,2000,2.4,0,5,1,20.0,2.12,0.42,0.00,0.00,0,0,Matches,5b418e15
258,Dean Huijsen,es ESP,DF,Juventus,18,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,87278bce
259,Dean Huijsen,es ESP,DF,Roma,18,2005,5.7,2,6,2,33.3,1.06,0.35,0.33,1.00,0,0,Matches,87278bce
260,Elseid Hysaj,al ALB,DF,Lazio,29,1994,13.3,0,2,1,50.0,0.15,0.08,0.00,0.00,0,0,Matches,2f3452eb
261,Arijon Ibrahimović,de GER,MFFW,Frosinone,17,2005,5.3,1,12,4,33.3,2.28,0.76,0.08,0.25,0,0,Matches,f5c4fd91
262,Jonathan Ikone,fr FRA,MF,Fiorentina,25,1998,18.7,3,39,16,41.0,2.09,0.86,0.08,0.19,0,0,Matches,42eaa028
263,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21,2001,11.8,1,22,8,36.4,1.87,0.68,0.05,0.13,0,0,Matches,c6db4f29
264,Ivan Ilić,rs SRB,MF,Torino,22,2001,23.3,3,27,11,40.7,1.16,0.47,0.11,0.27,0,0,Matches,bb376bed
265,Samuel Iling-Junior,eng ENG,MF,Juventus,19,2003,9.0,1,9,4,44.4,1.00,0.44,0.11,0.25,0,0,Matches,ba492306
266,Ciro Immobile,it ITA,FW,Lazio,33,1990,18.4,7,49,23,46.9,2.67,1.25,0.14,0.30,4,4,Matches,4431aed2
267,Gino Infantino,ar ARG,MF,Fiorentina,20,2003,1.1,0,1,0,0.0,0.94,0.00,0.00,,0,0,Matches,546c7f68
268,Gustav Isaksen,dk DEN,FWMF,Lazio,22,2001,11.9,3,23,9,39.1,1.93,0.75,0.13,0.33,0,0,Matches,5715bb71
269,Ardian Ismajli,al ALB,DF,Empoli,26,1996,22.7,0,5,0,0.0,0.22,0.00,0.00,,0,0,Matches,6b635f5c
270,Armando Izzo,it ITA,DF,Monza,31,1992,18.3,0,5,3,60.0,0.27,0.16,0.00,0.00,0,0,Matches,89976232
271,Filip Jagiełło,pl POL,MF,Genoa,25,1997,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,4cdcbc14
272,Jakub Jankto,cz CZE,MF,Cagliari,27,1996,9.7,1,12,6,50.0,1.24,0.62,0.08,0.17,0,0,Matches,1ea5f91c
273,Juan Jesus,br BRA,DF,Napoli,32,1991,23.5,1,8,2,25.0,0.34,0.09,0.13,0.50,0,0,Matches,79083382
274,Álex Jiménez,es ESP,DF,Milan,18,2005,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,faa13947
275,Kaio Jorge,br BRA,FW,Frosinone,21,2002,9.0,3,27,13,48.1,2.99,1.44,0.11,0.23,1,2,Matches,0cf465f2
276,Luka Jović,rs SRB,FW,Milan,25,1997,9.7,6,22,13,59.1,2.26,1.33,0.27,0.46,0,0,Matches,4d8cd038
277,Hamed Junior Traorè,ci CIV,MF,Napoli,23,2000,4.2,0,10,3,30.0,2.36,0.71,0.00,0.00,0,0,Matches,570bb4b9
278,Mohamed Kaba,gn GUI,MF,Lecce,21,2001,15.3,0,14,6,42.9,0.91,0.39,0.00,0.00,0,0,Matches,517cfb19
279,Christian Kabasele,be BEL,DF,Udinese,32,1991,9.6,1,6,2,33.3,0.63,0.21,0.17,0.50,0,0,Matches,914ab9a1
280,Yayah Kallon,sl SLE,FW,Hellas Verona,22,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,f95f49d2
281,Pierre Kalulu,fr FRA,DF,Milan,23,2000,4.2,0,2,0,0.0,0.48,0.00,0.00,,0,0,Matches,85f7d1be
282,Daichi Kamada,jp JPN,MF,Lazio,26,1996,17.2,2,29,8,27.6,1.69,0.47,0.07,0.25,0,0,Matches,15b287da
283,Hassane Kamara,ci CIV,MF,Udinese,29,1994,24.7,1,26,8,30.8,1.05,0.32,0.04,0.13,0,0,Matches,19a12bed
284,Yann Karamoh,fr FRA,MF,Torino,25,1998,1.8,0,2,1,50.0,1.11,0.56,0.00,0.00,0,0,Matches,8b66d9cc
285,Jesper Karlsson,se SWE,MF,Bologna,25,1998,3.8,0,6,4,66.7,1.57,1.05,0.00,0.00,0,0,Matches,7952d0c2
286,Rick Karsdorp,nl NED,MFDF,Roma,28,1995,13.2,0,8,1,12.5,0.60,0.08,0.00,0.00,0,0,Matches,9f84febe
287,Grigoris Kastanos,cy CYP,MF,Salernitana,25,1998,16.4,3,30,10,33.3,1.82,0.61,0.10,0.30,0,0,Matches,2a82aa85
288,Michael Kayode,it ITA,DF,Fiorentina,19,2004,22.9,1,7,2,28.6,0.31,0.09,0.14,0.50,0,0,Matches,e19660a8
289,Moise Kean,it ITA,FW,Juventus,23,2000,7.3,0,16,4,25.0,2.20,0.55,0.00,0.00,0,0,Matches,3d50bcdb
290,Simon Kjær,dk DEN,DF,Milan,34,1989,13.0,0,6,0,0.0,0.46,0.00,0.00,,0,0,Matches,8b8a56ce
291,Davy Klaassen,nl NED,MF,Inter,30,1993,2.3,0,1,0,0.0,0.44,0.00,0.00,,0,0,Matches,15fd5593
292,Sead Kolašinac,ba BIH,DF,Atalanta,30,1993,24.2,1,13,5,38.5,0.54,0.21,0.08,0.20,0,0,Matches,3935e52e
293,Teun Koopmeiners,nl NED,MF,Atalanta,25,1998,29.2,12,54,20,37.0,1.85,0.69,0.22,0.60,2,2,Matches,a26fb8aa
294,Filip Kostić,rs SRB,MF,Juventus,30,1992,20.2,0,21,3,14.3,1.04,0.15,0.00,0.00,0,0,Matches,b1cd37e6
295,Christian Kouamé,ci CIV,MF,Fiorentina,25,1997,12.1,2,24,7,29.2,1.98,0.58,0.08,0.29,0,0,Matches,58e933d2
296,Viktor Kovalenko,ua UKR,MF,Empoli,27,1996,6.8,1,11,4,36.4,1.62,0.59,0.09,0.25,0,0,Matches,9d60028d
297,Rasmus Kristensen,dk DEN,MFDF,Roma,26,1997,19.4,1,9,3,33.3,0.46,0.15,0.11,0.33,0,0,Matches,39769cff
298,Thomas Kristensen,dk DEN,DF,Udinese,21,2002,23.3,0,10,3,30.0,0.43,0.13,0.00,0.00,0,0,Matches,fadf9a05
299,Nikola Krstović,me MNE,FW,Lecce,23,2000,26.4,7,92,22,23.9,3.49,0.83,0.08,0.32,1,3,Matches,473803c9
300,Rade Krunić,ba BIH,MF,Milan,29,1993,7.6,0,2,0,0.0,0.26,0.00,0.00,,0,0,Matches,817c6964
301,Marash Kumbulla,al ALB,DF,Sassuolo,23,2000,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,a40819d9
302,Justin Kumi,it ITA,MF,Sassuolo,19,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,2d5f2ff0
303,Berkan Kutlu,tr TUR,MF,Genoa,25,1998,2.2,0,4,1,25.0,1.81,0.45,0.00,0.00,0,0,Matches,794364d7
304,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22,2001,30.4,11,129,45,34.9,4.24,1.48,0.09,0.24,0,0,Matches,dea88efd
305,Giorgi Kvernadze,ge GEO,FW,Frosinone,20,2003,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,70006831
306,Giorgos Kyriakopoulos,gr GRE,MFDF,Monza,27,1996,19.0,0,24,2,8.3,1.26,0.11,0.00,0.00,0,0,Matches,0a483542
307,Gianluca Lapadula,pe PER,FW,Cagliari,33,1990,13.4,3,35,11,31.4,2.61,0.82,0.09,0.27,1,1,Matches,2ead2809
308,Armand Lauriente,fr FRA,MFFW,Sassuolo,24,1998,32.3,5,84,30,35.7,2.60,0.93,0.06,0.17,0,0,Matches,2d22cea7
309,Valentino Lazaro,at AUT,MF,Torino,27,1996,22.2,0,18,4,22.2,0.81,0.18,0.00,0.00,0,0,Matches,016ff750
310,Darko Lazović,rs SRB,MF,Hellas Verona,32,1990,21.4,3,34,14,41.2,1.59,0.65,0.09,0.21,1,1,Matches,5128bde4
311,Manuel Lazzari,it ITA,DFMF,Lazio,29,1993,18.6,0,8,2,25.0,0.43,0.11,0.00,0.00,0,0,Matches,02caf6e0
312,Nicola Leali,it ITA,GK,Genoa,30,1993,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,5f9970a0
313,Rafael Leão,pt POR,MFFW,Milan,24,1999,27.9,9,70,25,35.7,2.51,0.90,0.13,0.36,0,0,Matches,20730eae
314,Jesper Lindstrøm,dk DEN,FW,Napoli,23,2000,4.8,0,14,2,14.3,2.93,0.42,0.00,0.00,0,0,Matches,37dc1a48
315,Karol Linetty,pl POL,MF,Torino,28,1995,20.6,0,16,1,6.3,0.78,0.05,0.00,0.00,0,0,Matches,d023d70f
316,Luca Lipani,it ITA,MF,Sassuolo,18,2005,4.3,0,3,1,33.3,0.70,0.23,0.00,0.00,0,0,Matches,1dc5a029
317,Pol Lirola,es ESP,DFMF,Frosinone,25,1997,17.1,2,9,3,33.3,0.53,0.18,0.22,0.67,0,0,Matches,ff800ed8
318,Marcin Listkowski,pl POL,FWMF,Lecce,25,1998,0.1,0,1,0,0.0,11.25,0.00,0.00,,0,0,Matches,a3695ac2
319,Diego Llorente,es ESP,DF,Roma,29,1993,24.1,1,9,4,44.4,0.37,0.17,0.11,0.25,0,0,Matches,bba30585
320,Stanislav Lobotka,sk SVK,MF,Napoli,28,1994,36.5,0,14,4,28.6,0.38,0.11,0.00,0.00,0,0,Matches,e1cbb531
321,Manuel Locatelli,it ITA,MF,Juventus,25,1998,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,0,0,Matches,a8a874f1
322,Ruben Loftus-Cheek,eng ENG,MF,Milan,27,1996,23.0,6,41,14,34.1,1.78,0.61,0.15,0.43,0,0,Matches,e97fd090
323,Ademola Lookman,ng NGA,FWMF,Atalanta,25,1997,21.0,11,67,24,35.8,3.18,1.14,0.16,0.46,0,0,Matches,7c104bb7
324,Maxime Lopez,fr FRA,MF,Sassuolo,25,1997,1.6,0,0,0,,0.00,0.00,,,0,0,Matches,20094685
325,Maxime Lopez,fr FRA,MF,Fiorentina,25,1997,8.9,0,4,2,50.0,0.45,0.23,0.00,0.00,0,0,Matches,20094685
326,Matteo Lovato,it ITA,DF,Torino,23,2000,6.0,0,1,0,0.0,0.17,0.00,0.00,,0,0,Matches,5fa57166
327,Matteo Lovato,it ITA,DF,Salernitana,23,2000,10.5,0,1,0,0.0,0.10,0.00,0.00,,0,0,Matches,5fa57166
328,Sandi Lovrić,si SVN,MF,Udinese,25,1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,0,0,Matches,966eea58
329,Lorenzo Lucca,it ITA,FW,Udinese,22,2000,28.8,8,61,26,42.6,2.12,0.90,0.13,0.31,0,0,Matches,83c06f3a
330,Jhon Lucumí,co COL,DF,Bologna,25,1998,24.6,0,11,2,18.2,0.45,0.08,0.00,0.00,0,0,Matches,80490d7f
331,José Luis Palomino,ar ARG,DF,Atalanta,33,1990,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,921f6058
332,Romelu Lukaku,be BEL,FW,Roma,30,1993,29.3,13,65,28,43.1,2.22,0.95,0.20,0.46,0,1,Matches,5eae500a
333,Karlo Lulić,hr CRO,MF,Frosinone,27,1996,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,5dde403b
334,Sebastiano Luperto,it ITA,DF,Empoli,26,1996,37.8,1,19,3,15.8,0.50,0.08,0.05,0.33,0,0,Matches,997fff07
335,Mateus Lusuardi,br BRA,DF,Frosinone,19,2004,2.4,0,1,0,0.0,0.41,0.00,0.00,,0,0,Matches,0704d719
336,Zito Luvumbo,ao ANG,MFFW,Cagliari,21,2002,21.6,4,51,16,31.4,2.36,0.74,0.08,0.25,0,0,Matches,b09e0873
337,Babis Lykogiannis,gr GRE,DF,Bologna,29,1993,10.0,2,15,4,26.7,1.49,0.40,0.13,0.50,0,0,Matches,5efc5389
338,Giulio Maggiore,it ITA,MF,Salernitana,25,1998,20.0,4,23,10,43.5,1.15,0.50,0.17,0.40,0,0,Matches,957e4c87
339,Giangiacomo Magnani,it ITA,DF,Hellas Verona,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.00,0.00,0,0,Matches,cce9f582
340,Mike Maignan,fr FRA,GK,Milan,28,1995,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,fcb38f57
341,Antoine Makoumbou,cg CGO,MF,Cagliari,25,1998,30.0,1,8,2,25.0,0.27,0.07,0.13,0.50,0,0,Matches,f37f3522
342,Daniel Maldini,it ITA,FWMF,Empoli,21,2001,2.9,0,9,2,22.2,3.08,0.68,0.00,0.00,0,0,Matches,801831fe
343,Daniel Maldini,it ITA,MF,Monza,21,2001,3.7,4,12,5,41.7,3.24,1.35,0.33,0.80,0,0,Matches,801831fe
344,Youssef Maleh,ma MAR,MF,Empoli,24,1998,28.9,0,18,2,11.1,0.62,0.07,0.00,0.00,0,0,Matches,4c8845f7
345,Ruslan Malinovskyi,ua UKR,MFFW,Genoa,30,1993,17.2,4,39,13,33.3,2.27,0.76,0.10,0.31,0,0,Matches,48d5bd33
346,Gianluca Mancini,it ITA,DF,Roma,27,1996,31.9,4,19,7,36.8,0.60,0.22,0.21,0.57,0,0,Matches,5aa53281
347,Marco Mancosu,it ITA,MFFW,Cagliari,34,1988,1.7,0,7,0,0.0,4.04,0.00,0.00,,0,1,Matches,2c3a6c21
348,Christos Mandas,gr GRE,GK,Lazio,21,2001,8.0,0,0,0,,0.00,0.00,,,0,0,Matches,f794e9ab
349,Rolando Mandragora,it ITA,MF,Fiorentina,26,1997,17.6,3,30,11,36.7,1.70,0.62,0.10,0.27,0,0,Matches,c7259b83
350,Kostas Manolas,gr GRE,DF,Salernitana,32,1991,5.4,0,2,0,0.0,0.37,0.00,0.00,,0,0,Matches,c707411f
351,Riccardo Marchizza,it ITA,DF,Frosinone,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.00,0.00,0,0,Matches,91d0fabf
352,Gian Marco Ferrari,it ITA,DF,Sassuolo,31,1992,25.2,1,16,6,37.5,0.63,0.24,0.06,0.17,0,0,Matches,8650af85
353,Pablo Marí,es ESP,DF,Monza,29,1993,29.1,0,8,2,25.0,0.28,0.07,0.00,0.00,0,0,Matches,aa54ec6f
354,Mirko Marić,hr CRO,FW,Monza,28,1995,3.2,1,7,2,28.6,2.20,0.63,0.14,0.50,0,0,Matches,78338347
355,Răzvan Marin,ro ROU,MF,Empoli,27,1996,20.2,0,35,9,25.7,1.73,0.45,0.00,0.00,0,0,Matches,7fac99d4
356,Agustín Martegani,ar ARG,MF,Salernitana,23,2000,8.1,1,15,4,26.7,1.85,0.49,0.07,0.25,0,0,Matches,591bf874
357,Aarón Martín,es ESP,MFDF,Genoa,26,1997,15.3,0,5,0,0.0,0.33,0.00,0.00,,0,0,Matches,2f3e911a
358,Tommaso Martinelli,it ITA,GK,Fiorentina,17,2006,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,968ddd14
359,Josep Martinez,es ESP,GK,Genoa,25,1998,36.0,0,0,0,,0.00,0.00,,,0,0,Matches,11d8aff0
360,Lautaro Martínez,ar ARG,FW,Inter,25,1997,29.5,24,109,47,43.1,3.69,1.59,0.22,0.51,2,3,Matches,f7036e1c
361,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,27,1996,25.5,5,24,7,29.2,0.94,0.27,0.21,0.71,0,0,Matches,3ec3c1c9
362,Adam Marušić,me MNE,DFMF,Lazio,30,1992,34.4,1,8,3,37.5,0.23,0.09,0.13,0.33,0,0,Matches,d4535821
363,Adam Masina,ma MAR,MF,Udinese,29,1994,0.7,0,1,1,100.0,1.41,1.41,0.00,0.00,0,0,Matches,de0f152c
364,Adam Masina,ma MAR,DF,Torino,29,1994,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,0,0,Matches,de0f152c
365,Alan Matturro,uy URU,MF,Genoa,18,2004,1.2,0,1,0,0.0,0.85,0.00,0.00,,0,0,Matches,547c0119
366,Luca Mazzitelli,it ITA,MF,Frosinone,27,1995,24.6,5,49,18,36.7,2.00,0.73,0.10,0.28,0,0,Matches,dc61b402
367,Pasquale Mazzocchi,it ITA,MFDF,Salernitana,28,1995,14.1,0,8,1,12.5,0.57,0.07,0.00,0.00,0,0,Matches,eb0ec070
368,Pasquale Mazzocchi,it ITA,DFMF,Napoli,28,1995,4.8,0,5,1,20.0,1.05,0.21,0.00,0.00,0,0,Matches,eb0ec070
369,Jordi Mboula,es ESP,MFFW,Hellas Verona,24,1999,3.4,0,4,1,25.0,1.17,0.29,0.00,0.00,0,0,Matches,4887118d
370,Weston McKennie,us USA,MF,Juventus,24,1998,28.8,0,23,7,30.4,0.80,0.24,0.00,0.00,0,0,Matches,01c3aff5
371,Arthur Melo,br BRA,MF,Fiorentina,26,1996,22.1,2,12,6,50.0,0.54,0.27,0.17,0.33,1,1,Matches,48b3dd60
372,Leonardo Mendicino,it ITA,MF,Atalanta,17,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,dac2bed8
373,Alex Meret,it ITA,GK,Napoli,26,1997,30.8,0,0,0,,0.00,0.00,,,0,0,Matches,9413b19f
374,Junior Messias,br BRA,MFFW,Genoa,32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,0,0,Matches,f49c4ae9
375,Nikola Milenković,rs SRB,DF,Fiorentina,25,1997,27.9,0,10,3,30.0,0.36,0.11,0.00,0.00,0,0,Matches,bee704fc
376,Arkadiusz Milik,pl POL,FW,Juventus,29,1994,10.2,4,36,13,36.1,3.53,1.27,0.11,0.31,0,0,Matches,85613cf0
377,Vanja Milinković-Savić,rs SRB,GK,Torino,26,1997,36.0,0,0,0,,0.00,0.00,,,0,0,Matches,9fa26bc2
378,Yerry Mina,co COL,DF,Fiorentina,28,1994,0.5,0,1,0,0.0,2.05,0.00,0.00,,0,0,Matches,6d5701f2
379,Yerry Mina,co COL,DF,Cagliari,28,1994,13.5,2,3,2,66.7,0.22,0.15,0.67,1.00,1,1,Matches,6d5701f2
