--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
571,Johan Vásquez,mx MEX,DF,Genoa,24,1998,31.7,1,34,10,29.4,1.07,0.32,0.03,0.10,0,0,Matches,5eaed77a
572,Matías Vecino,uy URU,MF,Lazio,31,1991,12.8,6,33,11,33.3,2.58,0.86,0.18,0.55,0,0,Matches,44ac04e9
573,Lorenzo Venuti,it ITA,DF,Lecce,28,1995,4.0,0,3,1,33.3,0.74,0.25,0.00,0.00,0,0,Matches,983ff2c7
574,Simone Verdi,it ITA,FWMF,Torino,31,1992,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,0375723e
575,Emanuel Vignato,it ITA,MFFW,Salernitana,22,2000,3.5,0,1,0,0.0,0.29,0.00,0.00,,0,0,Matches,ec5dae45
576,Samuele Vignato,it ITA,MF,Monza,19,2004,3.8,1,7,4,57.1,1.84,1.05,0.14,0.25,0,0,Matches,a14d0ab0
577,Matías Viña,uy URU,DF,Sassuolo,25,1997,11.3,0,8,2,25.0,0.71,0.18,0.00,0.00,0,0,Matches,08eb3b58
578,Rúben Vinagre,pt POR,DF,Hellas Verona,24,1999,3.1,0,2,0,0.0,0.64,0.00,0.00,,0,0,Matches,b937e490
579,Nicolas Viola,it ITA,MFFW,Cagliari,33,1989,13.4,5,38,12,31.6,2.83,0.89,0.13,0.42,0,1,Matches,45392b06
580,Mattia Viti,it ITA,DF,Sassuolo,21,2002,10.9,1,4,1,25.0,0.37,0.09,0.25,1.00,0,0,Matches,75438a9a
581,Vitinha,pt POR,MFFW,Genoa,23,2000,3.2,2,14,5,35.7,4.42,1.58,0.14,0.40,0,0,Matches,74d4cec6
582,Dušan Vlahović,rs SRB,FW,Juventus,23,2000,25.6,16,110,39,35.5,4.29,1.52,0.15,0.41,2,4,Matches,79443529
583,Nikola Vlašić,hr CRO,MF,Torino,25,1997,29.0,3,46,11,23.9,1.59,0.38,0.07,0.27,0,0,Matches,aa8e289e
584,Alessandro Vogliacco,it ITA,DF,Genoa,24,1998,13.0,0,5,0,0.0,0.38,0.00,0.00,,0,0,Matches,6841f107
585,Mërgim Vojvoda,xk KVX,MFDF,Torino,28,1995,15.3,0,9,4,44.4,0.59,0.26,0.00,0.00,0,0,Matches,be2706c0
586,Cristian Volpato,au AUS,MFFW,Sassuolo,19,2003,7.2,1,12,7,58.3,1.67,0.98,0.08,0.14,0,0,Matches,72f87f25
587,Stefan de Vrij,nl NED,DF,Inter,31,1992,17.6,1,10,3,30.0,0.57,0.17,0.10,0.33,0,0,Matches,d0d8dd44
588,Walace,br BRA,MF,Udinese,28,1995,36.0,2,27,9,33.3,0.75,0.25,0.07,0.22,0,0,Matches,26db8853
589,Sebastian Walukiewicz,pl POL,DF,Empoli,23,2000,22.8,0,4,2,50.0,0.18,0.09,0.00,0.00,0,0,Matches,217875a4
590,Timothy Weah,us USA,MF,Juventus,23,2000,14.0,0,12,2,16.7,0.86,0.14,0.00,0.00,0,0,Matches,8eec784d
591,Shon Weissman,il ISR,FW,Salernitana,27,1996,5.5,1,6,1,16.7,1.09,0.18,0.17,1.00,0,0,Matches,379dc075
592,Mateusz Wieteska,pl POL,DF,Cagliari,26,1997,10.7,0,4,0,0.0,0.37,0.00,0.00,,0,0,Matches,3ecc8c5f
593,Kenan Yıldız,tr TUR,FW,Juventus,18,2005,10.6,2,19,7,36.8,1.80,0.66,0.11,0.29,0,0,Matches,d8cda243
594,Mattia Zaccagni,it ITA,FWMF,Lazio,28,1995,21.7,6,42,13,31.0,1.93,0.60,0.14,0.46,0,0,Matches,d85c238b
595,Nicola Zalewski,pl POL,MFFW,Roma,21,2002,10.8,0,16,1,6.3,1.49,0.09,0.00,0.00,0,0,Matches,45191c29
596,Alessandro Zanoli,it ITA,MFDF,Salernitana,22,2000,10.2,0,3,1,33.3,0.29,0.10,0.00,0.00,0,0,Matches,3b12b11f
597,Alessandro Zanoli,it ITA,MF,Napoli,22,2000,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,3b12b11f
598,Duván Zapata,co COL,FW,Atalanta,32,1991,1.2,1,5,3,60.0,4.02,2.41,0.20,0.33,0,0,Matches,d3de9af0
599,Duván Zapata,co COL,FW,Torino,32,1991,32.0,12,99,38,38.4,3.09,1.19,0.12,0.32,0,0,Matches,d3de9af0
600,Gabriele Zappa,it ITA,DFMF,Cagliari,23,1999,28.5,1,19,6,31.6,0.67,0.21,0.05,0.17,0,0,Matches,ca3db240
601,Davide Zappacosta,it ITA,MF,Atalanta,31,1992,20.7,2,37,10,27.0,1.78,0.48,0.05,0.20,0,0,Matches,7fe90ccd
602,Oier Zarraga,es ESP,MF,Udinese,24,1999,4.5,2,6,2,33.3,1.34,0.45,0.33,1.00,0,0,Matches,968a1c2f
603,Jordan Zemura,zw ZIM,MF,Udinese,23,1999,11.5,1,5,3,60.0,0.43,0.26,0.20,0.33,0,0,Matches,e8271ad9
604,Alessio Zerbin,it ITA,MF,Monza,24,1999,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,0,0,Matches,d19ef4ef
605,Alessio Zerbin,it ITA,FW,Napoli,24,1999,1.7,0,3,1,33.3,1.80,0.60,0.00,0.00,0,0,Matches,d19ef4ef
606,Kevin Zeroli,it ITA,MF,Milan,18,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,7d6d4395
607,Piotr Zieliński,pl POL,MF,Napoli,29,1994,21.4,3,30,9,30.0,1.40,0.42,0.10,0.33,1,1,Matches,a5296e55
608,David Zima,cz CZE,DF,Torino,22,2000,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,acf7e795
609,Joshua Zirkzee,nl NED,FW,Bologna,22,2001,30.7,11,86,31,36.0,2.81,1.01,0.13,0.35,2,2,Matches,028e70b9
610,Nadir Zortea,it ITA,MFDF,Frosinone,24,1999,14.0,1,10,5,50.0,0.72,0.36,0.10,0.20,0,0,Matches,82598b71
611,Nadir Zortea,it ITA,DFMF,Atalanta,24,1999,1.7,1,2,1,50.0,1.21,0.60,0.50,1.00,0,0,Matches,82598b71
612,Szymon Żurkowski,pl POL,MF,Empoli,25,1997,9.6,4,16,6,37.5,1.66,0.62,0.25,0.67,0,0,Matches,4e1d5e59
613,Leo Østigård,no NOR,DF,Napoli,23,1999,18.1,1,7,1,14.3,0.39,0.06,0.14,1.00,0,0,Matches,b35a7399
614,Milan Đurić,ba BIH,FW,Hellas Verona,33,1990,13.4,5,25,15,60.0,1.87,1.12,0.20,0.33,1,3,Matches,405f6586
615,Milan Đurić,ba BIH,FW,Monza,33,1990,14.0,4,26,6,23.1,1.86,0.43,0.15,0.67,0,0,Matches,405f6586
616,Mateusz Łęgowski,pl POL,MF,Salernitana,20,2003,12.7,0,7,1,14.3,0.55,0.08,0.00,0.00,0,0,Matches,75c62731


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2023-2024/shooting/2023-2024-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_shooting">View Original Table</a><br>Generated 8/25/2026.
