--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
206,João Ferreira,pt POR,DFMF,Udinese,22,2001,20.2,9,0,0,35,11,2,21,30,43,,,0,Matches,fb37a645
207,Seydou Fini,it ITA,FW,Genoa,17,2006,0.4,0,0,0,0,2,0,1,0,0,,,0,Matches,6411925d
208,Vincenzo Fiorillo,it ITA,GK,Salernitana,33,1990,4.0,1,1,0,0,3,0,0,0,0,,,0,Matches,a2565f79
209,Alessandro Florenzi,it ITA,DFMF,Milan,32,1991,19.2,5,0,0,12,9,2,121,20,20,,,0,Matches,e288d4b3
210,Michael Folorunsho,it ITA,MF,Hellas Verona,25,1998,30.9,5,0,0,50,74,11,64,16,27,,,0,Matches,c391a179
211,Davide Frattesi,it ITA,MF,Inter,23,1999,10.6,1,0,0,12,16,1,11,5,6,,,0,Matches,2a7d27c1
212,Morten Frendrup,dk DEN,MF,Genoa,22,2001,34.9,6,0,0,49,35,1,12,48,72,,,0,Matches,f4d60499
213,Remo Freuler,ch SUI,MF,Bologna,31,1992,29.2,9,0,0,44,15,0,8,34,50,,,0,Matches,98d2c2c4
214,Gerardo Fusco,it ITA,FW,Salernitana,18,2005,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches,f83f6de1
215,Matteo Gabbia,it ITA,DF,Milan,23,1999,14.2,5,0,0,27,8,0,0,10,20,,,0,Matches,c235e803
216,Gianluca Gaetano,it ITA,MF,Napoli,23,2000,1.8,1,0,0,3,1,0,3,1,1,,,0,Matches,3b387cc7
217,Gianluca Gaetano,it ITA,MFFW,Cagliari,23,2000,8.3,1,1,0,10,12,3,16,4,3,,,0,Matches,3b387cc7
218,Roberto Gagliardini,it ITA,MFDF,Monza,29,1994,26.2,5,0,0,26,21,1,9,30,29,,,0,Matches,ce30bfc8
219,Pablo Galdames Millán,cl CHI,MF,Genoa,26,1996,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches,dd403465
220,Antonino Gallo,it ITA,DF,Lecce,23,2000,27.7,2,0,0,9,17,3,137,23,26,,,0,Matches,c74d63ac
221,Luca Garritano,it ITA,MF,Frosinone,29,1994,5.4,1,0,0,6,7,0,16,3,5,,,0,Matches,1ceeae3e
222,Federico Gatti,it ITA,DF,Juventus,25,1998,29.3,7,0,0,39,15,0,18,17,22,,,2,Matches,18dd3219
223,Francesco Gelli,it ITA,MFDF,Frosinone,26,1996,17.3,3,0,0,16,41,1,53,10,13,,,0,Matches,986693ed
224,Luca Gemello,it ITA,GK,Torino,23,2000,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,53e494ec
225,Valentin Gendrey,fr FRA,DF,Lecce,23,2000,33.8,5,0,0,27,40,3,61,34,32,,,0,Matches,822ed0ec
226,Farés Ghedjemis,dz ALG,FW,Frosinone,20,2002,2.0,1,0,0,2,0,1,6,1,0,,,0,Matches,14aac43e
227,Lautaro Gianetti,ar ARG,DF,Udinese,29,1993,7.0,4,0,0,9,0,0,0,18,4,,,1,Matches,e08ac719
228,Mario Gila,es ESP,DF,Lazio,22,2000,20.1,4,1,1,21,23,1,8,21,14,,,0,Matches,9c435456
229,Gvidas Gineitis,lt LTU,MF,Torino,19,2004,6.0,2,0,0,9,3,0,22,4,7,,,0,Matches,548bd0de
230,Olivier Giroud,fr FRA,FW,Milan,36,1986,26.3,1,1,0,31,24,14,3,6,11,,,0,Matches,16ceb862
231,Edoardo Goldaniga,it ITA,DF,Cagliari,29,1993,11.2,3,0,0,14,10,3,11,15,7,,,0,Matches,4b029b31
232,Pierluigi Gollini,it ITA,GK,Napoli,28,1995,7.0,0,0,0,0,1,0,0,1,1,,,0,Matches,f0f7f62f
233,Papu Gómez,ar ARG,FWMF,Monza,35,1988,0.5,0,0,0,0,0,0,5,1,0,,,0,Matches,6e4df551
234,Iron Gomis,fr FRA,MF,Salernitana,23,1999,1.5,0,0,0,2,2,1,1,2,1,,,0,Matches,1d50130f
235,Joan Gonzàlez,es ESP,MF,Lecce,21,2002,14.3,6,0,0,15,33,1,10,4,19,,,0,Matches,f025eade
236,Nicolás González,ar ARG,MF,Fiorentina,25,1998,21.3,1,0,0,21,36,2,40,12,18,,,0,Matches,2374aaca
237,Alberto Grassi,it ITA,MF,Empoli,28,1995,20.1,6,1,1,22,33,0,5,39,17,,,1,Matches,6cc97b6a
238,Mattéo Guendouzi,fr FRA,MF,Lazio,24,1999,26.3,3,1,0,26,34,0,40,23,15,,,0,Matches,5ea8ef20
239,Axel Guessand,fr FRA,DF,Udinese,18,2004,0.5,0,0,0,0,1,0,0,0,1,,,0,Matches,e04dca4a
240,Albert Guðmundsson,is ISL,FWMF,Genoa,26,1997,33.5,4,0,0,28,46,11,179,11,10,,,0,Matches,b79858d5
241,Emmanuel Gyasi,gh GHA,MF,Empoli,29,1994,20.9,8,0,0,40,21,6,22,5,17,,,0,Matches,f9758dae
242,Norbert Gyömbér,sk SVK,DF,Salernitana,31,1992,19.6,9,0,0,33,18,0,0,23,19,,,1,Matches,0be276c6
243,Nicolas Haas,ch SUI,MF,Empoli,27,1996,1.0,1,0,0,1,1,0,0,1,3,,,0,Matches,fa449bba
244,Ridgeciano Haps,sr SUR,MF,Genoa,30,1993,8.6,0,0,0,3,16,1,16,6,6,,,0,Matches,c8d7131c
245,Abdou Harroui,nl NED,MF,Frosinone,25,1998,11.3,2,0,0,17,16,1,12,5,11,,,0,Matches,65fd099c
246,Hans Hateboer,nl NED,MF,Atalanta,29,1994,12.4,5,0,0,16,3,0,35,4,5,,,0,Matches,3b333ac3
247,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26,1997,9.5,1,0,0,7,4,0,6,11,11,,,0,Matches,78a3c38e
248,Silvan Hefti,ch SUI,MF,Genoa,25,1997,1.3,0,0,0,2,1,0,2,0,1,,,0,Matches,f8342731
249,Liam Henderson,sct SCO,MF,Empoli,27,1996,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches,d7918b13
250,Matheus Henrique,br BRA,MF,Sassuolo,25,1997,27.8,8,1,1,21,38,2,28,24,29,,,0,Matches,a2d9f138
251,Thomas Henry,fr FRA,FW,Hellas Verona,28,1994,3.7,2,2,0,15,5,3,3,0,0,,,0,Matches,9ef42479
252,Theo Hernández,fr FRA,DF,Milan,25,1997,31.0,11,1,0,38,50,2,71,21,17,,,0,Matches,d4c9725f
253,Isak Hien,se SWE,DF,Atalanta,24,1999,10.4,3,0,0,18,9,2,0,14,12,,,0,Matches,12806697
254,Isak Hien,se SWE,DF,Hellas Verona,24,1999,9.6,1,1,0,11,2,0,0,7,10,,,0,Matches,12806697
255,Emil Holm,se SWE,MF,Atalanta,23,2000,10.5,5,0,0,14,21,1,34,7,20,,,0,Matches,c2357b65
256,Martin Hongla,cm CMR,MF,Hellas Verona,25,1998,12.0,0,0,0,6,6,1,4,7,13,,,0,Matches,b85bf253
257,Sydney van Hooijdonk,nl NED,FW,Bologna,23,2000,2.4,0,0,0,6,3,1,1,1,0,,,0,Matches,5b418e15
258,Dean Huijsen,es ESP,DF,Juventus,18,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,87278bce
259,Dean Huijsen,es ESP,DF,Roma,18,2005,5.7,4,0,0,10,2,0,1,3,5,,,1,Matches,87278bce
260,Elseid Hysaj,al ALB,DF,Lazio,29,1994,13.3,2,0,0,14,9,3,18,18,14,,,0,Matches,2f3452eb
261,Arijon Ibrahimović,de GER,MFFW,Frosinone,17,2005,5.3,1,0,0,3,4,2,7,1,6,,,0,Matches,f5c4fd91
262,Jonathan Ikone,fr FRA,MF,Fiorentina,25,1998,18.7,5,0,0,16,15,5,11,2,12,,,0,Matches,42eaa028
263,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21,2001,11.8,2,0,0,35,20,9,2,1,1,,,0,Matches,c6db4f29
264,Ivan Ilić,rs SRB,MF,Torino,22,2001,23.3,3,0,0,24,25,1,91,20,9,,,0,Matches,bb376bed
265,Samuel Iling-Junior,eng ENG,MF,Juventus,19,2003,9.0,1,0,0,15,5,1,46,6,13,,,0,Matches,ba492306
266,Ciro Immobile,it ITA,FW,Lazio,33,1990,18.4,8,0,0,22,30,14,7,3,8,,,0,Matches,4431aed2
267,Gino Infantino,ar ARG,MF,Fiorentina,20,2003,1.1,1,0,0,4,2,0,0,3,1,,,0,Matches,546c7f68
268,Gustav Isaksen,dk DEN,FWMF,Lazio,22,2001,11.9,3,0,0,17,24,3,29,3,4,,,0,Matches,5715bb71
269,Ardian Ismajli,al ALB,DF,Empoli,26,1996,22.7,2,0,0,18,16,0,4,24,15,,,0,Matches,6b635f5c
270,Armando Izzo,it ITA,DF,Monza,31,1992,18.3,9,0,0,32,25,1,3,24,20,,,0,Matches,89976232
271,Filip Jagiełło,pl POL,MF,Genoa,25,1997,0.4,0,0,0,0,0,0,0,1,0,,,0,Matches,4cdcbc14
272,Jakub Jankto,cz CZE,MF,Cagliari,27,1996,9.7,0,0,0,9,8,1,26,5,9,,,0,Matches,1ea5f91c
273,Juan Jesus,br BRA,DF,Napoli,32,1991,23.5,7,0,0,28,9,0,0,22,20,,,0,Matches,79083382
274,Álex Jiménez,es ESP,DF,Milan,18,2005,0.8,1,0,0,2,1,0,1,0,1,,,0,Matches,faa13947
275,Kaio Jorge,br BRA,FW,Frosinone,21,2002,9.0,2,0,0,8,10,2,3,2,4,,,0,Matches,0cf465f2
276,Luka Jović,rs SRB,FW,Milan,25,1997,9.7,2,1,0,8,12,2,1,1,3,,,0,Matches,4d8cd038
277,Hamed Junior Traorè,ci CIV,MF,Napoli,23,2000,4.2,1,0,0,4,7,1,7,1,2,,,0,Matches,570bb4b9
278,Mohamed Kaba,gn GUI,MF,Lecce,21,2001,15.3,4,1,1,26,21,0,6,12,20,,,0,Matches,517cfb19
279,Christian Kabasele,be BEL,DF,Udinese,32,1991,9.6,5,0,0,15,9,0,2,12,6,,,0,Matches,914ab9a1
280,Yayah Kallon,sl SLE,FW,Hellas Verona,22,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,f95f49d2
281,Pierre Kalulu,fr FRA,DF,Milan,23,2000,4.2,0,0,0,1,3,0,5,1,1,,,0,Matches,85f7d1be
282,Daichi Kamada,jp JPN,MF,Lazio,26,1996,17.2,3,0,0,39,13,2,11,18,36,,,0,Matches,15b287da
283,Hassane Kamara,ci CIV,MF,Udinese,29,1994,24.7,4,0,0,21,8,6,70,25,32,,,0,Matches,19a12bed
284,Yann Karamoh,fr FRA,MF,Torino,25,1998,1.8,0,0,0,2,3,2,6,0,0,,,0,Matches,8b66d9cc
285,Jesper Karlsson,se SWE,MF,Bologna,25,1998,3.8,0,0,0,4,1,1,25,3,3,,,0,Matches,7952d0c2
286,Rick Karsdorp,nl NED,MFDF,Roma,28,1995,13.2,2,0,0,9,9,0,28,9,18,,,0,Matches,9f84febe
287,Grigoris Kastanos,cy CYP,MF,Salernitana,25,1998,16.4,5,0,0,18,44,3,38,6,14,,,0,Matches,2a82aa85
288,Michael Kayode,it ITA,DF,Fiorentina,19,2004,22.9,2,0,0,14,19,2,65,18,30,,,0,Matches,e19660a8
289,Moise Kean,it ITA,FW,Juventus,23,2000,7.3,2,0,0,13,13,7,1,2,5,,,0,Matches,3d50bcdb
290,Simon Kjær,dk DEN,DF,Milan,34,1989,13.0,1,0,0,9,2,0,1,13,15,,,0,Matches,8b8a56ce
291,Davy Klaassen,nl NED,MF,Inter,30,1993,2.3,1,0,0,3,0,1,0,3,2,,,0,Matches,15fd5593
292,Sead Kolašinac,ba BIH,DF,Atalanta,30,1993,24.2,4,0,0,29,20,1,9,20,32,,,0,Matches,3935e52e
293,Teun Koopmeiners,nl NED,MF,Atalanta,25,1998,29.2,5,0,0,53,23,5,120,9,27,,,0,Matches,a26fb8aa
294,Filip Kostić,rs SRB,MF,Juventus,30,1992,20.2,2,0,0,19,18,7,168,9,23,,,0,Matches,b1cd37e6
295,Christian Kouamé,ci CIV,MF,Fiorentina,25,1997,12.1,0,0,0,17,25,0,20,2,3,,,0,Matches,58e933d2
296,Viktor Kovalenko,ua UKR,MF,Empoli,27,1996,6.8,1,0,0,7,10,2,13,2,2,,,0,Matches,9d60028d
297,Rasmus Kristensen,dk DEN,MFDF,Roma,26,1997,19.4,5,0,0,14,8,1,43,7,18,,,1,Matches,39769cff
298,Thomas Kristensen,dk DEN,DF,Udinese,21,2002,23.3,4,1,1,26,7,1,1,29,23,,,0,Matches,fadf9a05
299,Nikola Krstović,me MNE,FW,Lecce,23,2000,26.4,4,1,0,45,54,14,4,3,8,,,0,Matches,473803c9
300,Rade Krunić,ba BIH,MF,Milan,29,1993,7.6,3,0,0,10,11,0,4,11,8,,,0,Matches,817c6964
301,Marash Kumbulla,al ALB,DF,Sassuolo,23,2000,4.0,1,0,0,3,1,0,0,0,2,,,1,Matches,a40819d9
302,Justin Kumi,it ITA,MF,Sassuolo,19,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,2d5f2ff0
303,Berkan Kutlu,tr TUR,MF,Genoa,25,1998,2.2,0,0,0,4,4,0,12,4,3,,,0,Matches,794364d7
304,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22,2001,30.4,8,0,0,25,80,4,99,13,22,,,0,Matches,dea88efd
305,Giorgi Kvernadze,ge GEO,FW,Frosinone,20,2003,0.7,0,0,0,3,1,0,1,1,0,,,0,Matches,70006831
306,Giorgos Kyriakopoulos,gr GRE,MFDF,Monza,27,1996,19.0,3,0,0,15,14,2,84,12,10,,,0,Matches,0a483542
307,Gianluca Lapadula,pe PER,FW,Cagliari,33,1990,13.4,3,0,0,22,18,15,7,2,1,,,0,Matches,2ead2809
308,Armand Lauriente,fr FRA,MFFW,Sassuolo,24,1998,32.3,5,0,0,34,55,4,134,18,21,,,0,Matches,2d22cea7
309,Valentino Lazaro,at AUT,MF,Torino,27,1996,22.2,3,0,0,12,10,1,126,8,11,,,0,Matches,016ff750
310,Darko Lazović,rs SRB,MF,Hellas Verona,32,1990,21.4,0,1,0,5,6,13,96,6,17,,,0,Matches,5128bde4
311,Manuel Lazzari,it ITA,DFMF,Lazio,29,1993,18.6,4,1,0,15,20,1,56,12,19,,,0,Matches,02caf6e0
312,Nicola Leali,it ITA,GK,Genoa,30,1993,2.0,1,0,0,0,0,0,0,0,0,,,0,Matches,5f9970a0
313,Rafael Leão,pt POR,MFFW,Milan,24,1999,27.9,5,0,0,26,52,17,106,9,10,,,0,Matches,20730eae
314,Jesper Lindstrøm,dk DEN,FW,Napoli,23,2000,4.8,2,0,0,6,4,2,12,2,2,,,0,Matches,37dc1a48
315,Karol Linetty,pl POL,MF,Torino,28,1995,20.6,12,0,0,50,18,2,19,23,19,,,0,Matches,d023d70f
316,Luca Lipani,it ITA,MF,Sassuolo,18,2005,4.3,0,0,0,6,1,0,5,6,7,,,0,Matches,1dc5a029
317,Pol Lirola,es ESP,DFMF,Frosinone,25,1997,17.1,1,0,0,7,11,2,25,18,19,,,0,Matches,ff800ed8
318,Marcin Listkowski,pl POL,FWMF,Lecce,25,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,a3695ac2
319,Diego Llorente,es ESP,DF,Roma,29,1993,24.1,5,0,0,26,23,0,6,22,19,,,0,Matches,bba30585
320,Stanislav Lobotka,sk SVK,MF,Napoli,28,1994,36.5,4,0,0,33,41,0,3,31,40,,,0,Matches,e1cbb531
321,Manuel Locatelli,it ITA,MF,Juventus,25,1998,33.4,6,0,0,41,24,2,10,26,47,,,0,Matches,a8a874f1
322,Ruben Loftus-Cheek,eng ENG,MF,Milan,27,1996,23.0,5,0,0,39,45,1,13,10,18,,,0,Matches,e97fd090
323,Ademola Lookman,ng NGA,FWMF,Atalanta,25,1997,21.0,4,0,0,28,34,12,69,9,15,,,0,Matches,7c104bb7
324,Maxime Lopez,fr FRA,MF,Sassuolo,25,1997,1.6,0,1,0,2,2,0,0,2,1,,,0,Matches,20094685
325,Maxime Lopez,fr FRA,MF,Fiorentina,25,1997,8.9,1,0,0,8,5,0,16,7,7,,,0,Matches,20094685
326,Matteo Lovato,it ITA,DF,Torino,23,2000,6.0,2,0,0,14,0,0,0,14,6,,,0,Matches,5fa57166
327,Matteo Lovato,it ITA,DF,Salernitana,23,2000,10.5,2,0,0,7,5,0,1,19,14,,,0,Matches,5fa57166
328,Sandi Lovrić,si SVN,MF,Udinese,25,1998,22.1,1,1,0,25,23,1,81,21,13,,,0,Matches,966eea58
329,Lorenzo Lucca,it ITA,FW,Udinese,22,2000,28.8,6,0,0,52,54,21,8,4,11,,,0,Matches,83c06f3a
330,Jhon Lucumí,co COL,DF,Bologna,25,1998,24.6,1,0,0,10,18,1,1,15,29,,,0,Matches,80490d7f
331,José Luis Palomino,ar ARG,DF,Atalanta,33,1990,0.3,0,0,0,0,0,0,0,1,1,,,0,Matches,921f6058
332,Romelu Lukaku,be BEL,FW,Roma,30,1993,29.3,5,1,0,24,17,25,13,0,6,,,0,Matches,5eae500a
333,Karlo Lulić,hr CRO,MF,Frosinone,27,1996,0.2,0,0,0,0,0,0,0,1,0,,,0,Matches,5dde403b
334,Sebastiano Luperto,it ITA,DF,Empoli,26,1996,37.8,4,0,0,25,18,1,9,28,27,,,0,Matches,997fff07
335,Mateus Lusuardi,br BRA,DF,Frosinone,19,2004,2.4,1,0,0,2,0,0,1,4,1,,,0,Matches,0704d719
336,Zito Luvumbo,ao ANG,MFFW,Cagliari,21,2002,21.6,5,0,0,31,66,14,82,1,7,,,0,Matches,b09e0873
337,Babis Lykogiannis,gr GRE,DF,Bologna,29,1993,10.0,2,0,0,12,0,2,58,5,6,,,0,Matches,5efc5389
338,Giulio Maggiore,it ITA,MF,Salernitana,25,1998,20.0,9,1,1,39,36,1,3,22,26,,,0,Matches,957e4c87
339,Giangiacomo Magnani,it ITA,DF,Hellas Verona,27,1995,27.2,6,0,0,27,30,0,12,45,17,,,0,Matches,cce9f582
340,Mike Maignan,fr FRA,GK,Milan,28,1995,29.0,1,1,0,1,5,0,0,1,0,,,0,Matches,fcb38f57
341,Antoine Makoumbou,cg CGO,MF,Cagliari,25,1998,30.0,5,2,1,28,28,1,11,16,22,,,0,Matches,f37f3522
342,Daniel Maldini,it ITA,FWMF,Empoli,21,2001,2.9,1,0,0,8,5,0,5,2,2,,,0,Matches,801831fe
343,Daniel Maldini,it ITA,MF,Monza,21,2001,3.7,0,0,0,2,5,2,10,2,2,,,0,Matches,801831fe
344,Youssef Maleh,ma MAR,MF,Empoli,24,1998,28.9,11,0,0,57,37,0,47,23,50,,,0,Matches,4c8845f7
345,Ruslan Malinovskyi,ua UKR,MFFW,Genoa,30,1993,17.2,7,0,0,30,17,0,19,5,22,,,0,Matches,48d5bd33
346,Gianluca Mancini,it ITA,DF,Roma,27,1996,31.9,9,0,0,49,31,0,24,34,19,,,0,Matches,5aa53281
347,Marco Mancosu,it ITA,MFFW,Cagliari,34,1988,1.7,0,0,0,3,1,2,4,0,0,,,0,Matches,2c3a6c21
348,Christos Mandas,gr GRE,GK,Lazio,21,2001,8.0,0,0,0,0,1,0,0,1,0,,,0,Matches,f794e9ab
349,Rolando Mandragora,it ITA,MF,Fiorentina,26,1997,17.6,5,0,0,26,25,0,34,9,10,,,0,Matches,c7259b83
350,Kostas Manolas,gr GRE,DF,Salernitana,32,1991,5.4,0,0,0,5,3,0,1,2,6,,,0,Matches,c707411f
351,Riccardo Marchizza,it ITA,DF,Frosinone,25,1998,12.8,1,0,0,6,3,0,22,7,6,,,0,Matches,91d0fabf
352,Gian Marco Ferrari,it ITA,DF,Sassuolo,31,1992,25.2,4,0,0,26,21,0,14,26,11,,,0,Matches,8650af85
353,Pablo Marí,es ESP,DF,Monza,29,1993,29.1,7,0,0,37,9,0,4,37,26,,,0,Matches,aa54ec6f
354,Mirko Marić,hr CRO,FW,Monza,28,1995,3.2,0,1,0,4,5,3,1,2,1,,,0,Matches,78338347
355,Răzvan Marin,ro ROU,MF,Empoli,27,1996,20.2,3,0,0,28,18,1,97,6,21,,,0,Matches,7fac99d4
356,Agustín Martegani,ar ARG,MF,Salernitana,23,2000,8.1,1,0,0,10,14,0,1,4,7,,,0,Matches,591bf874
357,Aarón Martín,es ESP,MFDF,Genoa,26,1997,15.3,4,1,1,23,17,2,105,7,10,,,0,Matches,2f3e911a
358,Tommaso Martinelli,it ITA,GK,Fiorentina,17,2006,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,968ddd14
359,Josep Martinez,es ESP,GK,Genoa,25,1998,36.0,4,1,1,2,11,0,0,0,0,,,0,Matches,11d8aff0
360,Lautaro Martínez,ar ARG,FW,Inter,25,1997,29.5,5,0,0,46,59,12,16,17,14,,,0,Matches,f7036e1c
361,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,27,1996,25.5,9,0,0,41,13,1,5,29,52,,,0,Matches,3ec3c1c9
362,Adam Marušić,me MNE,DFMF,Lazio,30,1992,34.4,3,1,0,24,10,4,44,28,32,,,0,Matches,d4535821
363,Adam Masina,ma MAR,MF,Udinese,29,1994,0.7,2,0,0,3,0,0,0,2,0,,,0,Matches,de0f152c
364,Adam Masina,ma MAR,DF,Torino,29,1994,11.4,0,0,0,18,5,0,4,11,12,,,0,Matches,de0f152c
365,Alan Matturro,uy URU,MF,Genoa,18,2004,1.2,0,0,0,0,0,0,0,2,1,,,1,Matches,547c0119
366,Luca Mazzitelli,it ITA,MF,Frosinone,27,1995,24.6,6,1,1,45,36,1,43,20,26,,,0,Matches,dc61b402
367,Pasquale Mazzocchi,it ITA,MFDF,Salernitana,28,1995,14.1,4,0,0,23,9,3,44,4,18,,,0,Matches,eb0ec070
368,Pasquale Mazzocchi,it ITA,DFMF,Napoli,28,1995,4.8,0,1,0,9,7,0,14,1,3,,,0,Matches,eb0ec070
369,Jordi Mboula,es ESP,MFFW,Hellas Verona,24,1999,3.4,0,0,0,5,4,2,8,1,3,,,0,Matches,4887118d
370,Weston McKennie,us USA,MF,Juventus,24,1998,28.8,6,0,0,23,12,6,59,19,29,,,0,Matches,01c3aff5
371,Arthur Melo,br BRA,MF,Fiorentina,26,1996,22.1,2,0,0,18,47,0,21,19,29,,,0,Matches,48b3dd60
372,Leonardo Mendicino,it ITA,MF,Atalanta,17,2006,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,dac2bed8
373,Alex Meret,it ITA,GK,Napoli,26,1997,30.8,0,0,0,0,3,0,0,0,0,,,0,Matches,9413b19f
374,Junior Messias,br BRA,MFFW,Genoa,32,1991,11.7,0,0,0,7,22,5,24,5,19,,,0,Matches,f49c4ae9
375,Nikola Milenković,rs SRB,DF,Fiorentina,25,1997,27.9,4,0,0,30,23,0,0,27,19,,,0,Matches,bee704fc
376,Arkadiusz Milik,pl POL,FW,Juventus,29,1994,10.2,2,1,0,21,26,11,4,5,6,,,0,Matches,85613cf0
377,Vanja Milinković-Savić,rs SRB,GK,Torino,26,1997,36.0,2,0,0,0,2,0,0,1,0,,,0,Matches,9fa26bc2
378,Yerry Mina,co COL,DF,Fiorentina,28,1994,0.5,1,0,0,3,2,0,0,0,1,,,0,Matches,6d5701f2
379,Yerry Mina,co COL,DF,Cagliari,28,1994,13.5,4,0,0,17,18,0,2,4,13,,,0,Matches,6d5701f2
380,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,27,1995,13.1,1,0,0,12,31,3,83,3,6,,,0,Matches,a9aa0d1d
381,Kevin Miranda,it ITA,DF,Sassuolo,20,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,9bd97418
382,Antonio Mirante,it ITA,GK,Milan,40,1983,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,30223b33
383,Fabio Miretti,it ITA,MF,Juventus,19,2003,12.3,3,0,0,22,29,1,32,8,15,,,0,Matches,34693494
384,Filippo Missori,it ITA,MF,Sassuolo,19,2004,3.0,0,0,0,1,2,0,5,3,3,,,0,Matches,2d3d7c0d
385,Stefan Mitrović,rs SRB,MF,Hellas Verona,20,2002,4.3,0,0,0,10,6,1,15,0,3,,,0,Matches,232b3da4
386,Henrikh Mkhitaryan,am ARM,MF,Inter,34,1989,30.9,4,0,0,35,29,3,31,28,33,,,0,Matches,dd0daf32
387,Ilario Monterisi,it ITA,DF,Frosinone,21,2001,16.3,1,0,0,10,17,1,5,8,13,,,0,Matches,31b252fc
388,Lorenzo Montipò,it ITA,GK,Hellas Verona,27,1996,37.0,0,0,0,0,3,0,0,0,1,,,0,Matches,c1d95617
389,Nikola Moro,hr CRO,MFFW,Bologna,25,1998,9.3,0,0,0,12,9,0,13,7,17,,,0,Matches,ff579c7e
390,Dany Mota,pt POR,MFFW,Monza,25,1998,22.8,3,0,0,22,28,6,90,2,7,,,0,Matches,efc9e31f
391,Samuele Mulattieri,it ITA,FW,Sassuolo,22,2000,5.1,1,0,0,7,5,0,0,1,1,,,0,Matches,30297946
392,Luis Muriel,co COL,FW,Atalanta,32,1991,4.5,0,0,0,6,14,1,31,1,2,,,0,Matches,eb2fe5b6
393,Yunus Musah,us USA,MF,Milan,20,2002,16.4,5,0,0,22,21,2,27,11,14,,,0,Matches,b51b1b9c
394,Juan Musso,ar ARG,GK,Atalanta,29,1994,11.0,0,0,0,1,0,0,0,0,0,,,0,Matches,a111cf41
395,Kingstone Mutandwa,zm ZAM,FW,Cagliari,20,2003,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches,cbe32194
396,Obite N'Dicka,ci CIV,DF,Roma,23,1999,24.1,6,0,0,26,16,0,11,15,18,,,0,Matches,441197b8
397,Nahitan Nández,uy URU,MFDF,Cagliari,27,1995,26.0,7,0,0,52,32,9,154,19,40,,,0,Matches,95facda1
398,Natan,br BRA,DF,Napoli,22,2001,10.6,3,1,1,13,6,0,5,8,11,,,0,Matches,94bccc82
399,Lapo Nava,it ITA,GK,Milan,19,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,c0f732e1
400,Michel Ndary Adopo,fr FRA,MF,Atalanta,23,2000,1.2,0,0,0,2,1,1,1,0,3,,,0,Matches,599d91d0
401,Dan Ndoye,ch SUI,MFFW,Bologna,22,2000,19.7,4,0,0,29,56,7,47,10,15,,,0,Matches,8e697a8f
402,Cyril Ngonge,be BEL,MFFW,Hellas Verona,23,2000,15.9,4,0,0,30,22,3,50,3,10,,,0,Matches,2b8360f1
403,Cyril Ngonge,be BEL,FW,Napoli,23,2000,3.5,2,0,0,2,10,1,21,0,3,,,0,Matches,2b8360f1
404,M'Baye Niang,sn SEN,FW,Empoli,28,1994,7.9,1,0,0,15,24,9,4,3,2,,,0,Matches,2054d037
405,Hans Nicolussi Caviglia,it ITA,MF,Juventus,23,2000,3.0,1,0,0,1,10,0,18,0,2,,,0,Matches,b136c945
406,Joseph Nonge,be BEL,MF,Juventus,18,2005,0.3,1,0,0,3,1,0,0,0,0,,,0,Matches,23d73767
407,Tijjani Noslin,nl NED,FWMF,Hellas Verona,24,1999,14.9,2,0,0,24,10,4,15,2,7,,,0,Matches,2f067cf2
408,Simeon Nwankwo,ng NGA,FW,Salernitana,31,1992,7.6,0,0,0,11,17,2,0,0,3,,,0,Matches,80dbbd10
409,M'Bala Nzola,ao ANG,FW,Fiorentina,26,1996,17.2,2,0,0,37,7,21,6,0,8,,,0,Matches,a4948e67
410,Adam Obert,sk SVK,DF,Cagliari,20,2002,10.5,1,0,0,14,4,0,15,20,9,,,0,Matches,aa25ce92
411,Pedro Obiang,gq EQG,MF,Sassuolo,31,1992,5.0,1,0,0,9,3,0,1,7,3,,,0,Matches,ba1e04b3
412,Guillermo Ochoa,mx MEX,GK,Salernitana,38,1985,21.0,0,0,0,0,0,0,0,0,0,,,0,Matches,1e9bde92
