--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
34,Valentin Antov,bg BUL,DF,Monza,21,2000,9,306,34,8.9,3.4,2,75,1,7,22,28,0.89,6,8,-2,-0.59,-0.53,Matches,8f68aa41
35,Marko Arnautović,at AUT,FW,Bologna,33,1989,21,1530,73,44.7,17.0,18,81,10,3,22,2,1.24,22,24,-2,-0.12,-0.40,Matches,00459419
36,Tolgay Arslan,de GER,MF,Udinese,31,1990,36,1211,34,35.4,13.5,12,60,0,24,21,0,1.28,12,16,-4,-0.30,-0.42,Matches,963a328b
37,Santiago Ascacíbar,ar ARG,MF,Cremonese,25,1997,13,727,56,21.3,8.1,7,74,3,6,35,3,0.31,6,11,-5,-0.62,+0.32,Matches,e26fcca3
38,Kristoffer Askildsen,no NOR,MF,Lecce,21,2001,21,728,35,21.3,8.1,7,63,0,14,21,15,1.19,9,10,-1,-0.12,+0.28,Matches,a69cc629
39,Kristjan Asllani,al ALB,MF,Inter,20,2002,20,592,30,17.3,6.6,5,69,1,15,16,18,2.05,9,10,-1,-0.15,-1.11,Matches,0fdcef0e
40,Emil Audero,id IDN,GK,Sampdoria,25,1997,25,2250,90,65.8,25.0,25,90,25,0,,0,0.48,11,39,-28,-1.12,+0.34,Matches,649b01d8
41,Tommaso Augello,it ITA,MFDF,Sampdoria,27,1994,37,3061,83,89.5,34.0,35,85,28,2,45,1,0.51,23,64,-41,-1.21,+0.30,Matches,3cd3b384
42,Carlos Augusto,br BRA,MF,Monza,23,1999,35,3083,88,90.1,34.3,35,88,31,0,,0,1.40,45,46,-1,-0.03,+0.77,Matches,8d3cd59d
43,Kaan Ayhan,tr TUR,DF,Sassuolo,27,1994,10,545,55,15.9,6.1,5,90,5,5,19,8,1.40,6,11,-5,-0.83,-0.54,Matches,2200181e
44,Jaime Báez,uy URU,MF,Cremonese,27,1995,2,96,48,2.8,1.1,1,61,0,1,35,13,0.00,0,2,-2,-1.87,-1.04,Matches,dfd24c07
45,Nicola Bagnolini,it ITA,GK,Bologna,18,2004,0,,,,,0,,0,0,,12,,,,,,,Matches,ad263695
46,Nedim Bajrami,al ALB,MFFW,Empoli,23,1999,19,940,49,27.5,10.4,8,80,4,11,27,1,1.21,8,14,-6,-0.57,-0.36,Matches,f42d6c13
47,Nedim Bajrami,al ALB,FW,Sassuolo,23,1999,18,819,46,23.9,9.1,7,71,1,11,29,0,1.39,9,19,-10,-1.10,-0.96,Matches,f42d6c13
48,Tiemoué Bakayoko,fr FRA,MF,Milan,27,1994,3,41,14,1.2,0.5,0,,0,3,14,30,2.00,1,1,0,0.00,-0.56,Matches,59bf127b
49,Tommaso Baldanzi,it ITA,MF,Empoli,19,2003,26,1772,68,51.8,19.7,24,72,6,2,28,5,1.15,17,23,-6,-0.30,+0.02,Matches,102e2599
50,Gabriele Baldi,it ITA,GK,Roma,17,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,6cdda19f
51,Fodé Ballo-Touré,sn SEN,DFMF,Milan,25,1997,10,523,52,15.3,5.8,5,90,5,5,15,24,1.80,6,8,-2,-0.34,-1.06,Matches,f449640d
52,Lameck Banda,zm ZAM,FWMF,Lecce,21,2001,36,1636,45,47.8,18.2,19,69,3,17,19,1,0.97,14,20,-6,-0.33,+0.02,Matches,8a6de8c7
53,Filippo Bandinelli,it ITA,MF,Empoli,27,1995,35,2263,65,66.2,25.1,28,74,3,7,26,1,1.17,24,27,-3,-0.12,+0.58,Matches,d44360be
54,Antonín Barák,cz CZE,MF,Hellas Verona,27,1994,1,25,25,0.7,0.3,0,,0,1,25,0,0.00,0,1,-1,-3.60,-2.88,Matches,01efac19
55,Antonín Barák,cz CZE,MF,Fiorentina,27,1994,30,1799,60,52.6,20.0,21,78,6,9,18,4,1.33,25,26,-1,-0.05,-0.66,Matches,01efac19
56,Andrea Barberis,it ITA,MF,Monza,28,1993,9,338,38,9.9,3.8,3,75,2,6,19,27,1.11,4,9,-5,-1.33,-1.36,Matches,32ebfe1e
57,Tommaso Barbieri,it ITA,MF,Juventus,19,2002,3,109,36,3.2,1.2,2,51,0,1,8,8,1.00,0,2,-2,-1.65,-2.33,Matches,6f1d7aa8
58,Francesco Bardi,it ITA,GK,Bologna,30,1992,1,90,90,2.6,1.0,1,90,1,0,,36,3.00,3,0,+3,+3.00,+2.97,Matches,0acda699
59,Nicolò Barella,it ITA,MF,Inter,25,1997,35,2613,75,76.4,29.0,31,81,17,4,23,2,1.80,51,31,+20,+0.69,-0.31,Matches,6928979a
60,Enzo Barrenechea,ar ARG,MF,Juventus,21,2001,3,158,53,4.6,1.8,3,53,0,0,,7,3.00,4,4,0,0.00,-0.63,Matches,6caffe81
61,Musa Barrow,gm GAM,MFFW,Bologna,23,1998,32,1960,61,57.3,21.8,26,72,9,6,14,2,1.59,26,31,-5,-0.23,-0.78,Matches,e5bf73f3
62,Federico Baschirotto,it ITA,DF,Lecce,25,1996,37,3330,90,97.4,37.0,37,90,37,0,,0,0.97,33,44,-11,-0.30,+1.70,Matches,5a08ee41
63,Toma Bašić,hr CRO,MF,Lazio,25,1996,25,513,21,15.0,5.7,4,51,0,21,15,13,2.00,5,6,-1,-0.18,-1.14,Matches,80556f08
64,Matteo Bassi,it ITA,MF,Udinese,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,97ab8ac2
65,Alberto Basso,it ITA,FW,Cremonese,18,2004,1,16,16,0.5,0.2,0,,0,1,16,8,0.00,0,0,0,0.00,+0.87,Matches,2ce215f2
66,Alessandro Bastoni,it ITA,DF,Inter,23,1999,29,2157,74,63.1,24.0,26,80,16,3,25,8,1.90,42,25,+17,+0.71,-0.15,Matches,75b86fb3
67,Simone Bastoni,it ITA,MFDF,Spezia,25,1996,19,1189,63,34.8,13.2,15,74,3,4,22,3,0.89,12,22,-10,-0.76,+0.09,Matches,1ac232b8
68,Brian Bayeye,cd COD,MF,Torino,22,2000,2,64,32,1.9,0.7,1,54,0,1,10,35,1.00,0,2,-2,-2.81,-2.89,Matches,78e6bf2c
69,Rodrigo Becão,br BRA,DF,Udinese,26,1996,28,2484,89,72.6,27.6,28,89,25,0,,0,1.50,38,31,+7,+0.25,+1.02,Matches,19e4eab9
70,Julius Beck,dk DEN,MF,Spezia,17,2005,1,10,10,0.3,0.1,0,,0,1,10,23,0.00,0,1,-1,-9.00,-8.21,Matches,e892c325
71,Raoul Bellanova,it ITA,MF,Inter,22,2000,18,496,28,14.5,5.5,3,73,0,15,18,20,2.00,10,8,+2,+0.36,-0.47,Matches,e3756e72
72,Andrea Belotti,it ITA,FW,Roma,28,1993,31,1146,37,33.5,12.7,11,70,2,20,19,2,1.58,19,17,+2,+0.16,-0.24,Matches,d705ba44
73,Marco Benassi,it ITA,MF,Cremonese,27,1994,15,998,67,29.2,11.1,11,81,7,4,27,1,0.87,9,21,-12,-1.08,-0.30,Matches,0000acda
74,Marco Benassi,it ITA,DF,Fiorentina,27,1994,2,93,47,2.7,1.0,1,70,0,1,23,2,1.50,2,2,0,0.00,-0.27,Matches,0000acda
75,Filip Benković,hr CRO,DF,Udinese,25,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,305a3820
76,Ismaël Bennacer,dz ALG,MF,Milan,24,1997,28,2007,72,58.7,22.3,24,79,13,4,26,1,1.82,38,21,+17,+0.76,+0.51,Matches,db092d3b
77,Alessandro Berardi,it ITA,GK,Hellas Verona,31,1991,0,,,,,0,,0,0,,34,,,,,,,Matches,ec1f737d
78,Domenico Berardi,it ITA,FWMF,Sassuolo,27,1994,26,1866,72,54.6,20.7,22,80,11,4,24,1,1.12,30,32,-2,-0.10,+0.60,Matches,53a0e358
79,Bartosz Bereszyński,pl POL,DFMF,Sampdoria,30,1992,15,1198,80,35.0,13.3,15,80,10,0,,1,0.60,8,20,-12,-0.90,+0.52,Matches,61b3978f
80,Bartosz Bereszyński,pl POL,DF,Napoli,30,1992,3,166,55,4.9,1.8,2,76,1,1,15,18,1.33,3,4,-1,-0.54,-1.93,Matches,61b3978f
81,Etrit Berisha,al ALB,GK,Torino,33,1989,0,,,,,0,,0,0,,13,,,,,,,Matches,ee833569
82,Medon Berisha,al ALB,MF,Lecce,18,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,9d376bef
83,Lorenzo Bernasconi,it ITA,MF,Atalanta,18,2003,0,,,,,0,,0,0,,8,,,,,,,Matches,c1041eb7
84,Marco Bertini,it ITA,MF,Lazio,19,2002,1,1,1,0.0,0.0,0,,0,1,1,21,3.00,0,0,0,0.00,-0.79,Matches,4b520f96
85,Tommaso Bertini,it ITA,GK,Atalanta,18,2004,0,,,,,0,,0,0,,6,,,,,,,Matches,c14dcfc2
86,Nicolò Bertola,it ITA,DF,Spezia,19,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,04b40c58
87,Beto,gw GNB,FW,Udinese,24,1998,33,2129,65,62.3,23.7,23,80,11,10,28,0,1.27,25,31,-6,-0.25,-0.60,Matches,ed5c0319
88,Matteo Bianchetti,it ITA,DF,Cremonese,29,1993,25,2132,85,62.3,23.7,22,89,20,3,59,9,0.60,26,46,-20,-0.84,+0.06,Matches,b3a20f18
89,Alessandro Bianco,it ITA,MF,Fiorentina,19,2002,7,153,22,4.5,1.7,2,54,0,5,9,30,1.71,3,1,+2,+1.18,+0.96,Matches,d65cf468
90,Jaka Bijol,si SVN,DF,Udinese,23,1999,32,2728,85,79.8,30.3,32,85,28,0,,3,1.19,34,38,-4,-0.13,-0.52,Matches,6fdac234
91,Cristiano Biraghi,it ITA,DF,Fiorentina,29,1992,33,2551,77,74.6,28.3,30,84,21,3,14,5,1.55,37,35,+2,+0.07,-0.76,Matches,9e1577aa
92,Samuele Birindelli,it ITA,MF,Monza,23,1999,31,1400,45,40.9,15.6,14,68,4,17,26,6,1.45,17,25,-8,-0.51,-0.69,Matches,204ac005
93,Kristijan Bistrović,hr CRO,MF,Lecce,24,1998,11,461,42,13.5,5.1,5,68,0,6,20,5,1.09,4,5,-1,-0.20,+0.17,Matches,79370f8c
94,Marco Bleve,it ITA,GK,Lecce,26,1995,0,,,,,0,,0,0,,38,,,,,,,Matches,47f2af81
95,Alexis Blin,fr FRA,MF,Lecce,25,1996,35,2376,68,69.5,26.4,26,80,13,9,32,2,1.00,22,29,-7,-0.27,+0.25,Matches,c69ef855
96,Pietro Boer,it ITA,GK,Roma,20,2002,0,,,,,0,,0,0,,38,,,,,,,Matches,b4a98bb4
97,Jeremie Boga,ci CIV,MFFW,Atalanta,25,1997,23,782,34,22.9,8.7,5,70,1,18,24,10,1.57,19,14,+5,+0.58,+0.13,Matches,fe012aca
98,Emil Bohinen,no NOR,MF,Salernitana,23,1999,24,832,35,24.3,9.2,9,62,0,15,18,5,1.21,15,13,+2,+0.22,+0.77,Matches,c83c203f
99,Giacomo Bonaventura,it ITA,MF,Fiorentina,32,1989,30,1911,64,55.9,21.2,21,80,9,9,25,3,1.50,28,25,+3,+0.14,-0.28,Matches,d995ed27
100,Federico Bonazzoli,it ITA,FW,Salernitana,25,1997,24,1119,47,32.7,12.4,12,71,3,12,23,14,0.88,9,14,-5,-0.40,-0.05,Matches,bf57eaab
101,Warren Bondo,fr FRA,MF,Monza,18,2003,4,60,15,1.8,0.7,0,,0,4,15,15,0.75,2,2,0,0.00,+0.11,Matches,0def2376
102,Kevin Bonifazi,it ITA,DF,Bologna,26,1996,13,902,69,26.4,10.0,9,86,7,4,32,12,1.23,16,17,-1,-0.10,-0.28,Matches,fb77bfef
103,Leonardo Bonucci,it ITA,DF,Juventus,35,1987,16,879,55,25.7,9.8,9,85,7,7,16,9,2.06,20,10,+10,+1.02,+0.56,Matches,52ec54d0
104,Erik Botheim,no NOR,MFFW,Salernitana,22,2000,28,866,31,25.3,9.6,9,65,2,19,15,10,1.29,13,16,-3,-0.31,+0.08,Matches,3d13d9e4
105,Nikolaos Botis,gr GRE,GK,Inter,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,9f2fb1c7
106,Reda Boultam,nl NED,MF,Salernitana,24,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,f3bc2eb7
107,Mehdi Bourabia,ma MAR,MF,Spezia,30,1991,37,2771,75,81.0,30.8,36,76,12,1,31,1,0.82,28,49,-21,-0.68,+0.70,Matches,0d077b88
108,Edoardo Bove,it ITA,MFDF,Roma,20,2002,22,992,45,29.0,11.0,10,75,4,12,20,16,1.77,12,13,-1,-0.09,-0.57,Matches,ae94a6c5
109,Andrea Bozzolan,it ITA,DF,Milan,18,2004,0,,,,,0,,0,0,,4,,,,,,,Matches,ea74c494
110,Jayden Braaf,nl NED,MF,Hellas Verona,19,2002,6,288,48,8.4,3.2,2,75,0,4,35,14,0.33,2,4,-2,-0.62,+0.12,Matches,c609e90e
111,Domagoj Bradarić,hr CRO,MFDF,Salernitana,22,1999,31,2250,73,65.8,25.0,24,85,19,7,29,5,1.13,31,44,-13,-0.52,-0.44,Matches,8bbe2df5
112,Davide Bragantini,it ITA,MF,Hellas Verona,18,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,af7e6762
113,Federico Brancolini,it ITA,GK,Lecce,21,2001,0,,,,,0,,0,0,,33,,,,,,,Matches,d4890c25
114,Gabriel Brazão,br BRA,GK,Inter,21,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,18c697e8
115,Josip Brekalo,hr CRO,MF,Fiorentina,24,1998,6,229,38,6.7,2.5,1,90,1,5,28,11,1.50,4,1,+3,+1.18,+0.98,Matches,d4a2533d
116,Gleison Bremer,br BRA,DF,Juventus,25,1997,30,2634,88,77.0,29.3,30,88,24,0,,3,1.77,41,31,+10,+0.34,-1.15,Matches,5fd5ed86
117,Dylan Bronn,tn TUN,DF,Salernitana,27,1995,24,1683,70,49.2,18.7,19,82,14,5,25,8,1.17,24,30,-6,-0.32,+0.09,Matches,edd81e2a
118,Marcelo Brozović,hr CRO,MF,Inter,29,1992,28,1770,63,51.8,19.7,19,83,11,9,22,0,1.79,35,27,+8,+0.41,-0.74,Matches,33b8d077
119,Kevin Bruno,it ITA,MF,Sassuolo,17,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,a2709259
120,Cristian Buonaiuto,it ITA,MFFW,Cremonese,29,1992,29,980,34,28.7,10.9,7,65,1,22,24,7,0.62,10,23,-13,-1.19,-0.46,Matches,f3a9fa26
121,Alessandro Buongiorno,it ITA,DF,Torino,23,1999,34,2721,80,79.6,30.2,30,85,24,4,39,2,1.41,35,30,+5,+0.17,+0.68,Matches,4ae67f27
122,Leonardo Buta,pt POR,DF,Udinese,20,2002,2,16,8,0.5,0.2,0,,0,2,8,17,0.00,0,1,-1,-5.63,-5.63,Matches,dee3d535
123,Arthur Cabral,br BRA,FW,Fiorentina,24,1998,28,1432,51,41.9,15.9,15,77,5,13,21,6,1.50,25,17,+8,+0.50,+0.41,Matches,a820e429
124,Liberato Cacace,nz NZL,DF,Empoli,21,2000,12,587,49,17.2,6.5,5,86,4,7,22,26,0.50,6,9,-3,-0.46,-0.17,Matches,dd86e8e4
125,Federico Caia,it ITA,FW,Hellas Verona,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,58aed729
126,Davide Calabria,it ITA,DF,Milan,25,1996,25,1690,68,49.4,18.8,21,78,10,4,15,3,1.72,35,25,+10,+0.53,-0.04,Matches,2146785a
127,Mattia Caldara,it ITA,DF,Spezia,28,1994,20,1253,63,36.6,13.9,13,87,11,7,17,15,1.10,10,22,-12,-0.86,-0.07,Matches,ac7e640b
128,Luca Caldirola,it ITA,DF,Monza,31,1991,31,2353,76,68.8,26.1,27,83,17,4,31,4,1.65,36,33,+3,+0.11,+0.71,Matches,226008f1
129,Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,33,2363,72,69.1,26.3,28,80,12,5,23,2,2.06,56,25,+31,+1.18,+1.35,Matches,cd0fa27b
130,Mohamed Camara,gn GUI,MF,Roma,25,1997,15,696,46,20.4,7.7,8,76,1,7,13,18,1.33,5,10,-5,-0.65,-1.21,Matches,13ea2544
131,Nicolò Cambiaghi,it ITA,FWMF,Empoli,21,2000,28,1285,46,37.6,14.3,12,74,2,16,25,3,1.32,19,12,+7,+0.49,+1.29,Matches,91ff775f
132,Andrea Cambiaso,it ITA,DFMF,Bologna,22,2000,32,2170,68,63.5,24.1,25,81,17,7,19,2,1.38,30,28,+2,+0.08,-0.06,Matches,247ed022
133,Matteo Cancellieri,it ITA,FW,Lazio,20,2002,20,256,13,7.5,2.8,1,45,0,19,11,18,1.85,6,2,+4,+1.41,+0.67,Matches,b6a1cdf9
134,Pietro Candelari,it ITA,MF,Spezia,17,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,356ae640
135,Antonio Candreva,it ITA,MF,Salernitana,35,1987,35,2726,78,79.7,30.3,32,83,18,3,21,0,1.17,41,46,-5,-0.17,+1.00,Matches,356c9002
136,Adrian Cannavaro,it ITA,DF,Sassuolo,18,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,6f6ed7bb
137,Leonardo Capezzi,it ITA,MF,Salernitana,27,1995,0,,,,,0,,0,0,,19,,,,,,,Matches,07ea0ef2
138,Elio Capradossi,ug UGA,DF,Spezia,26,1996,0,,,,,0,,0,0,,2,,,,,,,Matches,174944a3
139,Gianluca Caprari,it ITA,MFFW,Monza,29,1993,37,2441,66,71.4,27.1,32,71,5,5,32,0,1.38,33,42,-9,-0.33,-0.79,Matches,54e53b7e
140,Francesco Caputo,it ITA,FW,Sampdoria,34,1987,15,1094,73,32.0,12.2,13,78,6,2,40,0,0.40,6,20,-14,-1.15,+0.13,Matches,5bd72174
141,Francesco Caputo,it ITA,FW,Empoli,34,1987,21,1708,81,49.9,19.0,20,84,7,1,34,0,1.19,22,22,0,0.00,+0.63,Matches,5bd72174
142,Andrea Carboni,it ITA,DF,Monza,21,2001,4,167,42,4.9,1.9,1,90,1,3,26,15,0.00,2,7,-5,-2.69,-2.72,Matches,f7e2af2c
143,Franco Carboni,it ITA,MF,Monza,19,2003,3,66,22,1.9,0.7,0,,0,3,22,15,2.00,1,0,+1,+1.36,+1.50,Matches,b033f803
144,Valentin Carboni,ar ARG,MF,Inter,17,2005,5,25,5,0.7,0.3,0,,0,5,5,23,0.80,1,1,0,0.00,-0.77,Matches,707b98f1
145,Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27,2430,90,71.1,27.0,27,90,27,0,,4,0.78,25,47,-22,-0.81,+0.19,Matches,8ec56e62
146,Nicolò Casale,it ITA,DF,Lazio,24,1998,29,2437,84,71.3,27.1,27,89,25,2,21,6,1.86,38,24,+14,+0.52,-0.95,Matches,3f5f38fb
147,Tommaso Cassandro,it ITA,DFMF,Lecce,22,2000,1,13,13,0.4,0.1,0,,0,1,13,19,0.00,0,0,0,0.00,+0.34,Matches,6c4307ee
148,Riccardo Castagnaviz,it ITA,MF,Udinese,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,cb513531
149,Michele Castagnetti,it ITA,MF,Cremonese,32,1989,27,1412,52,41.3,15.7,14,74,5,13,29,6,0.78,19,29,-10,-0.64,+0.39,Matches,ad92526f
150,Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,15,718,48,21.0,8.0,7,77,2,8,22,5,1.67,17,8,+9,+1.13,+1.09,Matches,0728bebe
151,Danilo Cataldi,it ITA,MF,Lazio,27,1994,29,1921,66,56.2,21.3,26,72,4,3,18,2,1.97,37,15,+22,+1.03,+0.55,Matches,ba3d3bea
152,Denis Cazzadori,it ITA,FW,Hellas Verona,18,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,9c0d5c1c
153,Pietro Ceccaroni,it ITA,DF,Lecce,26,1995,2,43,22,1.3,0.5,0,,0,2,22,16,1.50,1,1,0,0.00,+0.35,Matches,4d1efb48
154,Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,22,1417,64,41.4,15.7,18,73,6,4,27,8,0.73,16,24,-8,-0.51,+0.39,Matches,d9624b51
155,Assan Ceesay,gm GAM,FW,Lecce,28,1994,34,1812,53,53.0,20.1,20,75,4,14,22,3,0.91,13,27,-14,-0.70,-0.75,Matches,07f8bcc8
156,Emil Ceide,no NOR,FW,Sassuolo,20,2001,19,515,27,15.1,5.7,5,58,0,14,16,17,0.95,8,9,-1,-0.17,+0.23,Matches,98a84572
157,Zeki Çelik,tr TUR,MFDF,Roma,25,1997,24,1504,63,44.0,16.7,16,81,10,8,25,8,1.79,22,17,+5,+0.30,-0.03,Matches,31a62dc7
158,Alberto Centis,it ITA,MF,Udinese,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,7d039b04
159,Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5,450,90,13.2,5.0,5,90,5,0,,33,2.60,13,3,+10,+2.00,+2.00,Matches,efdeaff3
160,Luigi Cherubini,it ITA,MF,Roma,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,5aa1a2a7
161,Federico Chiesa,it ITA,MFFW,Juventus,24,1997,21,852,41,24.9,9.5,6,76,1,15,26,0,1.81,14,10,+4,+0.42,-0.24,Matches,b0f7e36c
162,Mattia Chiesa,it ITA,GK,Hellas Verona,22,2000,0,,,,,0,,0,0,,12,,,,,,,Matches,526f0d08
163,Vlad Chiricheș,ro ROU,DF,Cremonese,32,1989,16,983,61,28.7,10.9,14,68,7,2,17,3,0.81,5,20,-15,-1.37,-0.71,Matches,c316607a
164,Mannah Chiwisa,zm ZAM,MF,Atalanta,18,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,48c74b27
165,Aaron Ciammaglichella,it ITA,MF,Torino,17,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,20525799
166,Dorian Ciężkowski,pl POL,GK,Cremonese,21,2001,0,,,,,0,,0,0,,3,,,,,,,Matches,0fa44d75
167,Daniel Ciofani,it ITA,FW,Cremonese,37,1985,32,1060,33,31.0,11.8,10,63,0,22,20,4,0.72,18,20,-2,-0.17,+1.01,Matches,b09a3ecc
