--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
206,Alex Ferrari,it ITA,DF,Sampdoria,28,1994,9.6,3,0,0,12,7,0,4,20,6,,,0,Matches,d0dbca9f
207,Alex Ferrari,it ITA,DF,Cremonese,28,1994,11.2,3,0,0,8,13,0,6,25,24,,,0,Matches,d0dbca9f
208,Salvador Ferrer,es ESP,MF,Spezia,24,1998,1.5,0,0,0,2,4,0,1,1,2,,,0,Matches,eb76987d
209,Vincenzo Fiorillo,it ITA,GK,Salernitana,32,1990,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,a2565f79
210,Alessandro Florenzi,it ITA,DF,Milan,31,1991,2.3,1,0,0,2,1,0,22,4,3,,,0,Matches,e288d4b3
211,Davide Frattesi,it ITA,MF,Sassuolo,22,1999,31.9,4,0,0,39,57,0,20,16,33,,,0,Matches,2a7d27c1
212,Matteo Gabbia,it ITA,DF,Milan,22,1999,6.8,2,0,0,8,1,0,2,4,9,,,0,Matches,c235e803
213,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,30,1991,26.2,6,0,0,41,67,13,27,6,15,,,0,Matches,8f866fe8
214,Gianluca Gaetano,it ITA,MF,Napoli,22,2000,0.8,0,0,0,2,1,0,1,1,3,,,0,Matches,3b387cc7
215,Roberto Gagliardini,it ITA,MF,Inter,28,1994,8.7,5,1,1,20,9,0,7,4,5,,,0,Matches,ce30bfc8
216,Adolfo Gaich,ar ARG,FW,Hellas Verona,23,1999,8.1,2,0,0,17,13,4,0,4,4,,,1,Matches,8dfed6e9
217,Pablo Galdames Millán,cl CHI,MF,Cremonese,25,1996,8.2,2,0,0,14,4,0,22,10,9,,,0,Matches,dd403465
218,Antonino Gallo,it ITA,DF,Lecce,22,2000,27.6,5,1,1,13,17,2,90,10,36,,,2,Matches,c74d63ac
219,Federico Gatti,it ITA,DF,Juventus,24,1998,16.1,4,0,0,16,13,0,3,20,11,,,0,Matches,18dd3219
220,Valentin Gendrey,fr FRA,DF,Lecce,22,2000,34.5,4,0,0,23,27,1,75,37,57,,,0,Matches,822ed0ec
221,Paolo Ghiglione,it ITA,MF,Cremonese,25,1997,7.9,4,0,0,16,7,2,39,4,11,,,0,Matches,71dc23da
222,Mario Gila,es ESP,DF,Lazio,21,2000,1.0,0,0,0,1,1,0,0,3,1,,,0,Matches,9c435456
223,Gvidas Gineitis,lt LTU,MF,Torino,18,2004,1.5,2,0,0,6,1,0,0,0,1,,,0,Matches,548bd0de
224,Olivier Giroud,fr FRA,FW,Milan,35,1986,23.8,8,1,1,39,24,16,5,1,5,,,0,Matches,16ceb862
225,Pierluigi Gollini,it ITA,GK,Napoli,27,1995,4.0,0,0,0,0,0,0,0,0,0,,,0,Matches,f0f7f62f
226,Pierluigi Gollini,it ITA,GK,Fiorentina,27,1995,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches,f0f7f62f
227,Joan Gonzàlez,es ESP,MF,Lecce,20,2002,24.4,8,0,0,36,45,2,26,18,28,,,1,Matches,f025eade
228,Nicolás González,ar ARG,FWMF,Fiorentina,24,1998,15.0,3,0,0,16,55,4,31,4,9,,,0,Matches,2374aaca
229,Robin Gosens,de GER,MF,Inter,28,1994,13.2,2,0,0,17,3,3,43,23,19,,,0,Matches,2d970560
230,Alberto Grassi,it ITA,MF,Empoli,27,1995,13.3,3,0,0,22,13,0,0,24,22,,,0,Matches,6cc97b6a
231,Andrew Gravillon,gp GLP,DF,Torino,24,1998,3.5,2,0,0,9,1,0,3,8,3,,,0,Matches,49136c42
232,Axel Guessand,fr FRA,DF,Udinese,17,2004,0.9,0,0,0,1,0,0,0,2,1,,,0,Matches,e04dca4a
233,Koray Günter,de GER,DF,Hellas Verona,27,1994,11.1,3,0,0,17,10,0,3,30,6,,,0,Matches,f1f1f238
234,Koray Günter,de GER,DF,Sampdoria,27,1994,8.6,2,0,0,7,3,0,1,10,8,,,0,Matches,f1f1f238
235,Emmanuel Gyasi,gh GHA,FWMF,Spezia,28,1994,31.2,10,0,0,47,37,23,23,8,17,,,0,Matches,f9758dae
236,Norbert Gyömbér,sk SVK,DF,Salernitana,30,1992,19.3,5,0,0,22,7,0,5,34,24,,,0,Matches,0be276c6
237,Christian Gytkjær,dk DEN,FW,Monza,32,1990,6.2,0,0,0,11,6,10,1,0,2,,,0,Matches,9250bcff
238,Nicolas Haas,ch SUI,MF,Empoli,26,1996,12.8,2,0,0,20,11,1,11,8,13,,,0,Matches,fa449bba
239,Samir Handanović,si SVN,GK,Inter,38,1984,13.7,0,0,0,0,0,0,0,0,0,,,0,Matches,74419746
240,Abdou Harroui,nl NED,MF,Sassuolo,24,1998,7.2,2,0,0,13,3,1,11,3,6,,,0,Matches,65fd099c
241,Hans Hateboer,nl NED,MFDF,Atalanta,28,1994,15.5,7,0,0,19,3,1,23,14,13,,,0,Matches,3b333ac3
242,Liam Henderson,sct SCO,MF,Empoli,26,1996,11.2,9,0,0,35,12,2,33,10,11,,,0,Matches,d7918b13
243,Jack Hendry,sct SCO,DF,Cremonese,27,1995,2.4,1,0,0,2,1,0,1,1,0,,,0,Matches,ffed43e3
244,Matheus Henrique,br BRA,MF,Sassuolo,24,1997,21.6,4,0,0,22,33,1,9,14,12,,,0,Matches,a2d9f138
245,Thomas Henry,fr FRA,FW,Hellas Verona,27,1994,11.4,4,0,0,27,16,9,4,0,4,,,0,Matches,9ef42479
246,Theo Hernández,fr FRA,DFMF,Milan,24,1997,30.8,7,0,0,22,57,2,91,18,26,,,1,Matches,d4c9725f
247,Isak Hien,se SWE,DF,Hellas Verona,23,1999,29.0,9,0,0,52,23,0,1,30,36,,,0,Matches,12806697
248,Morten Hjulmand,dk DEN,MF,Lecce,23,1999,32.9,9,1,0,61,38,0,17,69,55,,,0,Matches,d4456fb3
249,Emil Holm,se SWE,MF,Spezia,22,2000,15.5,4,0,0,22,16,2,50,8,14,,,0,Matches,c2357b65
250,Martin Hongla,cm CMR,MF,Hellas Verona,24,1998,5.8,4,0,0,11,4,0,8,6,4,,,0,Matches,b85bf253
251,Petko Hristov,bg BUL,DF,Spezia,23,1999,4.1,0,0,0,1,4,0,1,3,4,,,0,Matches,d8800a46
252,Ajdin Hrustic,au AUS,MF,Hellas Verona,26,1996,2.5,0,0,0,7,2,0,7,1,1,,,0,Matches,1f2d714c
253,Elseid Hysaj,al ALB,DF,Lazio,28,1994,22.2,3,0,0,19,14,2,17,21,22,,,0,Matches,2f3452eb
254,Rasmus Højlund,dk DEN,FW,Atalanta,19,2003,20.4,1,0,0,22,32,6,7,1,3,,,0,Matches,491a433d
255,Roger Ibanez,br BRA,DF,Roma,23,1998,31.1,11,1,1,44,48,0,1,67,35,,,1,Matches,82efe6fa
256,Zlatan Ibrahimović,se SWE,FW,Milan,40,1981,1.6,0,0,0,2,1,0,0,0,0,,,0,Matches,4cde5509
257,Antonio Iervolino,it ITA,MF,Salernitana,19,2003,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches,daa4c94c
258,Igor,br BRA,DF,Fiorentina,24,1998,22.9,10,1,1,29,13,0,1,26,29,,,0,Matches,a4e85758
259,Jonathan Ikone,fr FRA,MFFW,Fiorentina,24,1998,22.3,4,0,0,28,25,5,24,5,7,,,0,Matches,42eaa028
260,Ivan Ilić,rs SRB,MF,Hellas Verona,21,2001,9.5,1,0,0,9,9,0,46,8,10,,,0,Matches,bb376bed
261,Ivan Ilić,rs SRB,MF,Torino,21,2001,13.1,3,0,0,13,19,1,34,5,8,,,0,Matches,bb376bed
262,Samuel Iling-Junior,eng ENG,MF,Juventus,18,2003,3.5,1,0,0,9,2,0,12,2,2,,,0,Matches,ba492306
263,Emirhan İlkhan,tr TUR,MF,Sampdoria,18,2004,1.3,0,0,0,0,2,0,4,0,3,,,0,Matches,a47c6309
264,Emirhan İlkhan,tr TUR,MF,Torino,18,2004,1.0,1,0,0,5,0,0,0,2,1,,,0,Matches,a47c6309
265,Ciro Immobile,it ITA,FW,Lazio,32,1990,24.7,3,0,0,21,24,21,5,1,5,,,0,Matches,4431aed2
266,Ardian Ismajli,al ALB,DF,Empoli,25,1996,23.3,3,0,0,19,13,0,0,26,32,,,1,Matches,6b635f5c
267,Mihailo Ivanović,rs SRB,FW,Sampdoria,17,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,71c620d7
268,Armando Izzo,it ITA,DF,Monza,30,1992,27.4,10,0,0,43,45,1,7,46,48,,,0,Matches,89976232
269,Mato Jajalo,ba BIH,MF,Udinese,34,1988,0.7,0,0,0,1,0,0,0,0,0,,,0,Matches,8c65eb5f
270,Jesé,es ESP,FW,Sampdoria,29,1993,2.3,0,0,0,3,5,2,0,1,0,,,0,Matches,4a537185
271,Juan Jesus,br BRA,DF,Napoli,31,1991,10.4,2,0,0,10,5,0,0,11,11,,,0,Matches,79083382
272,Þórir Jóhann Helgason,is ISL,MF,Lecce,21,2000,2.5,0,0,0,2,2,0,10,3,2,,,0,Matches,dc765618
273,Luka Jović,rs SRB,FW,Fiorentina,24,1997,17.0,3,0,0,23,8,11,1,2,3,,,0,Matches,4d8cd038
274,Hamed Junior Traorè,ci CIV,MFFW,Sassuolo,22,2000,6.6,1,0,0,9,2,1,24,2,7,,,0,Matches,570bb4b9
275,Yayah Kallon,sl SLE,MF,Hellas Verona,21,2001,9.6,1,0,0,13,21,4,33,8,10,,,0,Matches,f95f49d2
276,Pierre Kalulu,fr FRA,DF,Milan,22,2000,28.3,4,0,0,24,23,2,27,41,40,,,0,Matches,85f7d1be
277,Yann Karamoh,fr FRA,MF,Torino,24,1998,8.0,2,0,0,11,13,12,15,0,2,,,0,Matches,8b66d9cc
278,Rick Karsdorp,nl NED,MF,Roma,27,1995,7.9,0,0,0,4,0,1,14,7,13,,,0,Matches,9f84febe
279,Denso Kasius,nl NED,MF,Bologna,19,2002,3.8,1,0,0,3,1,0,11,3,6,,,0,Matches,7ae36711
280,Grigoris Kastanos,cy CYP,MF,Salernitana,24,1998,14.3,4,0,0,21,43,0,25,8,24,,,0,Matches,2a82aa85
281,Moise Kean,it ITA,FW,Juventus,22,2000,11.1,5,1,0,15,18,8,5,5,4,,,0,Matches,3d50bcdb
282,Jakub Kiwior,pl POL,DFMF,Spezia,22,2000,16.0,3,0,0,16,5,0,14,26,18,,,0,Matches,dc3e663e
283,Simon Kjær,dk DEN,DF,Milan,33,1989,11.2,4,0,0,8,1,0,2,9,9,,,0,Matches,8b8a56ce
284,Teun Koopmeiners,nl NED,MF,Atalanta,24,1998,31.8,7,0,0,47,27,6,159,20,27,,,0,Matches,a26fb8aa
285,Filip Kostić,rs SRB,MFFW,Juventus,29,1992,28.5,3,0,0,29,12,2,225,16,25,,,0,Matches,b1cd37e6
286,Christian Kouamé,ci CIV,FWMF,Fiorentina,24,1997,20.7,5,0,0,32,56,7,49,12,19,,,0,Matches,58e933d2
287,Viktor Kovalenko,ua UKR,MF,Spezia,26,1996,6.1,1,0,0,9,12,1,15,4,7,,,0,Matches,9d60028d
288,Julian Kristoffersen,no NOR,FW,Salernitana,25,1997,0.2,0,0,0,2,0,0,0,0,0,,,0,Matches,b804c280
289,Raimonds Krollis,lv LVA,FW,Spezia,20,2001,0.4,0,0,0,2,0,0,0,0,1,,,0,Matches,b4101c2e
290,Rade Krunić,ba BIH,MF,Milan,28,1993,18.4,8,0,0,16,19,0,3,14,27,,,0,Matches,817c6964
291,Marash Kumbulla,al ALB,DF,Roma,22,2000,2.9,1,1,0,3,5,0,0,4,3,,,0,Matches,a40819d9
292,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,21,2001,28.0,1,0,0,20,45,6,75,5,26,,,0,Matches,dea88efd
293,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,26,1996,8.5,3,0,0,9,13,0,38,11,7,,,0,Matches,0a483542
294,Giorgos Kyriakopoulos,gr GRE,DFMF,Bologna,26,1996,7.8,2,0,0,8,12,0,39,4,6,,,0,Matches,0a483542
295,Sam Lammers,nl NED,FW,Sampdoria,25,1997,12.2,1,0,0,19,23,1,2,5,5,,,0,Matches,c283ddef
296,Sam Lammers,nl NED,FW,Empoli,25,1997,9.8,0,0,0,6,8,1,4,3,12,,,0,Matches,c283ddef
297,Kevin Lasagna,it ITA,FWMF,Hellas Verona,29,1992,17.5,2,0,0,25,22,15,13,5,8,,,0,Matches,09538fdb
298,Armand Lauriente,fr FRA,FWMF,Sassuolo,23,1998,24.2,10,1,1,21,41,7,109,11,16,,,0,Matches,2d22cea7
299,Valentino Lazaro,at AUT,MF,Torino,26,1996,15.3,4,0,0,14,3,1,85,3,5,,,0,Matches,016ff750
300,Marko Lazetić,rs SRB,FW,Milan,18,2004,0.1,1,0,0,0,0,0,0,0,0,,,0,Matches,93088fbb
301,Darko Lazović,rs SRB,MF,Hellas Verona,31,1990,24.9,0,0,0,8,3,9,123,15,13,,,0,Matches,5128bde4
302,Manuel Lazzari,it ITA,DF,Lazio,28,1993,20.9,8,0,0,15,39,0,38,18,23,,,1,Matches,02caf6e0
303,Rafael Leão,pt POR,MF,Milan,23,1999,26.9,7,1,1,20,30,10,71,13,7,,,0,Matches,20730eae
304,Mehdi Léris,dz ALG,MF,Sampdoria,24,1998,27.3,13,0,0,52,47,10,57,27,45,,,0,Matches,7d3cbc67
305,Karol Linetty,pl POL,MF,Torino,27,1995,21.0,8,0,0,50,22,4,21,17,18,,,0,Matches,d023d70f
306,Marcin Listkowski,pl POL,FWMF,Lecce,24,1998,0.9,0,0,0,2,1,0,2,3,0,,,0,Matches,a3695ac2
307,Diego Llorente,es ESP,DF,Roma,28,1993,6.4,0,0,0,9,3,0,0,10,7,,,0,Matches,bba30585
308,Stanislav Lobotka,sk SVK,MF,Napoli,27,1994,34.5,2,0,0,24,55,0,2,23,47,,,0,Matches,e1cbb531
309,Manuel Locatelli,it ITA,MF,Juventus,24,1998,27.2,8,0,0,44,31,0,13,27,33,,,0,Matches,a8a874f1
310,Luka Lochoshvili,ge GEO,DF,Cremonese,24,1998,20.4,4,0,0,27,9,1,6,23,20,,,0,Matches,c8ad0857
311,Ademola Lookman,ng NGA,FWMF,Atalanta,24,1997,19.2,3,0,0,24,36,11,39,4,5,,,0,Matches,7c104bb7
312,Maxime Lopez,fr FRA,MF,Sassuolo,24,1997,25.5,11,0,0,30,11,0,26,21,18,,,0,Matches,20094685
313,Matteo Lovato,it ITA,DF,Salernitana,22,2000,9.0,2,0,0,6,4,0,0,14,14,,,0,Matches,5fa57166
314,Sandi Lovrić,si SVN,MF,Udinese,24,1998,25.9,4,0,0,31,33,1,75,25,18,,,0,Matches,966eea58
315,Hirving Lozano,mx MEX,FWMF,Napoli,27,1995,17.8,3,0,0,27,31,4,73,15,14,,,0,Matches,a69e4806
316,Jhon Lucumí,co COL,DF,Bologna,24,1998,32.2,8,0,0,29,18,0,1,35,37,,,1,Matches,80490d7f
317,José Luis Palomino,ar ARG,DF,Atalanta,32,1990,8.4,4,0,0,9,5,0,5,29,13,,,1,Matches,921f6058
318,Romelu Lukaku,be BEL,FW,Inter,29,1993,18.4,1,0,0,15,6,13,25,0,1,,,0,Matches,5eae500a
319,Saša Lukić,rs SRB,MF,Torino,25,1996,13.3,4,0,0,26,10,0,26,14,14,,,0,Matches,c6e8cf1f
320,Sebastiano Luperto,it ITA,DF,Empoli,25,1996,34.8,4,2,1,21,22,0,3,41,18,,,0,Matches,997fff07
321,Babis Lykogiannis,gr GRE,DF,Bologna,28,1993,12.3,3,0,0,14,11,1,69,17,9,,,0,Matches,5efc5389
322,Giulio Maggiore,it ITA,MF,Salernitana,24,1998,9.9,2,0,0,20,14,0,3,8,9,,,0,Matches,957e4c87
323,Giangiacomo Magnani,it ITA,DF,Hellas Verona,26,1995,17.0,7,1,0,22,8,0,4,22,23,,,1,Matches,cce9f582
324,Mike Maignan,fr FRA,GK,Milan,27,1995,22.0,0,0,0,0,3,0,0,1,0,,,0,Matches,fcb38f57
325,Jordan Majchrzak,pl POL,FW,Roma,17,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,2e7dafe5
326,Jean-Victor Makengo,fr FRA,MF,Udinese,24,1998,8.9,2,0,0,9,13,0,6,8,13,,,0,Matches,22bfb57e
327,Lorenzo Malagrida,it ITA,MF,Sampdoria,18,2003,1.2,2,0,0,4,0,0,3,0,0,,,0,Matches,2bffcbf2
328,Daniel Maldini,it ITA,FWMF,Spezia,20,2001,7.0,1,0,0,13,18,0,18,1,5,,,0,Matches,801831fe
329,Youssef Maleh,ma MAR,MF,Fiorentina,23,1998,3.3,2,0,0,8,3,0,8,1,1,,,0,Matches,4c8845f7
330,Youssef Maleh,ma MAR,MF,Lecce,23,1998,7.5,3,0,0,22,10,3,8,5,8,,,0,Matches,4c8845f7
331,Ruslan Malinovskyi,ua UKR,MF,Atalanta,29,1993,6.1,2,0,0,11,11,0,23,5,9,,,0,Matches,48d5bd33
332,Gianluca Mancini,it ITA,DF,Roma,26,1996,31.8,7,0,0,39,25,2,27,43,18,,,0,Matches,5aa53281
333,Rolando Mandragora,it ITA,MF,Fiorentina,25,1997,21.7,8,0,0,31,18,1,74,15,21,,,0,Matches,c7259b83
334,Federico Marchetti,it ITA,GK,Spezia,39,1983,0.7,0,1,0,0,0,0,0,0,0,,,0,Matches,f794b426
335,Riccardo Marchizza,it ITA,DF,Sassuolo,24,1998,3.1,1,0,0,7,0,1,19,2,2,,,0,Matches,91d0fabf
336,Gian Marco Ferrari,it ITA,DF,Sassuolo,30,1992,24.7,5,0,0,24,31,0,6,26,16,,,0,Matches,8650af85
337,Pablo Marí,es ESP,DF,Monza,28,1993,27.6,4,0,0,31,8,1,1,29,20,,,0,Matches,aa54ec6f
338,Răzvan Marin,ro ROU,MF,Empoli,26,1996,28.2,7,0,0,29,21,1,139,15,25,,,0,Matches,7fac99d4
339,Marlon,br BRA,DF,Monza,26,1995,17.7,7,1,0,23,6,1,5,17,22,,,1,Matches,cdf65d12
340,Luca Marrone,it ITA,DF,Monza,32,1990,1.5,0,0,0,1,2,0,0,0,0,,,0,Matches,ea468ea8
341,Lautaro Martínez,ar ARG,FW,Inter,24,1997,28.6,3,0,0,46,63,13,15,10,15,,,0,Matches,f7036e1c
342,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,26,1996,24.1,6,0,0,21,25,1,4,46,49,,,0,Matches,3ec3c1c9
343,Adam Marušić,me MNE,DF,Lazio,29,1992,30.7,8,1,0,22,14,1,18,36,30,,,0,Matches,d4535821
344,Adam Masina,ma MAR,DFMF,Udinese,28,1994,8.8,2,0,0,11,1,0,10,11,9,,,0,Matches,de0f152c
345,Nemanja Matić,rs SRB,MF,Roma,33,1988,20.6,5,0,0,19,17,1,12,25,28,,,0,Matches,eb7822d7
346,Luís Maximiano,pt POR,GK,Lazio,23,1999,0.1,0,1,0,1,0,0,0,0,0,,,0,Matches,3318286e
347,Pasquale Mazzocchi,it ITA,MF,Salernitana,27,1995,21.8,2,0,0,28,16,5,90,9,17,,,0,Matches,eb0ec070
348,Weston McKennie,us USA,MF,Juventus,23,1998,11.7,0,0,0,13,7,3,15,9,5,,,0,Matches,01c3aff5
349,Gary Medel,cl CHI,MFDF,Bologna,34,1987,16.4,5,0,0,19,16,0,4,28,15,,,0,Matches,563a68ad
350,Soualiho Meïté,fr FRA,MF,Cremonese,28,1994,26.3,5,0,0,27,48,0,9,25,35,,,0,Matches,5cec2c74
351,Alex Meret,it ITA,GK,Napoli,25,1997,34.0,0,0,0,0,0,0,0,0,0,,,0,Matches,9413b19f
352,Yıldırım Mert Çetin,tr TUR,DF,Lecce,25,1997,0.2,0,0,0,0,1,0,0,1,0,,,0,Matches,c730da00
353,Junior Messias,br BRA,MF,Milan,31,1991,16.6,3,0,0,24,24,1,25,8,19,,,0,Matches,f49c4ae9
354,Tommaso Milanese,it ITA,MF,Cremonese,20,2002,0.3,0,0,0,1,1,0,2,0,0,,,0,Matches,b2561711
355,Nikola Milenković,rs SRB,DF,Fiorentina,24,1997,23.7,4,0,0,39,22,0,0,19,25,,,1,Matches,bee704fc
356,Arkadiusz Milik,pl POL,FW,Juventus,28,1994,17.6,3,1,1,27,29,8,6,1,8,,,0,Matches,85613cf0
357,Sergej Milinković-Savić,rs SRB,MF,Lazio,27,1995,33.6,10,0,0,45,72,2,29,28,37,,,0,Matches,4e6dbac4
358,Vanja Milinković-Savić,rs SRB,GK,Torino,25,1997,38.0,4,0,0,0,4,0,0,1,1,,,0,Matches,9fa26bc2
359,Kim Min-jae,kr KOR,DF,Napoli,25,1996,33.9,5,0,0,30,7,0,6,42,34,,,0,Matches,e0f8151c
360,Aleksei Miranchuk,ru RUS,MF,Torino,26,1995,23.2,0,0,0,9,22,1,30,2,5,,,0,Matches,a9aa0d1d
361,Antonio Mirante,it ITA,GK,Milan,39,1983,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,30223b33
362,Fabio Miretti,it ITA,MFFW,Juventus,18,2003,13.7,2,0,0,24,27,4,30,3,11,,,0,Matches,34693494
363,Filippo Missori,it ITA,MFDF,Roma,18,2004,2.0,1,0,0,4,0,0,2,4,3,,,0,Matches,2d3d7c0d
364,Henrikh Mkhitaryan,am ARM,MF,Inter,33,1989,22.1,4,0,0,28,28,0,19,21,27,,,0,Matches,dd0daf32
365,Salvatore Molina,it ITA,MF,Monza,30,1992,2.5,1,0,0,4,3,0,14,1,5,,,0,Matches,54ab971f
366,Daniele Montevago,it ITA,FW,Sampdoria,19,2003,2.6,1,0,0,8,4,4,1,0,0,,,0,Matches,ca73910d
367,Lorenzo Montipò,it ITA,GK,Hellas Verona,26,1996,37.0,1,0,0,0,5,0,0,0,1,,,0,Matches,c1d95617
368,Nikola Moro,hr CRO,MF,Bologna,24,1998,13.6,1,0,0,15,11,1,18,8,19,,,0,Matches,ff579c7e
369,Dany Mota,pt POR,FWMF,Monza,24,1998,21.2,2,0,0,20,33,13,45,6,7,,,0,Matches,efc9e31f
370,João Moutinho,pt POR,DF,Spezia,24,1998,0.6,0,0,0,1,0,0,3,0,1,,,0,Matches,a0aee24e
371,Mert Müldür,tr TUR,DF,Sassuolo,23,1999,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches,1295552e
372,Luis Muriel,co COL,FWMF,Atalanta,31,1991,11.9,2,2,1,18,15,3,81,1,7,,,0,Matches,eb2fe5b6
373,Jeison Murillo,co COL,DF,Sampdoria,30,1992,11.7,6,1,1,18,19,0,1,10,10,,,1,Matches,b233e8e4
374,Nicola Murru,it ITA,DF,Sampdoria,27,1994,8.7,3,0,0,15,6,1,9,10,14,,,0,Matches,d183e9d6
375,Juan Musso,ar ARG,GK,Atalanta,28,1994,23.1,1,0,0,0,5,0,0,0,0,,,1,Matches,a111cf41
376,Joakim Mæhle,dk DEN,MF,Atalanta,25,1997,24.5,5,1,0,16,19,6,38,23,20,,,0,Matches,c459a650
377,Herculano Nabian,pt POR,FW,Empoli,18,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,c39babc1
378,Michel Ndary Adopo,fr FRA,MFDF,Torino,22,2000,2.9,1,0,0,6,2,0,0,1,2,,,0,Matches,599d91d0
379,Tanguy Ndombele,fr FRA,MF,Napoli,25,1996,9.0,5,0,0,15,23,0,1,6,8,,,0,Matches,5cdddffa
380,Ilija Nestorovski,mk MKD,FW,Udinese,32,1990,7.1,3,0,0,18,21,4,0,2,3,,,0,Matches,b1236c63
381,Cyril Ngonge,be BEL,MFFW,Hellas Verona,22,2000,8.3,2,0,0,13,11,5,18,6,3,,,0,Matches,2b8360f1
382,Hans Nicolussi Caviglia,it ITA,MF,Salernitana,22,2000,6.5,2,0,0,13,6,0,4,5,7,,,0,Matches,b136c945
383,Dimitris Nikolaou,gr GRE,DF,Spezia,23,1998,32.9,9,1,0,27,20,0,18,27,32,,,0,Matches,cf961d8d
384,Samuel Ntanda,cd COD,FW,Sampdoria,17,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,48329ff8
385,Bram Nuytinck,nl NED,DF,Sampdoria,32,1990,16.6,4,0,0,23,8,0,0,19,36,,,0,Matches,e33f36d5
386,Bram Nuytinck,nl NED,DF,Udinese,32,1990,4.3,1,0,0,4,2,0,0,5,5,,,0,Matches,e33f36d5
387,M'Bala Nzola,ao ANG,FW,Spezia,25,1996,29.5,8,0,0,57,42,10,10,6,4,,,0,Matches,a4948e67
388,Pedro Obiang,gq EQG,MF,Sassuolo,30,1992,9.7,2,0,0,16,8,0,1,8,17,,,0,Matches,ba1e04b3
389,Guillermo Ochoa,mx MEX,GK,Salernitana,37,1985,20.0,1,0,0,0,1,0,0,0,0,,,0,Matches,1e9bde92
390,Marios Oikonomou,gr GRE,DF,Sampdoria,29,1992,2.4,3,0,0,3,2,0,0,2,2,,,0,Matches,3b9858f5
391,David Okereke,ng NGA,FWMF,Cremonese,24,1997,25.2,4,0,0,21,32,9,22,8,8,,,0,Matches,d125f22f
392,Caleb Okoli,it ITA,DF,Atalanta,21,2001,10.7,3,0,0,15,8,0,2,31,17,,,0,Matches,8ec109e6
393,Mathías Olivera,uy URU,DF,Napoli,24,1997,18.3,2,0,0,21,25,2,19,21,24,,,0,Matches,41c12f75
394,André Onana,cm CMR,GK,Inter,26,1996,24.0,1,0,0,0,3,0,0,0,0,,,1,Matches,e9c0c1b2
395,Divock Origi,be BEL,FWMF,Milan,27,1995,11.4,1,0,0,13,17,6,11,0,6,,,0,Matches,43a166b4
396,Riccardo Orsolini,it ITA,MFFW,Bologna,25,1997,23.6,8,2,1,39,43,18,98,8,19,,,0,Matches,e14ec482
397,Victor Osimhen,ng NGA,FW,Napoli,23,1998,28.5,4,0,0,40,39,31,19,5,6,,,0,Matches,8c90fd7a
398,Remi Oudin,fr FRA,MFFW,Lecce,25,1996,14.7,3,0,0,10,14,2,113,29,15,,,0,Matches,ea02beaf
399,Adam Ounas,dz ALG,FWMF,Napoli,25,1996,0.2,0,0,0,0,0,0,0,1,0,,,0,Matches,ed90babd
400,Simone Pafundi,it ITA,FW,Udinese,16,2006,0.9,0,0,0,0,3,0,1,1,5,,,0,Matches,8daee720
401,Flavio Paoletti,it ITA,MF,Sampdoria,19,2003,3.2,1,0,0,5,3,0,1,6,2,,,0,Matches,3d6cee81
402,Leandro Paredes,ar ARG,MF,Juventus,28,1994,10.9,7,1,0,20,10,0,51,17,13,,,0,Matches,dff153a4
403,Fabiano Parisi,it ITA,DF,Empoli,21,2000,31.4,10,1,0,35,73,0,59,41,38,,,0,Matches,0967845b
404,Mario Pašalić,hr CRO,MF,Atalanta,27,1995,19.7,3,0,0,25,16,2,5,19,13,,,0,Matches,e599253a
405,Patric,es ESP,DF,Lazio,29,1993,15.7,1,0,0,3,4,0,0,11,12,,,0,Matches,f7223718
406,Rui Patrício,pt POR,GK,Roma,34,1988,35.0,1,0,0,1,0,0,0,2,1,,,0,Matches,79b0d6a0
407,Pedro,es ESP,FW,Lazio,35,1987,21.1,1,0,0,26,30,5,34,6,24,,,0,Matches,3ca7254a
408,Gianluca Pegolo,it ITA,GK,Sassuolo,41,1981,2.0,0,0,0,0,1,0,0,0,0,,,0,Matches,f058ed1f
409,Pietro Pellegri,it ITA,FW,Torino,21,2001,5.2,3,0,0,15,14,7,3,0,2,,,0,Matches,a44d3a3c
410,Lorenzo Pellegrini,it ITA,MF,Roma,26,1996,28.3,5,0,0,25,57,5,160,26,30,,,0,Matches,4a5a45c7
411,Luca Pellegrini,it ITA,DF,Lazio,23,1999,2.0,3,0,0,5,1,0,15,7,0,,,0,Matches,3b61c9ec
412,Pepín,gq EQG,MF,Monza,25,1996,12.5,4,0,0,19,12,0,11,14,19,,,0,Matches,7afb1573
