--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
18,Ethan Ampadu,wls WAL,DFMF,Spezia,21,2000,29.3,0,16,5,31.3,0.55,0.17,0.00,0.00,0,0,Matches,10b9fa99
19,Sofyan Amrabat,ma MAR,MF,Fiorentina,25,1996,22.2,0,13,4,30.8,0.59,0.18,0.00,0.00,0,0,Matches,5a2cb25d
20,Felipe Anderson,br BRA,FW,Lazio,29,1993,32.9,9,41,23,56.1,1.25,0.70,0.22,0.39,0,0,Matches,9f1893b9
21,Frank Anguissa,cm CMR,MF,Napoli,26,1995,33.9,3,50,15,30.0,1.48,0.44,0.06,0.20,0,0,Matches,6bb2c084
22,Janis Antiste,fr FRA,FWMF,Sassuolo,19,2002,0.6,1,1,1,100.0,1.73,1.73,1.00,1.00,0,0,Matches,38d9ce53
23,Marcos Antônio,br BRA,MF,Lazio,22,2000,6.6,1,3,1,33.3,0.45,0.15,0.33,1.00,0,0,Matches,108fe016
24,Valentin Antov,bg BUL,DF,Monza,21,2000,3.4,0,0,0,,0.00,0.00,,,0,0,Matches,8f68aa41
25,Marko Arnautović,at AUT,FW,Bologna,33,1989,17.0,10,31,18,58.1,1.82,1.06,0.32,0.56,3,3,Matches,00459419
26,Tolgay Arslan,de GER,MF,Udinese,31,1990,13.5,1,25,5,20.0,1.86,0.37,0.04,0.20,0,0,Matches,963a328b
27,Santiago Ascacíbar,ar ARG,MF,Cremonese,25,1997,8.1,0,14,3,21.4,1.73,0.37,0.00,0.00,0,0,Matches,e26fcca3
28,Kristoffer Askildsen,no NOR,MF,Lecce,21,2001,8.1,0,10,3,30.0,1.24,0.37,0.00,0.00,0,0,Matches,a69cc629
29,Kristjan Asllani,al ALB,MF,Inter,20,2002,6.6,0,11,0,0.0,1.67,0.00,0.00,,0,0,Matches,0fdcef0e
30,Emil Audero,id IDN,GK,Sampdoria,25,1997,25.0,0,0,0,,0.00,0.00,,,0,0,Matches,649b01d8
31,Tommaso Augello,it ITA,MFDF,Sampdoria,27,1994,34.0,2,11,4,36.4,0.32,0.12,0.18,0.50,0,0,Matches,3cd3b384
32,Carlos Augusto,br BRA,MF,Monza,23,1999,34.3,6,42,16,38.1,1.23,0.47,0.14,0.38,0,0,Matches,8d3cd59d
33,Kaan Ayhan,tr TUR,DF,Sassuolo,27,1994,6.1,0,1,1,100.0,0.17,0.17,0.00,0.00,0,0,Matches,2200181e
34,Jaime Báez,uy URU,MF,Cremonese,27,1995,1.1,0,2,0,0.0,1.87,0.00,0.00,,0,0,Matches,dfd24c07
35,Nedim Bajrami,al ALB,MFFW,Empoli,23,1999,10.4,1,21,7,33.3,2.01,0.67,0.05,0.14,0,0,Matches,f42d6c13
36,Nedim Bajrami,al ALB,FW,Sassuolo,23,1999,9.1,1,23,8,34.8,2.53,0.88,0.04,0.13,0,0,Matches,f42d6c13
37,Tiemoué Bakayoko,fr FRA,MF,Milan,27,1994,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,59bf127b
38,Tommaso Baldanzi,it ITA,MF,Empoli,19,2003,19.7,4,33,12,36.4,1.68,0.61,0.12,0.33,0,0,Matches,102e2599
39,Fodé Ballo-Touré,sn SEN,DFMF,Milan,25,1997,5.8,1,5,3,60.0,0.86,0.52,0.20,0.33,0,0,Matches,f449640d
40,Lameck Banda,zm ZAM,FWMF,Lecce,21,2001,18.2,2,36,12,33.3,1.98,0.66,0.06,0.17,0,0,Matches,8a6de8c7
41,Filippo Bandinelli,it ITA,MF,Empoli,27,1995,25.1,2,24,7,29.2,0.95,0.28,0.08,0.29,0,0,Matches,d44360be
42,Antonín Barák,cz CZE,MF,Hellas Verona,27,1994,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,01efac19
43,Antonín Barák,cz CZE,MF,Fiorentina,27,1994,20.0,2,32,7,21.9,1.60,0.35,0.06,0.29,0,0,Matches,01efac19
44,Andrea Barberis,it ITA,MF,Monza,28,1993,3.8,0,2,0,0.0,0.53,0.00,0.00,,0,0,Matches,32ebfe1e
45,Tommaso Barbieri,it ITA,MF,Juventus,19,2002,1.2,0,0,0,,0.00,0.00,,,0,0,Matches,6f1d7aa8
46,Francesco Bardi,it ITA,GK,Bologna,30,1992,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,0acda699
47,Nicolò Barella,it ITA,MF,Inter,25,1997,29.0,6,33,13,39.4,1.14,0.45,0.18,0.46,0,0,Matches,6928979a
48,Enzo Barrenechea,ar ARG,MF,Juventus,21,2001,1.8,0,2,0,0.0,1.14,0.00,0.00,,0,0,Matches,6caffe81
49,Musa Barrow,gm GAM,MFFW,Bologna,23,1998,21.8,3,66,16,24.2,3.03,0.73,0.05,0.19,0,0,Matches,e5bf73f3
50,Federico Baschirotto,it ITA,DF,Lecce,25,1996,37.0,3,21,6,28.6,0.57,0.16,0.14,0.50,0,0,Matches,5a08ee41
51,Toma Bašić,hr CRO,MF,Lazio,25,1996,5.7,1,11,5,45.5,1.93,0.88,0.09,0.20,0,0,Matches,80556f08
52,Alberto Basso,it ITA,FW,Cremonese,18,2004,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,0,0,Matches,2ce215f2
53,Alessandro Bastoni,it ITA,DF,Inter,23,1999,24.0,0,12,3,25.0,0.50,0.13,0.00,0.00,0,0,Matches,75b86fb3
54,Simone Bastoni,it ITA,MFDF,Spezia,25,1996,13.2,2,22,7,31.8,1.67,0.53,0.09,0.29,0,0,Matches,1ac232b8
55,Brian Bayeye,cd COD,MF,Torino,22,2000,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,78e6bf2c
56,Rodrigo Becão,br BRA,DF,Udinese,26,1996,27.6,2,19,5,26.3,0.69,0.18,0.11,0.40,0,0,Matches,19e4eab9
57,Julius Beck,dk DEN,MF,Spezia,17,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,e892c325
58,Raoul Bellanova,it ITA,MF,Inter,22,2000,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,0,0,Matches,e3756e72
59,Andrea Belotti,it ITA,FW,Roma,28,1993,12.7,0,20,9,45.0,1.57,0.71,0.00,0.00,0,1,Matches,d705ba44
60,Marco Benassi,it ITA,MF,Cremonese,27,1994,11.1,0,19,8,42.1,1.71,0.72,0.00,0.00,0,0,Matches,0000acda
61,Marco Benassi,it ITA,DF,Fiorentina,27,1994,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,0000acda
62,Ismaël Bennacer,dz ALG,MF,Milan,24,1997,22.3,2,16,3,18.8,0.72,0.13,0.13,0.67,0,0,Matches,db092d3b
63,Domenico Berardi,it ITA,FWMF,Sassuolo,27,1994,20.7,12,83,27,32.5,4.00,1.30,0.14,0.44,7,8,Matches,53a0e358
64,Bartosz Bereszyński,pl POL,DFMF,Sampdoria,30,1992,13.3,0,3,0,0.0,0.23,0.00,0.00,,0,0,Matches,61b3978f
65,Bartosz Bereszyński,pl POL,DF,Napoli,30,1992,1.8,0,0,0,,0.00,0.00,,,0,0,Matches,61b3978f
66,Marco Bertini,it ITA,MF,Lazio,19,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,4b520f96
67,Beto,gw GNB,FW,Udinese,24,1998,23.7,10,61,22,36.1,2.58,0.93,0.16,0.45,1,1,Matches,ed5c0319
68,Matteo Bianchetti,it ITA,DF,Cremonese,29,1993,23.7,1,7,4,57.1,0.30,0.17,0.14,0.25,0,0,Matches,b3a20f18
69,Alessandro Bianco,it ITA,MF,Fiorentina,19,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,0,0,Matches,d65cf468
70,Jaka Bijol,si SVN,DF,Udinese,23,1999,30.3,3,20,7,35.0,0.66,0.23,0.15,0.43,0,0,Matches,6fdac234
71,Cristiano Biraghi,it ITA,DF,Fiorentina,29,1992,28.3,2,25,6,24.0,0.88,0.21,0.08,0.33,0,1,Matches,9e1577aa
72,Samuele Birindelli,it ITA,MF,Monza,23,1999,15.6,0,14,4,28.6,0.90,0.26,0.00,0.00,0,0,Matches,204ac005
73,Kristijan Bistrović,hr CRO,MF,Lecce,24,1998,5.1,0,8,1,12.5,1.56,0.20,0.00,0.00,0,0,Matches,79370f8c
74,Alexis Blin,fr FRA,MF,Lecce,25,1996,26.4,1,23,5,21.7,0.87,0.19,0.04,0.20,0,0,Matches,c69ef855
75,Jeremie Boga,ci CIV,MFFW,Atalanta,25,1997,8.7,2,13,3,23.1,1.50,0.35,0.15,0.67,0,0,Matches,fe012aca
76,Emil Bohinen,no NOR,MF,Salernitana,23,1999,9.2,0,4,0,0.0,0.43,0.00,0.00,,0,0,Matches,c83c203f
77,Giacomo Bonaventura,it ITA,MF,Fiorentina,32,1989,21.2,5,49,15,30.6,2.31,0.71,0.10,0.33,0,0,Matches,d995ed27
78,Federico Bonazzoli,it ITA,FW,Salernitana,25,1997,12.4,2,32,7,21.9,2.57,0.56,0.06,0.29,0,0,Matches,bf57eaab
79,Warren Bondo,fr FRA,MF,Monza,18,2003,0.7,0,1,0,0.0,1.50,0.00,0.00,,0,0,Matches,0def2376
80,Kevin Bonifazi,it ITA,DF,Bologna,26,1996,10.0,0,2,0,0.0,0.20,0.00,0.00,,0,0,Matches,fb77bfef
81,Leonardo Bonucci,it ITA,DF,Juventus,35,1987,9.8,1,5,2,40.0,0.51,0.20,0.20,0.50,0,1,Matches,52ec54d0
82,Erik Botheim,no NOR,MFFW,Salernitana,22,2000,9.6,1,7,1,14.3,0.73,0.10,0.14,1.00,0,0,Matches,3d13d9e4
83,Mehdi Bourabia,ma MAR,MF,Spezia,30,1991,30.8,1,33,5,15.2,1.07,0.16,0.03,0.20,0,0,Matches,0d077b88
84,Edoardo Bove,it ITA,MFDF,Roma,20,2002,11.0,1,7,2,28.6,0.64,0.18,0.14,0.50,0,0,Matches,ae94a6c5
85,Jayden Braaf,nl NED,MF,Hellas Verona,19,2002,3.2,0,9,3,33.3,2.81,0.94,0.00,0.00,0,0,Matches,c609e90e
86,Domagoj Bradarić,hr CRO,MFDF,Salernitana,22,1999,25.0,0,7,0,0.0,0.28,0.00,0.00,,0,0,Matches,8bbe2df5
87,Josip Brekalo,hr CRO,MF,Fiorentina,24,1998,2.5,0,5,0,0.0,1.97,0.00,0.00,,0,0,Matches,d4a2533d
88,Gleison Bremer,br BRA,DF,Juventus,25,1997,29.3,4,32,7,21.9,1.09,0.24,0.13,0.57,0,0,Matches,5fd5ed86
89,Dylan Bronn,tn TUN,DF,Salernitana,27,1995,18.7,0,8,1,12.5,0.43,0.05,0.00,0.00,0,0,Matches,edd81e2a
90,Marcelo Brozović,hr CRO,MF,Inter,29,1992,19.7,3,25,7,28.0,1.27,0.36,0.12,0.43,0,0,Matches,33b8d077
91,Cristian Buonaiuto,it ITA,MFFW,Cremonese,29,1992,10.9,1,43,13,30.2,3.95,1.19,0.02,0.08,1,1,Matches,f3a9fa26
92,Alessandro Buongiorno,it ITA,DF,Torino,23,1999,30.2,1,21,1,4.8,0.69,0.03,0.05,1.00,0,0,Matches,4ae67f27
93,Leonardo Buta,pt POR,DF,Udinese,20,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,dee3d535
94,Arthur Cabral,br BRA,FW,Fiorentina,24,1998,15.9,8,54,22,40.7,3.39,1.38,0.15,0.36,2,2,Matches,a820e429
95,Liberato Cacace,nz NZL,DF,Empoli,21,2000,6.5,0,7,1,14.3,1.07,0.15,0.00,0.00,0,0,Matches,dd86e8e4
96,Davide Calabria,it ITA,DF,Milan,25,1996,18.8,1,16,2,12.5,0.85,0.11,0.06,0.50,0,0,Matches,2146785a
97,Mattia Caldara,it ITA,DF,Spezia,28,1994,13.9,0,10,3,30.0,0.72,0.22,0.00,0.00,0,0,Matches,ac7e640b
98,Luca Caldirola,it ITA,DF,Monza,31,1991,26.1,2,10,4,40.0,0.38,0.15,0.20,0.50,0,0,Matches,226008f1
99,Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,26.3,3,56,17,30.4,2.13,0.65,0.05,0.18,1,1,Matches,cd0fa27b
100,Mohamed Camara,gn GUI,MF,Roma,25,1997,7.7,0,11,1,9.1,1.42,0.13,0.00,0.00,0,0,Matches,13ea2544
101,Nicolò Cambiaghi,it ITA,FWMF,Empoli,21,2000,14.3,6,35,14,40.0,2.45,0.98,0.17,0.43,0,0,Matches,91ff775f
102,Andrea Cambiaso,it ITA,DFMF,Bologna,22,2000,24.1,0,17,5,29.4,0.71,0.21,0.00,0.00,0,0,Matches,247ed022
103,Matteo Cancellieri,it ITA,FW,Lazio,20,2002,2.8,0,6,1,16.7,2.11,0.35,0.00,0.00,0,0,Matches,b6a1cdf9
104,Antonio Candreva,it ITA,MF,Salernitana,35,1987,30.3,7,46,21,45.7,1.52,0.69,0.15,0.33,0,0,Matches,356c9002
105,Gianluca Caprari,it ITA,MFFW,Monza,29,1993,27.1,5,51,14,27.5,1.88,0.52,0.10,0.36,1,1,Matches,54e53b7e
106,Francesco Caputo,it ITA,FW,Sampdoria,34,1987,12.2,1,19,5,26.3,1.56,0.41,0.05,0.20,0,0,Matches,5bd72174
107,Francesco Caputo,it ITA,FW,Empoli,34,1987,19.0,5,42,17,40.5,2.21,0.90,0.12,0.29,2,2,Matches,5bd72174
108,Andrea Carboni,it ITA,DF,Monza,21,2001,1.9,0,1,1,100.0,0.54,0.54,0.00,0.00,0,0,Matches,f7e2af2c
109,Franco Carboni,it ITA,MF,Monza,19,2003,0.7,0,1,0,0.0,1.36,0.00,0.00,,0,0,Matches,b033f803
110,Valentin Carboni,ar ARG,MF,Inter,17,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,707b98f1
111,Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27.0,0,0,0,,0.00,0.00,,,0,0,Matches,8ec56e62
112,Nicolò Casale,it ITA,DF,Lazio,24,1998,27.1,1,8,2,25.0,0.30,0.07,0.13,0.50,0,0,Matches,3f5f38fb
113,Tommaso Cassandro,it ITA,DFMF,Lecce,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,6c4307ee
114,Michele Castagnetti,it ITA,MF,Cremonese,32,1989,15.7,0,12,1,8.3,0.76,0.06,0.00,0.00,0,0,Matches,ad92526f
115,Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,8.0,2,18,8,44.4,2.26,1.00,0.11,0.25,0,0,Matches,0728bebe
116,Danilo Cataldi,it ITA,MF,Lazio,27,1994,21.3,0,6,1,16.7,0.28,0.05,0.00,0.00,0,0,Matches,ba3d3bea
117,Pietro Ceccaroni,it ITA,DF,Lecce,26,1995,0.5,0,2,0,0.0,4.19,0.00,0.00,,0,0,Matches,4d1efb48
118,Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,15.7,2,7,2,28.6,0.44,0.13,0.29,1.00,0,0,Matches,d9624b51
119,Assan Ceesay,gm GAM,FW,Lecce,28,1994,20.1,6,43,12,27.9,2.14,0.60,0.14,0.50,1,1,Matches,07f8bcc8
120,Emil Ceide,no NOR,FW,Sassuolo,20,2001,5.7,0,10,3,30.0,1.75,0.52,0.00,0.00,0,0,Matches,98a84572
121,Zeki Çelik,tr TUR,MFDF,Roma,25,1997,16.7,0,5,1,20.0,0.30,0.06,0.00,0.00,0,0,Matches,31a62dc7
122,Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,efdeaff3
123,Federico Chiesa,it ITA,MFFW,Juventus,24,1997,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,0,0,Matches,b0f7e36c
124,Vlad Chiricheș,ro ROU,DF,Cremonese,32,1989,10.9,0,0,0,,0.00,0.00,,,0,0,Matches,c316607a
125,Daniel Ciofani,it ITA,FW,Cremonese,37,1985,11.8,8,32,17,53.1,2.72,1.44,0.25,0.47,3,4,Matches,b09a3ecc
126,Tio Cipot,si SVN,MF,Spezia,19,2003,1.5,0,2,1,50.0,1.29,0.65,0.00,0.00,0,0,Matches,039a4fb6
127,Patrick Ciurria,it ITA,MF,Monza,27,1995,30.6,6,50,23,46.0,1.63,0.75,0.12,0.26,0,0,Matches,5de3866c
128,Nicolò Cocetta,it ITA,DF,Udinese,18,2003,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,1faa06d5
129,Omar Colley,gm GAM,DF,Sampdoria,29,1992,15.4,1,6,4,66.7,0.39,0.26,0.17,0.25,0,0,Matches,8b95acda
130,Lorenzo Colombo,it ITA,FW,Lecce,20,2002,16.8,5,45,14,31.1,2.67,0.83,0.11,0.36,1,2,Matches,04df29a5
131,Andrea Colpani,it ITA,MF,Monza,23,1999,10.5,4,24,9,37.5,2.28,0.85,0.17,0.44,0,0,Matches,6499048c
132,Andrea Consigli,it ITA,GK,Sassuolo,35,1987,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,8cabdc1e
133,Andrea Conti,it ITA,DFMF,Sampdoria,28,1994,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,8fef5412
134,Diego Coppola,it ITA,DF,Hellas Verona,18,2003,13.1,0,3,0,0.0,0.23,0.00,0.00,,0,0,Matches,22ae86f9
135,Alex Cordaz,it ITA,GK,Inter,39,1983,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,e66ebabb
136,Joaquín Correa,ar ARG,FW,Inter,27,1994,10.6,3,22,8,36.4,2.08,0.76,0.14,0.38,0,0,Matches,45b9b619
137,Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,bfc359ed
138,Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,32.1,3,17,6,35.3,0.53,0.19,0.18,0.50,0,0,Matches,85a44ecc
139,Alessio Cragno,it ITA,GK,Monza,28,1994,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,f554e29b
140,Bryan Cristante,it ITA,MF,Roma,27,1995,32.6,1,29,5,17.2,0.89,0.15,0.03,0.20,0,1,Matches,16657b95
141,Domen Črnigoj,si SVN,MF,Salernitana,26,1995,3.3,0,1,0,0.0,0.30,0.00,0.00,,0,0,Matches,22cd43d2
142,Juan Cuadrado,co COL,MFDF,Juventus,34,1988,23.1,1,32,10,31.3,1.39,0.43,0.03,0.10,0,0,Matches,0ab1f153
143,Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,6.9,0,10,2,20.0,1.46,0.29,0.00,0.00,0,0,Matches,5722eced
144,Marco D'Alessandro,it ITA,MF,Monza,31,1991,3.2,0,4,1,25.0,1.24,0.31,0.00,0.00,0,0,Matches,060606ec
145,Danilo D'Ambrosio,it ITA,DF,Inter,33,1988,8.1,0,3,2,66.7,0.37,0.25,0.00,0.00,0,0,Matches,44eb9093
146,Luca D'Andrea,it ITA,FW,Sassuolo,17,2004,3.5,0,7,3,42.9,1.99,0.85,0.00,0.00,0,0,Matches,f778fe3f
147,Flavius Daniliuc,at AUT,DF,Salernitana,21,2001,24.4,0,10,4,40.0,0.41,0.16,0.00,0.00,0,0,Matches,7ef972c3
148,Danilo,br BRA,DF,Juventus,31,1991,35.4,3,32,5,15.6,0.90,0.14,0.09,0.60,0,0,Matches,94b2001f
149,Matteo Darmian,it ITA,MFDF,Inter,32,1989,22.5,1,7,1,14.3,0.31,0.04,0.14,1.00,0,0,Matches,96e0490d
150,Juan David Cabal,co COL,DF,Hellas Verona,21,2001,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,0,0,Matches,ef6eef89
151,Paweł Dawidowicz,pl POL,DF,Hellas Verona,27,1995,18.1,1,11,2,18.2,0.61,0.11,0.09,0.50,0,0,Matches,16bb656a
152,Charles De Ketelaere,be BEL,MF,Milan,21,2001,12.4,0,19,4,21.1,1.53,0.32,0.00,0.00,0,0,Matches,2ef7c612
153,Manuel De Luca,it ITA,FW,Sampdoria,24,1998,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,60e3603d
154,Tommaso De Nipoti,it ITA,FW,Atalanta,19,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,7f9d956a
155,Mattia De Sciglio,it ITA,MFDF,Juventus,29,1992,11.6,0,4,0,0.0,0.35,0.00,0.00,,0,0,Matches,ae4e2852
156,Lorenzo De Silvestri,it ITA,DFMF,Bologna,34,1988,7.5,1,5,3,60.0,0.67,0.40,0.20,0.33,0,0,Matches,e74f0e59
157,Koni De Winter,be BEL,DF,Empoli,20,2002,11.4,0,0,0,,0.00,0.00,,,0,0,Matches,f4797849
158,Grégoire Defrel,mq MTQ,FW,Sassuolo,31,1991,13.0,2,16,10,62.5,1.23,0.77,0.13,0.20,0,0,Matches,854ee61a
159,Duccio Degl'Innocenti,it ITA,MF,Empoli,19,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,0e0d6c53
160,Merih Demiral,tr TUR,DF,Atalanta,24,1998,17.1,1,7,1,14.3,0.41,0.06,0.14,1.00,0,0,Matches,e3cceee6
161,Diego Demme,de GER,MF,Napoli,30,1991,1.6,0,0,0,,0.00,0.00,,,0,0,Matches,dc3fa3b5
162,Fabio Depaoli,it ITA,MF,Hellas Verona,25,1997,24.1,2,17,4,23.5,0.70,0.17,0.12,0.50,0,0,Matches,d97f2e8d
163,Fabio Depaoli,it ITA,DF,Sampdoria,25,1997,1.5,0,2,0,0.0,1.32,0.00,0.00,,0,0,Matches,d97f2e8d
164,Kastriot Dermaku,al ALB,DF,Lecce,30,1992,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,2990c466
165,Cyriel Dessers,ng NGA,FW,Cremonese,27,1994,17.6,6,50,13,26.0,2.84,0.74,0.12,0.46,0,1,Matches,dcb38abe
166,Sergiño Dest,us USA,DF,Milan,21,2000,3.7,0,2,1,50.0,0.55,0.27,0.00,0.00,0,0,Matches,5976f83e
167,Mattia Destro,it ITA,FW,Empoli,31,1991,6.4,1,20,7,35.0,3.15,1.10,0.05,0.14,0,0,Matches,d7d32194
168,Gerard Deulofeu,es ESP,FW,Udinese,28,1994,13.5,2,44,12,27.3,3.27,0.89,0.05,0.17,0,0,Matches,39583cfd
169,Samuel Di Carmine,it ITA,FW,Cremonese,33,1988,0.3,0,1,0,0.0,3.21,0.00,0.00,,0,0,Matches,ef94dc2f
170,Federico Di Francesco,it ITA,FWMF,Lecce,28,1994,22.6,2,40,17,42.5,1.77,0.75,0.05,0.12,0,0,Matches,1fca9171
171,Michele Di Gregorio,it ITA,GK,Monza,25,1997,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,4e0c8d66
172,Giovanni Di Lorenzo,it ITA,DF,Napoli,28,1993,36.2,3,31,13,41.9,0.86,0.36,0.10,0.23,0,0,Matches,230a2fac
173,Ángel Di María,ar ARG,FWMF,Juventus,34,1988,15.1,4,38,13,34.2,2.51,0.86,0.11,0.31,1,1,Matches,19cda00b
174,Boulaye Dia,sn SEN,FWMF,Salernitana,25,1996,28.0,16,48,22,45.8,1.72,0.79,0.33,0.73,1,1,Matches,244bc2c8
175,Brahim Díaz,ma MAR,MF,Milan,22,1999,21.4,6,35,17,48.6,1.64,0.79,0.17,0.35,0,0,Matches,407feb71
176,Federico Dimarco,it ITA,MFDF,Inter,24,1997,23.0,4,48,15,31.3,2.09,0.65,0.08,0.27,0,0,Matches,970b8574
177,Koffi Djidji,ci CIV,DF,Torino,29,1992,26.9,1,7,3,42.9,0.26,0.11,0.14,0.33,0,0,Matches,933d3b51
178,Berat Djimsiti,al ALB,DF,Atalanta,29,1993,20.0,0,4,0,0.0,0.20,0.00,0.00,,0,0,Matches,6eee05f1
179,Dodô,br BRA,DF,Fiorentina,23,1998,25.9,1,11,4,36.4,0.42,0.15,0.09,0.25,0,0,Matches,b5f7d10b
180,Josh Doig,sct SCO,MF,Hellas Verona,20,2002,15.0,2,18,6,33.3,1.20,0.40,0.11,0.33,0,0,Matches,2f69d881
181,Nicolás Domínguez,ar ARG,MF,Bologna,24,1998,25.6,3,42,17,40.5,1.64,0.67,0.07,0.18,0,0,Matches,20b3a502
182,Giulio Donati,it ITA,DFMF,Monza,32,1990,4.7,1,2,1,50.0,0.43,0.21,0.50,1.00,0,0,Matches,22051fbe
183,Bartłomiej Drągowski,pl POL,GK,Spezia,24,1997,32.7,0,0,0,,0.00,0.00,,,0,0,Matches,085e71a7
184,Ondrej Duda,sk SVK,MF,Hellas Verona,27,1994,11.8,0,13,4,30.8,1.10,0.34,0.00,0.00,0,0,Matches,79ca3e23
185,Denzel Dumfries,nl NED,MF,Inter,26,1996,24.6,1,33,14,42.4,1.34,0.57,0.03,0.07,0,0,Matches,481c9ece
186,Alfred Duncan,gh GHA,MF,Fiorentina,29,1993,12.3,1,9,2,22.2,0.73,0.16,0.11,0.50,0,0,Matches,528492ea
187,Paulo Dybala,ar ARG,MFFW,Roma,28,1993,19.3,12,65,23,35.4,3.36,1.19,0.18,0.52,5,5,Matches,e0921a4f
188,Edin Džeko,ba BIH,FW,Inter,36,1986,19.2,9,73,25,34.2,3.79,1.30,0.12,0.36,0,0,Matches,3bb7f478
