--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
76,Davide Biraschi,it ITA,DFMF,Genoa,23,1994,23,1796,78,52.5,20.0,20,,17,3,,11,1.13,18,24,-6,-0.30,-0.08,Matches,64cd167d
77,Valter Birsa,si SVN,MFFW,Chievo,30,1986,35,2504,72,73.2,27.8,29,,13,6,,1,1.11,29,41,-12,-0.43,+0.65,Matches,455a2b79
78,Albano Bizzarri,ar ARG,GK,Udinese,39,1977,32,2880,90,84.2,32.0,32,,31,0,,5,1.16,41,52,-11,-0.34,+0.32,Matches,32b9b5fa
79,Giacomo Boccafoglia,it ITA,DF,SPAL,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,dc783952
80,Paweł Bochniewicz,pl POL,DF,Udinese,21,1996,0,,,,,0,,0,0,,16,,,,,,,Matches,9bf068be
81,Deian Boldor,ro ROU,DF,Hellas Verona,22,1995,1,90,90,2.6,1.0,1,,1,0,,8,1.50,1,2,-1,-1.00,+0.27,Matches,9b7533de
82,Thomas Bolis,it ITA,MF,Atalanta,18,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,4feea41c
83,Giacomo Bonaventura,it ITA,MF,Milan,27,1989,33,2541,77,74.3,28.2,30,,15,3,,0,1.58,40,29,+11,+0.39,+0.08,Matches,d995ed27
84,Federico Bonazzoli,it ITA,FW,SPAL,20,1997,11,176,16,5.1,2.0,2,,0,9,,25,0.45,2,3,-1,-0.51,+0.02,Matches,bf57eaab
85,Federico Bonazzoli,it ITA,FW,Sampdoria,20,1997,1,28,28,0.8,0.3,0,,0,1,,0,3.00,0,0,0,0.00,+0.11,Matches,bf57eaab
86,Kevin Bonifazi,it ITA,DFMF,Torino,21,1996,6,408,68,11.9,4.5,4,,3,2,,20,1.83,13,6,+7,+1.54,+1.51,Matches,fb77bfef
87,Leonardo Bonucci,it ITA,DF,Milan,30,1987,35,3085,88,90.2,34.3,35,,34,0,,0,1.71,52,39,+13,+0.38,+0.11,Matches,52ec54d0
88,Giuseppe Borello,it ITA,MF,Crotone,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,498df2a6
89,Nicola Borghetto,it ITA,GK,Hellas Verona,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,e7a8551e
90,Fabio Borini,it ITA,FWMF,Milan,26,1991,29,1610,56,47.1,17.9,19,,9,10,,7,1.59,24,29,-5,-0.28,-1.22,Matches,ef5b337e
91,Marco Borriello,it ITA,FW,SPAL,35,1982,15,773,52,22.6,8.6,9,,4,6,,2,0.73,8,15,-7,-0.82,-0.37,Matches,a889ffc7
92,Davide Borsellini,it ITA,GK,Udinese,18,1999,0,,,,,0,,0,0,,32,,,,,,,Matches,21b6d3e9
93,Devid Bouah,it ITA,MF,Roma,15,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,8c257a54
94,Lucas Boyé,ar ARG,FW,Torino,21,1996,11,155,14,4.5,1.7,0,,0,11,,8,1.18,2,3,-1,-0.58,-0.83,Matches,d49f3e6b
95,Federico Brancolini,it ITA,GK,Fiorentina,16,2001,0,,,,,0,,0,0,,2,,,,,,,Matches,d4890c25
96,Fabrizio Brignani,it ITA,DF,Bologna,19,1998,0,,,,,0,,0,0,,8,,,,,,,Matches,4a6667d7
97,Enrico Brignola,it ITA,MFFW,Benevento,18,1999,18,1347,75,39.4,15.0,16,,8,2,,9,1.17,22,26,-4,-0.27,+1.77,Matches,d0643f8f
98,Alberto Brignoli,it ITA,GK,Benevento,25,1991,13,1126,87,32.9,12.5,11,,11,2,,25,0.38,14,31,-17,-1.36,-0.02,Matches,6989550f
99,Petar Brlek,hr CRO,MF,Genoa,23,1994,5,232,46,6.8,2.6,3,,0,2,,11,1.60,2,2,0,0.00,+0.28,Matches,4590c6e7
100,Marcelo Brozović,hr CRO,MF,Inter,24,1992,31,1926,62,56.3,21.4,21,,14,10,,3,1.84,42,15,+27,+1.26,+0.72,Matches,33b8d077
101,Lorenzo Bruzzi,it ITA,GK,Bologna,17,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,b7914788
102,Marcel Büchel,li LIE,MF,Hellas Verona,26,1991,23,1696,74,49.6,18.8,20,,13,3,,6,0.78,17,35,-18,-0.96,+0.61,Matches,2edeb221
103,Ante Budimir,hr CRO,FW,Crotone,26,1991,22,1588,72,46.4,17.6,17,,11,5,,2,0.73,11,31,-20,-1.13,-0.84,Matches,8f3565b3
104,Gianluigi Buffon,it ITA,GK,Juventus,39,1978,21,1862,89,54.4,20.7,21,,20,0,,11,2.52,55,14,+41,+1.98,+0.77,Matches,e40d028b
105,Alessandro Buongiorno,it ITA,DF,Torino,18,1999,1,9,9,0.3,0.1,0,,0,1,,2,3.00,0,3,-3,-30.00,-30.29,Matches,4ae67f27
106,Nicolás Burdisso,ar ARG,DF,Torino,36,1981,24,2069,86,60.5,23.0,23,,22,1,,11,1.46,31,21,+10,+0.43,+0.57,Matches,9417f322
107,Karlo Butić,hr CRO,FW,Torino,18,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,165f9fbf
108,Rafael Cabral,br BRA,GK,Napoli,27,1990,0,,,,,0,,0,0,,38,,,,,,,Matches,806f7a26
109,Nicolò Cabras,it ITA,GK,Cagliari,16,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,9bc28e3e
110,Leandro Cabrera,uy URU,DF,Crotone,26,1991,5,365,73,10.7,4.1,4,,3,1,,14,0.20,1,10,-9,-2.22,-1.72,Matches,69cbc8b6
111,Fabrizio Cacciatore,it ITA,DF,Chievo,30,1986,33,2871,87,83.9,31.9,32,,30,1,,1,1.03,31,51,-20,-0.63,-0.14,Matches,00b0bb87
112,Martín Cáceres,uy URU,DF,Lazio,30,1987,6,441,74,12.9,4.9,4,,4,2,,11,1.83,12,7,+5,+1.02,-0.04,Matches,e94d79e3
113,Martín Cáceres,uy URU,DF,Hellas Verona,30,1987,14,1165,83,34.1,12.9,14,,11,0,,3,0.86,15,27,-12,-0.93,+0.51,Matches,e94d79e3
114,Aldo Caiazza,it ITA,DF,Udinese,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,24eb64e4
115,Felipe Caicedo,ec ECU,FW,Lazio,28,1988,22,717,33,21.0,8.0,4,,3,18,,12,1.91,20,15,+5,+0.63,-0.54,Matches,93b891d1
116,Davide Calabria,it ITA,DFMF,Milan,20,1996,21,1564,74,45.7,17.4,18,,15,3,,11,1.95,26,18,+8,+0.46,+0.17,Matches,2146785a
117,Mattia Caldara,it ITA,DF,Atalanta,23,1994,24,2160,90,63.2,24.0,24,,24,0,,8,1.75,39,24,+15,+0.62,+0.41,Matches,ac7e640b
118,Hakan Çalhanoğlu,tr TUR,FWMF,Milan,23,1994,31,2172,70,63.5,24.1,25,,15,6,,2,1.90,42,20,+22,+0.91,+1.49,Matches,cd0fa27b
119,Fabrizio Caligara,it ITA,MF,Juventus,17,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,22ca11f1
120,Fabrizio Caligara,it ITA,MF,Cagliari,17,2000,1,18,18,0.5,0.2,0,,0,1,,12,1.50,1,1,0,0.00,+0.74,Matches,22ca11f1
121,José Callejón,es ESP,FW,Napoli,30,1987,38,3238,85,94.7,36.0,38,,22,0,,0,2.39,73,26,+47,+1.31,+0.81,Matches,78841da9
122,Simone Calvano,it ITA,MF,Hellas Verona,24,1993,15,644,43,18.8,7.2,7,,2,8,,6,0.67,3,20,-17,-2.38,-1.37,Matches,9dabfcf5
123,Michele Camporese,it ITA,DF,Benevento,25,1992,0,,,,,0,,0,0,,2,,,,,,,Matches,035c1d09
124,João Cancelo,pt POR,DFMF,Inter,23,1994,26,1851,71,54.1,20.6,20,,18,6,,6,1.73,33,16,+17,+0.83,-0.26,Matches,bd6351cd
125,Thomas Candeloro,ch SUI,GK,Benevento,17,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,099bac75
126,Antonio Candreva,it ITA,MF,Inter,30,1987,36,2537,70,74.2,28.2,33,,9,3,,2,1.89,49,26,+23,+0.82,-0.51,Matches,356c9002
127,Paolo Cannavaro,it ITA,DF,Sassuolo,36,1981,19,1443,76,42.2,16.0,16,,16,3,,0,1.11,9,28,-19,-1.19,-0.68,Matches,46ed55b6
128,Leonardo Capezzi,it ITA,MF,Sampdoria,22,1995,6,214,36,6.3,2.4,2,,1,4,,30,2.00,4,5,-1,-0.42,-0.34,Matches,07ea0ef2
129,Elio Capradossi,ug UGA,DF,Roma,21,1996,2,83,42,2.4,0.9,1,,0,1,,14,3.00,1,0,+1,+1.08,+0.22,Matches,174944a3
130,Gianluca Caprari,it ITA,FWMF,Sampdoria,24,1993,34,1809,53,52.9,20.1,19,,5,15,,3,1.38,25,28,-3,-0.15,-0.09,Matches,54e53b7e
131,Marco Capuano,it ITA,DF,Cagliari,25,1991,9,690,77,20.2,7.7,7,,7,2,,10,1.11,6,12,-6,-0.78,-0.06,Matches,616aea37
132,Marco Capuano,it ITA,DF,Crotone,25,1991,16,1407,88,41.1,15.6,16,,15,0,,0,1.25,26,22,+4,+0.26,+1.60,Matches,616aea37
133,Antonio Caracciolo,it ITA,DF,Hellas Verona,27,1990,33,2857,87,83.5,31.7,32,,31,1,,4,0.73,27,64,-37,-1.17,+0.59,Matches,99d8fc35
134,Francesco Cassata,it ITA,MF,Sassuolo,20,1997,10,458,46,13.4,5.1,5,,3,5,,25,1.40,7,10,-3,-0.59,+0.23,Matches,96960855
135,Timothy Castagne,be BEL,MF,Atalanta,21,1995,20,1500,75,43.9,16.7,17,,12,3,,17,1.80,24,14,+10,+0.60,+0.23,Matches,197640fd
136,Leandro Castán,br BRA,DF,Cagliari,30,1986,14,1141,82,33.4,12.7,13,,11,1,,2,0.93,8,25,-17,-1.34,-0.91,Matches,019f4d0d
137,Leandro Castán,br BRA,DF,Roma,30,1986,0,,,,,0,,0,0,,15,,,,,,,Matches,019f4d0d
138,Lucas Castro,ar ARG,MF,Chievo,28,1989,25,1985,79,58.0,22.1,23,,16,2,,3,1.24,26,34,-8,-0.36,+0.58,Matches,56b2957b
139,Danilo Cataldi,it ITA,MF,Benevento,22,1994,29,2282,79,66.7,25.4,25,,20,4,,4,0.31,15,57,-42,-1.66,-0.94,Matches,ba3d3bea
140,Federico Ceccherini,it ITA,DF,Crotone,25,1992,37,3229,87,94.4,35.9,37,,34,0,,0,0.92,39,62,-23,-0.64,+0.77,Matches,d9624b51
141,Ricardo Centurión,ar ARG,MF,Genoa,24,1993,3,54,18,1.6,0.6,1,,0,2,,7,1.00,0,2,-2,-3.33,-3.12,Matches,fac896b0
142,Luca Ceppitelli,it ITA,DF,Cagliari,27,1989,27,2227,82,65.1,24.7,26,,24,1,,8,1.33,26,34,-8,-0.32,+1.19,Matches,7d50454d
143,Fabio Ceravolo,it ITA,FW,Benevento,30,1987,1,57,57,1.7,0.6,1,,0,0,,0,0.00,0,1,-1,-1.58,-0.24,Matches,4cc93246
144,Alessio Cerci,it ITA,FWMF,Hellas Verona,30,1987,24,1635,68,47.8,18.2,22,,7,2,,1,0.63,17,34,-17,-0.94,+0.63,Matches,5370cba7
145,Michele Cerofolini,it ITA,GK,Fiorentina,18,1999,0,,,,,0,,0,0,,29,,,,,,,Matches,efdeaff3
146,Boštjan Cesar,si SVN,DF,Chievo,35,1982,10,550,55,16.1,6.1,5,,5,5,,27,1.20,5,11,-6,-0.98,-0.45,Matches,c1d18f10
147,Damir Ceter,co COL,FW,Cagliari,19,1997,6,199,33,5.8,2.2,1,,1,5,,4,1.00,3,8,-5,-2.26,-1.62,Matches,eade5337
148,Raman Chibsah,gh GHA,MF,Benevento,24,1993,14,1048,75,30.6,11.6,12,,7,2,,5,0.07,7,32,-25,-2.15,-1.16,Matches,aa5a409a
149,Giorgio Chiellini,it ITA,DF,Juventus,32,1984,26,2161,83,63.2,24.0,25,,23,1,,9,2.42,56,15,+41,+1.71,+0.21,Matches,e85fb9b8
150,Federico Chiesa,it ITA,MFFW,Fiorentina,19,1997,36,3012,84,88.1,33.5,35,,24,1,,0,1.50,51,42,+9,+0.27,+0.49,Matches,b0f7e36c
151,Vlad Chiricheș,ro ROU,DF,Napoli,27,1989,7,582,83,17.0,6.5,7,,6,0,,21,2.71,15,7,+8,+1.24,-0.03,Matches,c316607a
152,Stefano Ciavattini,it ITA,DF,Roma,19,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,db704e1c
153,Amato Ciciretti,it ITA,MFFW,Benevento,23,1993,12,807,67,23.6,9.0,9,,4,3,,1,0.00,5,14,-9,-1.00,+0.44,Matches,1ab0b878
154,Luca Cigarini,it ITA,MF,Cagliari,31,1986,26,2024,78,59.2,22.5,24,,14,2,,2,1.23,24,33,-9,-0.40,+0.82,Matches,ae64d449
155,Thiago Cionek,pl POL,DF,SPAL,31,1986,15,1350,90,39.5,15.0,15,,15,0,,0,1.33,15,15,0,0.00,+0.87,Matches,46f5c54d
156,Karamoko Cissé,gn GUI,FW,Benevento,28,1988,2,14,7,0.4,0.2,0,,0,2,,0,0.00,0,0,0,0.00,+1.35,Matches,b39569c0
157,Massimo Coda,it ITA,FW,Benevento,28,1988,24,1417,59,41.4,15.7,14,,9,10,,14,0.58,14,37,-23,-1.46,-0.20,Matches,4c7940d6
158,Isaac Cofie,gh GHA,MF,Genoa,25,1991,12,591,49,17.3,6.6,6,,4,6,,20,1.42,4,6,-2,-0.30,-0.05,Matches,c6dda86e
159,Andrea Colpani,it ITA,MF,Atalanta,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,6499048c
160,Alessandro Confente,it ITA,GK,Chievo,19,1998,0,,,,,0,,0,0,,34,,,,,,,Matches,95a3fe33
161,Andrea Consigli,it ITA,GK,Sassuolo,30,1987,37,3316,90,97.0,36.8,37,,36,0,,1,1.16,29,58,-29,-0.79,+0.08,Matches,8cabdc1e
162,Andrea Conti,it ITA,DF,Milan,23,1994,2,157,79,4.6,1.7,2,,1,0,,1,3.00,5,1,+4,+2.29,+2.02,Matches,8fef5412
163,Duje Čop,hr CRO,FW,Cagliari,27,1990,2,96,48,2.8,1.1,1,,0,1,,0,0.00,0,3,-3,-2.81,-2.14,Matches,8b0b02c9
164,Domenico Coppola,it ITA,GK,Torino,18,1999,0,,,,,0,,0,0,,5,,,,,,,Matches,b1ea9ffc
165,Ferdinando Coppola,it ITA,GK,Hellas Verona,39,1978,0,,,,,0,,0,0,,38,,,,,,,Matches,7feaf90b
166,Alex Cordaz,it ITA,GK,Crotone,34,1983,38,3420,90,100.0,38.0,38,,38,0,,0,0.92,40,66,-26,-0.68,,Matches,e66ebabb
167,Andreas Cornelius,dk DEN,FW,Atalanta,24,1993,23,934,41,27.3,10.4,8,,2,15,,9,1.57,14,10,+4,+0.39,-0.12,Matches,c693347d
