--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
23,Oussama El Azzouzi,ma MAR,MF,Bologna,25-088,2001,1,78,78,86.7,0.9,1,78,0,0,,0,0.00,0,1,-1,-1.15,-1.15,Matches,85f476cc
24,Darryl Bakola,fr FRA,MF,Sassuolo,18-268,2007,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,57de24a3
25,Adam Bakoune,it ITA,MF,Monza,20-200,2006,1,69,69,76.7,0.8,1,69,0,0,,0,0.00,1,4,-3,-3.91,-3.91,Matches,e5301d8c
26,Tommaso Baldanzi,it ITA,MF,Genoa,23-155,2003,1,65,65,72.2,0.7,1,65,0,0,,0,0.00,0,0,0,0.00,+7.20,Matches,102e2599
27,Aleksandr Ballabio,it ITA,GK,Monza,18-033,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,27aef9bb
28,Nicolò Barella,it ITA,MF,Inter,29-199,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,1,+3,+3.00,,Matches,6928979a
29,Davide Bartesaghi,it ITA,MF,Milan,20-239,2005,1,25,25,27.8,0.3,0,,0,1,25,0,3.00,0,1,-1,-3.60,-6.37,Matches,7e0b6c50
30,Toma Bašić,hr CRO,MF,Venezia,29-273,1996,1,84,84,93.3,0.9,1,84,0,0,,0,0.00,0,2,-2,-2.14,-2.14,Matches,80556f08
31,Alessandro Bastoni,it ITA,DF,Inter,27-134,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,1,+3,+3.00,,Matches,75b86fb3
32,Martin Baturina,hr CRO,MF,Como,23-190,2003,1,45,45,50.0,0.5,1,45,0,0,,0,1.00,0,1,-1,-2.00,-4.00,Matches,d1eda5f0
33,Vakoun Bayo,ci CIV,FW,Udinese,29-227,1997,1,19,19,21.1,0.2,0,,0,1,19,0,1.00,0,0,0,0.00,0.00,Matches,132f161f
34,Reda Belahyane,ma MAR,MF,Lazio,22-085,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,705a1642
35,Armel Bella Kotchap,de GER,DF,Venezia,24-257,2001,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,a39d11bc
36,Raoul Bellanova,it ITA,MF,Atalanta,26-100,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,e3756e72
37,Adrian Bernabe,es ESP,MF,Parma,25-091,2001,1,65,65,72.2,0.7,1,65,0,0,,0,0.00,0,0,0,0.00,+3.60,Matches,548672b4
38,Federico Bernardeschi,it ITA,FWMF,Bologna,32-190,1994,1,31,31,34.4,0.3,0,,0,1,31,0,0.00,0,0,0,0.00,+1.53,Matches,ee93c1a9
39,Lorenzo Bernasconi,it ITA,DF,Atalanta,22-282,2003,1,70,70,77.8,0.8,1,70,0,0,,0,3.00,2,1,+1,+1.29,+1.29,Matches,c1041eb7
40,Nicolò Bertola,it ITA,DF,Udinese,23-155,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,04b40c58
41,Sam Beukema,nl NED,DF,Napoli,27-281,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,de13cee5
42,Justin Bijlow,nl NED,GK,Genoa,28-215,1998,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,53d93280
43,El Bilal Touré,ml MLI,FW,Parma,24-326,2001,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,47c609d5
44,Cristiano Biraghi,it ITA,DFMF,Torino,33-358,1992,0,,,,,0,,0,0,,1,,,,,,,Matches,9e1577aa
45,Samuele Birindelli,it ITA,MF,Monza,27-037,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,,Matches,204ac005
46,Marco Bleve,it ITA,GK,Lecce,30-311,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,47f2af81
47,Jeremie Boga,ci CIV,FWMF,Juventus,29-234,1997,1,22,22,24.4,0.2,0,,0,1,22,0,3.00,0,0,0,0.00,-1.32,Matches,fe012aca
48,Rahim Bonkano,ne NIG,DF,Bologna,24-236,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,89becc10
49,Ange-Yoan Bonny,ci CIV,FW,Inter,22-304,2003,1,37,37,41.1,0.4,0,,0,1,37,0,3.00,2,0,+2,+4.86,+3.17,Matches,64629ba4
50,Ricardo Bordon,br BRA,DF,Lazio,19-296,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,42a6f515
51,Gennaro Borrelli,it ITA,FW,Cagliari,26-168,2000,1,25,25,27.8,0.3,0,,0,1,25,0,3.00,1,0,+1,+3.60,+3.60,Matches,04c4edc1
52,Léo Bouyer,fr FRA,GK,Milan,18-011,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,9b88552d
53,Leonardo Bovio,it ITA,DF,Inter,18-202,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,ad12dec6
54,Kieron Bowie,sct SCO,FW,Sassuolo,23-338,2002,1,87,87,96.7,1.0,1,87,0,0,,0,0.00,1,2,-1,-1.03,-1.03,Matches,6dd87204
55,Gabriele Bracaglia,it ITA,DF,Frosinone,23-037,2003,1,75,75,83.3,0.8,1,75,0,0,,0,0.00,0,1,-1,-1.20,-1.20,Matches,ff79fde4
56,Gleison Bremer,br BRA,DF,Juventus,29-160,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,5fd5ed86
57,Marco Brescianini,it ITA,MF,Fiorentina,26-217,2000,1,61,61,67.8,0.7,1,61,0,0,,0,0.00,0,3,-3,-4.43,-1.32,Matches,dfd56738
58,Kaiki Bruno,br BRA,DF,Como,23-170,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,1a36e9cb
59,Gianluca Busio,us USA,MF,Venezia,24-089,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,4a0b7f07
60,Jean Butez,fr FRA,GK,Como,31-078,1995,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,7f40333d
61,Alessio Cacciamani,it ITA,MF,Torino,19-057,2007,1,80,80,88.9,0.9,1,80,0,0,,0,0.00,0,2,-2,-2.25,-11.25,Matches,2028c5c3
62,Hakan Çalhanoğlu,tr TUR,MF,Inter,32-198,1994,1,53,53,58.9,0.6,1,53,0,0,,0,3.00,2,1,+1,+1.70,-3.17,Matches,cd0fa27b
63,Giacomo Calò,it ITA,MF,Frosinone,29-201,1997,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,d2ed2e04
64,Gabriele Calvani,it ITA,DF,Frosinone,22-225,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,253a68ea
65,Francesco Camarda,it ITA,FW,Milan,18-168,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,1956a64b
66,Nicolò Cambiaghi,it ITA,MF,Bologna,25-240,2000,1,59,59,65.6,0.7,1,59,0,0,,0,0.00,0,1,-1,-1.53,-1.53,Matches,91ff775f
67,Andrea Cambiaso,it ITA,DFMF,Juventus,26-186,2000,1,22,22,24.4,0.2,0,,0,1,22,0,3.00,0,0,0,0.00,-1.32,Matches,247ed022
68,Matteo Cancellieri,it ITA,FW,Lazio,24-194,2002,1,45,45,50.0,0.5,1,45,0,0,,0,3.00,0,0,0,0.00,-2.00,Matches,b6a1cdf9
69,Elia Caprile,it ITA,GK,Cagliari,25-000,2001,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,97d7afbd
70,Maxence Caqueret,fr FRA,MF,Como,26-191,2000,1,2,2,2.2,0.0,0,,0,1,2,0,1.00,0,0,0,0.00,0.00,Matches,f81ef10d
71,Andrea Carboni,it ITA,DF,Monza,25-202,2001,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,,Matches,f7e2af2c
72,Franco Carboni,it ITA,MF,Parma,23-143,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,b033f803
73,Kevin Carlos,es ESP,FW,Cagliari,25-137,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,710c9891
74,Marco Carnesecchi,it ITA,GK,Atalanta,26-055,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,8ec56e62
75,Cesare Casadei,it ITA,MF,Torino,23-227,2003,1,69,69,76.7,0.8,1,69,0,0,,0,0.00,0,2,-2,-2.61,-6.89,Matches,fb920f3a
76,Federico Cassa,it ITA,MF,Atalanta,20-205,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,5f209d47
77,Riccardo Cassano,it ITA,MF,Como,17-160,2009,0,,,,,0,,0,0,,1,,,,,,,Matches,b3af00ab
78,Santiago Castro,ar ARG,FW,Roma,21-341,2004,1,23,23,25.6,0.3,0,,0,1,23,0,3.00,1,0,+1,+3.91,-0.12,Matches,ee5565ae
79,Nicolò Cavuoti,it ITA,MF,Cagliari,23-143,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,747701ab
80,Zeki Çelik,tr TUR,DF,Juventus,29-189,1997,1,68,68,75.6,0.8,1,68,0,0,,0,3.00,1,0,+1,+1.32,+1.32,Matches,31a62dc7
81,Trevoh Chalobah,eng ENG,DF,Como,27-051,1999,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,5515376c
82,Matteo Chichella,it ITA,MF,Frosinone,20-325,2005,1,66,66,73.3,0.7,1,66,0,0,,0,0.00,0,1,-1,-1.36,-1.36,Matches,57ad9bf4
83,Oliver Christensen,dk DEN,GK,Fiorentina,27-156,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,af104654
84,Samuel Chukwueze,ng NGA,MF,Milan,27-095,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,b8a642fc
85,Riccardo Ciervo,it ITA,MF,Sassuolo,24-146,2002,1,3,3,3.3,0.0,0,,0,1,3,0,0.00,0,0,0,0.00,+1.03,Matches,da77b60b
86,Simone Cinquegrano,it ITA,DF,Sassuolo,22-061,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,af9b8617
87,Alphadjo Cissè,it ITA,MF,Milan,19-307,2006,1,65,65,72.2,0.7,1,65,0,0,,0,3.00,2,0,+2,+2.77,+6.37,Matches,d079becb
88,Giorgio Cittadini,it ITA,DF,Frosinone,24-129,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,e4ba67f2
89,Saúl Coco,gq EQG,DF,Torino,27-197,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,d0ee1652
90,Lorenzo Colombo,it ITA,FW,Genoa,24-170,2002,1,73,73,81.1,0.8,1,73,0,0,,0,0.00,0,0,0,0.00,+10.59,Matches,04df29a5
91,Andrea Colpani,it ITA,FW,Monza,27-106,1999,1,69,69,76.7,0.8,1,69,0,0,,0,0.00,1,4,-3,-3.91,-3.91,Matches,6499048c
92,Christian Comotto,it ITA,MF,Milan,18-122,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,eeaa04fd
93,Pietro Comuzzo,it ITA,DF,Torino,21-186,2005,1,84,84,93.3,0.9,1,84,0,0,,0,0.00,0,2,-2,-2.14,-17.14,Matches,5e3ecc35
94,Francisco Conceição,pt POR,MF,Juventus,23-254,2002,1,68,68,75.6,0.8,1,68,0,0,,0,3.00,1,0,+1,+1.32,+1.32,Matches,5ef3d210
95,Nikita Contini,it ITA,GK,Napoli,30-096,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,e95069bb
96,Thierry Correia,pt POR,MF,Venezia,27-169,1999,1,63,63,70.0,0.7,1,63,0,0,,0,0.00,0,1,-1,-1.43,+1.90,Matches,c78b352d
97,Edoardo Corvi,it ITA,GK,Parma,25-155,2001,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,a89398db
98,Lassana Coulibaly,ml MLI,MF,Lecce,30-137,1996,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,85a44ecc
99,Yan Couto,br BRA,DF,Como,24-083,2002,1,88,88,97.8,1.0,1,88,0,0,,0,1.00,1,1,0,0.00,0.00,Matches,1944818c
100,Ben Cremaschi,us USA,MF,Parma,21-176,2005,1,6,6,6.7,0.1,0,,0,1,6,0,0.00,0,0,0,0.00,+1.07,Matches,03a446a2
101,Bryan Cristante,it ITA,MF,Roma,31-175,1995,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,0,+4,+4.00,,Matches,16657b95
102,Federico Croci,it ITA,FW,Fiorentina,16-055,2010,0,,,,,0,,0,0,,1,,,,,,,Matches,1bc3e441
103,Patrick Cutrone,it ITA,FW,Monza,28-234,1998,1,21,21,23.3,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+3.91,Matches,a4fe8cda
104,Lucas Da Cunha,fr FRA,MF,Como,25-077,2001,1,45,45,50.0,0.5,0,,0,1,45,0,1.00,1,0,+1,+2.00,+4.00,Matches,007faf7a
105,Giovanni Daffara,it ITA,GK,Parma,21-263,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,be0ddfe4
106,Matteo Dagasso,it ITA,MF,Venezia,22-146,2004,1,21,21,23.3,0.2,0,,0,1,21,0,0.00,0,1,-1,-4.29,-2.98,Matches,a13d62a9
107,Juan David Cabal,co COL,DF,Juventus,25-229,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,ef6eef89
108,Jonathan David,ca CAN,FWMF,Juventus,26-223,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,ce50fd99
109,Kevin De Bruyne,be BEL,FWMF,Napoli,35-058,1991,1,24,24,26.7,0.3,0,,0,1,24,0,3.00,2,0,+2,+7.50,+7.50,Matches,e46012d4
110,Charles De Ketelaere,be BEL,FWMF,Atalanta,25-168,2001,1,31,31,34.4,0.3,0,,0,1,31,0,3.00,1,0,+1,+2.90,+2.90,Matches,2ef7c612
111,Giorgio De Marzi,us USA,GK,Roma,19-129,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,6ee7bae3
112,Lorenzo De Silvestri,it ITA,DFMF,Bologna,38-094,1988,0,,,,,0,,0,0,,1,,,,,,,Matches,e74f0e59
113,Koni De Winter,be BEL,DF,Milan,24-074,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,f4797849
114,Alessandro Deiola,it ITA,DF,Cagliari,31-024,1995,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,7f267d66
115,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,25-200,2001,1,53,53,58.9,0.6,1,53,0,0,,0,3.00,0,0,0,0.00,-2.43,Matches,121a4fb8
116,Filippo Delli Carri,it ITA,DF,Monza,27-114,1999,1,3,3,3.3,0.0,0,,0,1,3,0,0.00,0,0,0,0.00,+3.10,Matches,d2e8fd9b
117,Enrico Delprato,it ITA,DF,Parma,26-288,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,4c6f9258
118,Ali Dembélé,fr FRA,DF,Torino,22-232,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,eb3df7d9
119,Sebastiano Desplanches,it ITA,GK,Frosinone,23-167,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,dff0c818
120,Alessandro Di Bitonto,it ITA,DF,Sassuolo,20-321,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,eac73523
121,Raffaele Di Gennaro,it ITA,GK,Inter,32-326,1993,0,,,,,0,,0,0,,1,,,,,,,Matches,7a4050d5
122,Giovanni Di Lorenzo,it ITA,DF,Napoli,33-021,1993,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,230a2fac
123,Boulaye Dia,sn SEN,FW,Lazio,29-282,1996,1,78,78,86.7,0.9,1,78,0,0,,0,3.00,1,0,+1,+1.15,+1.15,Matches,244bc2c8
124,Ousmane Diallo,es ESP,FW,Parma,19-074,2007,1,16,16,17.8,0.2,0,,0,1,16,0,0.00,0,1,-1,-5.63,-5.63,Matches,959a585a
125,Assane Diao,sn SEN,MF,Como,20-352,2005,1,45,45,50.0,0.5,0,,0,1,45,0,1.00,1,0,+1,+2.00,+4.00,Matches,8ae7d0ec
126,Sankhoun Diawara,fr FRA,DF,Milan,20-224,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,776c5e04
127,Federico Dimarco,it ITA,MF,Inter,28-288,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,1,+3,+3.00,,Matches,970b8574
128,Andy Diouf,fr FRA,MF,Inter,23-100,2003,1,74,74,82.2,0.8,1,74,0,0,,0,3.00,4,1,+3,+3.65,+3.65,Matches,9b5237b1
129,Dodô,br BRA,DF,Fiorentina,27-281,1998,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,4,-4,-4.00,,Matches,b5f7d10b
130,Danilho Doekhi,nl NED,DF,Lazio,28-056,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,f67c9d29
131,Josh Doig,sct SCO,DF,Sassuolo,24-099,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,2f69d881
132,Benjamín Domínguez,ar ARG,MF,Sassuolo,22-340,2003,1,17,17,18.9,0.2,0,,0,1,17,0,0.00,0,0,0,0.00,+1.23,Matches,a83b47fa
133,Alberto Dossena,it ITA,DF,Como,27-316,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,61efb926
134,Mamedi Doucouré,fr FRA,DF,Genoa,19-218,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,7613c133
135,Anastasios Douvikas,gr GRE,FW,Como,27-023,1999,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,853ca71c
136,Artem Dovbyk,ua UKR,FW,Bologna,29-065,1997,1,31,31,34.4,0.3,0,,0,1,31,0,0.00,0,0,0,0.00,+1.53,Matches,5b847bb0
137,Radu Drăgușin,ro ROU,DF,Fiorentina,24-203,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,4,-4,-4.00,,Matches,620922ed
138,Dominik Drobnič,si SVN,DF,Parma,19-142,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,004e3961
139,Paulo Dybala,ar ARG,MF,Roma,32-283,1993,1,78,78,86.7,0.9,1,78,0,0,,0,3.00,3,0,+3,+3.46,-4.04,Matches,e0921a4f
140,Enzo Ebosse,cm CMR,DF,Udinese,27-167,1999,1,45,45,50.0,0.5,0,,0,1,45,0,1.00,0,1,-1,-2.00,-4.00,Matches,9ba7b4fa
141,Jurgen Ekkelenkamp,nl NED,MF,Udinese,26-142,2000,1,84,84,93.3,0.9,1,84,0,0,,0,1.00,1,1,0,0.00,0.00,Matches,73d6a176
142,Mikael Ellertsson,is ISL,MF,Genoa,24-167,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,c55967eb
143,Elif Elmas,mk MKD,FWMF,Atalanta,26-335,1999,1,9,9,10.0,0.1,0,,0,1,9,0,3.00,0,0,0,0.00,-1.11,Matches,cf007308
144,Nesta Elphege,fr FRA,FW,Parma,25-228,2001,1,7,7,7.8,0.1,0,,0,1,7,0,0.00,0,0,0,0.00,+1.08,Matches,a3f86b82
145,Francesco Esposito,it ITA,FW,Inter,21-058,2005,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,1,+3,+3.00,,Matches,041e5f1f
146,Paco Esteban,es ESP,FW,Lecce,20-115,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,9d1f624b
147,Pervis Estupiñán,ec ECU,MF,Milan,28-216,1998,1,65,65,72.2,0.7,1,65,0,0,,0,3.00,2,0,+2,+2.77,+6.37,Matches,d38fdf53
148,Giovanni Fabbian,it ITA,MF,Fiorentina,23-223,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,f97f9188
149,Alieu Fadera,gm GAM,FWMF,Cagliari,24-295,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,53210e42
150,Nicolò Fagioli,it ITA,MF,Fiorentina,25-194,2001,1,61,61,67.8,0.7,1,61,0,0,,0,0.00,0,3,-3,-4.43,-1.32,Matches,366be751
151,Wladimiro Falcone,it ITA,GK,Lecce,31-135,1995,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,9f5a610b
152,Lamine Fanne,es ESP,MF,Venezia,22-207,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,1f6c538c
153,Valerio Farcomeni,it ITA,MF,Lazio,20-219,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,b5bd0dc7
154,Marko Farji,iq IRQ,MF,Venezia,22-162,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,e046cff6
155,Costantino Favasuli,it ITA,MF,Napoli,22-121,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,8b38f187
156,Jacopo Fazzini,it ITA,MF,Cagliari,23-162,2003,1,65,65,72.2,0.7,1,65,0,0,,0,3.00,0,0,0,0.00,-3.60,Matches,06b08c45
157,Mattia Felici,it ITA,MF,Cagliari,25-130,2001,1,25,25,27.8,0.3,0,,0,1,25,0,3.00,1,0,+1,+3.60,+3.60,Matches,38aa2612
158,Lewis Ferguson,sct SCO,MF,Bologna,27-001,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,ee64a822
159,Seydou Fini,it ITA,MF,Frosinone,20-084,2006,1,58,58,64.4,0.6,1,58,0,0,,0,0.00,0,1,-1,-1.55,-1.55,Matches,6411925d
160,Kian Fitz-Jim,nl NED,MF,Torino,23-051,2003,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,d4c6ba22
161,Romano Floriani,it ITA,MF,Lazio,23-210,2003,1,72,72,80.0,0.8,0,,0,1,72,0,3.00,1,0,+1,+1.25,+1.25,Matches,e19e0ca1
162,Manga Foe Ondoa,fr FRA,MF,Monza,20-256,2005,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,,Matches,e66703bc
163,Sadik Fofana,tg TOG,MF,Lecce,23-101,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,9ed58e6b
164,Omari Forson,eng ENG,MF,Monza,22-036,2004,1,21,21,23.3,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+3.91,Matches,1b9728b0
165,Niccolò Fortini,it ITA,MF,Torino,20-193,2006,1,21,21,23.3,0.2,0,,0,1,21,0,0.00,1,0,+1,+4.29,+6.89,Matches,ed336580
166,Bartol Franjić,hr CRO,DF,Venezia,26-223,2000,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,697dc00a
167,Davide Frattesi,it ITA,MF,Lazio,26-307,1999,1,37,37,41.1,0.4,0,,0,1,37,0,3.00,1,0,+1,+2.43,+2.43,Matches,2a7d27c1
168,Morten Frendrup,dk DEN,MF,Genoa,25-140,2001,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,f4d60499
169,Matija Frigan,hr CRO,FW,Parma,23-195,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,6fa81fa5
170,Matteo Gabbia,it ITA,DF,Milan,26-308,1999,1,15,15,16.7,0.2,0,,0,1,15,0,3.00,0,1,-1,-6.00,-8.40,Matches,c235e803
171,Tiago Gabriel,pt POR,DF,Lecce,21-242,2004,1,17,17,18.9,0.2,0,,0,1,17,0,3.00,1,0,+1,+5.29,+4.06,Matches,19452285
